method,var,variable_type,metric,value
RandomForestRegressor,Erlotinib,numerical,mse,0.003706722071994389
RandomForestRegressor,Erlotinib,numerical,r2,0.1451582419975275
RandomForestRegressor,Erlotinib,numerical,pearson_corr,0.380996380556991
