,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200
RVH-421,0.7517711,-0.62446034,-0.4923997,0.68998873,0.33856922,-0.35183796,-0.38935044,-0.5461342,-0.62822336,-0.096296534,0.66133714,0.22185893,-0.1671879,0.37385878,-0.611593,0.51105654,-0.083314285,-0.44671085,-0.11531219,0.3914162,0.48803234,0.36443663,0.2649261,-0.505153,0.13015755,0.15591297,-0.08708994,0.25553006,-0.43598837,-0.111144684,-0.4954568,0.05770293,0.1384725,-0.20711884,-0.36593956,0.6062722,0.28957525,0.04399537,-0.08307017,0.111233205,0.11534931,0.18224825,-0.37345412,0.6165675,-0.34182492,0.40744478,0.6913136,-0.23065694,0.53413403,-0.2471579,0.32485646,-0.55595607,0.37636676,0.5803463,-0.13266745,0.045158226,0.31311575,0.5589044,0.50723994,-0.43584913,-0.8351795,-0.26953122,0.53015685,-0.24279386,-0.31050617,-0.17775351,-0.18295138,-0.036085926,0.62713104,0.68590367,0.6178374,-0.25066906,0.6498925,1.0404893,-0.5443398,0.5885382,0.2381081,-0.14563568,0.17059511,-0.76247585,-0.26500776,-0.61167645,0.042046618,-0.14990556,-0.8436411,0.27245134,0.016281607,-0.54927397,0.022554224,-0.28903663,0.2021189,-0.6054425,0.15335567,0.33248383,-0.534313,0.30900168,0.005076131,-0.32228315,-0.123655364,-0.33772135,0.061520487,-0.21018879,0.11040593,1.3299909,-0.15854016,-0.31114337,0.058963977,-1.116463,-0.18454383,-0.29445446,0.4164634,0.43330356,-0.15402095,0.28007665,0.25421825,-0.4655369,0.37328297,0.57767504,-0.4261978,-0.44053456,-0.48137704,0.62293607,-0.54020935,0.5260217,0.109095395,-0.26111484,-0.12978065,0.53023285,-0.08995188,-0.3073417,-0.21561162,-0.15932518,-0.19182715,0.28118926,-0.5520983,-0.40187615,-0.111183956,-0.90502894,-0.32312775,0.34041977,0.50659937,-0.4319265,-0.35867822,-0.8536191,0.11528477,0.049272817,-0.45554498,-0.07722384,0.06729437,-0.45701417,0.10498704,0.0007471815,-0.8075478,0.24437678,-0.9835016,0.14022917,0.5386815,0.48243588,0.0057596276,-0.34775513,-0.6099482,0.05885919,0.07860673,0.012414787,0.21136956,-0.86013013,-0.028093772,-0.591042,-0.7788608,-0.27023572,0.058540758,-0.33653635,0.46890244,-0.37976643,0.40099356,0.08046695,0.054780617,0.6387981,-0.5979411,-0.18962544,1.2301366,-0.044349454,-0.5273175,-0.28696072,-0.04929648,-0.61796755,0.15725403,-0.24022184,0.51952106,0.14030795,-0.7242979,-0.19131605,-0.19459657,-0.64543366,-0.37165645,-0.33862326,-0.007393535,-0.105094254,-0.09018305,0.8839147,0.49400425
Fu97,-0.37845463,-0.27589676,-0.15771711,0.6383127,-0.42209494,0.122719675,-0.15360203,-0.25562555,-0.85004807,-0.21960433,0.3295369,0.036167026,0.36686996,0.16575545,-1.1199596,0.6480356,0.46934175,-0.31510338,-0.8324965,0.116339326,0.69382143,-0.5865419,0.9132513,-0.11555527,-0.25678796,-0.21580169,1.0507339,0.015341997,-0.4650777,0.17552873,-0.7196897,0.33648422,-0.33646566,-0.59825945,-0.22702426,0.11661413,-0.59476405,-0.31847095,-0.06627587,-0.29463342,0.32908618,0.9869846,-0.98502517,-0.15901163,0.037911132,0.5701725,0.8524538,0.27289575,0.10552153,-0.15159062,0.2657374,-0.020169735,-0.14421424,0.2558696,0.68140835,-0.7366172,1.2209263,-0.026066482,-0.4209425,-0.80167145,-0.5356969,-0.41492555,1.3203835,-0.56853265,-0.5167446,-1.1777804,0.5487006,-0.7458503,-0.3654371,0.48122492,-0.80074304,-0.48332822,-0.7614992,0.44097123,0.16997576,0.25212592,0.1643355,-1.1919168,-0.34805566,-0.45957083,-0.3258717,-0.66732514,0.56869555,-0.6792139,0.59399676,-0.06549939,0.34246716,-0.672852,0.80057293,0.05985797,0.96558493,0.38804394,0.64865404,-0.3860025,-0.7533082,-0.4762146,-0.58794326,-0.834503,-0.09264082,-0.65986323,1.1184163,1.091795,-0.90646416,0.71384734,0.4865341,-0.2274417,-0.9330347,-0.45609754,-0.6835593,-0.67832226,-0.64357066,0.5495149,-0.7338448,0.16581157,-0.863661,0.20532759,-0.99215084,0.1108012,-0.73088104,0.33627015,-0.15148054,-0.31312206,0.6710739,0.39500877,0.21550687,-0.24255592,0.72836834,-0.303885,0.6790215,0.5077327,0.7328162,-0.48162514,0.23800185,0.6864573,-0.13983639,0.08972987,-0.17927119,-0.17994887,-0.18504947,0.30422175,0.14527485,0.13513193,-0.21865642,0.05186996,-0.110409155,0.2898766,-0.17070083,-0.14462224,-0.17539321,0.08137472,-0.40814862,0.13282546,-0.22532725,0.22808807,0.051191427,0.037852302,0.06941117,0.3791327,0.087799095,-0.22646387,-0.19509812,0.024800992,-0.2440885,-0.21380451,0.4167978,0.3180837,0.17320198,-0.08507954,-0.15420757,-0.06801955,0.033080008,-0.15256846,-0.14465123,-0.03718401,0.068200745,-0.09775237,0.010709211,-0.22834049,0.123955354,-0.03109809,0.107231036,-0.030010944,-0.26515254,-0.058882143,-0.16339181,0.0173116,-0.3365823,-0.21342291,-0.30642572,-0.010403449,-0.21680364,0.087959774,0.24526525,-0.050928514,-0.1190217,0.036669478,-0.01936498,-0.12295751,0.013561099,-0.06692812,0.20181215
WSU-DLCL2,0.09793231,-0.58987164,-0.2993634,0.3449469,0.1689054,0.11020443,-0.28153172,-0.2033248,-0.5688463,0.2363899,0.6194632,-0.15394089,0.05178611,0.4468955,-0.60042894,0.5439051,0.29064816,-0.30828834,-0.38248906,0.38771528,0.36918747,0.050663814,0.56443024,-0.26605564,-0.07668488,0.31174904,0.29841042,0.0920414,-0.28187153,0.17355564,-0.59786266,0.13210437,-0.2508337,-0.5741533,-0.2654727,0.087141454,-0.23878413,0.051867086,-0.020208726,-0.2190541,0.026927486,0.25138313,-0.6647153,0.1646733,-0.11464493,0.3260497,0.42225432,-0.108957425,0.3021888,-0.04796326,0.025518179,-0.37387818,0.15419903,0.27127498,0.11590033,-0.4584553,0.5289852,0.14351171,-0.02303337,-0.29346037,-0.41529524,-0.71469724,0.6284557,-0.36756355,-0.22500333,-0.44268358,0.07670456,-0.6238395,0.23602518,1.6390438,1.0817286,-0.13672242,-1.2631946,-1.56172,-0.8565164,-1.1407125,0.8512987,-0.64147496,-0.8665155,1.9343635,0.49536294,2.0887356,0.3820756,1.3657418,-1.1261563,-1.1767553,-1.9600888,-0.89846355,0.15486103,1.3706386,0.74972814,1.1522784,1.0702873,0.3898841,-0.8739612,-0.320327,-1.2204202,-0.003488075,1.030281,0.73526806,0.14158362,-0.58404356,-1.0644555,-0.026577357,0.7482062,0.5102214,0.9553664,0.2955778,-0.5181966,1.1280488,0.89744717,-1.2071216,-1.7509605,1.3324488,-0.3657313,0.1369591,0.75010496,-2.432058,-0.4443831,3.7875066,2.067917,0.43626955,1.60099,0.8769975,2.794814,-0.050134216,0.29549086,0.1981045,0.96141535,0.55519164,-0.6703558,-2.2163787,0.84793085,2.7603543,0.44306907,0.22476736,0.08557108,0.4086314,0.13968757,-0.27372697,-0.6081392,-0.38285896,0.39724225,-0.38261923,-0.36556187,-0.28163534,0.40106633,0.08122589,0.45346928,0.7172735,0.042786155,0.13274741,0.20226972,0.032989677,1.0711477,0.12607324,-0.9573442,0.13109615,0.8188979,-0.23449679,1.1522452,0.39728802,-0.57327294,0.25526267,0.1268094,0.5144945,0.059692733,-0.16498128,0.4671001,-0.15424863,0.4864061,0.16982958,-0.97489434,0.35334945,0.007958995,0.26414248,-0.33925396,-1.005284,0.5558501,-0.06571404,-0.977358,-0.01797423,0.084652424,0.016218241,-0.6023061,-0.23174864,-0.5000773,0.14735079,-0.8825881,-0.0737738,0.4143892,0.43202102,0.5338251,1.1036154,0.1099951,1.0626462,-0.5751692,0.83418196,0.21266702,-0.8582118,-0.022963125
IA-LM,0.7853022,-0.67396647,-0.39634925,0.9445149,0.09659517,-0.40685126,-0.48385584,-1.0659249,-0.69340265,-0.19685696,0.6976443,0.46608895,-0.0893069,0.50607574,-1.0241954,0.74448,-0.4174454,-0.07902619,-0.4655148,0.08478004,0.66547763,0.3484345,0.15467814,-0.6785173,0.23513684,0.024701148,-0.27474934,0.45325187,-0.44944215,-0.56431085,-0.04588878,-0.0037388206,0.3924333,0.20114127,-0.74327683,0.76318586,0.6644122,-0.26815137,0.1293244,0.12033975,0.26666093,0.45050073,-0.5396704,0.71653634,-0.48213828,0.6053967,1.0132083,-0.2663105,0.44906145,-0.64141107,0.41122252,-0.3355199,0.6645566,0.55925393,0.3195543,-0.3307764,0.7133433,0.6673335,0.6273455,-0.7294922,-0.94922024,-0.39870027,0.86108124,-0.49361172,-0.78832227,-0.41339898,-0.24914597,0.03787853,-0.16246176,0.19447497,0.49183986,0.12388876,0.50512004,0.6537161,-0.039486013,0.34760678,-0.047219884,-0.4434007,0.41852784,-0.32428375,-0.09819789,-0.1631786,-0.024019606,0.25288498,-0.060482185,0.17380127,-0.0015444905,-0.38400185,0.26487887,-0.31234187,0.02271647,-0.6176073,0.47903287,0.21730062,-0.39622888,-0.034885705,0.13489732,0.17094378,0.017758764,-0.24684666,0.3022694,-0.17466709,0.009352773,0.63623524,0.08196916,-0.6854323,-0.077575564,-0.64136773,0.467592,0.16017395,0.066408925,0.33693534,-0.2664242,0.3475746,-0.16496886,-0.3177369,-0.045259945,0.10437834,-0.17189932,-0.7124957,-0.2235813,0.43632925,-0.12999827,0.25592214,-0.109743014,-0.032459814,0.15200743,0.04770562,0.18422697,-0.47253534,-0.06756139,-0.055492766,0.13522033,0.26725462,-0.83196837,-0.8001193,-0.087613136,-1.2821833,-0.8970656,0.5523482,0.508637,-0.38597244,-0.4445194,-0.51058817,0.27755538,-0.05266622,-0.6649468,-0.34834903,-0.038405202,-0.3895671,0.059300255,-0.4263958,-0.7623596,0.35980144,-1.083063,0.40548706,0.56824166,0.55113935,0.17524017,-0.68772817,-0.71012247,0.1485514,-0.12970513,-0.42299044,0.24789838,-0.69407946,-0.09398255,-0.4304093,-1.1749105,-0.6323756,0.13297872,-1.053284,0.6886483,-0.28355336,0.8669718,0.09254316,0.36408436,0.8416011,-0.6054444,0.058060274,1.9905825,0.39449996,-0.9056328,-1.0581052,-0.11214223,-0.2897954,0.3066701,-0.15533386,0.38841638,-0.042065285,-1.086204,-0.25558904,0.08906054,-1.1705289,-0.6199595,-0.27318215,0.13177145,0.01580071,-0.0664117,1.1323622,0.7173198
SK-BR-3,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,0.09939274,-0.16601461,0.0584914,-0.6940977,-0.28512043,-0.21837464,0.22547235,-0.073284894,-0.03935699,-0.52334136,-0.61603993,0.5788394,-1.1832865,-0.51458526,-1.020431,0.45641986,-1.0405216,0.6940576,0.37409177,-0.69523793,0.07571916,-0.4268411,-0.31121105,0.8852931,-0.22252314,-0.067102104,0.30342013,-0.11803652,-0.8280699,-0.4110155,-0.008929644,-0.7329,-0.8259503,0.68818796,0.23343334,-0.34628192,-0.15965793,0.40905222,-0.39159286,-0.4812844,-0.979038,-0.33242583,-0.26172847,-0.5379099,0.009085126,-0.92185193,-0.19863304,-0.9128995,-0.12505805,-0.004059704,0.40726712,-0.16571361,0.57784456,0.2113063,-0.02516311,0.3797176,0.15625998,-0.95459247,0.20495388,0.39393595,-0.5573244,0.15533511,0.732537,0.35885045,-0.30051315,-0.6118635,-0.36732906,1.2156435,0.88085926,-0.22199446,1.1053596,1.7884601,-0.19634178,-1.9861808,0.2028629,0.73319817,-1.3622905,-1.7116693,0.34113574,1.1262404,0.34032184,1.0997022,2.1488202,-0.022509988,0.55252033,1.3118442,0.6345931,3.4581172,0.4123536,-2.194317,0.7216031,3.223803,-0.18367837,3.2983606,2.1085238,-2.344996,1.1537812,0.23595826,1.1021324,0.1109128,0.4530872,1.1936551,-0.32853013,1.0929472,0.2474637,-3.6617925,0.10082397,-0.59453446,0.7843552,-1.378004,-2.6053987,1.7662876,-0.12346853,-3.5057256,-0.33299655,0.38038927,-0.027367827,-1.8052456,-0.81022006,-1.7642261,-0.39317754,-2.578902,-0.7299086,1.8182718,0.74855596,1.8521076,3.901458,-0.35178277,2.7462854,-2.0592659,2.104637,0.5139876,-2.7827582,-0.5229842
YD-15,0.36901712,-0.35742685,-0.20559967,0.31813487,0.4222585,-0.023934215,-0.069968365,-0.43896037,-0.28550643,0.18584482,0.30039144,0.16545546,-0.1829823,0.38264892,-0.41199443,0.2713049,0.04277588,-0.36941865,-0.15181455,0.41514933,0.24172604,-0.17703201,0.24479207,-0.24576895,0.0151997395,0.4445925,0.15662755,0.077860534,-0.16670293,0.11731932,-0.41089046,0.32573572,-0.33129364,-0.40109065,-0.4634816,0.4366708,0.010558663,-0.025093328,0.0026802924,-0.23259428,-0.1584811,-0.14401232,-0.40919176,0.31639233,-0.24426971,0.080414586,0.19506894,-0.124832585,0.16310331,-0.0050990866,0.4012469,-0.33408535,0.3326042,0.4407589,-0.001423751,0.028938372,0.090393126,0.48593622,0.013620985,-0.13908882,-0.4448486,-0.33913562,0.43585083,-0.13679701,-0.12562501,-0.3898599,0.23139937,-0.36475012,0.19920649,0.6042325,-0.10786548,-0.40133438,-0.38054886,-0.36471885,0.01764299,0.35608596,-0.57417935,-0.23935533,0.14074382,-0.8880269,-0.42517594,-0.59354573,0.15237604,0.099198535,0.40074316,-0.029921142,-0.35644752,-0.06801334,0.021284373,-0.67149884,-0.07292878,-0.5174367,0.24263948,0.09845276,0.19717334,-0.84958184,0.14393342,0.006507173,-0.43652692,-0.074726574,0.47902203,0.31364787,-0.3528116,0.19534913,-0.19442579,-0.034327947,0.4125753,0.044555537,-0.23210686,-0.0059726685,-0.5816455,-0.14628343,-0.07119988,0.32215998,-0.3820342,0.12231442,-0.059652075,0.50710154,-0.1339936,-0.63239837,0.40720263,-0.24928597,0.9647552,-0.1354668,-0.32062817,0.2910335,-0.19904608,0.21238446,0.2210865,0.17239322,0.2006197,0.14914788,-0.26180816,-0.09509039,-1.0885667,-1.2974094,-0.045558687,-1.8667578,-1.126253,0.661486,0.78887695,-0.6685855,-0.48472804,-1.0281484,0.49072674,-0.17357826,-0.7959272,-0.289707,0.09485609,-0.68975586,0.2667117,-0.52681243,-1.0719113,0.45929816,-1.7591157,0.58618665,0.9216974,0.6226936,0.1769103,-0.9841442,-0.99215525,0.30187455,-0.004840113,-0.2917615,0.14172788,-1.2581193,-0.19396476,-0.71252894,-1.5167426,-0.90088654,0.21002397,-1.3079435,1.086469,-0.4969532,1.1897717,0.2275675,0.6112557,1.2522986,-0.9684849,-0.012909018,2.851833,0.2825318,-1.2523597,-1.3578802,-0.27361634,-0.5535826,0.46743047,-0.18441714,0.8624979,0.027328672,-1.437619,-0.3405336,-0.11581274,-1.6836716,-0.92265683,-0.4535985,0.23677698,0.05179624,-0.21619193,1.6804347,1.0307894
HSC-4,0.48568785,-0.6505699,-0.27371556,0.73045135,0.068785965,-0.15993369,-0.40725183,-0.9346001,-0.5957343,0.024726763,0.65377754,0.29430997,-0.017617404,0.5748319,-0.9746882,0.73161256,-0.275926,0.022380292,-0.5751792,0.08733258,0.5609263,0.18499647,0.24357748,-0.561331,0.15118173,0.1735827,-0.1504982,0.37684017,-0.325938,-0.44002655,-0.03262329,0.046183825,0.17806542,0.044368535,-0.7463149,0.5190531,0.45107514,-0.26602468,0.19032666,-0.068969086,0.1713409,0.38680786,-0.6572106,0.5095359,-0.39212054,0.5139648,0.80682003,-0.23383778,0.30244958,-0.53867424,0.2763248,-0.2368198,0.60926783,0.40222272,0.4328057,-0.5586521,0.74376374,0.49735826,0.36504787,-0.59956557,-0.7041235,-0.64155376,0.85377014,-0.5339036,-0.73375636,-0.51411045,-0.12014176,-0.2523447,0.033373706,0.24048886,-0.36555272,-0.24370538,-0.49228543,-0.6058529,0.051965974,0.26545995,-0.43938372,-0.6670414,0.027242407,-0.9771177,-0.6072578,-0.59069926,0.69125235,-0.2166425,0.67663956,0.003939129,-0.16221601,0.029740302,-0.39478046,-1.0476686,0.39235026,-0.5143784,0.009266296,-0.21770264,-0.14055489,-0.7846888,0.5304931,0.09969233,-0.7625816,0.027220339,0.43751478,0.28110495,-0.11836072,0.28511184,0.23336297,-0.19493172,0.28995764,-0.36085144,-0.41994068,-0.15342343,-0.5287361,0.10573049,-0.16421588,0.15239748,-0.52071995,-0.037728317,-0.0052514225,0.7421539,-0.14083228,-0.0006757751,0.38865533,-0.1385534,1.1897308,0.11276284,-0.679377,0.32701308,-0.16307425,-0.035631545,0.15264252,0.26955867,0.09972759,0.31840444,-0.2283402,-0.3227299,-0.859127,-1.1405028,-0.2609883,-1.6333479,-1.4742851,0.76378137,0.3481693,-0.76776636,-0.35515845,-0.7953675,0.73483616,0.053197507,-0.7175583,0.034690753,-0.16159728,-0.18538684,0.28943285,-0.25765768,-0.7647912,0.15399434,-1.4091243,0.40376264,1.0440584,0.49779105,0.5295203,-0.72888815,-1.117742,0.76861227,0.0469426,-0.65385824,-0.12268265,-0.87598455,-0.5099915,-0.67742956,-1.282645,-1.016729,0.21599543,-0.821778,0.82669824,-0.5728567,1.123179,0.05716926,0.8699695,1.1494371,-0.78084475,-0.04932048,2.7127855,-0.0055644047,-1.2973909,-1.2983228,-0.44183192,-0.18571474,0.23148714,-0.34685978,0.9594563,0.102013156,-1.174012,-0.29794827,-0.06747313,-1.5774491,-0.94477695,-0.5455836,0.048575718,-0.13501544,-0.003649735,0.90672404,0.96722436
B-CPAP,-0.36679178,-0.6504966,-0.31549054,0.5186577,-0.34581918,0.23126772,-0.41405287,-0.03210348,-0.96032006,0.058419496,0.76927495,-0.34106255,0.41347888,0.3728813,-1.0284053,0.8443257,0.5874995,-0.24888521,-0.8111526,0.2259171,0.6444379,-0.046467558,1.013294,-0.21881145,-0.24096932,-0.06453958,0.7774011,0.07446551,-0.47481132,0.211449,-0.8124478,0.05336812,-0.20958239,-0.72807384,-0.07903093,-0.2046586,-0.6192669,-0.06353326,-0.058240123,-0.23971093,0.34266067,0.9645941,-1.0490588,-0.11992231,0.0693859,0.6693072,0.84258974,0.0858262,0.3334284,-0.14748475,-0.19288766,-0.23697011,-0.13988373,0.11376029,0.50042224,-1.0344235,1.2620475,-0.23916364,-0.23835109,-0.68370086,-0.452905,-0.90838015,1.1395764,-0.67619425,-0.46625668,-0.84480107,0.1590697,0.25136054,0.27067897,0.2965102,1.0685899,-0.3027689,0.7061748,0.70494753,0.6576361,0.48311913,0.22402942,-0.12363152,0.03258237,-0.3994139,-0.0707245,-0.44709426,-0.016977258,0.15244317,0.24785309,-0.03950073,-0.4390009,-0.4426147,0.29966292,-0.4021334,-0.32859454,0.04421442,0.19270244,0.37802124,-0.053166665,0.1400133,0.6576661,-0.23928925,0.5146761,-0.40455782,-0.09654705,-0.18204723,0.15593055,0.9181431,0.37327394,0.39022288,0.2545924,-0.23504141,0.46609744,-0.6984035,0.62041086,1.1285968,0.0720052,0.33373725,0.008071529,0.02210976,-0.10974228,0.20605311,-0.39868975,-0.9443428,0.09784152,0.25253162,-0.047415864,-0.2280078,0.26702014,-0.3390178,-0.4594431,0.4171743,0.4073128,-0.50736934,-0.5255398,-0.01172822,0.06076929,0.24552,-0.11563058,0.04203266,0.0621547,-0.33933723,0.068270765,0.1471116,0.16514221,-0.2757107,-0.057934895,-0.1520385,0.097685635,0.057091374,-0.10577272,-0.21799695,0.1452746,0.33136392,0.047929958,0.12625864,0.06879713,0.05390653,0.029372985,-0.038137913,-0.06878575,0.33318573,-0.019034289,-0.017148428,-0.24833317,0.16552307,-0.24045512,0.009185549,0.101042695,0.2666921,-0.06299221,-0.03388693,-0.09783622,0.17845517,0.119668305,-0.08536799,-0.17371602,0.27821198,-0.011343541,-0.09446635,-0.0040170364,-0.06686354,0.2068859,0.063832566,0.010537753,-0.087373115,-0.21039636,-0.11357766,0.024089092,0.1107411,-0.16150509,-0.24565263,-0.20795397,0.23162521,-0.20197412,0.29269275,0.22089002,0.0105396,-0.094828635,-0.07246419,-0.103187636,-0.36789772,0.21402599,-0.020875063,-0.031251814
NCI-H1623,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.2590026,-0.27192175,0.16900867,-0.34876123,-0.15654996,-0.4784144,-0.12344,-0.15493736,-0.07354092,-0.6075765,-0.69477963,0.08675094,-1.3382475,-0.78914124,-0.54863703,0.24925493,-0.5137094,0.62674636,0.1978252,-0.5537004,0.21071082,-0.534043,-0.43709865,0.18298042,-0.34675744,-0.13529505,-0.041433044,0.0006301133,-0.9441612,-0.11381863,-0.0046868958,-0.72230107,-0.3316872,0.26944363,0.09032452,-0.24341379,0.24106985,0.09908949,-0.060348965,-0.32523307,-0.34393552,-0.73605317,-0.29372525,-0.8142922,0.36797,-0.4705179,0.02521614,-0.83878475,0.075453036,-0.37668347,0.8475075,-0.04816793,-0.024185665,0.09951339,-0.33739105,0.8556649,0.20886123,-0.61041194,0.12735316,-0.2557703,-0.10254914,-0.028320415,0.50733614,0.5895862,-0.40490443,-0.6757625,-0.40734357,-0.6003392,-0.8291318,-0.050388884,-1.286003,-0.6365236,0.3067813,0.5917668,-0.3146213,-0.2600425,-0.7759492,0.66459435,-0.056777757,-0.39812997,-0.013116911,0.10391481,-0.24293517,0.07336867,-0.067565225,-0.62707806,0.16190533,-0.71819633,0.28834805,0.67301685,0.23922262,0.33899522,-0.35965592,-0.79279196,0.24992195,0.13748369,-0.16696505,-0.20575638,-0.6641941,-0.06162709,-0.18774661,-0.48973686,-0.5208952,0.043162767,-0.6154643,0.55838746,-0.47047472,0.7334305,0.13746914,0.30925328,0.6282907,-0.51691544,-0.12481257,1.5911334,-0.032010503,-0.7728805,-0.6906854,-0.24851258,-0.108273506,0.07445656,-0.052382413,0.7224293,0.106633194,-0.71922135,-0.16991131,-0.07594086,-0.90679336,-0.5297506,-0.34505907,0.26979262,-0.21231334,0.033493944,0.99139553,0.51634264
NU-DHL-1,0.7853022,-0.67396647,-0.39634925,0.9445149,0.09659517,-0.40685126,-0.48385584,-1.0659249,-0.69340265,-0.19685696,0.6976443,0.46608895,-0.0893069,0.50607574,-1.0241954,0.74448,-0.4174454,-0.07902619,-0.4655148,0.08478004,0.66547763,0.3484345,0.15467814,-0.6785173,0.23513684,0.024701148,-0.27474934,0.45325187,-0.44944215,-0.56431085,-0.04588878,-0.0037388206,0.3924333,0.20114127,-0.74327683,0.76318586,0.6644122,-0.26815137,0.1293244,0.12033975,0.26666093,0.45050073,-0.5396704,0.71653634,-0.48213828,0.6053967,1.0132083,-0.2663105,0.44906145,-0.64141107,0.41122252,-0.3355199,0.6645566,0.55925393,0.3195543,-0.3307764,0.7133433,0.6673335,0.6273455,-0.7294922,-0.94922024,-0.39870027,0.86108124,-0.49361172,-0.78832227,-0.41339898,-0.24914597,-0.564879,0.681317,1.7994137,1.6427206,-0.23721923,-1.0866795,-1.3232889,-0.7801092,-0.7514627,0.23302111,-0.8055733,-0.7167974,1.9270797,0.7789901,1.4252459,0.11535385,1.3910313,-0.477173,-1.187108,-1.5338659,-0.82451737,0.56031704,1.2536587,0.8607421,1.4966656,0.6934089,0.33469516,-0.03443812,0.30022436,-0.93293333,-0.2599945,0.99696195,0.8487651,0.46490473,-0.2443914,-0.9583921,0.45806766,1.0174121,0.9524818,0.5334844,0.73812836,-0.63471687,0.37638146,0.89805156,-0.09804799,-1.4331644,1.4263601,-0.12084154,0.027257854,0.7023087,-1.8331203,-0.7256314,2.8308396,2.0610805,0.41389367,1.4716368,1.2618338,2.2803822,-0.0914059,0.0865904,0.08163222,0.91204727,0.51750934,-0.5847719,-2.0514524,1.2836711,2.8446538,1.2592077,0.34742573,-0.44802588,1.3507316,1.6533426,-0.37244338,-1.7338209,0.28239956,0.64417213,-1.3011769,-1.3563968,0.15199527,0.9284851,0.71461487,1.1077397,1.8553826,-0.21354166,0.62320656,1.2416714,0.6908428,2.6589026,0.35572347,-1.5579892,0.3748716,2.5212142,0.18437688,2.8915086,1.6752896,-1.5533344,0.6407042,0.08773037,0.62110925,0.03267313,0.2820843,0.89253795,-0.42290676,1.0650237,0.24577168,-3.0988104,-0.14904526,-0.3041918,0.8802096,-1.0184122,-1.8262092,1.3810292,-0.44066316,-2.5215821,-0.41236237,0.42764634,0.18527326,-1.8122075,-0.9782854,-1.5982223,-0.1909527,-1.9481603,-0.5720819,1.6426833,0.58286136,1.3817229,3.1444767,-0.31237328,2.0815926,-1.8296388,1.8004745,0.38907292,-2.1355104,-0.42803636
