,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
PE/CA-PJ49,0.24654911,-0.5465382,-0.1087255,-0.4837069,0.10650452,-0.021434858,-0.2532902,-0.05147661,0.56827044,-0.40470278,-0.0199224,0.09288933,-0.05159058,-0.16820946,0.26785457,0.31900683
UACC-62,-2.1773531,1.4232697,-1.0386277,1.0728447,0.390421,1.6643676,0.91537553,-0.6294927,-0.044431984,0.6225495,-1.085616,-0.9521782,0.7409992,0.5433022,0.8503648,1.4297688
HEC-59,-0.22390205,2.8779883,2.3654115,2.5782013,-1.8922768,-3.1291206,3.2369118,3.271271,-3.7995934,2.5461922,-0.4559409,1.3291129,-0.30573586,2.0000172,-0.7988024,-1.3767544
MOLM-16,-0.87317324,0.21898021,0.45122102,-0.09157947,0.29041824,-0.021293508,-0.6709526,0.08787428,0.16192491,-0.2722037,-0.0672798,0.40534496,-0.43584445,-0.31879556,0.35053134,-0.337314
KYSE-510,2.2319217,1.997486,-0.72748053,-0.08298978,-0.5895292,2.2436187,0.35818532,-3.1364586,-0.6367852,0.5458718,2.7512708,-1.3557332,0.9075036,-1.590316,-2.3174136,-3.5089386
JMSU-1,1.3806047,-0.7043145,-1.388275,-0.11340929,0.3165805,0.9134198,0.56270236,-0.7863904,0.5026723,0.050744843,0.1257104,-1.2915664,1.0974319,0.52585775,-0.55736285,0.9864459
K-562,-0.87220806,0.24768728,0.4600519,-0.07607379,0.014691055,-0.103617765,-0.5831668,0.09884951,0.13380894,-0.2744754,0.05946961,0.46262193,-0.55470103,-0.35164192,0.4861917,-0.21205577
NCI-H2023,3.1056266,-1.7153922,-0.9177174,-0.7429321,-0.039420284,-0.32285637,0.38900784,0.5189453,0.29982126,-0.6311064,0.88665307,-1.4174143,0.5899024,0.8730487,-1.0641296,0.2943612
COLO 205,0.5131875,0.2680769,-1.9706506,-0.62590224,-0.8040866,2.3309314,0.9427989,-0.19565132,1.0576317,-0.52585137,0.31143308,-2.5076702,2.3208036,2.6509366,0.1551027,1.4956067
SUIT-2,-0.68194675,0.37807512,0.3257787,0.56874853,0.51363945,-0.0060678106,-0.20896842,0.9511226,-0.8429828,-0.18827409,0.4345204,-1.1222249,-0.21578483,0.35089278,0.4476855,-0.44419953
KP-N-SI9s,0.99947405,-1.1918967,-0.4602621,0.21790099,0.62000585,-0.6403756,0.2541158,-0.6557706,0.28050202,0.35562402,-0.7389121,0.8390281,0.03806364,-0.90297216,-0.84136057,1.0689514
SW1417,-1.2242204,1.4476672,-1.7288558,0.5532761,-0.16017476,2.6572363,0.9489589,-1.109576,0.42669487,0.19953421,-0.20812912,-2.1081264,1.553812,1.1555368,0.7345516,0.9694171
SK-CO-1,3.8213367,-2.6875267,-2.111516,-1.1703446,-0.48957235,0.10819109,1.6326205,-0.49535763,1.949536,-0.21042915,-0.64941,-0.4128063,1.8892189,1.7172195,-1.1809343,3.0506537
Hs 606.T,-0.9263434,0.24224994,0.4422765,-0.2220127,0.16744632,-0.012914365,-0.8171171,0.21560432,0.14170843,-0.25724098,-0.016302012,0.43476626,-0.4444798,-0.30668274,0.73675156,-0.19653493
SW480,3.5835004,-1.1142224,-1.2173591,0.13808542,-0.76176894,-0.32416213,2.1109188,-1.2726842,0.24195234,1.2551132,-0.639895,0.5469681,1.6677585,0.3899213,-2.2189956,1.4531693
T24,0.18117964,-0.5637258,-0.10874647,-0.3726659,0.23879065,-0.07781078,-0.2997083,-0.071171686,0.42813638,-0.37493998,-0.032475248,0.094560534,-0.030662838,-0.12643723,0.30355376,0.33574387
NCI-H1437,-0.8490611,0.24389309,0.46245795,-0.07989822,0.27195302,-0.042084586,-0.6321917,0.22558255,0.11818399,-0.24028315,0.0062489286,0.3580855,-0.5302287,-0.3102186,0.4851781,-0.38876456
A-704,0.107540205,-0.5924707,-0.106696606,-0.3778566,0.11923597,0.024872564,-0.6361658,0.066817775,0.4492647,-0.319454,-0.043433376,0.09508422,0.006533511,-0.0743541,0.24307513,0.33759844
SK-LMS-1,-1.5146403,-0.7728678,0.7857038,0.08376832,0.4996424,-1.2289343,-1.0235549,2.207255,-0.2003686,-0.6419649,-0.5525758,0.093269154,-0.92646164,0.39652115,1.1776245,0.70608634
TF-1,-0.8945346,0.22125459,0.47263873,-0.23370796,0.14223993,-0.052873585,-0.94493806,0.20038283,0.1159529,-0.28597456,-0.06733765,0.38378274,-0.5046905,-0.33685684,0.3088411,-0.36881143
NCI-H196,-1.5560546,0.5535988,0.12959415,0.85969335,0.47973874,-0.036373414,0.20128667,-0.05038878,-0.42166206,0.577587,-0.8148213,0.33495516,-0.32308137,-0.4916004,0.2638858,0.38216364
EB2,-1.2048972,0.110022396,0.8464457,1.4986227,1.2595842,-1.3025167,-0.17204763,0.6065356,-1.6134014,0.89418674,-0.4428998,0.13022572,-1.2737219,-1.4859042,-0.15694594,-0.4307572
KYSE-410,3.8535762,-2.3119814,-1.3736683,-0.1902146,0.19238696,-1.0413495,1.5302502,-0.5658746,0.32720828,0.62264174,-0.111530155,-0.23470895,1.211643,0.14263514,-2.1454363,1.3085815
SK-MEL-3,-1.801673,1.357693,-0.4170863,0.041849934,-0.14982307,1.6193315,-0.1406194,-0.40043378,0.34049836,-0.14935726,-0.03223359,-0.6771307,0.45399538,0.5388612,1.09655,0.25929332
HSC-2,0.40964797,2.2358668,1.4626274,-0.22353548,-0.22592372,1.3457042,-1.5419631,0.42763785,-1.8734412,-0.9285432,3.545211,-2.9027634,-0.588266,0.011613629,0.5302109,-5.2368603
CMK-11-5,-0.5628964,1.8270979,0.14319104,-0.42509797,-0.9553133,1.6746469,-0.24906416,-1.4835411,0.35322028,-0.15640447,0.9407464,-0.08209739,0.60464674,0.07078761,-0.21720606,-1.6527808
OV-90,-1.299497,0.9805928,0.87220526,-0.80462885,-0.28382885,0.9984598,-1.7853647,1.8652633,-0.21769759,-1.8336867,2.3533502,-2.279007,-0.1724385,1.1731386,1.4533719,-2.4561007
NCI-H1385,1.075247,-1.2120756,-0.4818611,0.24909633,0.61413383,-0.84901404,0.37630168,-0.59943765,0.3179481,0.4816437,-0.750691,0.85639894,0.0172269,-0.8064288,-0.8470107,0.891366
KG-1-C,-1.6142491,1.0163802,-0.630583,0.008307887,-0.054477733,1.7164685,-0.20110144,-0.46463317,0.46403354,-0.18560648,-0.22180524,-0.85223055,0.6380212,0.70366013,0.9322433,0.648101
CW-2,6.564164,-0.11000736,-2.0892909,1.3754032,-2.2466524,-1.1710324,6.006272,0.22013012,-1.527575,2.4146495,0.15774421,-2.1546676,3.518365,3.896815,-3.646958,1.2422266
697,0.19986358,-0.60453916,-0.10493509,-0.34982625,0.16177,0.01881101,-0.41504577,-0.11751069,0.4786283,-0.35183644,-0.07934655,0.09853975,-0.09707907,-0.07691265,0.2965948,0.32216316
NCI-H1299,-0.009845205,-0.5663032,-0.10749945,-0.37250677,0.18326598,0.041882385,-0.3652242,-0.034897577,0.4549003,-0.38740364,0.013813533,0.099400066,-0.11896066,-0.11610779,0.4056032,0.18216184
DM-3,3.0964398,-0.12044691,-2.4740725,-0.8598937,-0.45748615,2.5714204,1.6516966,-2.819348,1.30387,0.021862172,1.2230554,-2.266261,2.512543,0.9862184,-1.7776488,0.23227447
CGTH-W-1,-0.842253,0.22820432,0.45627668,-0.09713129,-0.014927961,-0.01246156,-0.6005653,0.19341743,0.09749606,-0.28113264,-0.028011149,0.41614634,-0.50297785,-0.30566266,0.712837,-0.3215318
ESS-1,-0.08304237,0.80514973,1.8732145,2.2499437,0.51402116,-2.795911,0.78845626,2.219636,-3.8347886,1.7017711,0.45658058,-0.34434044,-1.3961718,-0.5354624,-0.9117478,-2.0684605
CCF-STTG1,-2.20561,1.4017786,-1.0416181,1.0730363,0.6624491,1.664711,0.7264846,-0.6147198,-0.13569555,0.67375934,-1.0626731,-0.98220956,0.86914474,0.52545077,0.8060844,1.3512403
Hs 698.T,0.12432966,-0.56062484,-0.10718474,-0.3504707,0.13964035,-0.10063149,-0.52122843,-0.106885076,0.4305034,-0.3035797,-0.03509321,0.095746316,-0.077032916,-0.10187998,0.28728575,0.19847333
TGBC11TKB,6.7856026,-2.037728,-1.3196782,1.2361444,0.9343934,-1.6606954,2.94634,-1.9783413,-1.6688784,2.3425417,1.0250843,-1.2281532,1.228946,-1.0477443,-4.5919456,-0.6838797
U-138MG,-1.5339097,0.5093732,-0.71687394,1.6791803,1.403539,0.59153175,0.47823042,1.0155311,-1.3810028,0.5266159,-0.19575895,-2.589903,0.30921078,0.5153738,0.4699543,0.62911075
HCC1954,2.5578363,0.35884136,-1.1195297,0.511088,0.80972004,1.3208162,0.8553925,-2.1643033,-0.8342838,0.59829867,1.5459504,-2.1189446,1.0131985,-0.7978952,-2.0073624,-1.5724567
SW837,5.561101,-2.8845587,-1.390655,-0.10354169,0.18088007,-1.4434114,1.9971309,-0.44002536,0.007278383,0.6723396,0.19381246,-0.54045707,1.428023,0.16972683,-2.957802,1.2233719
MDA-MB-436,0.120613605,-0.58515936,-0.1062083,-0.47732162,0.26112333,-0.00024579838,-0.5683095,0.05303804,0.47930282,-0.40283534,-0.044574387,0.09515104,-0.071140975,-0.112602346,0.28066635,0.10512002
RCH-ACV,2.581845,-1.4505053,0.05346274,-1.170817,-1.8459052,-1.3757076,1.2430843,0.6638762,1.2611761,0.017082036,-1.108399,2.3845952,0.32653177,1.5481997,-0.678169,1.9225756
SNU-387,-0.94368315,0.233299,0.53091854,-0.1415984,0.13651736,-0.04756053,-0.7490858,0.17448083,0.09107676,-0.2577005,-0.046262518,0.4458195,-0.41804734,-0.3087129,0.5123368,-0.3179012
SU-DHL-5,-1.8415265,0.29692507,0.352908,-0.06152965,-0.503856,-0.20120443,0.086745456,1.5549458,0.23082455,-0.24381001,-0.88907003,0.25541484,-0.16756806,1.1808895,1.3421935,1.1946232
LP-1,-0.7529985,0.22063357,0.46358427,-0.24968103,0.20910037,-0.047928993,-0.8471832,0.13586667,0.14683567,-0.1977545,0.022919476,0.4331838,-0.45871055,-0.33906674,0.30834138,-0.37751675
OCI-Ly10,-2.1223738,0.7071304,0.752463,0.16451605,-0.7844316,-0.31810445,0.105258375,1.8074607,-0.009860191,-0.26963192,-0.9449077,0.68989253,-0.1293866,1.4233397,1.3859448,0.6890656
H4,0.3074013,-0.58793414,-0.10745549,-0.37915596,0.16873981,-0.021163268,-0.35297567,0.00945071,0.5185679,-0.33707774,-0.021185204,0.09442212,-0.06735181,-0.113455564,0.08800517,0.3378019
JL-1,0.3009192,-0.5599235,-0.10777959,-0.439909,0.14065252,-0.06188448,-0.48488545,0.055874284,0.53875047,-0.4050007,-0.026957652,0.097926505,-0.010649778,-0.13993357,0.19499192,0.1493815
786-O,-1.5587078,0.5333825,0.15439959,0.95802957,-0.047548383,-0.012833255,0.10847804,0.040306643,-0.4360203,0.567135,-0.8117658,0.3524475,-0.33111474,-0.44301096,0.3024482,0.48212004
Namalwa,-1.5690521,0.97783256,0.9733133,-0.7631579,-0.28108737,0.9220551,-1.7777692,1.863487,-0.3741706,-1.868039,2.2733676,-2.448707,-0.45729294,1.2401046,1.1132172,-2.4848228
SK-HEP-1,-0.764733,0.28623226,-0.10675542,-0.46989432,-0.080395445,0.80201864,-0.58907163,0.6925129,0.35352445,-0.8120077,0.5556978,-0.9566048,0.17454413,0.84883946,0.7191841,-0.23340619
SW1710,-0.9745308,0.22147147,0.5189141,-0.20833555,-0.047458358,0.0020332858,-0.7445318,0.18279001,0.12972201,-0.1634185,0.014593288,0.45479515,-0.4713924,-0.34209767,0.9509731,-0.40076905
ChaGo-K-1,-0.7433549,-0.15143251,0.8214731,-1.1575979,-1.0244002,-0.26744917,-0.7253512,1.5931355,0.830861,-1.1652476,0.25978428,0.51135784,-0.22743224,1.3006254,1.2024906,0.060216717
KMRC-2,0.078549564,-0.57983774,-0.10411984,-0.32169145,0.21148664,0.057264563,-0.28893864,-0.05485047,0.5198329,-0.3824497,-0.019060388,0.09272501,-0.14316338,-0.115026936,-0.099182904,0.312008
MeWo,-0.05015722,0.6963799,1.9773569,-0.42087287,-2.4835443,-1.8181314,0.5459772,4.4785824,-1.2493871,-0.8863191,0.6031907,-0.07277535,-0.4083371,3.7087643,1.0921437,-0.95375127
SCC-15,-0.7768385,0.24220479,0.4857706,-0.039816797,0.062012188,0.0038809404,-0.7262649,0.19591261,0.10417023,-0.27341628,-0.046891764,0.46095794,-0.5000315,-0.3211928,0.4542956,-0.22839136
RPMI-8226,-0.15282552,-0.41149825,0.1208797,0.42409357,0.6473695,-0.6926271,0.063390195,-0.5896296,-0.13214552,0.7380398,-0.86463004,1.1833345,-0.4399628,-1.1258769,-0.39325842,0.64530057
JVM-2,0.1826422,-0.5654162,-0.1116084,-0.45580626,0.121355735,-0.07222122,-0.4503933,0.05901368,0.46309063,-0.3698656,-0.07920519,0.09576434,-0.06779818,-0.12880908,0.7346691,0.26062015
Hep-G2,0.13563998,-0.5743312,-0.10657259,-0.34236073,0.1229354,0.0075543113,-0.37906513,0.09048624,0.48161364,-0.37684137,-0.00993841,0.096064396,-0.00076121837,-0.12508053,0.17432834,0.22174886
SK-MEL-31,-0.89298767,0.21753371,0.44455114,-0.17199045,0.08612865,-0.015990565,-0.5793862,0.30829513,0.102138504,-0.28738344,0.022058759,0.38195914,-0.4938364,-0.3293139,0.488912,-0.2580826
BICR 56,-0.45129123,-0.17925557,0.79374486,-1.1326188,-1.0604434,-0.2886352,-0.9006363,1.5961207,0.8129401,-1.1527841,0.11868027,0.45787063,-0.35404536,1.2717807,1.2586589,-0.16126287
HCC2157,-1.0540441,0.21747062,0.47492257,-0.14393848,0.12917383,-0.09938277,-0.6835854,0.19523267,0.11696525,-0.31096745,0.04331883,0.42920345,-0.5271484,-0.3153148,0.35842407,-0.35047197
TE-6,-0.79995036,0.2017246,0.38016734,-0.04858268,0.11224932,-0.123416856,-0.72808975,0.13862483,0.09347958,-0.31951308,-0.055484988,0.37359405,-0.5226222,-0.29920065,0.8761002,-0.2569275
Hs 604.T,0.14431676,-0.59372455,-0.11169365,-0.30005476,0.19226433,-0.027017755,-0.28494325,0.14331059,0.47225058,-0.33711353,-0.003722081,0.093503,-0.04043428,-0.049743798,0.034906678,0.27177727
KCL-22,2.3975003,3.5126224,0.75186026,-0.5444946,-2.010004,1.7741296,1.2755177,-2.877091,-0.97643274,0.78706527,2.6975224,0.6686557,0.36325628,-0.7891248,-0.88037026,-4.9160023
Calu-3,0.11419204,1.8716418,1.6219015,-1.3681251,-2.0705683,0.73012614,-0.78718805,1.1367465,0.219072,-1.3620276,1.5986592,-0.1340869,-0.28946203,1.7616442,0.518512,-2.420156
LAMA-84,-1.0759354,0.19171238,0.43569094,-0.095451385,-0.17613673,0.035711706,-0.5513887,0.1590333,0.071994804,-0.26611698,-0.0726746,0.40436092,-0.5428096,-0.3299981,0.5415817,-0.27976567
NCI-H1105,-0.91143525,0.23244607,0.3698081,-0.046285093,0.037903417,-0.048534654,-0.6570713,0.26443636,0.116314396,-0.32645223,-0.0002114959,0.39921895,-0.4838526,-0.32692683,0.12495226,-0.3155714
RS-5,1.3668176,-1.6374737,-1.5380508,0.53407377,1.168172,0.26347083,0.40407288,1.0741493,-0.3122299,-0.28538907,0.42831686,-3.1421242,0.9144165,0.7974594,-0.27564132,1.1919144
CAL-78,-0.9278825,0.24081007,0.5106874,-0.13978858,0.15780391,-0.03227798,-0.5440368,0.1508014,0.12513289,-0.23210257,-0.022531517,0.44624367,-0.39986894,-0.31096107,0.44245774,-0.18787786
A2058,-1.9431221,3.520574,-1.1093569,1.0986731,-0.5213132,3.0485072,1.6864872,-1.7488351,-0.44139186,1.251476,-0.1564899,-1.3691449,1.5734391,1.0135622,-0.14830747,-0.15367663
RL,-1.511078,0.5967699,0.12860626,0.88287884,0.32247517,-0.00393435,0.25436488,-0.13751878,-0.41835275,0.51665306,-0.80721486,0.4259772,-0.3372383,-0.45652896,0.5487298,0.6056055
MDST8,-2.2507958,2.5608082,-1.8802379,1.20698,0.0409024,3.5112553,1.1817824,0.60729015,-0.8328741,-0.024041995,0.6451034,-5.1324544,1.9492593,2.8043005,1.63521,0.31392077
SK-N-AS,0.15856904,-0.593194,-0.10619744,-0.3807919,0.2658367,0.041101504,-0.34348762,0.10532351,0.51230407,-0.37375578,-0.022680415,0.09617185,-0.1622732,-0.10649499,-0.1236209,0.28318626
SNU-626,-1.5321647,0.56519485,0.13018264,0.8639328,0.5053016,-0.03310477,0.17073143,0.06315519,-0.44176033,0.50664175,-0.8100336,0.3179781,-0.30217865,-0.48746648,0.6035241,0.47316158
RCC4,-1.0527092,0.22571915,0.46185735,-0.077703215,0.057568695,-0.062241174,-0.61237526,0.18440032,0.17098913,-0.22515763,-0.026888162,0.44926897,-0.57938945,-0.3234038,0.47912478,-0.3136821
Ci-1,-1.9975779,2.1625314,-0.008292086,-0.627985,-0.64531946,2.5775678,-1.1938531,1.3135763,-0.1325413,-1.6375453,1.9951649,-3.430568,0.5945073,2.2652552,1.867013,-1.8306406
HMC-1-8,-0.20565943,-0.32489964,0.11609579,0.5866192,0.44148234,-0.76301694,0.3666946,-0.4641149,-0.17965147,0.4825638,-0.86580443,1.1810367,-0.4543315,-1.1263961,-0.4276647,0.764748
IST-Mes2,-0.8246462,0.23365207,0.45730895,-0.22455627,-0.14996395,-0.073041484,-0.92456764,0.22717726,0.088355854,-0.31605023,-0.09838703,0.4266011,-0.5595094,-0.32315814,0.63790685,-0.27230865
UACC-257,-1.0011384,2.5209217,-0.91683304,-0.5121174,-0.78266865,3.5463479,0.27694952,-2.0784125,0.62917036,-0.07603811,0.6105799,-1.5663376,1.5447302,0.8300234,1.1991503,-0.72444195
NCI-H2196,-0.96093285,0.17046331,0.49673688,-0.07889269,0.13284889,-0.08502984,-0.60402286,0.19452992,0.104264386,-0.26378405,-0.0983158,0.42780083,-0.46513593,-0.31566346,0.50546944,-0.16452189
8-MG-BA,-1.708367,0.51019204,-0.22772364,1.2662263,0.10326925,-0.0020161346,0.63819164,1.4779838,-0.6789313,0.4664653,-0.912584,-0.9471349,0.32422858,1.0991473,0.8636876,1.3039048
SU.86.86,-0.15520276,-0.36295703,0.106968276,0.53427476,0.64210624,-0.79418314,0.14065164,-0.59263927,-0.19997896,0.69965696,-0.8649182,1.1820911,-0.44674098,-1.1448833,-0.33103785,0.69499034
FU-OV-1,-1.5329485,-0.7634212,0.6914109,-0.1758454,0.5075698,-1.1332514,-1.1654317,2.149541,-0.1951513,-0.6245447,-0.5572001,0.19711158,-0.9260684,0.34118143,1.19236,0.6616526
HCC366,-0.9674902,0.1530336,1.5058206,1.4286882,0.95436025,-2.0844834,-0.07711976,1.6673533,-2.3808024,0.81361634,-0.06339284,0.04401949,-1.4227031,-0.77696955,-0.27479893,-1.015116
NU-DUL-1,-0.11549151,-0.3198577,0.11066911,0.6105038,0.50575244,-0.8032913,0.17352073,-0.48433915,-0.17991996,0.68973726,-0.8602826,1.1895626,-0.45450303,-1.1258987,-0.30969346,0.62023836
HuT 78,-0.7944621,0.21231295,0.43809247,-0.11007489,0.062403396,-0.008069759,-0.65620196,0.23165984,0.108416624,-0.27408817,-0.08757118,0.41040978,-0.53078884,-0.3328472,0.17029029,-0.15154684
5637,-0.84442216,0.21528964,0.47333,-0.016164735,0.029590387,-0.07774528,-0.6906033,0.16097094,0.14161867,-0.22159086,-0.031649727,0.4079077,-0.57908547,-0.3133983,-0.026041448,-0.26195106
KYSE-150,-0.94790703,0.2388668,0.49029613,-0.20429787,0.09957009,-0.085012145,-0.6750181,0.17891558,0.14398979,-0.27353582,-0.063588396,0.42247495,-0.5113852,-0.31018165,0.7707586,-0.36861393
KE-37,0.14680503,-0.59540164,-0.10953542,-0.321972,0.15653536,0.026957698,-0.46323958,0.049260218,0.5157542,-0.34212866,-0.015372081,0.095484585,-0.09895145,-0.0803709,0.09900226,0.31618056
SF295,-1.5169029,0.5729392,0.13272913,0.7546686,0.648447,-0.0026390199,0.113009915,-0.00032053795,-0.41925123,0.5081373,-0.8091314,0.3471959,-0.30946943,-0.49573627,0.51935863,0.46088222
SNB-19,-0.9876535,0.19976366,0.46485388,-0.07061472,0.042367127,-0.05763797,-0.6467612,0.2260993,0.11196031,-0.28052595,-0.022712888,0.39466092,-0.53550065,-0.35741806,0.36982608,-0.4735765
SF767,-0.9631778,0.22205399,0.47147503,-0.16373852,0.17590535,-0.0023801401,-0.6870819,0.19108577,0.101949394,-0.23571165,-0.025947738,0.46491718,-0.43324995,-0.32934785,0.5275725,-0.39878082
HT-1197,1.2646316,0.35918018,0.091809005,0.24598128,0.6230426,0.44936132,-0.24649437,-1.489377,-0.82217276,0.09396742,1.6131351,-0.7654448,-0.22897963,-1.2296412,-1.6627872,-2.2287245
IGR-37,-1.7423888,1.3118476,-0.36196125,0.033212934,-0.23887487,1.603061,-0.094391525,-0.3867852,0.37202856,-0.18937169,-0.08955759,-0.6693912,0.46760774,0.55602396,0.8692631,0.080642335
SIG-M5,-1.6229107,1.0816244,-0.6462571,0.017762704,-0.06024614,1.6733814,-0.11944395,-0.42024428,0.58561665,-0.18328471,-0.18008894,-0.82410514,0.6382257,0.70231026,1.0720385,0.5790001
EFE-184,-0.48489168,-0.08997354,0.8133656,-0.9681676,-1.0642984,-0.30286852,-0.91302025,1.5751649,0.8185733,-1.2233375,0.3569998,0.462096,-0.28203154,1.2968699,1.1442283,-0.28578272
Toledo,-0.15966414,-0.40428066,0.120969996,0.556389,0.63619226,-0.70628846,0.20085569,-0.4999769,-0.18086168,0.6956151,-0.85925394,1.1883746,-0.47527057,-1.1020274,-0.62563276,0.6977694
UM-RC-6,-0.78162634,0.24173982,0.52335256,-0.056504108,-0.021729104,-0.023541104,-0.6085223,0.19990955,0.09741128,-0.20063244,-0.031594627,0.46815333,-0.47763503,-0.31058714,0.44304952,-0.37359375
SF8657,-1.0006021,0.22709936,0.44328707,-0.05869405,0.114885114,0.04191412,-0.6413245,0.22088876,0.12453117,-0.27339652,-0.029625429,0.42404336,-0.5261865,-0.33462745,0.5285653,-0.36218566
WM266-4,-1.4832274,1.0799141,-0.69600827,-0.0052364115,0.106988706,1.6930403,0.04527089,-0.4005766,0.48809868,-0.1770314,-0.2475751,-0.8528972,0.6380371,0.6852445,0.6366838,0.59360653
BICR 22,-1.0659122,0.23414376,0.47019958,-0.2096104,-0.0661368,-0.05864561,-0.7228486,0.23614788,0.09275355,-0.2672193,0.008988023,0.44039568,-0.570418,-0.28630397,0.6172786,-0.2232889
COR-L51,-0.97232974,0.1911144,0.46536112,-0.12910762,0.045356613,-0.06856197,-0.68224776,0.18951038,0.089731835,-0.2877129,-0.00066503696,0.39819562,-0.50937456,-0.2995486,0.10473773,-0.3047597
HLF-a,0.20672005,-0.6151525,-0.10725789,-0.4472945,0.2565742,-0.041781522,-0.52736664,-0.00459072,0.43187025,-0.3600495,-0.039704137,0.093346454,-0.036658,-0.06107006,-0.19709742,0.3495361
SUP-M2,0.110534124,-0.5987052,-0.10650808,-0.29217562,0.24343845,-0.07782576,-0.453984,0.011220492,0.50177675,-0.36996776,0.011622272,0.09507531,-0.17595865,-0.0820044,0.16932207,0.36966342
MOLT-13,2.058213,-1.5972128,0.5217532,-0.13226971,0.1860707,-1.8489698,-0.051485196,1.5282248,-0.59231496,-0.16907562,0.8468218,-0.2530912,-0.5191361,0.14732905,-0.86546797,-0.5878289
SUP-HD1,-1.3622007,0.36270982,-0.110232405,0.7214927,0.49909613,0.116496176,0.11013958,-0.061321083,-0.2892281,0.2967646,-0.84294415,0.15035883,-0.10885531,-0.3312752,0.41480458,0.77948207
COLO 818,-1.1254785,3.1469736,-0.4376659,-0.21593705,-1.3968555,3.3971746,0.63516134,-1.9350755,0.48716003,0.12160011,1.0691028,-1.2386241,1.4707947,0.9368941,0.30521658,-1.176459
RMG-I,0.22653383,-0.5835068,-0.10688147,-0.39011973,0.20501406,0.032839596,-0.42268872,-0.06415601,0.47808966,-0.35280216,-0.014458069,0.09624445,-0.1157438,-0.11162126,-0.08133568,0.37498975
MPP 89,2.5410495,-1.5641401,-1.9969633,-0.39439607,0.39148456,0.83873963,0.9442776,-1.0953721,0.90331715,-0.02792579,0.14716727,-1.6648061,1.6109147,0.74502754,-1.0600897,1.5457032
HSC-3,-0.7364109,0.22269018,0.53700686,-0.18381622,0.06193773,-0.09610054,-0.6354219,0.20491163,0.085614845,-0.26641914,0.008964449,0.45416522,-0.52008367,-0.3098455,0.29492676,-0.41703224
HT115,5.8616953,1.050219,-1.8692722,1.2399877,-2.6215892,0.15840267,5.906556,1.8441095,-2.4439094,1.6310551,0.93088293,-4.3336973,4.5053954,5.608264,-2.7912126,0.51635635
NCI-H2052,0.08527322,-0.5626519,-0.10906632,-0.37125182,0.24486016,0.011284221,-0.5713152,0.0040697083,0.43784076,-0.34334794,-0.061079957,0.093020216,-0.015950538,-0.11724272,0.19522,0.4361257
OVKATE,-0.93678635,0.24800675,0.52520126,-0.19088726,-0.040053047,-0.019099332,-0.69913983,0.18709385,0.10213899,-0.25379655,-0.03732044,0.39851135,-0.47634938,-0.32368907,0.9536575,-0.23775165
PC-14,-1.1674031,0.21233022,0.43063822,-0.16077536,0.14173374,-0.025822595,-1.0201674,0.25558418,0.12134452,-0.27645248,0.05423721,0.4940027,-0.4902267,-0.3165313,0.6222207,-0.36445802
MHH-NB-11,0.14770094,-0.56982154,-0.108912036,-0.35837594,0.1941796,-0.07019456,-0.39668143,0.022270232,0.48467952,-0.3402005,-0.082768336,0.094680496,-0.00083275884,-0.085105546,0.2938162,0.24011038
HMEL,-0.8068773,0.298463,0.4686532,-0.25433964,-0.12864473,-0.07475137,-0.87199265,0.20502153,0.15688697,-0.24952175,0.0055881366,0.41269934,-0.45045397,-0.32389164,0.40405464,-0.35574636
HCC2218,0.21663776,-0.56281227,-0.10817379,-0.26596165,0.1557137,-0.08268997,-0.35942882,-0.001210276,0.46519062,-0.36531806,0.05168563,0.09632859,-0.112341024,-0.0892165,0.30012846,0.30135706
CHL-1,0.8409387,2.2665565,0.333225,-1.0563893,-2.5318174,0.9697896,0.9232615,-1.2592237,0.32314667,0.06497419,1.4419155,1.1721764,0.58839935,0.78618383,-0.76016235,-2.2792923
MOLP-8,-1.2155647,0.2129514,-0.9658065,1.5162956,1.4283556,0.7113136,0.54232174,1.0052587,-1.1244272,0.48446134,-0.21529685,-2.7184527,0.56929624,0.62666017,0.3782903,0.90989864
BICR 16,-1.1197726,0.23475857,0.44585985,-0.0019768998,0.15375659,-0.029408742,-0.84099203,0.1636745,0.1170189,-0.3147667,-0.06356552,0.4404622,-0.5548178,-0.30854154,0.36876017,-0.27212843
Hs 940.T,0.017449215,-0.5647052,-0.11078957,-0.30593193,0.1025396,0.02338121,-0.4731133,-0.058019754,0.4549204,-0.33740085,-0.048844878,0.09742375,-0.0704852,-0.07622525,0.033026427,0.32892776
KG-1,0.3333089,0.45594054,0.8613775,-0.7247117,-1.2043301,-0.53671324,0.17622747,-0.17092413,0.48569375,-0.022424664,0.024996206,1.8937819,-0.1474648,0.08102586,-0.41431662,-0.4703415
TALL-1 [Human adult T-ALL],-0.8972717,0.20331886,0.48553315,-0.038221695,-0.009076238,-0.02916837,-0.7183896,0.27727717,0.15252279,-0.26193014,-0.06165619,0.41787788,-0.5178629,-0.31895486,0.8441882,-0.22504441
VMRC-RCW,0.19683121,-0.5607371,-0.10829781,-0.34810686,0.13388342,0.04815844,-0.14884987,0.12902394,0.47396296,-0.44954136,-0.022243451,0.10074113,0.0006145686,-0.08694996,0.2608779,0.38194335
