,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
Hs 939.T,-0.22530329,1.4106463,-1.6292179,0.59468716,-0.48419362,-0.69201094,0.7209789,0.09748076,-0.51685303,1.6805639,0.27280414,-1.0485879,-1.2402929,0.5948496,0.105276585,0.19505031,-1.2567763,-0.11831402,-0.685647,-0.17388248,-0.86500967,-1.6265607
8505C,-0.36783543,1.1936711,0.06948336,-2.5143905,-0.14271466,-1.3105232,2.2274446,1.3345869,-0.054162636,0.58807755,0.30167514,0.7989933,-0.7697791,0.49413788,-1.1875368,0.91566604,-0.03531179,-1.8731356,0.9946041,0.3057923,-0.96091527,-1.0729219
WM266-4,-2.2721486,0.42689136,-1.5822744,1.0264126,1.0624061,-1.0595084,-0.23980024,-0.2933116,2.2477274,1.4240528,0.11828708,-1.52143,0.1337778,1.9339958,1.105216,-0.58300126,-1.761686,-1.9895068,-1.7028147,0.122204416,-1.0129421,0.022688933
GR-M,0.9626211,0.32179826,0.020284394,0.081891395,-0.8925842,-0.36424682,0.95904255,0.15847884,0.11574764,0.18760708,0.89914274,1.0128598,-0.43454614,-1.2891924,-0.25931048,0.1128686,-0.4798393,1.2489324,0.09652048,0.14533535,-0.17039508,-1.2592989
NCI-H1703,0.72185993,1.2006562,1.3210381,-1.7594296,-0.58351713,-0.4873009,0.56365484,0.80847865,-1.409776,-1.6974379,1.0348202,-0.79483104,0.12960735,-0.03603129,-0.4575921,-0.42023274,0.917753,-1.029821,-0.053350523,1.0165219,-0.3281353,-0.61783737
Hs 822.T,0.51177734,-0.74401486,0.50026345,-0.32523885,-1.2069268,0.984604,2.3008761,0.7390102,-0.24948227,0.41337258,-0.18618497,-0.15237975,-0.86289597,1.6074609,-2.0413685,1.6402571,-0.5868532,0.63189155,-1.4227027,1.115639,-0.79835665,-1.7403144
DMS 114,0.31629038,0.26056504,0.26158774,2.0048292,-1.6517303,0.06735781,-0.0870443,-0.14778143,-1.5053318,-0.14440231,1.3761659,0.21437597,1.9267527,0.4759469,0.5300454,-0.9278288,0.8067006,0.5160719,-0.7180065,1.2547408,-1.206039,-0.65608734
59M,1.1737864,0.38282263,-0.25435275,-0.85597265,-0.53287935,0.24584696,1.1553402,0.35271388,-0.008566961,-0.85535014,0.41870764,1.0335162,0.050472822,-0.5618663,0.69431317,0.52564025,-0.68543166,0.80508494,-0.92825484,-0.14579907,-0.44234642,-1.1239727
ONS-76,0.45512226,-0.9997971,0.84027773,0.76481754,0.48364264,0.43890658,0.9166913,1.0079622,1.1262414,3.8824077,-0.909943,-0.9199458,-1.0894331,0.29651424,1.8200259,0.28554353,1.408711,-3.881498,-2.3376358,0.27426016,0.42506433,1.329227
TE 125.T,-1.0317296,-3.6537266,0.77912045,0.19593376,-0.2499299,0.7878906,2.313907,-0.8940284,1.0269271,0.04495824,-2.2186007,-0.42411822,0.03442361,0.86868435,-1.3866701,0.8864413,-0.36246997,-0.062437244,-2.6527634,0.42786685,-0.30190647,0.13648742
HPAC,-0.95360386,-1.3680642,-0.17771119,-0.032233395,1.2501436,-1.2631053,2.026366,0.8862078,0.5212136,-0.87526417,-2.6622279,-0.5175485,-0.9049193,1.0277145,-2.0636525,0.3457902,-0.36407536,1.4782276,0.8932866,-0.11847529,2.3727047,-0.41613293
TE-11,4.038558,-1.0929627,0.8768994,-3.19456,1.4169483,-1.812177,-1.408832,0.37399548,-0.7405602,0.8032302,-1.95237,-1.0216367,-2.2209525,0.023711413,-1.2413294,0.49824202,0.30773336,0.5442413,0.77259654,1.2760127,-0.4412358,0.12203669
CML-T1,-1.25775,1.2277864,1.3615441,-1.3969414,1.8399924,-1.2467781,-0.4148792,-0.1972328,-1.4513437,1.2623372,4.38882,0.8417575,-0.9302403,-0.008207515,-2.674644,2.8148623,0.18831804,-1.6442251,0.2863289,1.0878004,-2.0209703,1.3946402
NCI-H209,2.3564255,-1.162725,-0.899948,0.3964333,-1.1489377,-0.3965735,-1.4347912,-2.072647,-1.133167,-2.5890718,1.9439654,-1.3677795,0.92212045,-0.57131714,1.0369332,-0.23792328,1.131749,0.45580515,1.6938087,-0.86450464,0.67114955,-0.6343409
KYSE-150,2.2524664,0.35372666,0.066769764,-0.19748217,-1.2210491,-0.83724797,1.0699654,0.60814697,-0.74683255,-1.3648305,-2.2151296,0.69804543,-1.3834493,0.0647414,0.3832766,0.24121945,0.11930147,0.420442,1.173754,0.15277617,-0.71177983,0.10885677
CCF-STTG1,0.4552797,0.10554721,-0.10639019,-0.532151,-1.5762906,2.0002244,1.5472062,0.35474414,0.12442825,2.234645,0.12679029,-1.1124232,0.2557261,0.95651084,-0.89419794,0.04030773,-0.3605973,0.4235403,0.33147377,0.80013734,-0.21732667,-0.367428
ALL-SIL,-0.05147483,0.9011228,1.9478216,0.17780282,0.11821445,-1.725309,0.18414727,-1.5606925,-1.1918002,0.71565783,2.9063935,0.8659219,-0.68885773,-0.45191815,-1.8961844,0.12587214,0.7363479,0.03667607,-0.52057165,1.020528,-2.4087305,1.0897301
COLO 680N,3.3396122,-0.16857038,-0.35766417,-0.80523074,-0.6785307,0.630542,1.2143462,0.9415822,0.5524365,-2.634223,-2.570641,0.27312347,-2.0138295,0.32965213,-0.5623357,0.41510653,0.167092,1.6639702,1.4057106,-0.6144192,1.9967709,-0.5117285
C32 [Human melanoma],-1.2007,2.2315054,-1.2470951,1.4459789,-0.21162477,-0.34667856,0.14300807,0.607167,-0.4547907,2.1092527,1.4476293,-0.9072085,-0.059421256,0.78439283,-0.03399539,1.560392,-1.6432292,-0.7109824,-1.2936116,-0.4117693,-1.4377407,-1.0698519
ML-1 [Human thyroid carcinoma],1.2006071,0.03395214,-0.89588296,0.7351566,-0.9466994,2.9434133,1.2975421,0.7326099,-0.431214,0.30753377,0.13813795,-0.7391397,0.24759062,-1.1373444,0.35776314,0.05637133,-0.20123194,0.7106114,1.191483,0.2000152,0.34383824,-0.64077264
UM-UC-3,-2.5170329,0.30289155,0.85157603,0.08060448,-1.0384003,-1.6220919,1.1008413,-0.72458005,1.5638139,0.8671077,-1.365661,0.99056756,2.6115496,-0.33987254,1.5223373,0.36642924,1.3179319,-2.0156128,-1.0587406,-0.011383375,-1.0725073,0.09098321
ABC-1,1.3595045,-0.578099,-0.22728354,0.38640124,0.6872557,2.4892895,0.31023645,-0.21910639,-0.80025846,-2.4938335,-2.6759505,0.8773256,-1.0903536,-0.78197503,-0.3112376,-0.6985935,-0.4961614,1.9938798,2.6975236,0.014412527,0.5279844,0.5755868
Mono-Mac-6,-0.9685912,2.4502358,0.19992359,1.3145645,0.17670947,-1.5582563,-0.96722895,-0.5834615,-1.5896301,-1.2922462,0.9707212,2.3375447,-1.2220707,-0.7175695,-0.5826123,-2.0001063,-1.0677357,1.0710192,-1.7324109,1.8028526,-0.5961766,-0.6525325
HCC38,1.0891663,-1.0204467,0.4148843,-0.9695821,0.5484896,0.092097394,0.78498596,-0.61554784,0.89953303,-1.183414,-2.8753796,-1.5493802,0.4802143,0.54369205,1.1581624,-1.3357631,-0.43461508,2.060067,0.3477753,-1.1800909,0.78086877,0.3601818
FaDu,2.003304,-1.529909,0.08296701,-0.7209321,0.30880165,-0.6834838,0.68046767,-0.7046148,0.6361812,-3.2641177,-2.6074233,-1.0815929,-2.02993,0.3118996,-0.9351331,-1.2359343,0.24641414,2.2858067,1.1856787,-0.32732406,0.21077994,1.0374157
NCI-H522,0.4130674,0.67809546,1.4180553,-0.5845015,-0.7158854,-0.53813225,-0.61288726,0.7509657,0.22242807,-0.87771773,1.9417531,-1.864109,-0.39576447,1.722306,0.88515246,-1.5591425,0.7934379,-0.7572367,-0.3227609,1.2139179,-0.35833606,0.15487604
Jurkat E6.1,0.5637392,0.6737204,0.7928852,-0.38813233,0.83330804,-2.57294,0.055108614,-2.0309381,-1.335226,-1.4406321,2.1927848,0.77327996,-0.721023,-1.549018,-0.728826,0.67632085,0.33597076,0.47068083,-0.6654519,0.44721004,-2.5449162,1.003293
NCI-H838,-0.01171416,0.89334154,2.896191,-1.2991779,0.6876795,0.26914355,0.8783749,-0.079516254,0.3297989,0.3065594,0.49924174,0.35392064,0.27316552,1.2587466,-1.013558,0.9165842,0.5665427,-1.4254656,0.23246618,0.41945264,0.959915,-0.52388114
PK-1,0.4566954,-0.74031675,-0.60666376,-0.06687816,0.8914295,-0.8904186,0.5215112,0.35878843,0.0393795,-1.4325205,-1.8061832,0.77265084,-0.87927103,0.0005276613,-0.053011224,1.3410132,0.44159603,1.3122742,-0.69730306,-1.0004749,0.7807497,-0.6943587
EoL-1,-1.5917417,1.8781661,0.15907657,0.5131291,2.2306767,-1.8405725,-0.35497144,-1.5089585,-0.4413052,-1.4608665,-0.53742075,1.17734,-0.4646519,0.10619494,-1.645273,-2.080081,-0.90804744,-0.6873255,-1.7634251,1.7096771,0.58948696,1.6971765
KE-39,1.0960554,-1.7865331,-0.47075623,1.1197109,1.0927312,-0.87465423,0.7154922,-2.722057,1.872001,-0.19937003,-2.7002025,-0.6615838,-1.1777678,0.95336163,-0.6544729,-1.9259121,-0.14130427,2.0056348,3.4595459,0.3429484,3.7485578,-0.096875004
Panc 02.13,0.43770608,-0.676116,-0.11994194,-3.0129683,1.0204495,-0.7772242,0.5510584,1.2397355,3.7603898,0.24487036,-1.9330174,0.36782882,-2.0143118,1.5602332,-0.51029795,-0.39333206,-0.53889227,-2.5331597,0.16365041,-2.1697145,1.7504964,-0.32492808
FU-OV-1,0.36621353,-0.006076782,-0.00036963634,0.14261311,1.2044932,1.3840363,-1.2189112,-0.28661054,0.22688591,-1.8991704,-0.7481337,-0.8761899,1.3552881,-1.7523293,1.9554322,-1.2626758,-1.2155663,1.5276695,-1.2645907,0.7368042,-1.3957328,1.3857627
HuH-6 Clone 5,0.9179077,0.70690227,0.3547895,2.1822548,1.0641996,0.13300271,-0.5093509,-1.4101323,-0.5477643,-1.720456,-0.3439049,-0.20248803,1.031317,0.54188263,0.7112273,-0.57403976,-1.1932224,0.76681525,1.9306369,1.1183212,1.1292685,-1.3904507
RCC4,3.197983,0.54479665,-1.1103199,-1.742966,-0.40943977,1.1625779,1.159438,-1.4106435,0.41121736,-3.952928,-0.9886088,-0.35622513,-1.6700138,-1.2602642,1.9541847,-3.0762322,-0.6013748,1.9636233,0.8988699,0.5549981,2.326105,-2.030438
SK-MM-2,1.7944523,1.1780779,-1.0498776,-0.4722638,0.3122916,-0.32327557,-0.22584346,-4.029705,-1.5906072,-1.593852,1.5210655,0.04223389,-0.58841205,-1.6770692,1.8980995,-5.379484,0.5141976,1.0591468,1.2577161,-0.6318766,1.411127,-0.31258065
AMO1,-3.8223212,0.025752552,0.530313,0.5194777,1.8431792,-1.5525234,-0.29188824,-0.4730372,-1.3733281,0.7414375,1.9866891,-0.20245315,2.7327895,0.21127115,-0.78601956,-2.2198062,-0.5960149,-0.3594275,-0.988199,-1.4321504,0.5555726,1.5178561
NCI-H2110,1.3452348,-1.2070898,-0.035233553,-0.9417771,0.4281779,1.4337603,-0.27670914,1.0842193,-1.4924861,-0.05468461,0.4573984,-0.27612588,-1.1031215,0.26997077,-0.1371535,0.31763098,1.2301546,1.0320356,1.3436508,-0.5394983,2.6057637,-0.5138415
OE19,-0.7109858,-0.71348125,-0.18931714,1.5306197,-2.6618288,0.89113003,-1.064528,-1.5509253,2.0987182,-2.5217829,-3.0294285,-0.11167809,-0.115094125,0.19551557,-0.146326,1.3532048,-0.2916158,2.167723,3.1598275,-0.5944904,2.7083554,-0.91297317
FTC-133,-3.8548918,-1.2036808,-1.4124873,-2.5655885,-0.12401349,1.6870848,-0.9571606,-2.330682,2.1297626,0.2897104,-2.3823526,-0.87912637,1.6549768,-1.1650449,0.25673786,-0.44777068,-1.1628896,-0.34066066,0.40252492,-0.69469273,0.58702767,1.038746
BFTC-909,-1.6092027,-0.9968518,0.15408207,-0.4019101,-0.38603684,-0.13279472,1.5039265,0.9318159,0.4630832,-0.35164467,-1.248827,-0.18827102,0.98042494,-0.62249976,0.82911956,-0.14588957,-1.1387575,-1.3423598,-1.2784537,-0.8868413,-1.0761226,0.19804259
HCC4006,1.2972466,0.7746959,0.43654644,-1.7759783,-0.80938846,0.5221593,1.1983218,1.69482,-0.0117164925,0.15923163,-0.6129272,-0.5974714,-0.54477525,0.10780727,1.6192605,0.37854642,-0.56664217,0.65908396,1.1830755,-1.8434346,0.88282824,-0.6135901
HCC202,-2.2181435,-3.2763507,-2.0818205,0.68603337,-2.6013834,2.1677868,0.9346272,1.5942392,-0.034171462,-0.7538932,-2.7992096,-0.4340524,1.4263337,0.6429289,2.2096353,-3.8304217,-0.10840082,0.32129854,3.130535,-0.5605015,0.7335343,2.9069095
EPLC-272H,3.2195983,1.1353629,0.105364636,-2.8181086,1.0966544,0.74450076,0.6287205,0.41048038,1.1368573,-1.0799174,0.03754534,0.19039801,-3.3198981,0.049989473,-0.45073557,1.7788622,-0.9233703,-0.20165516,1.2325975,-0.09098725,0.06121842,1.0008819
EHEB,-1.7804784,3.2138164,1.0454577,0.01626587,0.624787,-1.9672724,0.0011547594,0.9333563,-1.4721159,2.8437905,2.5425663,3.2871795,0.65766,0.31175423,-1.0862656,0.8458167,-1.0871515,-0.19993782,-1.702966,-1.5726472,-1.4401894,-0.19229719
ME-1 [Human leukemia],0.15943287,2.7621264,0.51133573,1.2453343,0.3769766,-1.668819,-0.44854403,-1.2059119,-0.6751446,-0.6112629,1.8696882,1.5799595,-2.5579746,-0.43693182,-0.8398894,-1.1754872,-0.42671323,0.29700297,-1.110315,1.8449407,0.4731436,0.02576033
NCI-H1355,-2.721334,-3.9467835,0.7452792,-0.80019826,1.1956129,-1.2030274,1.8934281,-0.686756,-0.1996333,-2.2416425,-3.3393002,-2.8420563,-0.8841713,-0.2371793,-0.3067062,-1.5494246,-0.5670709,2.1373408,-0.5194272,-0.3385918,2.5324883,0.8032825
BT-549,1.7757341,0.06281714,0.7434187,-0.38927484,-0.23868847,0.2752555,1.342903,-0.45310834,-0.8435527,0.5598126,-0.98337966,0.47409913,0.6004099,0.15538831,-0.95090055,-0.70496505,0.1906107,-1.184287,-0.31940252,0.37945238,0.2998177,-1.2837814
NCI-H1666,3.5418396,-2.0990639,0.21874976,-2.1070035,0.37655485,0.014935464,2.797497,-2.033976,1.7650194,-3.9907985,-4.712019,-1.6851369,-4.555169,-0.12985192,-0.9339616,-2.0333624,1.2690835,0.47246212,2.4563658,-1.0009482,4.1143866,0.57654256
HCC1419,-0.6765631,-0.6643274,0.30073085,1.2806897,-2.6817427,1.3150934,-2.1405923,1.2469931,0.7252742,1.8883942,-1.1849324,0.8031464,2.262138,2.1292152,3.1827395,-2.1477008,1.1452353,0.53342,1.079965,-1.7789682,-0.6438089,0.04805106
DMS 273,-0.76594067,0.33444518,0.01361347,1.0030711,-1.2092041,1.199315,0.98951703,0.6883133,1.3511597,-0.18120861,1.681712,-0.7559854,0.4620408,0.92847407,-0.43518448,-1.3600382,0.064583674,-1.9363698,2.7864485,0.33231735,-2.6034229,1.5974474
SW1783,-0.24307618,0.7220308,-0.5033291,-0.22180736,-1.4277323,3.5749166,1.5156815,0.23810181,0.08077648,2.7633243,-0.066303365,0.11752085,-0.36014864,-1.1599736,-0.13591754,0.5681023,-1.1698118,1.7875746,1.0115246,0.93000704,-1.9206262,0.4147222
SNU-620,0.82455623,0.27561677,0.26619816,1.7195765,-1.433802,0.6107292,-0.28811562,1.8045692,0.6915939,0.8396637,-0.20604025,-0.8859935,-1.4246285,0.7405682,-0.9313488,1.1581838,0.07575618,1.1930807,2.261646,0.3751176,1.7737892,-0.6251475
UM-RC-6,-1.576704,-1.2458471,-2.177633,0.34193012,-1.6114086,0.9135465,1.8775024,0.8185298,1.1175699,-4.039059,-0.9251972,-1.3302059,-0.9918622,-0.58826655,2.7480915,-3.6685355,0.9843821,-0.55208445,0.3456513,-0.11017783,1.3119259,1.0809531
BICR 56,3.1047146,-0.34198284,-0.45817557,-0.7350119,-1.0571557,0.7574609,1.0544568,1.3355792,1.1657944,-1.3211802,-2.1896074,1.0647537,-1.040013,1.1577711,0.064565055,2.0299327,-0.3033554,1.0760789,-0.6073847,-0.98483896,1.613766,-0.13374452
EN,-5.0208797,-1.6685822,-0.7081875,-1.2755874,-1.4026095,3.5132473,-5.0347853,-1.3889277,-0.15489648,-0.61213815,0.4378895,-2.3659582,1.9880117,-1.8296592,-1.505709,3.2767708,-0.5816205,-1.5577973,-1.7747808,0.26340848,-0.43233615,1.5991524
NCI-H2170,1.3548421,-1.5846865,0.38019076,0.4271096,0.23141603,-0.007085696,1.284155,-1.6868148,0.8803858,-1.8072186,-2.1855023,-0.29457295,-1.4591639,0.41694403,0.07503617,-1.667959,-0.6154217,0.78281575,3.518658,-1.3000269,2.3684795,0.5135989
LN-18,0.3114081,-0.65363514,-0.76752394,0.08386644,-2.265204,-0.83745897,0.5079301,-1.3294356,-0.6353444,1.4219048,0.12846005,-0.6657501,0.92395747,1.3167791,0.48332775,-2.7783625,2.5528743,1.2585218,-0.99638045,-0.82529503,1.0794415,-2.5555568
786-O,-0.093634605,0.92489934,-0.6578149,-1.6869712,-0.025425564,2.9327035,1.6529998,-1.1376874,2.683436,-0.4021591,-1.0112247,-0.14734702,-1.213904,-1.5192086,1.3019015,-1.5605724,0.64301556,-1.8167524,0.38891852,-0.63829,2.4497879,1.3132075
TYK-nu,-1.3727177,-0.90234494,-1.0047461,0.25699466,-1.512641,-1.1789688,-0.2433146,-0.63868004,0.26223248,0.031700242,1.3981144,1.3547888,1.4157462,-0.6830826,-0.28484973,0.18551257,0.645,-0.8388629,-1.3384662,-0.32315874,-0.12026522,-1.1775955
C2BBe1,-1.2329751,-1.8104558,-0.099478826,1.9451132,1.7704529,2.0538807,1.3977808,-1.34671,2.4390905,1.5110216,-4.202054,-1.7377284,-0.3068836,0.9868652,0.6347554,-3.597055,3.0694997,-1.2483135,1.44946,0.15171494,5.8094687,1.0755881
SLR20,0.48177648,-0.38923943,0.37448075,0.007454209,0.9841178,-0.49853402,0.59683913,-1.5245111,0.38190997,-1.4795668,-1.4835731,-0.5155028,-0.716421,-1.050526,0.17396346,-1.2443807,0.5504758,0.39496174,-0.9160009,0.6079573,-0.35805747,-0.16760227
COR-L105,0.806473,-1.0893184,-0.1808052,-1.0233507,0.3084706,0.036547642,1.1894091,-0.47655287,1.2989306,-1.0901189,-2.205401,-0.38880515,-1.0444499,-0.7791445,-0.37868166,-1.7307953,-0.10171793,1.1144135,0.71468866,-0.7906742,1.7778747,-0.21403928
CAL-148,0.43340862,1.8354589,1.1225286,-0.80330104,-1.0768521,1.949442,-2.391454,-1.3339223,2.7791202,-0.11105415,-1.5030373,-1.9819864,0.42113742,0.9186386,0.22571462,-0.7332287,0.28810683,-0.074480385,3.3149269,-1.0444741,0.9120782,1.4730358
AM-38,-1.8469095,0.6659699,0.5116909,-1.7953795,0.9787574,-1.9745734,1.1199121,1.0856014,0.258218,1.237482,0.75341845,-0.5468655,0.65465707,-0.45605823,-0.7593497,0.65146434,-0.78059566,0.7004162,-2.1547852,-0.13272372,-2.8492794,0.45013416
COLO 783,-0.19335443,1.4137632,-2.333348,1.5305837,-0.29719222,-0.67810404,0.013791759,-1.3471236,-0.8314562,0.99910545,0.53534824,-1.2369344,-0.21562043,-0.018289324,0.5638989,-0.5758816,-1.1265705,1.142585,-0.57322943,0.07287698,-1.0672324,-1.6072067
Hs 618.T,-0.44318315,0.007904446,0.32801145,0.027101357,-1.2304158,0.5550632,1.8348829,1.0413121,-0.51456743,1.1315284,0.57951057,0.16875541,-0.18696454,0.9842803,-0.8466212,1.416298,-0.6147238,0.4781732,-1.7606536,1.0896038,-0.19746673,-1.8292328
KMBC-2,0.28840643,0.9263418,0.66937953,-0.54866004,1.3363365,0.89245856,-0.58150125,2.7748396,0.55099285,2.6614697,-0.4255147,0.28667012,-0.80544317,0.79292095,-0.35792178,1.2756516,-0.6705273,0.48586103,1.2284718,0.21112221,-0.88600636,0.9053998
CHL-1,-0.88381064,-2.3350942,-2.124269,1.2484331,-0.6535022,-2.3865209,-0.5803016,-3.5864584,-0.3271575,-2.1443727,-0.7262399,-4.121534,-1.4877226,1.3940982,-0.8240202,-1.7545562,0.5938742,0.51778406,-1.493896,-0.0040749907,0.88444567,-1.3244509
EFM-19,-1.8123695,1.095355,1.8819829,1.2957715,-2.1534278,0.85548306,-1.7344809,-0.3053725,0.84114456,0.046382546,-2.3797522,0.65784043,2.5679772,0.94728315,1.0212303,1.4654198,-0.7556352,-0.19965313,0.5287829,-1.386781,-0.97776645,1.0153353
RS4;11,0.33606198,2.8698916,0.27709427,1.2115375,0.32158107,-1.5055375,-0.689231,-0.8600862,-1.862647,-1.2065984,1.7268102,0.5492258,-1.4197165,0.91009617,-0.40324992,0.67954403,-0.638188,0.16389056,-1.8216345,0.6610059,-1.6680652,0.90132195
Raji,-1.9449672,2.762501,0.2885514,2.2999341,-1.0471756,-0.9855274,-0.9399237,0.9654314,-2.3800428,1.7823671,1.6811041,2.6302714,1.9647313,0.4392385,0.1397847,0.5525107,-0.0672161,0.038546354,-1.1278297,-1.4524232,-1.9755415,0.21941477
KYSE-270,4.833691,-0.37736177,1.4653003,-2.0156686,-0.7958261,-0.7632388,-0.74701416,-0.65088254,1.2916232,-0.9029527,-1.0981874,-2.4041696,-3.8806717,1.3341825,0.3652063,-0.9122628,0.8568665,-0.25039428,2.530546,0.96712554,1.5110657,-0.8846097
LCLC-97TM1,1.2857392,-0.12732479,-1.6297148,-0.08526683,-0.54856616,-0.46609175,0.52727485,-0.5789561,-1.2172664,-0.31390846,-0.15218292,0.76660717,0.03210336,-0.7582087,1.3264229,-0.33216506,0.47021487,2.0347338,0.7558482,-2.1881552,2.217974,-0.8304393
NCI-H2141,3.479596,-0.31889224,0.053475782,0.87276125,-0.29448155,-0.46540025,-0.42980856,-1.5740485,-0.50177765,-1.3647095,2.1756434,-1.6654919,0.37682295,-0.3455444,1.3231509,0.03638591,-0.053929344,0.6325354,1.7287498,-0.44000676,-0.68601525,0.6214716
KMS-18,-1.9482012,2.2954803,0.94173586,0.73700404,-0.03731366,-1.0576882,-0.15163167,0.31642866,-1.6564764,1.2188995,2.3751051,2.7145753,1.0376356,-0.7153682,-0.7149719,1.1989186,-1.6163347,0.21409816,-1.8694415,-2.1486986,-1.5250747,0.32739526
SW1573,-3.1111934,-1.0227808,-0.36362004,0.04003936,1.1184735,-1.186475,2.0429688,0.0109461695,-0.50156015,-0.1955853,-1.4182557,-1.4161017,0.40728128,-0.40868896,-1.3352973,-1.4114537,1.1148682,0.44323084,-2.1838133,-0.4114019,0.9762757,-0.300393
