,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
RT-4,-1.1004069,2.8519914,-1.3227869,0.3228148,-0.6691334,1.667972,-0.6343707,-0.1058629,-0.5819873,-4.1088686,2.991754,-3.6750505,0.11379845,2.7149415,-0.13050283,0.017601337
NCI-H1105,2.3797445,4.829138,5.2250295,12.085381,-8.686371,5.1116405,10.636689,8.975669,1.7308466,-13.713087,5.866379,12.067372,5.254829,5.7488647,3.1601877,10.194912
U-BLC1,-1.9193614,0.9305641,-0.024881981,-0.5859668,2.0840516,1.2670058,1.2764983,-0.44634455,-1.2132156,-2.0452704,1.7469292,-2.0960367,-2.690988,-0.622232,-0.16696633,-0.3156159
EoL-1,-3.2557795,-13.574164,1.1250002,1.6750269,-3.498232,-12.160337,-12.999584,11.517897,-2.812928,-0.8203469,-2.38687,-3.6801493,-8.411063,16.362057,-8.358888,22.122309
MOLM-16,-2.3793793,-8.864059,1.3277227,2.2923176,-2.9350104,-7.415415,-7.350768,7.7349997,-2.775345,-1.790687,-0.75259155,-1.242559,-4.487089,11.064652,-5.714695,14.526503
SLR26,-1.547376,0.26902145,0.88156694,1.7153656,2.5625632,3.0176392,4.761441,-2.8252954,-0.4553412,-1.5482774,0.46369007,2.781367,-2.5918357,-4.409535,0.56720734,-1.4572853
SU-DHL-1,-1.7899889,-5.494471,1.4353025,2.4796333,-2.1944625,-5.569372,-4.414384,6.730288,-1.0616285,-0.21654639,-0.47679627,0.6078026,-3.202438,6.9775085,-3.738769,10.724233
YD-8,-2.1929371,-1.3230187,3.0097136,0.40370855,5.0006676,0.34593812,4.2225566,-0.13792825,-1.257949,2.5107071,-0.65838933,4.164186,-4.8297663,-6.261726,0.06744053,0.032361086
SK-LU-1,-1.5288312,-1.4490918,2.3590076,1.5342824,2.9641805,-1.0978816,1.8316209,1.9562856,-0.62677735,3.4820807,-1.42319,4.660422,-3.2534606,-4.416632,-0.5652626,1.448756
SNU-C5,-1.6265851,2.5875018,-0.38111407,0.46302894,-0.2518491,0.3139791,-0.5508901,1.272542,0.34255648,-3.1482494,1.9032289,-2.7005289,-1.3584263,1.9514788,-0.6596583,1.0840054
CAL-51,-0.20804258,2.2674649,0.78745,2.0923305,-0.9033395,2.669744,2.8256557,-0.7731477,0.8587161,-2.8920662,0.50848347,0.88071364,0.86909866,-0.33030862,1.3553612,0.09110834
HMEL,-1.9719753,-0.9094738,0.9604891,-1.3560537,2.11939,-1.4141783,0.5432577,-0.7823757,-1.311394,-0.34764308,1.143176,-1.6656027,-3.5228376,0.24843152,-0.3102715,1.7230599
NCI-N87,-1.0144761,3.571601,-0.46599978,1.0642791,-1.6608735,0.22349134,-0.83711314,1.6102302,1.0393231,-3.5946577,2.077629,-2.1532257,-0.09836786,3.3249688,-0.16067302,1.9457022
NCI-H2286,-0.6092086,-0.15815286,1.7370259,1.2060523,1.8101366,0.9138249,2.3543513,0.26139754,0.17876936,0.39381078,-0.44208792,2.3790152,-1.707921,-2.9481328,-0.061126165,0.0038111024
NCI-H661,0.48318374,-0.24039866,2.5182443,1.7144172,0.8405231,0.6960324,2.3026004,0.98356974,0.64159,0.925106,-0.17758611,3.8637564,-0.30128342,-2.74955,0.4234725,0.44305936
KYO-1,-1.4438077,-4.814822,0.5849102,1.4942846,-2.354436,-4.7479086,-4.437784,4.3227024,-1.4537723,-1.3741091,-0.43674058,-1.2084645,-2.246617,7.6368246,-3.3551416,9.09845
LS513,-1.4801226,5.040663,-0.8627291,4.204976,-5.465651,2.2596302,0.6579343,4.2548647,0.41871625,-7.581973,2.9725227,-1.409628,1.8584591,5.7702856,0.08485518,4.274919
PK-45H,-2.028791,-0.2646507,2.069335,1.5986398,2.0285642,-0.9123379,2.024239,1.8154676,0.7275722,1.9795995,-1.2149316,3.278211,-2.9449096,-3.4338186,-0.42360198,1.8665396
SNU-449,-0.9740108,0.50730115,1.5776844,1.5197358,1.3795837,1.4258974,3.2300003,-0.74068236,0.7287569,-0.11479418,-0.529885,2.745218,-1.5044341,-3.2783463,0.7271775,-0.07306455
LMSU,-1.3496245,-1.8433803,3.2570243,1.6779106,4.5795007,-0.467643,3.1285644,2.1157353,-1.2559882,3.966444,-1.2985528,6.205994,-4.179337,-6.6484776,-0.43807098,0.92812467
ZR-75-1,-0.20193909,3.805793,-0.7874158,1.5374503,-2.313958,-0.24677417,-1.5862216,1.8445909,0.91166955,-3.6037192,2.3728738,-1.5144864,1.3398827,5.342295,0.015170873,2.182947
Sq-1,-2.883391,0.5162211,0.45799637,0.5149077,1.5959599,-2.4449115,-1.0380622,2.0143838,0.3587451,-0.51903385,0.88662857,-1.6863822,-3.5613902,1.1856375,-1.7222291,3.4910614
SNU-466,-2.2058942,-2.8360765,3.3734343,1.9168476,3.9508305,0.11214021,3.6466732,0.85010356,-1.8719455,4.1355977,-0.38557774,6.4593177,-3.5894306,-7.38106,-1.1067435,-0.25436008
KMS-26,-4.4935822,-7.0641103,1.0556256,3.2306817,-1.7906679,-5.510074,-5.0021935,7.897906,-5.648758,-1.2007284,2.9458098,-0.34752607,-6.2219877,9.448364,-6.650062,10.332192
JHUEM-3,-2.301262,0.090149745,0.8215336,0.64725506,3.0943227,1.7675694,3.528566,-1.4313956,-0.9088381,-1.2865744,1.018458,0.5914581,-3.9512298,-3.1147716,0.31579122,0.23241082
CAMA-1,-0.0013143178,3.8322444,0.12200983,3.3548968,-3.8766356,-1.6678208,-1.6773542,3.9399614,2.1288426,-2.989608,1.4038758,1.0756333,1.8583823,6.3209524,-0.13782921,4.595997
KLM-1,-1.494889,1.0019097,-0.4373693,-1.9464619,2.213264,0.7498847,-0.09404428,-1.4401742,-1.6587169,-3.2304077,3.3747258,-4.4752917,-2.5486374,1.3700879,-0.51897573,-0.80713445
OVMANA,-1.0560656,2.1983674,0.5877667,2.489866,-1.2166466,0.28828174,0.8152698,0.50050163,2.462774,-2.475509,0.02315826,0.018487975,-0.061271273,0.9919272,0.2120789,2.3158276
SW620,-0.6040127,2.2372725,1.2142595,3.764365,-3.9709013,-0.08653022,0.88275015,4.2252073,1.5064762,-3.4423943,0.8560757,1.6222345,1.3340712,3.4325726,0.10902728,5.1095843
HCC2814,-0.23025584,0.6137275,-0.045081474,-1.0675795,1.041067,1.8603097,1.1307707,-1.8663031,-1.936182,-2.131569,2.2939787,-2.5379207,-1.0644003,0.19065869,0.4814967,-1.4733229
IGR-37,-1.260867,-2.696743,1.8620061,1.7008034,0.4590892,-0.5633162,0.9710904,1.3333538,-0.73849195,2.576627,0.70595187,3.8078725,-0.69155395,-2.981656,-1.1076176,0.7909911
Kelly,3.3493056,1.9286603,7.213205,10.367043,-6.588143,1.6247367,8.00199,10.053018,3.2337763,-8.481735,3.5921197,13.910737,4.6588087,3.6044595,2.439036,11.513725
TE-11,-1.5045245,-0.2481849,0.6504279,-1.1905434,2.0925941,-0.40212956,0.69165653,-0.97378516,-1.47289,-1.2612659,1.8279475,-2.36002,-2.6880317,0.311772,-0.057381455,1.0230371
EB2,-6.14174,-14.054305,2.122522,4.5991273,-4.1101418,-14.062837,-10.128387,14.687158,-5.099134,-0.801442,-0.37838542,0.39967448,-10.681281,17.556467,-11.493632,22.64028
Mono-Mac-6,-2.3678167,-11.278811,1.8774124,1.4338349,-3.0369732,-11.422526,-11.724505,10.934899,-0.32788074,0.6874917,-3.468101,-2.1876163,-7.0234,13.09127,-6.310254,20.49126
Hs 821.T,-2.4393454,-2.638532,4.514775,2.3489785,7.805096,1.5390363,6.312867,0.87957317,-3.3778367,4.63885,-1.3047746,9.81867,-6.8438764,-11.778217,-0.25604832,-1.1445514
SK-MEL-5,-1.2976028,-2.2922118,1.2643534,1.2570015,0.49727818,0.39055902,1.3420238,0.14358701,-1.3868053,1.8402487,1.1549745,2.6610248,-0.43791026,-2.9746165,-0.8298706,-0.38471895
THP-1,-1.9551439,-9.80776,1.3780848,1.0171645,-2.7366776,-9.196381,-10.444994,8.794419,-0.3883013,0.04102339,-2.8110971,-2.518003,-5.971502,11.236896,-5.3906064,17.419308
SK-N-SH,1.1803129,-0.45694602,4.171067,4.151935,1.2729564,2.4160795,5.756559,3.831564,-0.3534335,0.3826275,0.40403152,9.480696,-1.1542115,-5.577579,1.1298193,1.5050508
KYSE-30,-1.8213636,1.7796609,0.030192904,-0.6994475,1.7813972,-0.66296387,-0.59829646,-0.0597079,0.23010671,-2.4102263,2.4506989,-3.0790544,-2.017892,1.3980309,-0.80464286,1.1254164
Li-7,-0.968282,1.9247414,0.23063931,1.3142861,-0.5244966,2.0295045,1.9740964,-0.0966399,-0.010265443,-1.5389488,0.57312816,0.42465723,0.15500465,-0.98377615,1.0572193,0.04641972
Panc 02.13,-3.3698092,-0.6358615,0.8619376,-1.5739188,4.138538,-1.2025237,0.81950593,-0.30359295,-2.0916958,-0.6057355,1.9969951,-2.2152808,-5.540775,-0.7590063,-1.0415467,1.576007
PaTu 8988t,-0.6330232,0.08729488,1.2136426,1.2223992,0.7608816,0.18640465,1.3203306,0.5692251,0.5433772,0.29594016,-0.4728223,1.547382,-1.1806697,-1.78001,-0.23532574,0.51338446
COLO 668,-0.0124180745,5.389481,2.856934,10.976072,-9.00136,3.3500433,7.477434,8.487491,2.1197348,-12.143511,4.634071,8.142973,4.549952,6.841204,2.0865693,10.457772
HSC-4,-0.8599714,0.6073434,0.13848421,-1.6462897,1.6738697,1.0994856,0.7999598,-1.6939355,-1.7715061,-1.9311072,2.480095,-2.7304194,-1.4629102,0.31662184,0.39654493,-0.64924705
EFE-184,-1.526781,0.3650753,1.1853979,1.2324164,0.9810892,-0.07520333,1.6119312,-0.048957635,1.2820318,-0.406326,-0.18358591,0.8986102,-2.0465555,-1.6031849,-0.049355235,1.2144667
KP-4,-0.018620308,0.1299817,1.5735004,1.721105,0.22387668,0.1858477,1.5616857,0.95649207,0.7449587,0.62838006,-0.22503835,2.7745893,-0.23700571,-1.3353106,0.082592085,0.78742814
PSN1,-1.4010205,0.35392165,1.4312195,1.3023123,0.53283477,-1.5849894,0.6300073,2.4022043,1.1642363,1.5952744,-1.2829224,2.1086364,-2.0205095,-1.424074,-0.3340875,2.5167124
42-MG-BA,-1.1760707,-2.0448306,3.9633908,2.2593706,4.950709,0.22431871,3.8045647,2.2653437,-1.9405807,4.4193687,-1.02446,8.040292,-4.2245073,-8.090142,-0.47648835,-0.012207288
COV504,-1.632374,-1.0280018,2.1279798,1.001713,3.2334514,0.25664338,3.1377118,0.26527625,-0.66307104,1.7851669,-0.70310956,3.4247959,-3.1992738,-4.631972,-0.0016567959,0.35085404
GSS,0.7042464,2.4463925,0.6978935,3.1385336,-2.7908092,2.9486556,2.5596046,1.9590636,-0.054317966,-4.9150586,2.2908645,1.2244081,2.2514043,2.4049604,1.1659985,1.6334177
NCI-H841,1.2734109,0.68591875,1.9761801,2.011528,-0.301248,2.4218187,2.9822068,0.32260415,-0.11559744,-1.7781554,1.0931175,2.9057355,1.1092052,-0.88421494,1.2042813,0.23014392
PL45,-2.1306436,1.3764517,0.3755851,0.55834824,0.7929218,-1.4222374,-0.7052041,1.730705,0.7091412,-1.1470214,0.9658447,-1.4199556,-2.3379529,1.1793883,-1.0909344,2.4765403
SNU-C1,-1.5299538,4.7903004,-0.86919206,3.720546,-5.366422,1.3684354,-0.480356,4.610744,-0.02558491,-6.768757,2.8429966,-1.7977893,1.4060163,6.5600567,-0.34360382,4.9805174
Loucy,-3.4895117,-13.110619,3.4524684,4.528324,-4.5516477,-14.407846,-10.679129,15.48247,-2.2578635,0.14259113,-2.104577,1.3283745,-8.386676,16.923018,-9.567729,24.534948
HCT 8,-0.88423425,3.2710862,-0.3560835,1.3085055,-1.912496,1.1724352,0.12835294,1.6095757,0.6054684,-3.236914,1.3739734,-1.2303195,0.123789735,2.1490436,0.12786476,0.98025745
BT-20,-1.2992259,2.0886397,-0.37798992,-0.894426,1.3430765,0.2692159,-0.62480813,-0.83017576,0.30421463,-2.7794762,2.4421434,-3.4905946,-1.0668964,1.6878666,-0.623215,-0.13107082
BT-549,-0.9422996,-1.2273519,3.082005,1.5692106,3.367839,-0.120507486,3.1424901,0.94866765,-0.18636656,2.8846998,-0.83648837,5.4298205,-2.8897269,-5.4226923,-0.20809829,0.44235605
NALM-19,-4.056123,-13.896287,2.8730142,4.98898,-4.978903,-14.031534,-11.1104,16.139475,-2.6904569,-0.8333168,-0.4934646,0.7448987,-8.872779,18.471516,-10.58574,24.684994
KPL-1,-0.18013068,3.2213094,-0.4731819,1.3925731,-1.9464661,-0.51314044,-1.3841758,1.7884774,0.9026626,-2.913979,1.886771,-1.048299,0.9581882,4.636262,0.007605103,2.1945803
SNU-869,-1.7358949,2.2811973,0.08058344,1.4167116,-1.1716453,-1.3326709,-1.0921509,2.681404,1.409553,-1.9712809,0.73812616,-1.3076657,-1.0418117,2.4902458,-0.74482477,3.207951
KE-39,-1.2110946,3.4864962,-2.097162,1.5651507,-2.5399747,3.2793925,-0.0735416,0.3566484,-1.860155,-5.8301644,3.708293,-3.534456,1.0884752,3.9272203,-0.09456649,-0.039392937
SU-DHL-4,-5.7707243,-15.00042,2.1527205,4.736638,-5.1143603,-15.385145,-11.437646,15.765503,-4.492152,-0.89927036,-1.4197943,-0.14174502,-10.797077,19.670162,-12.045978,25.163784
NCI-H1793,-1.307574,-0.062374964,1.3698386,-0.16062376,2.6000752,0.443629,2.1131473,-1.277668,0.075852364,0.16812883,0.24547051,0.8043996,-2.1625915,-2.4952202,0.04342171,-0.52315915
TOV-112D,1.7744122,-0.11588211,2.1310565,1.9556668,-0.35470793,1.8325194,2.3339057,1.2314466,-0.49910054,-1.2389129,1.1659242,3.1818674,1.0931419,-0.6856379,0.8928048,1.1203676
NCI-H2172,-0.2588088,0.7697573,1.8953197,1.5004754,0.6052303,0.5181265,2.1447403,0.3186467,1.1973988,0.41330397,-0.49214518,2.7732253,-0.108827256,-1.8548784,0.5003943,0.16183946
Malme-3M,-2.040326,-3.2069983,2.0495121,1.4801202,1.1405765,-0.18375933,1.7346126,0.65586966,-1.7833079,3.1420503,0.7195395,4.001369,-1.7323848,-4.093478,-1.3778294,0.06329699
LXF 289,-1.6557589,-0.90628284,1.9540008,0.6639954,3.8180943,0.79385245,3.6815054,0.07531609,-1.2581811,1.7152573,-0.5217756,3.2500386,-4.1443233,-5.0386105,0.13405994,-0.08433321
KG-1,-3.4593024,-12.847019,1.7052337,2.874345,-3.7201967,-11.902346,-11.225275,12.094884,-2.4084136,-0.63792825,-1.9450536,-1.7784734,-7.6382093,15.654488,-8.440857,21.908638
WM1799,-1.7735279,-2.9384775,2.4094296,2.011362,1.6790482,-0.22124091,2.222086,1.514291,-1.4029101,3.3172758,0.50547296,4.9537196,-1.8540753,-4.9194,-1.1838374,0.36783558
HEC-151,-1.3315066,2.3350258,-0.8286794,1.5683696,-0.71571785,3.2492042,1.8775423,-1.7294619,-0.30572838,-4.1078677,1.6221741,-1.8865288,0.033772536,0.53287065,0.2808943,-1.0169805
NCI-H1869,-2.1017885,1.0602077,-0.69069093,-0.29708454,1.4174356,-0.303784,-1.0928345,0.03534807,-0.6308859,-2.4763494,2.5014076,-3.6739066,-2.2193584,1.9189091,-1.1587895,1.1594967
EPLC-272H,-1.7289648,-0.53599733,0.93604654,-1.1114094,2.5736616,-0.3527974,1.3567997,-1.090414,-1.3350698,-0.69764143,1.2418759,-1.4116019,-3.0963838,-0.94719154,-0.09282271,0.6797656
SW403,-1.6699767,4.8527083,-0.51524824,4.1022744,-5.877138,1.2428213,-0.27336,5.2906137,0.20222701,-7.058711,2.9450793,-1.2850481,1.4397337,6.8644295,-0.13603993,5.9244742
SF126,-1.4053403,-1.5135328,4.069161,2.526604,4.281914,-0.5968597,3.8055685,2.8668618,-0.55974096,4.6140265,-1.7676907,8.108615,-4.149162,-7.290656,-0.25446695,1.3139387
SW780,-1.3824319,1.9868985,-0.70071125,-0.38532168,0.38787657,0.567539,-0.61220634,-0.0644633,-0.44907033,-3.1346867,2.5645652,-3.4273727,-1.0756707,2.0589116,-0.4598613,0.43684033
YH-13,-1.5196654,-2.2838237,4.3786716,2.3398278,6.426881,1.1333789,5.472228,1.7616881,-2.9845276,4.4889383,-1.1051987,9.262197,-5.740006,-10.06119,-0.24591464,-0.6707328
Hs 255.T,-1.4458315,-1.5706987,4.2589755,2.7209969,6.39879,2.0040822,6.1875176,1.2798902,-2.4039302,3.7535677,-1.182147,9.838071,-5.6145964,-10.802154,0.3022216,-1.028763
WM983B,-1.1548289,-2.4633713,2.2146153,1.822593,1.1283379,-0.56369126,1.3870623,1.5784262,-0.5189983,2.8137822,0.48473796,4.344932,-1.0069997,-3.893843,-1.11199,0.3664627
MHH-ES-1,1.263764,-0.40188527,2.7976837,2.6229439,-0.21365428,0.79777527,1.8975968,2.612962,0.2076626,-0.45023295,0.8686034,4.587141,0.60427177,-0.95293695,0.31150985,2.1408474
NCI-H1395,-1.1391642,2.5857491,-1.0435313,1.5840698,-1.7143188,1.44918,-0.2565404,0.6328918,-0.63714176,-3.2115552,2.2018342,-1.7680765,0.6099145,2.8024251,-0.092825375,0.9151068
IA-LM,-1.8828505,-1.0281378,1.9893612,1.3796573,3.1723747,-0.6834408,1.8799679,1.3524281,-0.2718374,2.3325758,-0.9120563,3.3489585,-3.8205926,-4.036601,-0.6964005,1.6045412
NCI-H2141,2.0481606,5.153794,5.1719933,12.145583,-8.711032,4.925491,10.658841,8.837296,1.8222011,-13.000221,5.4977894,12.130995,5.190697,5.1606565,3.3459125,10.190493
LCLC-103H,-2.2055023,-1.1369061,2.5184505,1.3828198,4.003167,-0.112275064,3.4824393,1.2223574,-0.7634166,2.606962,-1.047383,4.3897586,-4.2862906,-5.3407583,-0.5450758,0.8083498
NCI-H2126,-1.2527995,3.1736653,-1.3258522,-0.5722355,0.46138474,1.2105721,-1.0135797,-0.60683036,-0.29177085,-4.2867603,3.3693185,-4.4217463,-0.5601393,3.1140296,-0.22504508,-0.14049156
GCT,-1.7218808,-1.9533843,2.801599,1.8015001,3.1916237,-1.6006073,1.4690026,2.6998515,-0.52852476,4.001925,-1.3694702,5.0774765,-3.4742901,-4.9300013,-0.9795478,1.8755536
BL-41,-5.1038322,-13.371275,2.942594,5.7218866,-5.1337247,-13.598049,-9.598645,15.729892,-3.8954248,-1.7528118,0.06284213,1.3485509,-9.188039,17.897947,-10.968464,23.58948
SW1353,-2.077677,-2.0718746,3.6445894,2.0023198,5.3763757,0.27321395,4.521765,1.2202531,-1.7170508,4.082534,-1.4555961,7.319159,-4.8908453,-8.191944,-0.2615006,0.2065468
MIA PaCa-2,-0.18978517,0.029724494,1.3104664,1.2102635,0.28053892,-0.6554909,0.7163065,0.91387355,0.9327594,0.79291904,-0.47331524,1.9847323,-0.60949594,-0.8207784,-0.24409139,0.93383884
NCI-H2023,-1.2221727,0.87197477,1.4326582,1.3005357,0.7760248,0.45682094,2.1842866,-0.39016512,1.5371145,-0.20169775,-0.6838421,1.7131366,-1.0320202,-1.7877383,0.669175,0.48637632
WM793,-2.1904988,-2.933231,3.7362146,2.2190363,4.351066,-0.5658256,3.6343772,1.9442009,-1.5573049,4.5824285,-0.90633905,6.8855605,-4.1536317,-7.520673,-1.140194,0.5067213
MeWo,-0.81992006,-2.0295432,1.1232506,1.1678915,0.48271513,0.5821117,1.3435879,0.18610038,-1.3327196,1.2939334,1.1027645,2.149939,-0.2481603,-2.4577625,-0.66470426,-0.21959351
SK-BR-3,-0.7009358,3.3231049,-0.5765718,1.0963964,-1.8171378,-1.2948034,-2.2444775,1.9732848,1.6826863,-2.7153673,1.8751166,-2.075215,0.5564675,4.9666843,-0.5981729,2.6910043
COLO 818,-1.905753,-2.851322,2.695429,2.135237,1.9957347,-0.24870732,2.4322693,1.5768538,-1.3576288,3.513746,0.31892475,5.4357276,-2.087924,-5.415097,-1.2999613,0.09128319
COLO 704,2.440302,2.6777723,5.0859647,9.510639,-6.0489554,3.3572617,8.098797,7.038973,1.7311622,-8.728181,4.103476,10.77012,4.468875,3.2461684,2.503705,8.535349
OVK18,0.7689025,1.3966664,1.2108047,2.0428207,-1.4348853,1.2547609,1.4427707,0.7883276,0.7855002,-1.8469456,0.71783566,1.9547664,1.9710882,1.0007769,0.940982,1.2615216
NU-DUL-1,-5.4371567,-14.425182,3.3983972,5.665537,-5.307257,-15.425216,-10.968008,17.21425,-3.58883,-0.74158937,-0.62018144,1.6198863,-10.016098,19.135315,-11.541836,25.926588
SNU-478,-1.6351675,2.1180227,-0.14924458,0.06486368,0.15861246,0.06802353,-0.4953079,0.5309079,0.47045574,-2.6573555,1.6984867,-2.5751534,-1.2528445,1.7954054,-0.17884533,1.5906359
COLO 741,-0.89575034,-1.8622801,1.1619409,1.2294892,0.34499475,0.5205854,1.1120294,0.33387268,-1.2014724,1.6137552,0.92751944,2.4477704,-0.06379096,-2.7173374,-0.55152035,-0.18713318
CA46,-5.7385206,-13.99509,2.9910898,5.9967246,-5.753325,-15.307489,-10.869488,17.062483,-3.499971,-0.781075,-0.42910713,1.2693404,-9.911013,19.334455,-11.652944,25.621689
KCL-22,-1.9951856,-9.117674,1.2002262,1.476094,-1.7622849,-7.8974357,-8.150862,8.153618,-2.1259043,0.1964015,-1.4214936,-1.5643718,-5.427126,10.172111,-5.571,14.634315
UACC-812,-0.28125048,3.884682,-0.56059915,1.8721359,-2.626271,-1.2815834,-2.0427752,2.7612286,1.8454762,-3.2718687,1.7321928,-1.0368049,0.9627583,5.7824497,-0.31752077,3.4024103
NCI-H1975,-1.9563057,-0.49073857,0.8679837,-0.86736375,3.5556524,0.6208552,2.0533407,-1.6203008,-1.220005,-0.18781982,1.0468141,-0.49942535,-3.321296,-2.486729,-0.34319592,-0.65042186
OVKATE,-0.942323,1.9377156,-0.30448404,-0.014268036,0.902942,1.8875259,0.9263562,-1.451002,-0.22587486,-2.9075003,2.0410805,-2.1089149,-0.51446736,0.26338822,0.21903566,-1.0437694
C32 [Human melanoma],-1.8053589,-3.037156,2.5850904,1.898468,1.3838719,-0.9928967,1.7436272,1.6018162,-0.8566265,3.6684747,0.35153627,4.722796,-1.4886055,-4.458615,-1.2880707,0.7283152
Ku812,-2.680477,-8.934183,1.3251253,2.478775,-3.1404274,-7.8858194,-7.389518,7.842081,-2.9471335,-2.2612064,-0.85524315,-1.2178218,-4.7838078,11.575673,-5.8382134,14.985624
NCI-H2030,-1.5387956,-0.5630871,1.1047809,0.18812107,2.8057752,1.0408605,2.5104754,-1.593299,-0.7372541,-0.1730868,0.45099276,0.61618257,-2.7260368,-2.8043633,-0.29857728,-0.70286316
OAW42,-0.7768431,2.5832615,0.9525483,3.072372,-1.1277548,2.4497914,3.4695084,-1.2357938,2.30369,-3.339863,0.07510987,1.7945669,0.9615768,-0.5936623,1.3621408,1.01277
SNU-503,-0.024899272,2.1711686,-0.50795364,-0.06757351,-0.6842925,2.672608,1.0048255,-0.94098556,-1.7438439,-3.5876036,3.1595354,-2.5939567,0.27947807,1.7622155,0.83834875,-0.94811565
T1-73,-2.0976627,-2.3743234,4.192785,2.3406923,7.382061,2.0474286,6.0907655,0.7466096,-3.4920363,3.9931912,-1.0368742,9.5218315,-6.500629,-11.351533,-0.16551584,-1.431747
GaMG,-1.7277137,-1.6045324,2.9359891,1.8973505,3.832433,-0.22409078,3.3127239,1.2114865,-0.5920307,3.2313037,-1.0820645,5.542515,-3.5608282,-6.1142855,-0.45977232,0.6051916
T98G,-1.6150522,-1.8002282,3.5712128,2.1992157,3.9458103,-0.6884147,3.2730403,2.3250856,-0.7180419,4.388912,-1.5453011,6.9515834,-3.7268035,-6.6829333,-0.39607954,1.1372309
SF172,-2.0962884,0.49127716,0.6549612,-0.617473,2.5370615,-0.66066563,0.31479213,-0.28971958,0.24529976,-1.1265539,1.1827501,-1.7443078,-3.0928485,-0.33747423,-0.96765924,0.9319896
HCC827,-2.2821987,0.1209663,-1.9536239,-2.2717707,4.9414406,5.4181614,2.7260215,-5.640875,-5.086877,-5.215908,4.323623,-6.031376,-4.001463,-1.7492,-0.8495978,-5.7312217
BDCM,-5.5242715,-12.033893,0.7722303,2.1747866,-1.8268086,-10.453668,-8.040048,9.4216175,-5.6450386,-0.273672,-0.22266191,-1.4879884,-9.580744,12.842604,-9.182222,16.223307
KMS-34,-4.4767265,-6.9218035,0.7573141,2.8863518,-1.5511286,-5.778965,-5.7122273,7.4071016,-4.9670806,-0.64787734,2.2627864,-1.3100154,-6.2263284,9.235461,-6.7192407,10.334006
NU-DHL-1,-5.772653,-14.327486,1.360902,2.7605755,-3.2567046,-14.292806,-11.345915,13.024822,-4.908789,0.8488068,-2.065404,-1.5076735,-11.123326,17.113815,-11.037901,21.806984
SUIT-2,-0.5649198,2.3422863,-0.12901786,1.6050113,-0.9465338,2.4158707,2.3347657,-0.36592853,0.424672,-2.7582188,0.75284934,0.018810466,0.5690889,-0.22176756,0.89243674,-0.27632737
RERF-LC-Ad2,-2.4543738,0.267336,0.72287905,-0.64132917,2.6937752,-0.8520241,0.20439976,-0.056873556,-0.034674484,-1.1415699,1.454875,-1.9344147,-3.1710122,-0.3109913,-0.9498609,1.3041934
JHH-2,-1.8898153,-0.8298528,2.5645661,1.0887585,3.7331724,-0.22106592,3.7016237,0.009147864,-0.5171667,2.6312735,-1.4369897,4.3161097,-3.771223,-5.3530173,0.34250546,0.84183496
G-292 clone A141B1,-0.5615668,-1.66021,4.3481402,2.610595,4.582051,0.44001088,3.9543388,2.817768,-1.5116827,4.1322174,-0.91025454,8.83975,-3.7713223,-8.074677,-0.3030625,0.1825362
SNU-719,-1.6873016,4.138319,-1.2217231,2.2171059,-3.5702841,1.0237061,-1.2773525,3.4606261,-0.8159303,-5.6655793,2.9838934,-2.9001486,-0.07402774,6.01813,-0.617959,3.547184
COLO 783,-1.5242424,-3.0294805,2.4404283,1.9771893,1.2447382,-0.3541907,1.6836272,1.7306002,-1.1025784,3.2051454,0.6402409,4.8657827,-1.3256369,-4.3895426,-1.2684525,0.43726966
NCI-H596,-1.5908929,-0.58579504,0.74963635,-1.3044012,3.2361603,0.79174054,2.0652258,-1.7003204,-1.5946345,-0.49434263,1.2988495,-0.92534864,-2.7087157,-2.1379466,0.017113749,-0.7135002
SNU-119,-1.3799298,2.495113,0.12110191,0.72459424,0.4081133,1.5093986,0.78134286,-0.5953608,0.705566,-3.2415154,1.8791672,-2.2252374,-0.84594524,0.6177833,0.032473225,-0.016969923
SW1990,-1.5819342,-0.30193424,1.4171058,0.6730072,1.9058492,-0.8308134,1.2610917,0.93215847,0.4315006,1.0970687,-0.64028454,1.7776418,-2.4909463,-2.3435524,-0.31579787,1.4017023
HCC1897,-1.0557714,1.0891732,-0.14340463,0.22652684,0.6038939,-0.1375246,-0.45808503,0.19851974,-0.1486025,-1.5736791,1.5677938,-1.7815124,-1.3697965,1.2930155,-0.7901027,0.6823059
Hs 606.T,-1.7808108,-2.269164,4.5634193,2.5409336,7.292808,1.5760849,6.125107,1.6491979,-3.198026,4.5707865,-1.3433423,10.208386,-6.4819727,-11.365811,-0.0029983474,-0.8613897
Peer,-3.0705504,-11.87769,3.3268073,4.6554275,-4.6864543,-12.887378,-9.226046,14.283858,-2.4327404,-0.8791869,-1.2522621,1.6743625,-7.224964,16.204046,-8.806727,22.585934
SNB-19,-0.78702474,-1.1804998,3.2106962,1.9377155,3.0566049,0.1706,3.323304,1.478665,-0.331876,2.7610624,-0.65783155,5.78799,-2.4941788,-5.616331,-0.11598574,0.28691056
HuG1-N,-1.4861683,4.7976694,-0.91359323,2.8884454,-3.8498993,1.4107305,-0.36651105,3.3482451,0.3526847,-5.512862,2.4809003,-1.8204231,0.9308411,4.788252,-0.03690278,3.2831452
