,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
CL-40,-2.0128644,4.9795604,-0.3077519,2.4471006,-3.8271701,-0.6271286,-1.5249238,5.2020955,1.4168832,-4.895204,1.4251955,-1.7368702,-0.3834514,5.9750524,-0.45368764,5.5295596
Namalwa,-4.526015,-12.697467,2.9579613,5.099612,-4.718899,-12.91944,-9.119901,14.77107,-3.5437884,-1.345291,0.115334034,1.4324533,-8.455503,16.658037,-10.050874,22.19285
EBC-1,-2.8343816,0.3374248,0.9530999,1.0574493,1.8364389,-2.112407,-0.5042531,2.499786,0.057300534,0.50746304,0.42375228,-0.3568192,-3.6272323,0.2102974,-1.5682911,3.5153549
Ri-1,-4.9558196,-11.998375,1.5548574,3.8893416,-4.2111983,-11.688258,-8.71225,12.062878,-4.373177,-1.8053311,0.00078082085,-0.74148524,-8.609707,16.295897,-9.789582,19.60366
COR-L47,1.4982619,4.739834,5.24825,13.12287,-9.648757,3.8505278,10.372571,10.013485,2.589669,-13.430031,5.276323,12.929252,5.1706967,6.245618,2.8225968,12.453681
MOLM-13,-2.800635,-12.65973,1.2074335,1.2078899,-3.4602041,-11.938333,-13.267326,10.93051,-1.2762643,-0.07552366,-3.281712,-3.8285818,-7.7275653,15.117942,-7.3878794,21.807535
Hs 706.T,-1.9038658,-2.3134086,3.9157128,2.0268838,5.8814225,0.46118757,4.5852833,1.2948197,-2.0680795,4.329154,-1.3414589,8.078242,-5.1485534,-9.074697,-0.27226073,-0.03178436
NCI-H446,2.0102437,1.3327566,5.3098745,8.324102,-4.604227,1.6196805,6.827216,6.945114,1.886905,-6.1217594,2.8417912,10.893749,2.814054,1.7865956,1.7224175,8.707774
SiMa,3.6559467,2.529775,7.901236,12.332971,-7.972013,2.7652922,10.083831,11.052338,3.3293438,-10.364677,4.4963946,15.977555,5.358341,3.7064857,3.2642496,12.909744
NCI-H1836,1.3466504,4.9926944,4.2943573,11.781027,-9.078118,3.5593276,8.950543,8.849805,2.451709,-12.548133,4.6441975,10.702504,5.1918607,6.4503517,2.699661,11.214131
SK-ES-1,1.4981596,-0.40668792,3.6602402,4.623019,-2.2700973,0.32862777,2.7879136,4.716275,0.66522056,-2.9869552,2.0505543,6.35388,1.665264,1.5020638,0.13425647,5.4749866
SK-RC-31,-1.9070985,-0.28944266,1.8420452,2.2617147,2.3062787,0.15932661,3.303944,-0.08543725,1.005827,0.8332629,-0.7945397,4.016624,-3.120902,-4.184791,-0.018583026,1.332594
SW1783,-1.6742224,-1.9574462,4.318409,2.5642147,5.1793156,-0.04940155,4.6912985,2.321668,-1.162636,4.739952,-1.53362,8.621981,-4.752324,-8.656872,-0.17180073,0.6562335
SNU-175,-0.7491546,4.1673603,-0.66693383,4.0119443,-4.723854,2.4152482,0.99620825,3.0884764,0.20431906,-6.360202,2.9196076,-0.76550007,2.3584712,4.8549657,0.44614607,3.6040556
HH [Human lymphoma],-3.8286378,-9.721076,2.4588346,4.3958974,-3.3448777,-10.142609,-6.169622,11.513478,-3.6031995,-0.48174864,-0.26498172,1.9680966,-7.0815473,12.33564,-7.80751,17.703884
GDM-1,-3.2382567,-13.056198,1.7769674,2.4591763,-3.773366,-12.420273,-11.686055,11.845399,-2.1011932,0.3882134,-2.5917783,-1.8460567,-7.550124,15.516528,-8.208872,22.06527
LN-235,-1.1876594,-1.9479287,3.5918014,1.8525147,4.7331386,0.8314853,4.3706503,0.9402833,-1.9651455,3.6427379,-0.6452176,7.1679997,-3.8532643,-7.8858542,-0.19275206,-0.75453126
COR-L105,-1.7060252,0.43476087,0.17740414,0.052916877,1.8231851,0.67645395,1.2939423,-0.5176805,-0.53882974,-0.7654857,0.9008033,-0.53696704,-2.109843,-1.2556852,-0.32874465,-0.12522894
NCI-H1734,-1.1030284,0.657577,0.7752189,0.5940239,0.8888832,0.37645188,1.1752802,0.52640617,0.00835186,-0.3376277,0.06507394,0.43803996,-1.3609855,-0.9955768,0.19510773,0.7833542
BT-474,-0.32916424,4.1296277,-0.4775403,2.8323548,-3.2646024,-0.257038,-1.2779794,2.9605598,1.2067803,-4.0647545,2.3721046,-0.4904588,1.7109034,5.9817753,-0.18095207,3.2916093
Hs 688(A).T,-2.1281142,-2.4914675,4.5826,2.3314471,8.0052805,1.9919802,6.6462393,0.93694866,-3.7317176,4.426113,-1.2619035,10.248525,-7.132079,-12.0730505,-0.08893674,-1.3299005
PaTu 8988s,-1.3739407,4.183203,-0.6921639,2.8570685,-3.8693843,1.3709482,-0.3102688,3.0085413,0.2978813,-5.1599197,2.3866997,-1.7690854,1.1433303,4.513668,0.06862482,3.3730114
SK-UT-1,0.15746237,-0.315706,2.1057475,1.5915328,0.83591706,0.0616035,1.48022,1.2537404,0.67470723,1.3916519,-0.53453195,3.5037878,-0.51287466,-2.2260225,0.06428505,0.9739938
IST-Mes2,-1.4595193,-0.45632792,2.4182186,1.7471112,2.3236263,-0.70092535,2.2898133,1.4558295,0.64680815,2.2266214,-1.2957634,4.10224,-2.7506442,-3.8722415,-0.22194698,1.508042
Fu97,-0.91710943,0.89880896,1.673863,1.4206873,-2.712024,0.10131982,-0.73685104,1.897153,0.03321308,-1.9566436,0.9080404,-0.7238959,1.1412859,1.0565153,0.5640494,3.4903452
Hep-G2/C3A,-1.6743581,1.403193,1.4557167,1.6506705,-3.2132092,-0.3231458,-1.2204123,2.5471318,0.4750722,-2.589649,0.98565346,-1.388426,0.934621,2.3546832,0.42259622,4.5706425
SK-MEL-31,-2.870301,-4.023279,3.1440692,2.2849782,3.0428765,-0.7597736,2.8445427,1.8637624,-2.0377634,4.235608,0.4208974,6.003542,-3.27157,-6.3293104,-1.9539742,0.39026493
SW837,-0.78084147,3.3823228,-0.23394549,1.422046,-1.7119569,1.1520125,0.31241438,1.5237151,1.0620067,-3.4786627,1.4034083,-1.2303487,0.5393048,2.0099208,0.2926979,0.9622691
ES-2,-1.2790424,-1.402763,2.686155,1.9516363,3.0580533,-0.6464926,1.6629853,2.4834197,-0.45618284,3.0474384,-0.95241165,5.117119,-3.058486,-5.15607,-0.8100918,1.271608
UM-RC-6,-0.76048464,1.6031343,0.36396232,2.426993,-0.4260159,2.2026858,3.0837715,-1.6564192,1.4448626,-2.6529942,0.38548928,1.4543397,0.25399053,-1.008474,0.7221863,0.3449896
NCI-H889,2.011342,4.275012,5.9658,13.238334,-9.336799,3.2992764,10.5404215,10.457789,3.0640156,-12.792244,4.983949,13.896656,5.3491645,5.5787582,2.972668,12.977291
RCH-ACV,-2.8896194,-11.31746,3.586372,4.705827,-4.2370996,-11.810371,-8.559901,14.342865,-1.7436268,-0.6562728,-0.07955983,2.332388,-6.872076,14.655023,-8.343028,21.040789
CCF-STTG1,-1.3363848,-2.0702286,4.9544115,2.8670464,5.136511,-0.9229418,4.1865797,3.8878088,-1.4980066,5.876254,-1.8618205,9.877844,-4.825146,-8.5936365,-0.2452004,1.5324783
DBTRG-05MG,-1.4768672,-1.4195641,3.6111667,2.5675008,3.98733,0.4809768,4.4979744,1.680809,-0.661489,3.475444,-1.1636524,7.3687806,-3.8519073,-7.468785,-0.044580545,0.53348476
NCI-H2009,-2.160339,0.22381,0.80008525,-0.11942923,2.5207334,-0.6356107,0.56619817,0.39869267,-0.38923955,-0.43174216,0.8627324,-0.963896,-3.1766431,-0.7546058,-0.8572874,1.4167875
Kuramochi,-0.77531826,0.73480135,1.2526338,0.86111116,0.7612377,1.2404205,2.1584508,-0.91239357,0.388389,-0.6095352,0.24039266,0.93402743,-0.78669226,-2.0772374,0.60365963,-0.5561238
KYSE-410,-1.6395544,0.65981925,1.275536,0.26122546,1.2291335,-1.3480248,0.30645633,1.1156386,0.70050424,-0.065183625,0.34381273,-0.25555593,-2.145678,-0.37088102,-0.350379,2.1095185
JHOM-1,-1.8410138,-0.9752013,2.6536736,1.5567894,3.612224,0.42438385,4.0486345,0.058724966,-0.028612737,2.341257,-1.2213701,4.787398,-3.5404103,-5.891677,0.33661863,0.5018349
UACC-893,-0.7080159,4.005818,-1.0469071,1.0105228,-1.7665411,-0.23293686,-2.239413,1.6200728,1.178219,-4.104235,2.7295952,-3.0068984,0.8971135,5.252413,-0.46888876,2.0067534
NCI-H2081,1.7480136,4.8416123,5.1415944,12.475675,-9.155554,4.1054864,10.133107,9.267312,2.2548966,-12.947172,5.2727027,12.171853,5.354758,5.646808,3.1415405,11.488563
RERF-GC-1B,-0.45857295,2.3882885,0.570607,1.0339587,-1.0147393,0.8936026,0.47204575,0.60944706,1.085255,-1.7848638,1.0642262,-0.5453166,0.8480107,0.9144775,0.6786006,0.66360444
Hep 3B2.1-7,-1.2064456,2.2101307,1.1703423,1.6715478,-2.5567424,0.85678697,0.07370014,1.5925333,0.3601882,-3.1435413,0.9769089,-1.1664802,1.0833795,1.1572765,1.026907,2.9688091
ESS-1,-1.4716607,-1.2285982,2.5898309,0.91473496,3.4745631,-0.20088165,2.9050097,0.8988031,-0.58229953,2.5474067,-1.0315889,3.9568703,-3.6420028,-4.902585,-0.14303604,0.6242187
NCI-H684,-1.7114775,4.9275312,-0.55795497,3.2175834,-4.912316,0.9076911,-0.82015765,4.5734806,0.62716764,-5.9875126,2.2923846,-1.9430561,1.0783117,5.97448,-0.050568398,5.0428567
COR-L51,1.904221,5.6355176,5.117025,12.875113,-9.615484,4.6419973,10.80381,9.49032,2.3926837,-13.635889,5.302325,12.540772,5.5051775,5.792563,3.4656918,11.548388
NH-6,3.0670295,1.3394405,6.948628,9.383955,-4.727101,2.4906106,8.72908,8.543835,2.2614732,-6.1272984,3.1471734,14.22017,3.300328,0.04586847,2.5317783,8.927612
RPMI-8226,-4.127807,-7.147792,-0.11113454,1.8812289,-1.6835662,-5.193753,-5.845037,5.623991,-4.981363,-1.7901907,2.0407588,-2.984772,-5.7054687,9.648026,-6.134008,9.397657
SW1710,-1.5487052,-0.042542055,2.0148795,2.4826186,2.5349813,1.6316689,4.7345047,-1.0781664,0.54514474,-0.0422806,-0.4367743,4.4450994,-2.9000916,-4.9735236,0.45244578,0.13581073
HD-MY-Z,-0.8410994,-1.561817,2.6222603,1.673677,3.4610949,0.22054568,2.3203528,1.5135608,-0.7893369,2.767476,-0.42048886,5.052439,-2.7728367,-5.7449927,-0.58753186,0.17196772
LS1034,-1.7746165,4.650284,0.09563013,3.9311402,-5.0705805,-0.03385526,-0.4471009,5.7364235,1.4100783,-5.1451592,1.455796,-0.3916492,0.8174356,5.6963267,-0.2069368,6.3217926
NCI-H1092,2.1984053,4.655808,7.1639953,14.712492,-9.989366,3.8936002,11.8350315,11.468797,3.3020554,-14.132891,5.529359,16.030005,5.7874804,5.720625,3.3188927,13.876269
ECC12,0.78897405,3.9159675,4.8496685,10.794497,-8.406014,1.9609009,7.513483,8.13496,3.2282982,-9.911945,3.7216516,10.604798,5.055297,4.569234,2.6913917,11.303478
HCC44,-1.8687146,-0.3989911,1.8290966,1.1517891,1.8256515,-1.51817,1.2518291,1.9733158,0.64598244,2.1923103,-1.2737777,2.6449206,-3.0769866,-2.5233753,-0.36336693,2.3632526
G-402,0.46024182,-0.24703278,2.0877388,1.4933448,0.40254292,-0.5095768,1.0132031,1.430231,0.99718386,1.4908845,-0.45624,3.5257676,-0.03426733,-1.5058594,0.13475671,1.4014065
NCI-H3255,-2.4213367,1.1304393,-2.9311538,-3.73873,5.184912,5.1837225,1.1149963,-5.785808,-5.837108,-6.567486,6.454365,-8.921115,-4.0164876,0.28309798,-0.8556639,-5.819851
OVCAR-3,-0.6487994,2.472616,0.41012186,0.9108683,0.22956377,2.3097196,1.8964267,-0.97113985,0.31707323,-3.2238114,1.3659596,-0.9544314,-0.123360746,0.04947214,0.79430765,-0.7240947
ACHN,-1.8688339,0.15423541,0.6115187,1.3469763,2.6244242,2.8712661,4.4910326,-3.0849564,-0.5164934,-1.6124766,0.37544724,1.9520062,-2.585152,-4.1969833,0.62815666,-1.5850607
LCLC-97TM1,-2.2113829,1.0283049,-0.5823137,0.011382193,1.4238446,-0.4053268,-0.75883824,0.9736458,-1.3014184,-1.831416,2.2224083,-2.9041932,-2.8738801,1.594827,-1.251084,1.4526848
HK-2 [Human kidney],-1.1867751,0.8996423,0.35673743,1.3487356,0.72069377,2.0045667,2.7883222,-1.5225054,0.08171356,-1.8226928,0.5945328,0.7380791,-1.5691018,-1.6371994,0.4336499,-0.24352081
LN-428,-1.1233987,-1.2066585,2.445841,1.4280399,2.766059,-0.28813207,2.6424868,1.3721606,-0.6203513,2.959146,-0.97364044,4.7202487,-2.7863472,-4.734144,-0.14687702,0.54046994
NCI-H1563,-1.4590627,-0.30363297,1.7204148,0.60585105,2.5617976,0.40644643,2.5184782,-0.6211697,0.20510733,1.0993124,-0.25729454,2.181855,-2.0867012,-3.5098846,0.04869632,-0.14788206
COV362,-0.7879698,0.1450324,1.9414406,1.6352469,1.3633342,0.43713972,2.5195348,0.45384526,0.8281096,0.38613963,-0.75850415,2.9596522,-1.2594088,-2.9701114,0.3385792,0.63170993
HCC4006,-2.1874118,0.56540763,-2.0806913,-2.888881,4.743464,4.484611,1.6768744,-4.9360166,-4.691348,-4.7751336,4.7329593,-6.238997,-3.4650254,-0.88600916,-0.6683581,-4.8793364
HEC-265,-1.599808,1.7816237,0.54076123,1.319398,0.34073892,0.13560988,0.59261304,0.36075568,1.1083238,-2.0275326,0.82584584,-1.0162336,-1.7215638,0.32556367,-0.50744486,1.1464477
HCC1500,0.05291307,3.6427815,-0.096057765,2.8970141,-3.1396284,-0.49351913,-0.791144,2.8984437,1.2780597,-3.4026818,1.7575322,0.5421148,1.7455537,5.321316,0.14108941,3.4394674
M059K,-1.4406981,-1.7969786,4.2054,2.3961084,5.1111884,0.2595514,4.5568495,2.0921977,-1.3270775,4.2714815,-1.4252325,8.305768,-4.613918,-8.542799,-0.17081153,0.416373
COLO 205,-1.6975136,3.867837,-0.03500668,4.6489367,-5.4411497,0.035648108,-0.39583722,5.8137884,0.8369687,-5.682709,2.256782,-0.36705476,0.8343283,6.3550196,-0.65118253,6.679828
NCI-H660,0.63288647,4.761544,1.4905533,6.629318,-5.5185785,3.8649347,5.6144066,3.8722997,0.6806359,-8.288988,3.4487133,4.5503783,3.6573737,3.9870229,2.2545815,4.6926923
F5,0.14438936,-0.2884788,2.5412676,2.0164268,1.580456,0.00079736114,2.2031877,1.7972027,0.65724117,2.101009,-0.8563472,5.109778,-1.418077,-3.5405462,0.17747527,1.2543508
LN-382,-1.4388932,-1.8730689,3.4568343,2.015131,4.1843123,-0.5482776,3.0956433,2.695388,-1.5976719,4.583995,-1.6348958,7.2076516,-4.1866937,-6.8106184,-0.42055634,0.9609392
NCI-H929,-5.583442,-8.91969,0.4392879,2.2745583,-1.3031615,-7.371623,-7.4502707,7.6334224,-6.5201483,-0.57066274,1.8512287,-2.7153823,-8.197792,11.338954,-8.207543,11.765083
L-428,-3.0450017,-6.9182215,0.6082298,2.4555736,-1.9588099,-5.4766917,-4.0329165,6.415332,-3.6549919,-1.7004586,1.0283761,-0.19121145,-4.745236,8.462464,-5.295282,10.420267
Capan-2,-2.402491,1.5451978,0.7370977,0.45395675,0.81196934,-2.4005785,-0.8669085,2.5847154,1.3260461,-0.9687508,0.5379279,-1.1302412,-3.10768,1.7977161,-1.0770617,3.9103158
IGR-39,-2.1557484,-1.992054,3.683931,2.4276526,3.9195466,-1.1635712,3.1490638,2.3540149,-0.121443614,4.3238845,-1.4798852,6.657494,-3.9320374,-6.524208,-0.9064051,1.5316987
A-498,-2.104496,-0.2400534,1.5115811,1.6084845,2.793549,1.1844617,4.0792165,-1.587732,0.2903661,0.29921734,-0.3723258,3.4407084,-3.1346445,-4.671517,0.23170272,-0.11078133
PCM6,-5.659394,-10.16551,-0.9373457,0.71408063,-0.43211135,-6.089318,-7.4073825,5.015011,-7.99399,-1.4294891,1.772276,-4.6666293,-8.585964,10.899922,-8.214119,9.825831
JVM-2,-6.803289,-13.225712,0.13049877,1.4092364,-1.0524153,-11.268669,-8.984205,9.186324,-7.111003,0.5134472,-0.25396442,-2.7284784,-11.446226,13.678754,-10.277662,16.24391
OCI-AML-3,-2.8634465,-12.225179,1.064292,0.34852377,-2.419991,-11.195662,-12.592657,9.585513,-1.5943418,1.1166364,-3.6174726,-3.6679342,-7.9820914,13.068869,-6.909595,19.377726
Panc 02.03,-2.2704837,0.857148,0.28990293,-0.1638204,1.7450936,-1.6295387,-0.7692291,1.2883002,0.07650613,-0.9634949,1.2613848,-1.9463991,-3.1313035,1.0547693,-1.2119894,2.259542
LOU-NH91,-2.119966,-1.0793605,2.6561136,1.0795925,3.892351,-0.24354772,3.174455,0.33270723,-0.28016895,2.3554223,-0.74636596,3.840861,-3.9444728,-5.226255,-0.37921578,0.8299603
TALL-1 [Human adult T-ALL],-2.8679826,-12.809836,4.7064934,5.61852,-5.5683694,-15.369716,-10.625338,17.369255,-1.7464051,-0.6933164,-1.7810391,3.135335,-7.9221635,18.643583,-9.60457,26.583704
ST486,-4.3302526,-11.848635,3.1554265,5.6199603,-5.0603585,-12.246763,-8.326031,14.868213,-3.1870446,-1.7103028,0.7288721,2.1791785,-7.6424236,16.145895,-9.643362,21.635592
SK-MEL-30,-1.3542516,-2.824058,1.99753,1.4687136,0.85376686,-0.57553554,1.1396735,1.2023069,-1.1100304,2.8710868,0.7044328,3.6363614,-0.9999083,-3.3149,-1.0972924,0.4891712
HCT 15,-0.83908147,3.1368392,-0.28637168,2.1241958,-2.3764448,0.7823707,-0.38081813,2.1808438,0.8436678,-3.4878561,1.5268883,-1.2383312,0.64989054,2.908367,-0.27622312,1.9299388
786-O,-2.0514867,-0.75572747,1.9887973,2.1707797,2.6603992,0.16221175,3.1145353,0.05256505,0.5526789,1.2011586,-0.9084486,3.8693638,-3.2216792,-4.4760427,-0.28672916,1.2439215
COR-L88,1.5562432,5.2718506,3.9443283,11.45872,-8.925971,4.538987,9.333922,8.323245,1.9544876,-13.202389,5.1214623,9.972637,5.362657,6.1864157,2.8246593,9.763429
SNU-626,0.053961173,-0.5954303,3.2317789,2.3038962,1.8006471,0.43618867,3.4203112,1.8288463,-0.005561392,2.1123319,-0.5881611,6.456838,-1.399239,-4.731916,0.38717574,0.7199501
NCI-H1944,-0.8020571,1.8600575,0.1138655,1.1632495,-0.6435245,1.2194074,1.3931855,-0.6088997,1.262655,-1.9493428,0.2850525,-0.17820638,0.18072835,0.14348087,0.77205217,0.5488967
Karpas-299,-3.640498,-8.254334,0.37965086,1.0283039,-0.89485556,-6.8910475,-6.1445417,5.9061456,-3.4127593,0.8390259,-0.72350585,-1.5367552,-6.0305963,7.922661,-5.6354175,10.871131
CAS-1,-1.2321999,-1.9838974,4.172725,2.5770633,4.598841,-0.09139762,3.9870903,2.9125578,-1.6377263,4.656971,-1.3444932,8.662928,-4.2304425,-8.030264,-0.31045556,0.72083586
KYSE-180,-0.58375305,0.30660993,0.09007522,-0.7790672,0.89275926,1.298479,0.5994547,-1.1831838,-1.7972599,-1.6729897,2.0116887,-2.465141,-1.1319702,0.34425205,0.15524413,-0.8953677
GI-1,-0.01324795,-1.0525224,3.4826508,2.3317127,2.503796,-0.37383088,2.4591951,2.9473238,-0.030932713,3.5745287,-0.9618188,7.0260806,-1.9711058,-5.579229,0.048581395,1.2905153
NCI-H647,-2.1276498,-0.71341527,1.7013398,0.7352928,2.190244,-1.7987629,0.9538242,1.5674905,0.40695179,1.9131618,-0.9586352,1.8002263,-3.4742496,-1.9866614,-0.45288584,2.7355173
TE-6,-0.08587558,1.021827,-0.0198505,-0.16560145,-0.14762655,2.3838186,0.92497563,-1.0643116,-1.9314287,-2.1835182,2.4588537,-1.9966491,-0.2174832,0.6261261,0.44816533,-1.3033863
NCI-H211,0.6528708,1.5083404,1.787921,5.070381,-4.3715086,0.95853007,2.287267,4.655769,0.3233391,-6.0287075,2.708373,3.009735,2.0510647,5.075474,0.24508095,5.9927793
MG-63,-1.0652069,-1.3941108,3.1769757,1.7574157,4.3066783,0.29229763,3.347873,1.1709563,-0.98209894,3.196832,-0.83405757,6.135153,-3.4031272,-6.7754216,-0.20789969,0.025823083
LS123,-1.841879,1.5998917,1.0600165,0.30593023,0.7990621,-1.5270602,-0.16366379,1.9448122,1.5524757,-1.1626428,0.56438404,-0.60742426,-2.1794243,0.68244505,-0.75520426,2.3281674
NCI-H322,-1.925555,1.1402997,-0.81334716,-1.3771616,2.5243402,1.3236486,-0.18999816,-1.7350839,-1.578435,-3.095007,3.0961676,-4.4101367,-2.2349684,0.7758847,-0.6942078,-1.1730477
Pfeiffer,-4.556094,-10.279533,1.3823649,3.9459543,-3.8802178,-9.849237,-7.403773,10.848061,-4.151723,-2.566516,1.1989632,-0.7671013,-7.1049914,14.674529,-8.578921,17.368103
SNU-216,-2.0274692,1.9437431,0.3299755,0.32642177,0.9092333,-0.7823943,-0.70136136,1.2553028,1.1089488,-2.0876522,1.6226546,-2.1508157,-1.9589682,1.3707874,-1.0198689,1.8055109
GOS-3,-0.63969576,-1.1413333,2.9020348,1.6546757,3.1409192,0.9965631,3.6039412,0.41623265,-1.3001982,2.3387196,-0.24614307,5.766055,-2.34988,-6.0430784,0.08762226,-0.83590555
JJN-3,-4.7444854,-9.448343,1.3986828,2.7764962,-2.120542,-8.774254,-7.495798,9.384624,-5.2206993,-0.119579494,1.0376649,-0.98623097,-7.563074,11.977783,-7.88067,14.163814
NCI-H2227,2.475493,2.911445,5.6800127,10.435988,-6.4844365,3.4819992,9.287117,7.8756266,2.2421572,-9.423618,4.3230863,12.465353,4.35567,2.881423,2.7046802,9.418563
TUHR4TKB,-1.9574125,-0.33124846,1.0314193,1.6287432,3.1454136,2.718582,4.9321227,-2.6880155,-0.82090265,-0.8065128,0.3809485,3.1075277,-3.3420742,-5.338849,0.3761212,-1.4068512
JM-1,-4.1232734,-12.268196,3.7126675,5.9901066,-5.4487486,-13.225939,-8.636103,16.08169,-2.7539477,-1.6851133,0.5689585,2.7709608,-7.875647,17.165995,-9.841429,23.355427
Mel Ho,-1.1338282,-2.4195235,1.6628025,1.4359277,0.030872457,-0.5508216,0.6950436,1.0801691,-0.9151612,2.2593656,0.77825606,3.1155841,-0.42055148,-2.3454764,-0.9216987,0.7692372
NCI-H1155,1.9046664,2.6131253,4.680413,8.433704,-5.174311,2.3299866,7.270945,6.4045615,2.0567315,-6.8037643,3.0398607,10.211007,3.7376637,2.1598446,2.3526876,7.753212
OVCAR-4,-1.6339738,1.5101594,1.4353153,1.1415291,1.1405221,0.7521341,1.6537381,-0.26770574,1.3183502,-1.71933,0.6324087,-0.24525006,-1.4747683,-1.1099964,0.091350146,0.7158328
H4,-0.8856247,-1.2596488,2.887477,1.9152055,2.7962062,-0.2851517,2.5609982,1.9538611,-0.31717354,3.4313984,-1.0700586,5.7592797,-2.3924055,-5.3785625,-0.19833401,0.6431406
NCI-H2171,1.6634891,3.4883738,4.6693482,10.508872,-7.5310264,2.822657,8.249163,8.159972,2.0473464,-10.368271,4.3032484,10.66444,4.361713,5.0992355,2.3107498,10.377544
Hs 936.T,-1.0929766,-2.2767699,1.380929,1.476899,-0.074505694,0.32737738,1.1115817,0.6525779,-1.439722,1.3931183,1.2801267,2.932879,-0.14980268,-2.2653499,-0.84584755,0.36983663
MOLP-8,-3.7074976,-5.470132,1.066012,2.8890321,-1.5620302,-4.4810658,-4.618188,6.7581697,-4.1058946,-0.5057401,2.2111826,-0.16080198,-4.8831573,7.4275093,-5.52879,8.672257
IGROV-1,-0.9033034,2.4539173,0.54335076,1.9648973,-0.34939387,2.9231973,2.8995507,-1.8258493,1.106153,-3.5752861,0.46774364,0.07376337,0.18443862,-0.7493798,1.0747001,-0.3781194
HEY A8,-1.7513125,-1.3155509,2.2682688,1.7932403,2.760386,-1.0621961,1.3772423,2.2689924,0.034646984,2.7734597,-1.2980076,4.0401316,-3.4238474,-4.1984,-0.7964374,1.9872874
L-1236,-2.85548,-6.4953647,1.5620979,3.1814291,-2.4063685,-6.1344056,-3.602193,7.3315506,-2.4503312,-0.8574956,0.6468158,1.548024,-4.2298183,7.6679916,-4.9770246,11.357776
NCI-H1648,-1.8525966,0.87255627,-0.10234452,-1.0116533,1.7719167,-0.1708568,-0.116402134,-0.2988968,-1.0572518,-2.0880888,2.2490964,-2.9989743,-2.4748056,1.1224588,-0.2989717,1.1009072
SW948,-1.4566364,5.6587267,-1.1021608,3.6679513,-5.097972,2.6986063,0.40368804,3.6661792,0.054501433,-7.3234262,3.2157578,-1.9281952,1.7504175,5.5291395,0.36487907,3.7722006
GSU,-1.8796496,5.8791666,-0.99294287,3.9704056,-5.2541127,1.5579752,-0.40387926,4.697615,0.4675275,-6.8927336,2.9397006,-2.0143988,1.1112348,6.300733,-0.05173215,4.880541
NCI-H2342,-1.0802784,3.2087348,-1.0591807,0.5976005,-0.64701444,1.4387406,-0.9860187,-0.0856397,0.40595323,-3.9295568,2.6286402,-3.5245645,0.41106856,2.941349,-0.13719632,0.181789
Hs 281.T,-2.3516598,-2.595113,4.801638,2.5170195,7.9590974,1.1491122,6.0582495,1.6435976,-2.990312,4.9514227,-1.5515665,10.333659,-7.030629,-11.880045,-0.26175702,-0.45953608
KS-1 [Human glioblastoma],-1.3171915,-2.1350954,3.3885126,1.9277196,4.413921,0.38245168,3.5755703,1.1793393,-1.4763979,3.6798084,-0.70279825,6.677057,-3.5450904,-7.40683,-0.50399494,-0.18783616
U266B1,-4.6673064,-7.386742,1.1474698,3.5253184,-2.3090196,-6.381378,-5.3497367,8.268756,-4.986281,-1.0084343,2.2277079,-0.17844595,-6.244712,10.018137,-6.835177,11.439984
WM115,-2.2342505,-3.5802379,3.4875364,2.3559139,2.917158,-0.9053612,2.6557925,2.2417717,-1.6867125,4.6128936,-0.04091081,6.516128,-2.8942704,-6.3926487,-1.6828326,0.59667844
NCI-H716,0.5884812,2.4133582,3.086123,6.5667048,-5.1694665,1.0061251,4.5067697,5.216895,1.5572215,-5.496308,2.566002,6.3453426,3.3923075,2.7899902,1.5491254,7.0767865
HDQ-P1,-1.6960822,0.8411489,0.5101874,-0.6034896,2.0553436,0.22718278,0.8783148,0.0015337281,-0.2618021,-1.541408,1.5795074,-1.5719217,-2.4856951,-0.45592314,-0.35644236,0.30243915
COR-L311,1.1920562,2.6972246,3.881952,9.793382,-7.7604194,1.7358997,6.1779475,8.624422,1.539428,-10.183274,4.142396,8.80497,3.653894,6.78606,1.241272,10.75942
KYSE-70,-0.067229316,0.6548602,0.523379,0.17022604,-0.18831709,1.2940875,1.1137401,-0.5973056,-0.69689566,-1.001708,1.2809659,-0.44278538,0.10406262,-0.098928586,0.5668801,-0.4330184
COLO 775,-4.9188676,-7.6592464,0.031221174,1.911353,-1.4218012,-6.584058,-6.970093,6.613717,-5.5094256,-0.62465334,1.769287,-3.2053127,-6.736677,10.412107,-6.9919,10.463368
SNU-668,-0.71987474,0.17506047,1.3840001,0.36543015,1.0323949,-0.6059352,1.0359174,0.62428963,0.82129616,1.0346669,-0.40512702,1.5577468,-1.2134392,-1.318156,-0.06177186,0.7359258
SK-HEP-1,-1.2509836,-1.0018435,2.4689984,1.6265194,3.1739707,0.21249747,2.881471,0.9157071,-0.072932065,1.9231243,-0.70911175,4.226154,-2.8485615,-5.147094,-0.3444414,0.34421355
SNU-738,-1.3252014,-0.11053331,2.6989095,1.4347932,2.018986,-0.4176342,2.319464,0.7642596,1.2801445,1.4538792,-0.96618354,3.2973878,-1.8604963,-3.4245193,-0.22659072,1.0570637
KMRC-3,-2.2698495,-0.49280316,1.6217799,1.7347244,3.3792174,1.8853554,4.652586,-1.51276,-0.35462654,0.37325442,-0.3282347,3.8533154,-3.7721808,-5.7476206,0.33684263,-0.26853305
