method,var,variable_type,metric,value
XGBoostRegressor,Erlotinib,numerical,mse,0.003566076160711175
XGBoostRegressor,Erlotinib,numerical,r2,0.11707063475738756
XGBoostRegressor,Erlotinib,numerical,pearson_corr,0.34215586325151226
