,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
SNU-398,-0.8666647,4.743684,0.44451064,-0.91685736,-7.6927176,5.543699,0.3354848,2.2949553,-3.4681315,-0.7369137,0.34964964,-2.2411568,3.8616884,2.0413702,1.313851,0.3796807,-3.625702,-0.20507444,-1.5272495,6.7470345,-7.900457,5.8335423,5.292472,0.70497,1.3267722,-0.18475693,-3.0623507,3.034281,-1.1175843,1.921386,-1.0114979,3.6284091,0.06290077,0.7802047,2.150361,4.0301266,-1.4357685,-4.842258,0.73392946,-6.3286743,4.237374,2.50195,-4.2643466,5.0120926,-0.24188873,-0.23610821,0.88450354,0.49076596,-2.4541583,1.0380274,-1.3055857,-1.3962736,-2.1684785,2.4352193,2.425039,-0.26219833,1.9501348,0.5929671,-7.0700536,-6.249696,-2.4494367,-2.6872363,2.542529,-0.49642473,-3.045251,1.8327109,-0.32070202,-2.3849087,-3.72457,-2.5778842,-2.0791683,-3.7326357,2.9421055,-0.33202648,-0.67366207,-5.2254834,3.0782204,1.2365232,1.6665024,3.6042068,-0.7861934,-1.2558903,1.7082562,1.0632637,2.6094165,5.508161,-0.9092646,0.52129096,-0.009875577,0.6997547,0.80510265,1.7546715,2.2354484,-5.0574217,0.6226396,-1.6701771,1.5403793,0.06897451,-2.7975118,-6.2438254,2.6225824,-0.20693056,-3.3759604,-2.5989866,-2.5598645,0.40069827,-2.924795,-0.5097206,-1.0915381,-0.6269054,-4.237393,2.2412875,0.060636595,3.3370233,-2.904058,3.3584917,-1.4533074,-1.9666791,3.1211233,-4.8236823,5.1741323
AM-38,-1.2412654,7.2207932,5.251938,1.6028229,-5.474304,5.165169,1.76464,0.11902912,-0.30106068,2.072898,-0.104648724,-5.398725,4.5026317,4.4284024,0.6043106,4.94399,-8.469438,-3.6407843,-4.429891,7.151796,-7.3505588,8.637751,8.9450445,2.4580824,5.293103,0.63115233,-5.306632,4.5924463,0.18464491,4.6675997,-4.0428905,7.537787,3.0140476,-2.786989,2.4878397,5.367873,-6.029307,-7.3061547,-0.9028539,-7.8698835,4.8427315,5.7032933,-6.2665634,6.671034,0.77417845,-4.547226,-1.8797996,-0.921675,-3.6072445,1.6641709,-5.4281826,-4.775595,-7.1139445,5.610762,5.9999127,-1.192722,1.8710123,1.5322586,-4.2213807,-2.9012768,-5.10605,-6.192354,6.448237,2.6704733,-4.2310443,6.484382,-4.0654187,-2.3163345,-1.9935617,-2.149606,-5.5036416,-5.7047358,0.98700297,-3.0453038,2.5907528,-7.9130383,5.8533635,5.5883737,4.30083,4.6251597,3.5916905,-4.346726,-0.5814725,2.026942,4.880416,7.7707853,-4.411933,0.12230795,-2.354129,1.6510208,3.15269,4.364121,1.1301016,-7.402336,3.317115,1.1839089,4.9952765,-2.2425013,-6.2262006,-9.449675,4.2393103,-2.4108887,-4.829154,-5.7994194,-4.445289,-5.4719734,-4.3135366,-1.7107532,2.317743,2.3451269,-7.0383587,4.6029615,-4.7036867,7.1027427,-5.586658,6.5464454,-0.47350168,-5.130014,-0.094439626,-6.9341135,5.660014
NCI-H2066,-2.8608477,-5.0145836,-4.925681,-5.5646853,-5.2892995,7.3640833,-0.07422731,8.2002325,-2.0904772,-2.384474,-2.309455,4.3443046,-3.5521042,-2.9782171,2.2635026,-6.4297795,6.276695,3.893235,2.5911074,1.897439,4.023626,-4.866556,-2.9881952,-3.1955817,-4.072564,-3.3515904,-3.3437567,-4.373653,-3.9496596,-5.1533546,2.3398218,-6.699781,-5.6887074,3.006587,2.4727213,-2.4237902,5.994425,5.1334233,6.174682,4.8080173,-3.1818707,-1.4766786,2.299058,-5.032956,-4.2440724,3.789278,3.1407173,3.9907324,4.7961855,2.669632,4.3728447,5.637155,5.1063733,-5.853954,-3.928276,4.517838,-5.5565557,-2.1747031,-5.638708,-8.598872,3.8738365,7.1410155,-6.589539,-3.2872493,4.4868836,-5.3682327,5.275452,-1.3174962,-6.144287,-1.4097271,2.78062,2.8314044,-1.6322818,1.8147153,-4.2435503,3.8115966,-2.738162,-5.9718804,-1.9683169,-3.486228,-5.3759265,0.5869389,-3.1402931,2.4889286,-3.8613434,-3.4066494,0.8658014,-4.069323,5.224573,-1.1094204,-0.69843084,-4.9924765,1.9338305,6.105504,-4.639196,-3.840929,-4.19534,0.883102,2.5005586,6.9521313,-3.980772,1.6075214,4.2406693,5.0215893,5.513502,4.7421513,3.9744356,4.020314,-7.098405,-1.8160658,3.5986714,-3.991949,4.93184,-6.215773,-2.3466933,-2.1949942,-2.5833144,3.207179,6.061367,-1.7379562,6.115633
OVCAR-3,-2.491174,13.129154,10.4053,3.3037462,-8.691351,8.590761,3.7119625,-0.7022833,1.2205122,4.1965513,-0.17885427,-10.224228,9.241582,8.699283,0.5237737,9.660583,-16.329782,-7.347704,-8.233718,12.018113,-12.273402,15.226958,16.2835,4.2292943,9.956855,1.3697766,-10.109419,8.106623,1.4542414,9.245764,-7.528366,13.633826,6.1455607,-6.067753,4.785518,9.455349,-11.615101,-13.552689,-2.190698,-14.719916,8.714919,10.358231,-11.084768,12.134996,1.6635826,-9.497422,-4.3510776,-1.9232069,-6.7622843,3.0717144,-10.568,-8.810189,-13.60831,10.86723,11.776306,-2.407867,3.1480813,3.6333487,-7.0957923,-4.283229,-9.85858,-11.52129,12.053051,5.214223,-7.824495,12.381005,-8.452907,-4.1463995,-2.4192734,-4.36276,-10.852887,-10.473295,1.3356194,-5.8195796,5.0404863,-14.431835,11.359989,10.734703,7.610348,8.28136,7.9203677,-8.738951,-1.894096,4.3095574,8.524487,13.831799,-8.964185,0.07135113,-4.6405735,2.3575737,6.15784,8.286832,1.7884125,-13.188294,6.504873,3.0452373,9.547898,-4.193872,-11.94798,-16.969168,7.7105846,-4.697878,-8.579475,-11.110568,-8.995808,-11.181672,-8.167583,-3.001937,4.6084414,5.1498775,-13.382664,8.487306,-10.041891,13.163126,-10.292315,12.130863,-0.14536516,-10.027053,-1.5962834,-12.292416,9.976867
T3M-4,-0.34014547,1.6334438,2.1379328,1.0541667,-0.63798434,1.4194065,0.81712633,-0.3775237,0.7102284,1.352608,-0.25193852,-1.515715,0.45461476,1.5159904,-0.41110563,1.8392274,-2.7732863,-1.2923385,-1.1870743,1.5061681,-0.9272792,2.643873,2.625803,0.59671956,1.8929898,0.12892008,-1.8719841,1.6693095,0.6622003,1.4215549,-1.3777996,2.3739147,1.022735,-1.1380208,0.8066299,1.4358848,-2.2519557,-1.8494551,-1.10059,-1.1519655,0.5833981,1.7481191,-1.414873,1.5765334,0.011341568,-1.9805826,-1.1327286,-0.54197836,-1.0553117,0.45522508,-2.1990478,-1.6929892,-2.4869049,1.7132676,1.9080548,-0.7386464,-0.010546111,-0.855164,1.0272208,-0.16152541,-1.5510448,-2.133113,2.6239343,1.4975413,-0.7594843,2.4906178,-1.504977,-0.35759428,0.3158081,-0.12465571,-1.9329119,-1.7880337,-0.37189794,-0.47644085,1.2423244,-2.2054183,2.0771337,1.976161,1.6999526,1.2549304,1.384184,-1.6010029,-0.87217736,0.073613614,1.3491684,1.4428912,-1.4319764,0.14964537,-0.6372333,0.25490418,1.0579408,1.0092478,-0.1361259,-2.422391,0.8353218,0.5053999,1.864633,-0.9806211,-1.7902172,-2.9115987,0.74083334,-0.8367145,-1.3326706,-1.7912644,-1.0247623,-2.3718708,-1.0404967,-0.72108245,0.9425005,1.1126359,-2.135796,1.6501749,-1.5782077,2.766881,-1.8407707,2.0166733,-0.26958817,-1.2967262,-0.29105666,-1.4588821,2.0566897
Hs 729.T,-3.362562,-4.5834413,-2.112152,-3.5249364,1.2252222,3.462177,0.32284617,4.3633046,0.91904795,0.44628593,-3.2859144,1.6759099,-5.205927,-2.4907222,-0.226412,-3.0442963,3.2960467,1.5870826,1.6133826,0.29382288,5.1898174,-1.9132816,-1.0314076,-1.6922244,-1.0175813,-2.4205325,-2.652603,-2.0717773,-2.9493732,-3.7364588,0.5617858,-3.2309315,-2.8479238,0.4223079,2.9535122,-2.8196428,2.4610875,3.4453483,2.7266107,5.852249,-4.5486746,0.62313485,2.4793024,-4.3162217,-4.1499686,0.48499942,1.154708,2.0578012,3.1312194,1.7336357,1.2106802,2.3492901,1.5513515,-4.270444,-1.7447512,3.6450117,-5.500614,-5.2259765,5.0783334,-2.6845615,2.4688392,4.3136,-2.0234058,0.576161,4.4861236,-0.80844986,2.582724,0.9137204,-1.9485096,2.1358514,1.8267388,0.6020528,-1.7055316,0.75710493,-2.4688404,3.819788,-0.12305899,-2.87641,1.874911,-2.7721617,-2.4080849,-0.8759573,-4.044438,0.9106689,-2.8962903,-2.8639154,-0.20172586,-3.4522424,2.8493984,-0.36555308,-1.1273018,-4.085718,0.13340057,2.853227,-3.2162786,-1.3186097,-0.8842211,-0.8330861,1.5721034,4.0385237,-3.8296978,-0.61987674,3.5720897,3.665999,4.135303,0.27006832,2.699541,3.2214797,-3.0405989,0.6366921,2.6147428,-1.5360513,1.89699,-2.431473,-2.976373,-0.85029376,-2.6785305,3.1656647,4.283649,-1.0211341,4.8545485
Ki-JK,-2.6532393,-4.104667,-4.3132463,-5.3118186,-6.185051,7.670162,-0.21813384,7.662246,-3.542816,-2.4577966,-1.7992847,3.2571428,-2.3618085,-2.023621,2.7732115,-5.6055317,4.958169,3.8949792,1.8752314,3.427315,1.4471132,-3.427324,-1.6040903,-2.7845592,-3.312444,-2.9314415,-2.8145814,-3.515676,-3.6450777,-4.300978,1.7614263,-5.618813,-5.389096,2.971929,2.369902,-1.1483983,5.117226,3.2363265,5.993483,2.8159783,-1.576652,-0.37800112,1.0525029,-3.50048,-3.8130076,3.6108491,3.1103396,3.7230299,3.5932488,1.9900355,3.6190562,4.721932,4.236228,-4.648942,-2.6128178,4.014476,-4.119058,-1.3025857,-7.88744,-8.971721,3.0164607,5.958567,-5.476059,-3.259685,3.2173061,-4.566076,4.731335,-1.96708,-6.083137,-1.724894,2.3579183,2.2385106,-0.72206056,1.172502,-4.0703974,2.384383,-2.006342,-5.268569,-1.637374,-2.1005507,-5.559143,0.6698127,-1.7884228,3.1252344,-2.77324,-1.2744277,0.85098195,-3.249737,4.7081,-0.6728146,-0.537486,-4.0037494,2.2643993,4.600301,-3.8385897,-3.933704,-3.2312207,1.0057517,1.9806341,5.356374,-2.6518922,1.7889011,3.0933595,3.9878078,4.280012,4.8059163,3.0677993,3.629038,-6.579432,-1.729368,2.1667295,-2.977629,4.7121944,-4.996162,-2.4863276,-1.3256186,-2.2527165,1.9520488,6.1933484,-2.3419454,5.6519213
VCaP,-3.287329,14.979477,11.904032,3.7054117,-10.832473,11.84601,5.01477,0.57645017,0.9734138,5.3295927,-1.0112321,-10.866733,8.731522,10.211462,1.2544473,10.770645,-18.295624,-8.315647,-9.176281,14.847192,-12.992356,17.609493,18.975286,5.3534904,11.836459,1.4090731,-12.192209,9.170501,0.57089865,10.387681,-8.882015,15.49411,7.207405,-6.929681,5.880428,10.359255,-13.345037,-15.218364,-1.7451687,-15.738446,9.359707,11.949308,-13.035359,12.959164,1.3688365,-10.864389,-4.8467464,-2.4440963,-7.221021,4.7499204,-12.013624,-10.176529,-15.145442,11.0376005,13.15439,-2.2747579,2.829617,5.0986476,-8.569984,-5.263391,-11.279922,-12.891366,13.881592,6.3482537,-8.630546,14.329457,-9.269594,-3.649082,-3.4227114,-4.403274,-12.143754,-11.5549555,0.3909005,-7.018563,6.0200796,-16.696352,12.534624,12.207017,8.501652,8.741619,9.081172,-10.52725,-1.7474238,4.8623776,9.215104,15.490511,-10.610797,-0.56878185,-4.8888087,3.0459206,6.533331,8.74467,2.360703,-14.510647,6.959974,3.8801157,10.935312,-5.29878,-13.728269,-18.8021,8.349217,-5.8829417,-9.109709,-12.870765,-9.3513775,-12.6877165,-8.886088,-3.6386435,4.870481,5.780834,-14.150423,9.293065,-11.043062,14.532329,-12.458533,13.909304,-1.0323818,-10.684995,-1.3349121,-14.437899,11.508391
NCI-H2029,-0.90302783,3.8815856,2.4690063,0.6050968,-4.0095544,3.6022205,0.8161948,0.37019014,-0.5056666,0.5907699,0.055421352,-2.440963,2.8002114,2.3666718,0.5081113,2.2572393,-4.248042,-1.5264769,-2.0808449,3.7201142,-4.1804857,4.277018,4.242408,1.073846,2.1377578,0.1677054,-2.6252215,2.3119414,0.4770333,2.452938,-1.5749179,3.6482508,1.5059121,-0.9529045,0.945915,2.5922675,-2.737335,-3.6137073,-0.877494,-4.604166,2.6480072,2.505766,-3.1290636,3.2548733,0.39851302,-2.0509906,-0.73543894,-0.37885836,-1.8007611,1.1628264,-2.4401333,-2.2313013,-3.1730642,2.6771014,2.7787416,-0.80209786,1.1978753,1.0614587,-2.9649694,-2.1617367,-2.527253,-3.1367025,3.0493658,1.6970268,-2.1140497,2.9436295,-1.6919897,-1.1524624,-0.8935881,-1.6731348,-2.6101747,-2.8371828,0.95573866,-1.1458943,1.1583083,-3.9401958,2.7467785,2.581224,2.0031943,2.377069,1.6771219,-1.9126527,-0.16619533,1.5575522,2.2163424,4.167431,-1.9459032,-0.06824537,-0.98291737,0.59487104,1.3956318,2.1643417,1.036089,-3.736213,1.3783139,-0.08855538,2.193213,-0.6605435,-3.1362507,-4.9828587,2.360487,-1.2188954,-2.3799214,-2.7960832,-2.4149668,-2.358795,-2.3470008,-0.58321345,0.78565204,0.72517014,-3.7889485,2.1010787,-2.1182191,3.317904,-2.5456533,3.1333935,-0.52353,-2.4839618,-0.165414,-3.4993184,3.263944
BL-41,-4.6936326,-8.20544,-8.175886,-9.136055,-9.748754,13.29158,0.107966386,13.056639,-4.854555,-3.955357,-3.1368046,7.1266685,-5.538783,-3.9276202,4.4107265,-10.558755,10.149984,6.6654415,4.0901375,3.825122,5.3307137,-7.3721275,-4.1545234,-4.601385,-6.594783,-4.5565357,-4.4112954,-6.5041604,-6.145232,-8.121323,3.8814518,-11.061365,-9.285767,5.1683464,3.6691334,-3.2622032,9.902174,7.4725943,10.108199,7.0576897,-4.0146523,-1.8962288,2.8235226,-7.6991086,-6.688668,6.0642333,5.7162814,5.8513746,7.270878,4.1497593,7.281254,9.1571045,8.486832,-9.34392,-6.1833453,6.9889183,-7.966369,-1.8175424,-10.782764,-15.349775,5.180955,11.69586,-10.837748,-6.1570663,6.479643,-8.898733,8.619999,-2.8428507,-11.073269,-2.5823784,4.734405,5.8344398,-2.622343,2.1452298,-7.0568953,5.15231,-4.430779,-10.138612,-3.7151732,-4.826551,-9.171939,0.9738491,-4.718942,4.705785,-6.0705514,-4.6372166,1.5928316,-5.7693725,8.7051935,-0.94207823,-1.0331522,-8.0285015,3.537636,10.325282,-7.1767974,-5.654017,-6.910146,2.341103,4.3600664,11.362025,-5.966506,2.5445015,6.456058,7.5621896,8.970013,8.625101,6.912991,5.829659,-11.007577,-3.235951,5.713005,-6.6337185,8.467578,-10.611702,-3.7701178,-3.4016008,-3.8497148,4.966116,9.540788,-3.516855,8.278632
NCI-H292,-5.2096057,-4.809652,-7.8439345,-9.073177,-14.948772,15.608639,-0.39839485,13.307644,-7.7441597,-4.846304,-2.5891612,6.181174,-2.359489,-3.0883553,6.068396,-9.8727665,8.148293,6.8617115,4.080321,7.747868,-0.017476097,-4.3597245,-2.3011808,-4.1725574,-6.4508314,-4.649307,-4.772912,-5.172041,-6.11896,-6.9343305,3.964445,-8.572407,-8.109435,6.2998056,3.597696,-1.376953,8.690663,4.8566236,10.214446,2.9108877,-1.0088375,-1.8534688,0.7208333,-4.8486195,-5.865056,6.512259,6.475298,5.8351035,5.7951574,4.8842235,6.3590746,8.092285,7.648166,-7.6359816,-4.943709,5.943273,-5.262001,-0.15936022,-15.873928,-16.724335,4.716201,10.058884,-9.396609,-5.9230843,4.5922933,-8.203428,8.420609,-3.3711834,-12.159582,-4.6459694,4.1386876,3.6150692,-0.42579547,2.5903215,-7.31946,2.5730898,-3.8178048,-9.0560055,-4.3428397,-3.2605312,-9.144349,0.7487595,-1.7726967,5.526849,-4.7394557,-1.5500467,1.6310974,-5.798831,8.084891,-1.2918252,-1.7004536,-7.0168214,5.0830207,7.121511,-6.828192,-7.317782,-5.9191,3.0174134,3.7031798,7.681917,-4.301386,2.0720546,4.6602225,5.8943615,6.7055216,9.2965555,4.3538966,5.7573223,-11.484315,-4.2222204,3.940227,-6.1060357,8.3684,-8.620753,-3.6230159,-2.267802,-5.1096306,4.009166,10.308737,-4.7540426,9.264443
Karpas-422,-4.474302,-7.691918,-7.5985003,-8.519204,-8.979568,12.409996,0.105145834,12.12808,-4.4957848,-3.6136181,-3.0182438,6.589044,-5.2498784,-3.6846712,4.0618696,-9.775101,9.460378,6.17188,3.82211,3.565407,5.051993,-6.82931,-3.8889961,-4.2541213,-6.1341257,-4.274104,-4.138452,-6.030045,-5.7526145,-7.595226,3.5955746,-10.274527,-8.576,4.778176,3.4756582,-3.1304352,9.19382,7.035641,9.357298,6.6640983,-3.8488574,-1.7698005,2.684888,-7.243572,-6.284621,5.57339,5.2979527,5.4321737,6.8014855,3.923415,6.7250156,8.475366,7.865722,-8.756572,-5.7609897,6.5296335,-7.4928794,-1.8299922,-9.726418,-14.17337,4.8774986,10.879365,-10.042684,-5.6707344,6.0913906,-8.213083,8.027903,-2.549484,-10.242689,-2.2835255,4.445468,5.4224095,-2.472878,2.0408065,-6.5540752,4.8937445,-4.124373,-9.403882,-3.3898842,-4.532681,-8.461324,0.8417614,-4.4573393,4.365471,-5.6959205,-4.4246416,1.4658172,-5.452994,8.095161,-0.8967513,-1.0315967,-7.532884,3.267111,9.593127,-6.730675,-5.267758,-6.372885,2.175135,4.100731,10.574274,-5.640453,2.2717607,6.088617,7.1016736,8.381786,7.911854,6.445926,5.4783754,-10.227347,-2.9594247,5.4038563,-6.2023025,7.8421183,-9.867857,-3.5111172,-3.1925263,-3.7009683,4.7225294,8.903371,-3.2496917,7.757744
NCI-H1563,-4.1309404,12.979477,11.401791,3.160221,-10.939005,10.733603,3.5762656,-0.47156823,1.5429528,4.6871915,-1.0265012,-9.7458315,8.510904,8.911807,1.3428195,10.051483,-16.649721,-7.3748474,-7.7618856,12.933291,-10.489802,14.847032,17.107555,4.004552,10.298038,0.70729923,-10.502605,7.093492,1.1945213,8.810891,-7.5364876,13.434097,6.503768,-5.9014587,4.6165314,8.982712,-12.402783,-12.437106,-2.617039,-13.12037,8.042562,10.667359,-11.220626,10.871951,0.80265963,-10.462014,-3.9555998,-1.910211,-5.4034104,4.333415,-11.155401,-9.413225,-14.444742,10.33499,11.919011,-2.0687692,2.720537,3.3295548,-6.54592,-3.3940399,-9.397461,-11.196265,12.603838,6.5930166,-6.252693,13.0347395,-8.137957,-3.384243,-2.8542607,-4.5185833,-11.041994,-10.468756,0.64291173,-6.082272,5.710616,-14.275756,11.33424,10.4836,7.360333,7.4915304,8.553856,-9.604494,-2.9429333,5.5118914,8.160692,13.032298,-9.617432,-1.4167556,-4.1495237,2.5261707,6.237399,7.1387935,2.3384228,-12.753542,6.012009,2.5112104,10.201718,-4.7954774,-11.67294,-16.470793,6.8406663,-6.5992975,-7.6054626,-11.014376,-7.6050644,-12.456057,-7.4426937,-2.2906015,4.635916,5.348394,-12.9320345,7.341014,-10.487471,13.187739,-11.32728,12.474818,-1.481983,-10.935958,-1.6377338,-12.574307,10.497064
Daudi,-4.2111177,-7.2185874,-7.1691422,-8.157592,-8.767153,11.916001,0.082229756,11.670137,-4.3170505,-3.4709427,-2.7955294,6.2941613,-4.8618736,-3.4292796,4.009572,-9.298419,8.915868,5.8771725,3.592091,3.5227568,4.685621,-6.522951,-3.5389392,-4.074738,-5.8027844,-4.083968,-4.023527,-5.8250074,-5.4736414,-7.1422577,3.3845356,-9.789642,-8.18397,4.561016,3.3037865,-2.8439531,8.752771,6.581773,9.011083,6.188467,-3.4880533,-1.6070876,2.3791738,-6.8164387,-5.9457297,5.3670206,5.079232,5.2029567,6.463771,3.7616138,6.3897543,8.083662,7.501024,-8.286305,-5.4254208,6.217734,-7.061214,-1.4901904,-9.872671,-13.71323,4.5905285,10.347361,-9.600858,-5.3689837,5.765892,-7.8978076,7.639452,-2.5044954,-9.881068,-2.3710926,4.128082,5.1768613,-2.3847387,1.8024834,-6.2676916,4.493427,-3.8975365,-8.973206,-3.2946954,-4.283926,-8.120971,0.79746497,-4.1869164,4.292962,-5.3476396,-3.983308,1.3511344,-5.1595306,7.7039633,-0.7771479,-0.8526452,-7.0882487,3.1728446,9.125239,-6.328491,-5.015234,-6.0717688,1.9928678,3.7531643,10.051168,-5.186911,2.2064552,5.719191,6.6616244,7.9630947,7.6019626,6.167554,5.1937504,-9.779432,-2.8431697,4.9728446,-5.891939,7.4421287,-9.397316,-3.4513974,-2.9211845,-3.412316,4.2975607,8.479573,-3.2575872,7.4024644
HT-1080,-5.6893106,-10.207366,-9.790937,-11.255259,-10.866734,14.813709,-0.06453136,16.045744,-5.33008,-4.6550884,-4.2460756,8.175916,-7.2455072,-4.995977,4.7151875,-12.413754,11.76449,7.9128237,4.299321,4.6618905,6.867858,-8.83018,-4.771443,-5.928066,-7.290006,-5.7918797,-5.698166,-7.9824014,-7.9404283,-9.8669815,4.4383993,-13.045817,-11.5366335,5.882235,5.1592274,-3.762964,11.580414,8.7880335,12.3331,8.778468,-5.4478507,-1.500294,3.5477695,-9.281216,-8.073268,7.0961795,6.86267,7.300144,8.461517,4.783688,8.503209,10.653429,9.536617,-10.962008,-6.8463354,8.699933,-10.272289,-3.1996477,-12.064671,-17.961218,6.0494165,14.312067,-12.474377,-7.111191,7.898048,-9.926376,9.878052,-3.2157073,-12.425107,-1.8559322,5.692906,6.3428555,-2.5787168,2.4104,-8.75327,6.2620277,-4.740335,-11.690884,-3.5629327,-5.766315,-11.087126,1.2108532,-6.214521,4.8525124,-7.408157,-5.142427,1.5741502,-7.063206,10.174873,-0.9121578,-0.8830056,-9.571103,4.1183867,12.111928,-8.56676,-6.947398,-7.7634554,2.1060266,4.770721,13.613833,-7.491707,3.005443,7.790633,9.460488,10.827477,9.860119,7.9895053,7.187717,-13.239483,-3.4996338,6.272504,-7.251552,9.800371,-12.182491,-5.1923347,-3.640904,-4.6485395,5.0721483,11.78777,-4.246872,10.213623
KATO III,-4.7263107,-8.216625,-8.178527,-9.110715,-9.642455,13.251144,0.10988017,12.972249,-4.8386145,-3.9157586,-3.1707559,7.0689607,-5.5730624,-3.932504,4.3373556,-10.508072,10.128455,6.6300836,4.0820045,3.8035555,5.3487015,-7.3054194,-4.1729546,-4.574984,-6.57779,-4.542846,-4.3737445,-6.4386654,-6.1424136,-8.124551,3.8780026,-11.006193,-9.235277,5.1489754,3.6932626,-3.300637,9.863342,7.481259,10.024462,7.086878,-4.0742407,-1.9024606,2.8629212,-7.697003,-6.6821666,5.9998302,5.6864057,5.8194313,7.241981,4.147864,7.25119,9.099127,8.429572,-9.329439,-6.166594,6.971453,-7.9739256,-1.9220738,-10.507063,-15.234636,5.1869364,11.647509,-10.7677355,-6.1467485,6.473719,-8.811922,8.591367,-2.7997615,-10.978959,-2.4686093,4.7638116,5.8004074,-2.5886207,2.1899805,-7.0273447,5.1939964,-4.4040246,-10.090435,-3.6560345,-4.814561,-9.11587,0.9607875,-4.744693,4.633769,-6.087383,-4.695289,1.6033328,-5.7639847,8.67779,-0.9601613,-1.0854458,-8.025473,3.5035279,10.271145,-7.193619,-5.6474595,-6.8624306,2.3539224,4.3964953,11.307798,-6.0261364,2.492794,6.4686913,7.581264,8.941396,8.545659,6.8761477,5.8240747,-10.95577,-3.2014964,5.740108,-6.6219697,8.439868,-10.56389,-3.7442746,-3.4186318,-3.9047287,5.024709,9.537415,-3.466843,8.259825
Hs 819.T,-3.3212953,14.488259,10.518545,2.0275223,-10.96088,10.970646,3.8156533,1.1258687,0.5432599,3.781205,-0.6835365,-9.79036,9.412522,8.901984,2.0103784,9.13844,-17.004208,-7.0831585,-7.991035,14.209371,-13.134617,15.563887,17.513184,3.8468719,10.064509,0.60663587,-11.182221,6.944069,0.33416545,9.313862,-7.4909573,13.84065,6.0666423,-5.671324,4.9564433,9.650849,-11.732824,-13.691829,-0.9830067,-15.794013,9.112388,10.427398,-12.2922535,12.066715,1.3966832,-9.296595,-4.0332317,-1.4802647,-6.187541,4.762072,-10.666193,-8.612847,-13.773252,10.199061,12.160113,-1.9756685,3.3823547,5.312582,-10.527523,-5.5437236,-9.358455,-11.2614,11.951058,5.739926,-7.580004,12.383008,-7.984284,-3.8846748,-3.431507,-5.113668,-11.172628,-11.174002,1.5631216,-5.8044453,4.593811,-14.942229,11.4384775,10.634601,6.8435655,7.8607388,7.864818,-9.17829,-0.7641586,5.6027617,8.361174,14.519091,-9.252818,-1.1237552,-4.088912,1.7308251,5.7478075,7.779384,2.6341136,-13.479349,5.7867227,2.002861,9.717291,-4.5770726,-12.69694,-17.322042,7.821056,-4.986874,-8.119386,-11.36164,-9.060456,-10.811507,-9.003035,-2.2832537,3.1795692,4.7731485,-13.424255,8.097459,-9.765219,13.2845745,-11.353817,12.909303,-1.0753372,-10.750005,-0.42316872,-13.371696,11.178095
COLO 668,-4.7499695,-8.271212,-8.183484,-9.169247,-9.685679,13.314482,0.11981618,13.086153,-4.8125,-3.9281602,-3.1945865,7.1523786,-5.629681,-3.9708865,4.4062304,-10.5763035,10.200376,6.665251,4.127284,3.7940836,5.441411,-7.4144564,-4.1818495,-4.604304,-6.6042633,-4.584653,-4.4375815,-6.5378237,-6.1746297,-8.16649,3.8837523,-11.10738,-9.283539,5.152973,3.702729,-3.3337247,9.92679,7.554231,10.121109,7.158437,-4.098464,-1.9030771,2.874176,-7.78257,-6.742073,6.0453525,5.718077,5.8583364,7.3291044,4.195899,7.2808704,9.17512,8.510364,-9.413591,-6.218224,7.0297136,-8.041484,-1.8798932,-10.63744,-15.320078,5.2244062,11.74768,-10.854978,-6.1281457,6.5516033,-8.89843,8.648125,-2.7923267,-11.072447,-2.5327454,4.7617426,5.8638396,-2.6728034,2.1598344,-7.07226,5.227253,-4.443174,-10.158712,-3.6937373,-4.885384,-9.154273,0.94249564,-4.7794046,4.7140527,-6.1260223,-4.7219853,1.5787789,-5.833541,8.729032,-0.9512546,-1.060764,-8.097986,3.5208828,10.374905,-7.2262187,-5.643631,-6.9105873,2.3334904,4.387217,11.435322,-6.031382,2.5117896,6.527566,7.6206717,9.031676,8.595209,6.954815,5.874608,-11.01991,-3.2138376,5.791032,-6.670839,8.46736,-10.657745,-3.7879045,-3.425232,-3.8988307,5.025138,9.55924,-3.515003,8.312246
