,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
SK-N-BE(2),-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SNU-719,0.32985014,-0.62553406,-0.25712672,-0.14462852,-0.5041745,0.5605736,0.10813555,-0.116536796,0.26671225,0.8591663,-1.0085506,0.53859836,-0.15010697,-0.26328188,-0.010905951,-0.26748195
A-172,-0.14589104,-0.2901371,-0.44884962,0.3745425,-0.23440687,0.73485494,0.045226395,0.0028036535,0.016321197,0.85801595,-0.47527307,0.46809632,-0.12477863,-0.11484602,0.38222575,-0.21398552
NCI-H1437,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
NCI-H522,-0.22784838,-0.2765792,-0.456685,0.51241183,-0.075865805,0.22127971,0.5898872,-0.14529397,-0.2833577,0.26076564,-0.042219087,0.4565161,-0.33415353,0.23877405,0.45000023,0.041638948
SNU-1077,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
NCI-H1341,0.1327896,0.10354328,-0.92918587,0.87281305,0.037229836,0.10816522,0.25089177,0.4439559,-0.6143546,0.8421869,-0.31971538,0.61141384,0.23498455,-0.04452055,0.54407823,-0.12610902
HEC-50B,0.24375372,0.47431883,-0.5153836,1.4676881,-0.9218198,0.52925855,-0.22823563,1.3946364,-0.96047294,1.2088019,1.0905056,-0.17654431,1.5678587,-1.2558106,0.13948752,-0.46832886
Hs 274.T,0.8716695,-0.019239306,-0.030165672,0.3631869,-0.8351214,0.2823204,-0.12772837,0.5094408,0.08231971,0.69011927,-0.14688155,0.14885971,1.0218023,-1.0880939,-0.42917532,-0.2690466
KOPN-8,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
NCI-H1155,0.4525541,-0.10813667,-0.2646571,0.3838797,-0.4187135,0.8489557,-0.28768924,0.44682425,0.529829,1.011069,-0.5821839,0.31520876,0.4480686,-0.6604205,-0.10907704,-0.25788116
SNU-489,-0.17869905,-0.40470564,-0.28753975,0.60276735,-0.16648893,0.66498953,0.38756213,-0.20902659,0.25319383,0.72853243,-0.84592193,0.47700992,-0.2725314,0.32024777,0.3508853,-0.065683156
Sq-1,-0.05016883,0.3676934,-0.68084806,1.0932419,-0.1451573,0.4242009,0.039651364,0.7691269,-0.5141056,0.62413496,0.7655829,0.18830825,0.56271565,-0.501801,0.41666138,-0.10782698
TE 441.T,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
EB2,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
TYK-nu,-0.1963886,-0.51484555,-0.20754063,0.55064976,-0.30127895,0.5164108,0.6082179,-0.20320427,0.1082744,0.5223345,-0.536919,0.37878203,-0.33266747,0.32727522,0.28168133,-0.026212104
PaTu 8988t,0.8716695,-0.019239306,-0.030165672,0.3631869,-0.8351214,0.2823204,-0.12772837,0.5094408,0.08231971,0.69011927,-0.14688155,0.14885971,1.0218023,-1.0880939,-0.42917532,-0.2690466
KCI-MOH1,0.8716695,-0.019239306,-0.030165672,0.3631869,-0.8351214,0.2823204,-0.12772837,0.5094408,0.08231971,0.69011927,-0.14688155,0.14885971,1.0218023,-1.0880939,-0.42917532,-0.2690466
MKN45,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SKM-1,1.7325863,0.44599435,0.6270764,0.5509306,-0.6612582,0.42946416,-0.43006524,0.69195926,1.6563865,0.22060713,-0.42836648,-0.09426957,1.6655558,-1.4777799,-1.2857087,0.08392746
CJM [Human melanoma],-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
WM88,0.04782003,-0.07784335,-0.85304576,-0.13802528,0.021275967,0.6368085,-0.4414942,0.1263398,-0.18596673,0.9207528,-0.3485293,0.7190302,-0.1350525,-0.54429066,0.48484278,-0.31643665
IST-Mes1,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
HCC4006,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
L-363,0.22471713,-0.5565281,-0.22073883,0.13507085,-0.45132482,0.11794095,0.5934921,-0.18121961,-0.09239423,0.36211002,-0.49284667,0.44814837,-0.18189155,-0.0045853257,0.051556513,-0.063426115
PANC-1,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
8505C,-0.20789614,-0.21791112,-0.30156195,0.47396258,-0.13252494,0.2879104,0.44175065,-0.30985025,-0.17976639,0.24708942,-0.12803371,0.44056755,-0.19686626,0.124062814,0.4013304,0.017478863
AMO1,-0.015808746,-0.08726534,-0.4184406,0.58396333,-0.492787,0.44620427,0.06288692,0.23033607,-0.4887081,0.77233905,0.08259338,0.30329427,0.3786233,-0.4634239,0.3150314,-0.27123386
HCC1419,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
HT-1197,0.38503128,-0.4193508,-0.25243747,0.2411705,-0.48167306,0.056867927,0.46421987,-0.09433496,-0.16216615,0.4971149,-0.6225016,0.47416145,0.09888849,-0.1480454,0.020835131,-0.116602585
ABC-1,-0.34374243,0.279358,-0.6599792,1.2136276,0.13508657,0.28135297,0.46792072,0.4493348,-0.46025383,0.22546972,0.7989204,0.24248114,0.097920254,0.06578381,0.5904035,0.12926358
LN-215,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SK-N-FI,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SK-MEL-5,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
COV644,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
Mel JuSo,-0.034514494,0.24460557,-0.614513,1.4454627,-0.4427438,0.2530648,0.4385966,1.0382824,-0.8043616,0.6414505,1.0170212,-0.013083667,0.7253634,-0.40830785,0.32878655,-0.10863689
KG-1,-0.1963886,-0.51484555,-0.20754063,0.55064976,-0.30127895,0.5164108,0.6082179,-0.20320427,0.1082744,0.5223345,-0.536919,0.37878203,-0.33266747,0.32727522,0.28168133,-0.026212104
Karpas-620,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
ES-2,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
COR-L24,-0.20221587,-0.32762977,-0.2582203,0.6111417,-0.2877708,0.39575222,0.52182513,-0.15909341,-0.13816129,0.43052346,-0.21695912,0.35584468,-0.14607504,0.1594799,0.34004816,-0.033103682
EPLC-272H,-0.33597633,0.08090934,-0.9716981,1.0634863,-0.27036268,0.457846,0.2123101,0.8752643,-1.0289576,0.96769947,0.7556431,0.2550376,0.2737625,-0.3069355,0.6911566,-0.27364272
NCI-H1650,-0.22784838,-0.2765792,-0.456685,0.51241183,-0.075865805,0.22127971,0.5898872,-0.14529397,-0.2833577,0.26076564,-0.042219087,0.4565161,-0.33415353,0.23877405,0.45000023,0.041638948
1321N1,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
HEL 92.1.7,0.10002202,0.16542187,-0.18250786,1.1558709,-0.5985769,0.28181168,0.28582853,0.46101213,-0.46309748,0.51444703,0.51280594,0.027817398,0.8345598,-0.5004997,0.13125199,-0.12166214
Granta-519,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
ONCO-DG-1,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
HCC2935,0.016992591,-0.49827874,-0.12178609,0.32984173,-0.40561032,0.36430693,0.5126934,-0.29140565,0.07319425,0.436526,-0.56658995,0.40293014,-0.17791921,0.10033889,0.14326234,-0.05791682
SU-DHL-8,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
NCI-H2291,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
REC-1,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
PE/CA-PJ15,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
EB1,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
EFO-27,-0.25400573,-0.47958678,0.021058246,0.8205385,-0.329888,0.9685841,0.44442123,-0.17328282,0.65906656,0.7489888,-0.8417568,0.25645056,-0.20991907,0.36951393,0.18527913,-0.032131806
SW1353,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
Capan-1,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
OC 315,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SK-HEP-1,-0.0067045167,-0.29502243,-0.21587572,0.25578085,-0.2725265,0.30088133,0.31634152,-0.34024534,-0.07035607,0.3394897,-0.35191137,0.46210527,-0.09941681,-0.060803138,0.2436588,-0.05838789
HCC1143,-0.22784838,-0.2765792,-0.456685,0.51241183,-0.075865805,0.22127971,0.5898872,-0.14529397,-0.2833577,0.26076564,-0.042219087,0.4565161,-0.33415353,0.23877405,0.45000023,0.041638948
SNU-175,-0.105239876,-1.1554416,-0.076918855,0.67435133,-0.9112222,1.7231246,0.27015704,0.4093336,1.0103142,2.0164456,-1.8663343,0.21239121,-0.2951006,0.28696942,-0.024644434,-0.49160677
CL-34,0.13351686,-0.23259698,-0.28436226,0.5199125,-0.14333652,-0.021892339,0.60413784,-0.32721627,-0.1573019,0.22865483,-0.5523788,0.53611153,-0.04915308,0.2053321,0.2497896,0.06579746
JURL-MK1,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
RERF-LC-KJ,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
Evsa-T,0.710741,0.13468558,0.24425603,0.8926786,-0.24114862,0.98526907,-0.16345176,0.41136914,1.5587531,0.6423162,-0.83311987,0.10598433,0.7053647,-0.4605803,-0.5094704,0.07723128
KU-19-19,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
Huh-7,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
HuG1-N,-0.3056994,-0.6216752,-0.15962166,0.99287635,-0.24150078,0.7224006,0.8334038,-0.17275989,0.4152821,0.7692736,-1.0673091,0.36609578,-0.4259452,0.7843063,0.32437015,0.028220585
NALM-6,-0.15637046,-0.106297255,-0.7623282,0.9223237,-0.433485,0.33442158,0.3837783,0.7222725,-0.8810508,0.85827225,0.5123328,0.23723719,0.25728676,-0.2622804,0.48262477,-0.24378572
NMC-G1,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
SF126,-0.03740641,-0.28365198,-0.5622076,0.26319426,-0.043744802,0.64917016,0.032984614,-0.06670576,0.12284231,0.8494717,-0.7761478,0.62690413,-0.2505538,-0.006976256,0.40256214,-0.1685082
P31/FUJ,-0.37506717,-0.5714382,-0.53040534,0.41883078,-0.12410657,1.3906497,-0.05516836,0.0959512,0.6078901,1.4086623,-1.1630633,0.5288488,-0.5469661,0.23152103,0.4725367,-0.29348135
SW1417,-0.23505336,-0.23584753,-0.38651216,0.50727606,-0.09037626,0.25928983,0.51407456,-0.2279748,-0.23778011,0.24988343,-0.06873372,0.4486906,-0.26987496,0.18953013,0.4404546,0.033335894
EJM,0.112779364,-0.14678238,-0.27950567,0.60748404,-0.076445565,-0.04566753,0.5867081,-0.3838392,-0.15950726,0.19476856,-0.5762532,0.5548543,0.00019327551,0.2406311,0.29182416,0.093602344
BT-474,-0.052012227,-0.060468048,-0.63028544,0.5439241,0.14807469,0.11377497,0.39444372,-0.14594747,-0.2820943,0.3602597,-0.35630083,0.63972926,-0.1874442,0.19836044,0.5152447,0.042254463
M-07e,-0.061725363,-0.13737252,-0.64715827,1.0008261,0.003334105,0.37744173,0.46398583,0.17681408,-0.15830186,0.84671384,-0.72284925,0.5469772,-0.025173709,0.35292083,0.5005937,-0.048212036
A-673,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
HT-1376,-0.27672368,-0.4618886,-0.17002247,0.56033504,-0.2732303,0.74855405,0.3951388,-0.26534894,0.26711482,0.6685111,-0.6749815,0.38817573,-0.2965373,0.27487558,0.32545978,-0.0779568
59M,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
HSC-3,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SNU-8,0.49908853,-0.024418682,-0.042355374,0.5197638,-0.48006356,0.1979927,0.21329597,0.16752362,0.1280048,0.29672414,-0.05581747,0.21599351,0.5628916,-0.53215116,-0.17943996,-0.03165543
MM1.S,0.8716695,-0.019239306,-0.030165672,0.3631869,-0.8351214,0.2823204,-0.12772837,0.5094408,0.08231971,0.69011927,-0.14688155,0.14885971,1.0218023,-1.0880939,-0.42917532,-0.2690466
CCF-STTG1,-0.012631126,-0.1611821,-0.5958905,0.01827234,-0.04342942,0.5052314,-0.12095007,-0.115517914,-0.107804336,0.64318717,-0.3618436,0.6327989,-0.17922659,-0.29297292,0.41498777,-0.18567401
A101D,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
F5,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
RERF-LC-Ad2,-0.37782264,-0.18378267,-0.5769784,1.130538,-0.30944175,0.89738494,0.25948063,0.5384132,-0.19791627,1.1350915,-0.11548707,0.23560819,0.080083445,0.055873554,0.5203649,-0.2251339
KYSE-270,-0.17280453,-0.30474228,-0.3809261,0.6789111,-0.055469334,0.47506917,0.47676525,-0.19418511,0.08749865,0.5887845,-0.699579,0.5125518,-0.2645316,0.37549794,0.41683057,-0.0009474987
DK-MG,0.5093901,-0.2769293,-0.6447459,-0.16603118,-0.306392,0.3187736,-0.17770383,0.1563766,-0.1498006,0.93343675,-0.76463354,0.6861068,0.115966454,-0.58156157,0.12743433,-0.3287767
Hs 939.T,-0.096753106,-0.25825134,-0.185715,0.37256604,-0.24077818,0.29101348,0.38330355,-0.38387764,-0.09479067,0.2647186,-0.2650863,0.43227923,-0.10723075,0.022694662,0.2910344,-0.016136585
Ku812,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SNU-283,0.15176167,-0.454353,-0.24633406,0.40119404,-0.5516672,0.14866379,0.5899238,0.017745227,-0.2958198,0.461799,-0.22940361,0.33406135,0.030519769,-0.08794602,0.10012886,-0.109800436
PaTu 8988s,0.8716695,-0.019239306,-0.030165672,0.3631869,-0.8351214,0.2823204,-0.12772837,0.5094408,0.08231971,0.69011927,-0.14688155,0.14885971,1.0218023,-1.0880939,-0.42917532,-0.2690466
TC-32,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
MeWo,-0.44267642,-0.72010994,0.23210226,1.2430909,-0.43526745,1.5080035,0.6020645,-0.060375124,1.2506052,1.1254444,-1.3440405,0.09627259,-0.34052354,0.75941145,0.11651096,-0.030541684
U-937,-0.17869905,-0.40470564,-0.28753975,0.60276735,-0.16648893,0.66498953,0.38756213,-0.20902659,0.25319383,0.72853243,-0.84592193,0.47700992,-0.2725314,0.32024777,0.3508853,-0.065683156
KYSE-510,0.1327896,0.10354328,-0.92918587,0.87281305,0.037229836,0.10816522,0.25089177,0.4439559,-0.6143546,0.8421869,-0.31971538,0.61141384,0.23498455,-0.04452055,0.54407823,-0.12610902
M059K,0.087000266,0.2118291,-0.70322376,0.5675809,-0.040994093,0.6476128,-0.2790306,0.55434674,-0.09646493,0.8107469,0.15026706,0.40209588,0.313335,-0.5754876,0.34954464,-0.18769494
OVKATE,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SW1783,-0.36825478,-0.5565419,-1.0510868,0.33836868,-0.010075122,1.995446,-0.6510354,0.7106843,0.7394756,2.326359,-1.5424799,0.6749042,-0.57609075,-0.023793574,0.64006823,-0.5979686
SLR26,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
Hs 578T,-0.34374243,0.279358,-0.6599792,1.2136276,0.13508657,0.28135297,0.46792072,0.4493348,-0.46025383,0.22546972,0.7989204,0.24248114,0.097920254,0.06578381,0.5904035,0.12926358
JHH-6,0.07798013,-0.016760617,-0.49340683,0.7115178,-0.4542113,0.32838976,0.10462266,0.31556618,-0.5708904,0.8116594,0.0048292577,0.33762148,0.48446938,-0.43573684,0.3227003,-0.2592887
LMSU,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
LN-382,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SK-MEL-30,0.11274491,-0.08339925,-0.090914905,0.45539913,-0.21560356,0.33899045,0.23638038,-0.23229356,0.18367717,0.22062825,-0.22458136,0.35901883,0.13759013,-0.16938013,0.11194542,0.028703237
JHOS-2,-0.34374243,0.279358,-0.6599792,1.2136276,0.13508657,0.28135297,0.46792072,0.4493348,-0.46025383,0.22546972,0.7989204,0.24248114,0.097920254,0.06578381,0.5904035,0.12926358
HCC1428,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
IMR-32,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
K-562,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
NCI-H1838,-0.34374243,0.279358,-0.6599792,1.2136276,0.13508657,0.28135297,0.46792072,0.4493348,-0.46025383,0.22546972,0.7989204,0.24248114,0.097920254,0.06578381,0.5904035,0.12926358
JHOM-2B,-0.1439318,-0.31140298,-0.23101205,0.38909802,-0.22693995,0.463463,0.32523495,-0.31309435,0.019234188,0.44014308,-0.4079069,0.44278404,-0.17654087,0.06454256,0.31723619,-0.05668159
OCI-M1,-0.22784838,-0.2765792,-0.456685,0.51241183,-0.075865805,0.22127971,0.5898872,-0.14529397,-0.2833577,0.26076564,-0.042219087,0.4565161,-0.33415353,0.23877405,0.45000023,0.041638948
KCL-22,-0.33102483,-0.41116896,-0.48676276,1.0375202,0.038961053,0.4528438,0.86640275,-0.03448099,0.06591062,0.6087262,-0.72005814,0.477144,-0.48179397,0.80877703,0.5199361,0.10216654
Hs 852.T,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
MDST8,0.040593788,-0.1793625,-0.003074199,0.63586473,-0.25678182,0.5941945,0.28033245,-0.1643025,0.46527568,0.39998695,-0.44755846,0.28816348,0.089528635,-0.01784654,0.07485308,0.025364513
NCI-H2023,-0.06242769,-0.43483642,-0.5324132,0.49464503,-0.24096876,0.107507825,0.7616869,0.11972296,-0.4036416,0.37245864,-0.04232374,0.41816366,-0.3203137,0.21367282,0.33317202,-0.0033923509
TC-71,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
Caki-1,0.21065666,0.27103242,-0.7839168,0.6099139,-0.4147488,0.6412034,-0.50163424,0.89453614,-0.5675135,1.1721976,0.3954069,0.29695186,0.78180265,-1.0481881,0.31296337,-0.4405627
TE-15,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
COLO 684,-0.021332279,-0.12757689,-1.0147918,0.054005176,-0.112919375,1.0752302,-0.66733,0.56807363,-0.12865815,1.5297036,-0.48370683,0.6468625,-0.026250921,-0.6615689,0.5325103,-0.5185223
MFE-296,0.60490674,-0.8813652,0.08260052,-0.15554702,-0.8530525,0.16250567,0.5976196,-0.24212234,0.2327222,0.55439705,-1.0708656,0.40770528,-0.052054368,-0.16892017,-0.34418774,-0.1782345
ST486,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
SK-MEL-28,0.09843482,-0.15441352,-0.27308482,0.59140164,-0.08769573,-0.022618443,0.5727831,-0.3838418,-0.15507677,0.19955733,-0.5549508,0.54646283,-0.0071609467,0.22571123,0.2917701,0.08608965
Hs 819.T,0.05922793,-0.27975282,-0.21343926,0.4018895,-0.23364995,0.13049236,0.49390498,-0.35340127,-0.10808072,0.2596433,-0.4442689,0.48057964,-0.07012613,0.086836174,0.23055622,0.0117654465
KE-39,-0.24974886,-0.14482185,-0.45279735,0.6919254,0.041754454,0.17267962,0.5935082,-0.22970457,-0.2711829,0.22013028,-0.137875,0.49356744,-0.25653344,0.33854127,0.516122,0.09571969
DMS 454,0.112779364,-0.14678238,-0.27950567,0.60748404,-0.076445565,-0.04566753,0.5867081,-0.3838392,-0.15950726,0.19476856,-0.5762532,0.5548543,0.00019327551,0.2406311,0.29182416,0.093602344
NCI-N87,-0.1963886,-0.51484555,-0.20754063,0.55064976,-0.30127895,0.5164108,0.6082179,-0.20320427,0.1082744,0.5223345,-0.536919,0.37878203,-0.33266747,0.32727522,0.28168133,-0.026212104
NCI-H1781,-0.2872859,-0.7441084,0.052574396,0.70235336,-0.48806104,0.9571597,0.605427,-0.27162072,0.5843879,0.85620123,-1.0757542,0.28231245,-0.37070784,0.5025794,0.17687082,-0.09305867
SNU-182,-0.083495095,-0.4517982,-0.17554238,1.1995667,-0.09058462,0.4368681,0.91066337,-0.27370694,0.41597608,0.70534796,-1.4421812,0.49253604,-0.22596759,0.91770416,0.30875054,0.11807196
