,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
NCI-H211,-0.25980437,0.68719095,-1.5850523,-0.729425,-0.12206975,0.43968356,1.0034913,-1.3004687,-0.5640786,0.36988205,-0.37811795,-0.39967445,0.466013,0.43319276,-0.02214587,0.622471
NCI-H684,0.030006077,-0.9558058,-1.6652286,-0.31916302,1.5455158,-1.4091352,-0.18869102,-1.000756,2.6941762,0.7972063,-2.3680124,1.2505292,0.15685806,-0.5668537,-2.0720494,1.5634061
MOLM-13,-1.0478829,-0.27372918,0.6168122,0.5559028,0.02122578,-0.8984627,-0.8645125,0.9807182,-0.36301884,1.646792,2.249126,-1.5875641,-0.1249978,-1.6024439,0.61795175,1.901661
DB,-0.33420035,0.13479447,-0.4639628,0.054592043,0.6037778,1.4885541,1.1808641,-1.803909,-2.096881,-0.34781444,0.36598828,1.5565948,0.04122427,0.14795057,0.56543213,0.8944057
BEN,-1.8403816,0.5607903,-0.70388377,0.7489172,-0.3801427,0.60224485,-0.23918815,-1.5703185,2.3473265,-1.4895705,-1.7219757,-1.2081276,-0.14159243,1.4155878,1.5404985,-0.6146
CAMA-1,1.7081506,-0.23663132,-1.948977,0.36869252,-0.8016024,0.96408135,-0.31233728,-1.7485652,0.2191129,0.028178342,1.1664695,0.5150659,-1.9182092,-0.14044167,-0.514896,-1.620082
42-MG-BA,0.86168104,-0.019865949,1.1668487,-1.1436799,0.12811658,1.1943105,0.749174,-0.0006146757,0.3144496,0.73387647,0.8841189,0.49636585,-0.6354733,0.81420094,-1.3434274,-0.78424454
HCC1833,-1.2945296,0.37205148,-1.1985756,-0.16965286,-1.5466884,1.989357,0.10428529,-1.9035531,2.4802155,0.33792478,-0.5984697,-0.47821477,1.2620368,1.2286446,1.6827533,0.8209144
SNU-475,-0.133913,-0.5317864,1.1695503,-1.1019205,-2.086324,0.765424,0.34982938,-1.8305635,0.94839954,-0.104096,0.36767775,1.1331767,-0.2919883,0.69728184,0.14613697,0.5186917
KP-N-SI9s,-0.28415254,-0.7014962,0.5431806,-1.4585894,-2.3979502,-0.64237636,-0.33199662,-0.8763278,0.37529972,0.4952579,-1.6824665,-0.42709717,-0.25549442,-0.08097502,-2.147259,0.033124465
U2OS,-0.568957,0.020092884,0.0881634,-0.60171247,-0.8699058,0.028497051,0.232932,0.2952544,-1.0639294,-1.1489978,-0.13629943,-0.008712574,1.1182302,-0.095325656,-0.9683346,-0.33968243
T24,-0.19278815,0.35220063,0.89018613,0.3314671,0.35680968,-0.20027708,0.23986973,1.502326,-0.9311038,-0.5950762,-0.012231243,0.64165854,1.1121706,-0.92017365,-0.51143605,-1.0289567
Hep-G2,-0.9800275,0.7419203,-1.0248708,-1.2539444,0.32894215,0.0925193,-0.17257017,-1.9178417,1.5270267,-1.4102292,0.14770828,-0.5170985,0.3481843,-1.03668,-0.24909604,-0.16758227
BxPC-3,-0.38267022,0.93714684,0.18686487,0.3390066,0.5899581,-0.6599162,1.3918322,0.58033067,0.4836991,1.8391358,0.37082747,1.3088124,0.70222944,0.7995723,-0.090460114,-0.6110748
TCCSUP,-1.9892839,-0.8825274,0.51698166,0.3029916,0.1755415,0.5140625,0.57141185,-0.34548318,0.92091864,-0.48331782,-0.7623814,0.1026918,-0.59528524,0.5826535,0.3646644,-1.3257219
BC-3C,-1.6559225,-0.44505498,1.2465833,1.1997869,-0.14751017,-0.9297751,0.37832627,0.34842852,0.50741905,1.1271122,0.61234486,0.0029027462,0.71569854,1.7360183,-1.343221,-1.0027754
NCI-H1092,0.31958792,0.24754386,-2.343729,-0.8105153,-0.17231557,1.0899433,-0.77159107,0.74597645,-1.1456833,-0.68274254,-2.0655491,-1.6101749,-1.2344192,1.0917987,1.10943,-1.6825155
GaMG,1.9328622,0.062303513,1.850797,0.17923217,1.5744666,-0.03450207,-0.98827296,1.1172111,0.07023585,0.04391987,-1.451051,-1.1654258,-0.9038966,0.48691905,-0.45827508,-1.8364904
NCI-H2106,1.1822613,0.23458573,-2.0803564,0.10593388,-0.5695737,2.8918087,0.761053,0.018120682,-0.116888136,-0.77689123,-0.89365184,-0.50358796,-0.23489799,0.6705816,0.67232317,0.005667545
WM266-4,-1.1842953,0.46133947,-0.43467644,-0.22932068,0.6202384,0.34644672,-1.5658016,1.4649434,-0.2449365,-1.3408006,1.4156905,-0.21045466,-1.4922837,-0.0056436015,-2.0549593,-0.5075338
SK-MEL-5,-0.70525867,0.6354876,-0.4338914,0.07217873,0.6042747,-1.3247198,-0.97242355,2.0856397,0.13370508,-1.7626024,0.8860298,-1.642386,-0.68007797,-0.2898147,-1.4572446,1.0163149
COLO 680N,0.25784236,0.33583838,0.4449425,1.06557,-1.1572788,-1.1386585,1.4170088,0.6317217,0.50678444,1.1705766,0.38544318,0.103172176,0.945745,0.57692856,0.41539708,-0.6307291
KYSE-450,0.5618834,0.5667015,0.94691014,0.876693,-1.8816761,-0.6455051,0.40167958,-0.50643027,0.047522716,1.2853822,2.210249,0.08041614,1.6576183,1.8279136,-1.3539298,1.773684
NCI-H2172,0.5315372,-0.91925234,0.27226734,1.4666728,-0.3036958,-0.34035054,0.6072027,-1.0906253,0.92006886,0.36748585,-0.7168615,-0.6649554,0.28935164,-0.13237752,-2.323095,-0.8218539
COV362,1.3088641,0.26420557,0.34683704,-1.5546768,0.6707701,-1.0027664,1.560395,0.26921403,-0.9031935,-0.5817525,-1.0086063,0.5209398,0.37395072,-0.42686802,0.30325407,0.7345236
TE 159.T,-0.8392116,-0.37998697,-0.19868962,-2.0312588,-0.20284645,0.69681925,0.47686026,0.251554,0.4165308,1.0806426,-0.43465814,1.166315,0.17905182,-0.32764205,-1.3388009,-1.4698602
Hs 839.T,-1.3504956,-1.4024957,-0.23002169,-1.9323486,0.1579176,0.77481717,0.14769897,-0.028434483,0.51898336,1.4560301,-0.7287503,1.3306726,0.49746042,-0.46273127,-1.9207577,-1.1670079
GOS-3,1.4164139,-0.60062176,-0.00079137366,-0.3239511,-0.9611928,0.61244833,-0.076832704,-0.4087909,0.7109028,-0.94440496,1.3712198,-0.26924118,-0.25561652,-0.025239676,-1.8202925,-1.1001765
NCI-H1793,2.892726,0.17689216,0.573035,-1.8687407,-1.1096889,-1.9498496,-0.32987776,1.4865954,0.47939503,-0.090541884,0.05803375,-0.34390762,-1.1422951,-0.9354571,0.5742567,2.8542647
A-253,1.0685177,0.4373164,-0.07352239,0.96201444,-0.16076276,0.40722594,1.1041752,0.74106854,0.064190276,1.2912059,1.6151185,-0.05192132,0.081148066,1.4055551,-1.0702051,-0.47285324
KP-N-YN,-1.1187401,-0.9263474,-1.2398319,-0.36502352,-2.3485405,2.1201293,-0.17829198,-1.0458763,-0.79375976,-0.14066312,-0.4744639,-0.21758965,-0.4563488,0.9004137,-1.1419699,-0.08891821
Li-7,-0.31593877,0.70553637,0.16597402,-0.39095005,-0.71358335,-0.81114733,-0.6697339,-1.1711259,2.3788037,-1.0208217,0.34620345,-0.89824176,0.9804919,-1.11043,-0.43831298,-0.030355308
SW480,-0.23809129,-0.21253842,-0.07858124,-0.078666165,0.27874,-1.1799911,-0.3200688,0.8662428,-0.24757534,-0.12315464,-1.9691077,0.6721922,1.1461248,0.1989027,-0.7466229,1.4390229
HEC-59,2.1458848,-2.961329,-0.55391556,-1.0905786,2.0617747,2.4111865,-0.50199854,-1.3144356,-0.45786875,-1.1502045,1.3999413,0.7278069,1.1094882,2.8929439,2.301968,1.0070167
M059K,0.7138011,-0.22818007,1.2672223,-0.8260696,-0.7348669,2.0117106,0.5569027,-0.70241153,-0.013391579,-0.6542312,0.9493432,1.884307,-0.1109624,0.82810915,-0.3349243,-0.11780942
FTC-238,2.0949512,-1.1388264,0.22612369,0.06380698,1.0385847,1.5043631,-1.8353479,0.94212866,-0.29528832,0.5011865,0.1463692,-0.55234855,0.024051234,-0.20308883,-0.7100481,-2.222299
MKN74,-0.06032465,-0.072486594,0.45703915,0.85073435,-0.78880596,-0.7333345,1.0174559,-0.09946877,-0.7710381,-0.442241,0.43891585,1.1002389,0.5505967,1.4522433,0.74791366,1.6774695
MOLM-6,-0.025035817,0.4994415,1.164281,1.3140918,0.5906263,0.47498336,-0.35439128,0.2191669,-0.6707439,0.6252725,0.5025394,-1.741674,-0.9143357,-0.47894445,1.0435269,0.6317682
OCI-AML-2,-1.0929724,0.1550178,0.5406291,1.454566,0.80541986,0.11573818,-0.5219169,0.8539187,-0.55066466,1.1980051,1.4314511,-1.1582369,-1.4476552,-0.92873794,0.24809738,0.3893971
RKN,1.5158831,1.2017312,1.3988173,-0.85288066,-0.70238715,0.96581775,-0.65227854,1.3132387,-1.61174,0.048407827,-1.8985351,1.68967,-0.7883271,-1.163682,-0.14904533,1.4921687
L-1236,2.3803372,-0.6744088,-0.19918248,0.35201994,1.3953767,2.3690293,0.8067278,-0.92927796,0.94555473,0.06211716,2.1119094,0.41448694,-1.4231782,-0.68405086,-0.3979897,-0.052254744
SUP-T11,0.12064514,-0.84378487,-0.6127679,0.46977437,-0.4346639,0.43179876,0.42672762,-1.9659593,-1.1527817,-0.6173097,-0.17786965,-1.1744561,-1.8121712,-0.5416496,0.72240967,0.20824845
T-47D,-0.6382594,-0.622079,-0.5181122,1.7842784,-0.6746493,-1.0172601,0.6993894,-2.0281081,0.5094324,-1.171071,0.11260673,-0.5001445,-0.9005549,1.5067924,0.2174599,-0.7294822
SU-DHL-5,0.6700262,-1.4412743,-1.0160843,0.54667485,2.310271,1.8158336,1.9318875,-1.2198117,-0.7151717,0.6118039,1.1541123,-0.31737176,1.399645,-0.69584954,0.28052405,-0.68170375
TE-1,0.38282576,0.2627159,0.32204497,0.47952586,-0.5939822,-0.48140502,1.1714686,0.330068,-0.28031638,0.43359432,-0.02468974,0.15241812,1.4138023,0.16257611,0.2562047,-0.51494724
TE-9,-0.33677122,0.2531175,-0.77248776,0.25899017,-0.06637163,-0.5490841,1.3591444,0.047728185,0.06446744,2.000115,0.90478367,0.7969988,-0.22051552,1.0873276,-0.17476916,-0.2593764
Daudi,0.40403593,-0.0003880039,-0.81570965,-0.55281633,1.9210026,-0.28175193,1.9562376,0.44223562,-3.048325,-0.7225248,-1.3157618,0.06248588,-1.7484901,-0.71654934,2.0816717,1.0004956
CFPAC-1,0.3962725,1.0727514,0.6761621,0.100071475,0.38706443,-0.87828285,0.52492255,-0.11378221,1.4278424,1.518818,-2.1748564,0.9390822,1.8062551,-0.8273642,0.8138722,0.16105315
A-704,-0.27208132,-0.1848546,0.48415372,0.13320728,0.6089545,0.37485898,-1.0444406,-0.5740282,0.80588096,-1.4585177,-0.11779823,-0.35200268,0.13209876,-2.0550718,0.5314248,-0.8882204
HEC-265,2.4950104,-1.4140388,-2.0465627,-0.28989798,2.5426133,0.5477723,0.291588,2.338988,0.7903724,-0.6164378,-1.1227843,0.30257505,0.83512664,-1.4107065,-0.23833829,-0.20428939
SBC-5,0.70984304,0.2581959,-0.12536559,-1.536456,0.28149757,-0.23213314,-0.79059386,-0.2903444,-0.69218594,-0.05012761,-0.9240861,-1.9221574,-0.105781175,0.18359737,0.2541874,-0.85288996
SNU-1272,0.43690893,-0.2984943,1.230561,0.3387788,-0.10715469,-0.63573873,-0.3906107,0.2371556,0.6843239,-1.5920469,0.14884166,0.08428186,1.1614879,-2.0839236,0.19092223,-1.1651647
HPAF-II,-0.5947039,1.5443041,-0.08463158,0.14427434,0.5935084,-0.8555542,0.049291074,-0.79474765,1.2934409,1.061285,-1.6016251,1.4770315,0.5379881,-0.01712561,0.12909797,-0.17784955
MDA-MB-415,0.3453958,-0.7272844,-2.4554389,1.0308393,0.44274554,0.4421247,0.62088555,-0.24193381,1.7058308,-1.2980175,0.80366325,1.0095432,-2.2382307,-0.55476135,-0.2549498,-1.1824626
SNU-387,-0.10803736,0.28748342,1.3420652,-0.9411222,-0.13761151,0.13009135,-0.3174799,0.40388685,0.10109978,-0.37995633,-0.064597435,0.6624774,-1.3408921,-0.19661115,0.6982401,-0.9382244
143B,-0.5943532,0.45521823,1.0407274,-0.1396245,-0.106223196,0.086979926,-0.55062056,0.7258094,-1.8830619,0.0169849,-1.5821053,0.59070843,0.53454345,-0.20799555,-1.5614793,-0.14394286
NALM-19,-0.22687806,-0.37056196,-0.6119117,2.2352798,0.50925505,0.4042832,0.23125306,0.83889776,-2.358824,0.23385006,0.51083755,-1.1582488,0.34366363,-1.3811365,0.36613864,0.22535098
ME-1 [Human leukemia],-0.6983721,0.52336615,0.76509076,1.7093259,1.0499997,1.0948102,-0.8152431,0.6703103,-0.43921083,-0.03743188,0.15415363,-1.9151355,-0.024310898,-1.4212793,0.6604002,0.47573152
LS123,0.5754565,0.7439352,0.41854873,-0.5758507,0.38799506,-2.3715355,1.18586,0.4261574,-1.0688502,0.39076293,-2.225776,1.7129987,0.08393258,0.7332982,0.57470435,0.9509932
UM-RC-6,0.4907722,0.98605293,1.125831,0.8041075,-0.32780328,-0.8480376,-0.6788655,-1.1115359,0.001315492,-2.4241185,0.5239622,-0.46496361,-0.08887461,-0.27837774,0.62443745,-0.6968197
HMC-1-8,0.09799022,1.2590218,1.2499307,-0.4181152,-0.881118,-0.43939236,-1.281943,-0.23756078,-0.63556015,0.52367437,-1.6026528,-0.5201105,0.52617276,0.6013495,-1.1483797,0.9324575
Caki-2,-0.56088436,-1.0195178,0.22602849,0.5389697,-0.055895794,-0.19071607,-1.2350981,0.24156749,1.4064859,-1.5802319,-0.17323005,0.06633961,1.487953,-2.0499163,-0.2741049,-0.09550012
Hs 695T,-1.9403512,-0.412342,-0.9198058,-1.497394,-0.10739909,0.71052474,-2.0558689,0.955606,-1.3818593,-1.8385881,1.7686504,1.6413404,-1.1735036,-0.11585738,-0.5374315,0.23965546
Lu-65,-0.88815653,-0.842062,0.13752562,0.103641406,-0.12168997,-0.31901947,-1.7956473,-0.5616065,1.4474856,0.9482256,-0.65818244,0.56055224,-0.3008883,-0.6122319,-1.1525567,0.8042458
MOR/CPR,1.6735119,0.57077855,-0.65561944,-0.47468674,-1.1869713,-1.3099128,0.22383259,0.10087616,-0.31981504,0.057616625,-1.258058,0.978141,-1.4257241,-0.1792029,0.5319721,3.573746
T3M-10,0.51829845,0.1422772,1.1786684,0.35239738,-0.38366613,-0.7093625,0.21446341,-0.18626155,0.39902288,1.2692006,-1.5646273,0.96864223,-0.37633994,-0.29797357,0.8863246,-0.11212292
COLO 792,-1.6594186,0.24432692,-0.19688559,-0.16380109,-1.0058757,0.26497847,-2.4537358,0.6560378,-1.576614,-0.8144552,2.2948143,-0.15274371,-0.087220326,0.5893652,-0.22310652,0.325001
KMM-1,-1.5755007,-1.4099952,-0.6087591,0.4345895,0.2011514,2.3987339,-1.1073197,-1.8249755,-0.1253653,1.032527,-1.3630725,0.6118586,-0.05899342,0.5624492,-0.11706375,0.18594326
NCI-H196,3.2108154,-0.13727805,0.72856903,-1.5778611,0.23944005,2.444438,1.447586,-1.1648142,0.6466944,-0.08176499,0.8219425,1.0432181,-1.4274088,2.3778195,0.23866054,-0.8327855
HCC1588,-1.2821156,0.66503495,-1.9950525,0.4892897,1.0630666,-1.5333451,-1.246222,0.30954245,1.1378084,-0.41446182,-0.05009421,2.045129,-0.9104653,-1.0765034,-1.599371,0.24775246
KU-19-19,-0.68100405,0.65205,0.06960781,0.84511095,-0.48763654,-0.6060767,0.592564,1.7958832,-0.21719402,0.66003263,0.4422593,-0.43635705,2.5751362,0.029799718,-0.8059269,-0.53628117
NCI-H522,1.2223388,0.29192668,-0.034992255,-0.9193847,-0.061249726,-0.61093926,-0.11975742,-0.17249104,-1.1335443,-0.21874687,-0.7370005,-1.9079701,0.7361107,0.495376,-0.16804805,-1.0308474
LC-1/sq-SF,1.5243113,0.21745998,-0.71831656,-1.516309,-0.8035704,-1.3258482,0.23453411,1.5053984,-0.5940507,1.3946071,1.7770585,-1.7467664,-0.7072616,-0.017539483,-0.18159257,0.09943776
PE/CA-PJ34 (clone C12),0.0050677033,0.7579805,0.49908546,0.75664407,-0.5163602,-1.0714197,1.1904625,1.0643805,-0.12756519,1.9294616,1.1611818,0.37091327,0.4723912,1.361181,-0.49333563,-0.12840009
HEC-1-B,-0.321568,-2.276947,0.26725355,1.3632965,1.333237,-0.8961792,-1.2464042,-0.74295115,1.0991305,-2.686941,-3.2544818,1.0136373,1.1986302,-0.059315637,-1.7740653,1.4876109
Hs 822.T,-0.7197494,-0.65682834,-0.25092563,-1.9749953,-0.46156272,0.73783374,0.7207059,0.22977825,0.37535742,0.8976993,-0.73043126,1.3896098,-0.10649371,-0.48243004,-0.920835,-1.5101498
SK-N-FI,-0.36591253,-0.28499207,-0.7611557,-0.86459666,-1.391745,1.6582971,-0.5017031,-0.26946825,-0.9044251,-0.5945067,-1.0328625,-1.169744,-1.910006,0.8749501,0.017128022,-0.79642487
SNU-C1,-0.70724255,1.1336491,-1.3918816,-0.78217846,0.771307,-0.69198024,0.26106304,-1.3955257,1.2505981,0.7460937,1.0189457,0.82584536,-0.63123596,0.52935433,-0.37634698,0.029894039
CW-2,0.7520643,-2.9615567,-1.8761108,-0.70762575,1.7721944,0.74113584,-4.0188375,-0.750165,1.3366622,1.4856958,0.70586216,1.918968,-0.11630803,1.429585,-0.0078603625,1.9318455
SNU-245,-0.29077464,1.2539246,-1.2311994,-0.49550188,0.36398023,-1.4097228,0.38866737,-1.4624254,1.4040419,0.8644748,1.3659668,0.5940645,-0.07159076,0.6442621,-0.71548927,-0.028467078
SNU-899,-0.9736301,0.41686633,-0.35223737,1.4788017,-0.11199744,-0.4839073,1.0578616,1.5931957,0.782473,1.4618696,0.046207815,0.042908814,1.1313392,-0.27504888,0.30940133,-0.7224459
NCI-H2087,-0.45834538,0.5081944,-0.72002834,1.2250673,0.3961752,-0.100315265,-0.27099353,1.4557344,1.1865368,-0.5500233,0.5784011,-0.2854333,0.43155172,-1.0745908,0.032324202,0.7915829
NCI-H1105,-0.025549104,0.94372094,-2.1196213,0.1343195,-1.1731594,1.3716221,0.0456531,0.60851526,-1.3719118,-0.98741245,-0.90136796,-0.6203954,0.18810478,1.0925723,0.6984132,-0.22336091
TOV-112D,0.3978312,0.9723703,0.41631898,-0.8532036,-1.1717582,0.29441425,0.70656556,-0.73993844,-0.35877112,0.38024318,-0.20703347,-1.6710883,2.0868895,0.7306338,-1.340598,0.6218194
HCC1569,0.437996,-0.3802752,-1.4154812,-1.6516368,0.017554957,1.1090279,-0.28820813,-0.55976146,0.2434568,-0.3289226,1.7105658,0.30794257,-0.7829202,-0.08353636,0.6449422,-0.22892188
OVISE,-0.054735504,-0.68420994,0.38539147,0.77885175,0.3980288,-2.1061924,1.8195142,-0.8831282,1.0476305,-1.2526582,-0.8555799,-0.06790974,2.555869,-0.5327274,0.829135,0.8173292
786-O,1.3963944,0.37249833,1.507327,0.27848172,0.94199616,1.1625533,0.23696978,0.15540332,0.91806793,-1.2426739,0.21321583,0.21778749,0.28282905,-0.8293846,0.7156334,-1.2293777
Granta-519,-0.73505265,-0.7117566,-0.47785333,1.0133497,1.8898197,0.5216726,0.558522,0.27729017,-1.3778927,0.47686228,0.17766672,0.46317172,-1.0559762,-2.214993,1.1417247,-0.32694986
PK-59,-0.99370974,0.37733832,-0.56668186,0.25127935,-0.012124615,-0.6200278,-0.08212927,0.5852825,-0.028407387,0.7175758,-1.7574433,1.827955,0.4054692,-0.31674728,-0.38367712,-0.5633416
BT-549,-0.36025518,-0.51648724,0.4840713,-0.58520424,-0.24802049,0.41068783,-0.058304653,0.00839706,-0.16329807,-0.24119392,-0.031575043,-0.122802585,0.18470031,-0.92785543,-0.96340245,-1.1683505
NU-DUL-1,0.038198665,-0.087561,-0.1813499,0.8400004,0.8896849,-0.03673981,-0.18930389,-0.42872375,-3.474729,0.412777,-1.2622573,0.9477643,-1.8195803,-0.476052,0.28151083,0.40118337
NCI-H1563,-1.2286211,-2.1978872,-0.80806863,0.03088601,-1.0140586,0.1409806,-0.19700591,-0.32882148,1.3245778,0.57599366,-0.7218126,-0.058651958,0.31106997,-1.4662683,-1.0230105,-1.0437647
HEK TE,0.17430854,0.26942554,1.0738816,-0.1715898,-0.53595287,0.46587306,0.45848298,0.40771252,-0.935578,-1.6179507,-0.83078533,0.56807566,0.1057747,-0.29369408,1.0531644,-1.5548978
LNCaP clone FGC,1.7243338,-2.0492058,-2.2530105,-1.5069607,-1.2412108,0.7351365,-1.3211101,-0.6821309,0.44109258,0.16904372,1.9850512,0.41305622,-0.23209324,-0.53645724,0.4804951,3.3642073
IST-Mes1,-0.25842863,-0.8085548,0.23296292,-0.010129383,-0.7931588,-0.005464282,0.38132912,0.2523033,-0.7562518,-0.59837896,-0.7129953,0.4009161,0.29131413,-1.2042717,-0.67190766,-1.5038372
Hs 281.T,-1.1536745,-0.14016461,0.27176264,-1.8245237,-0.16861673,1.2159297,-0.008800602,0.84344786,-0.2086613,-0.021105982,-0.99058765,1.216365,-0.6289099,-0.3580191,-0.32998252,-1.6819872
JMSU-1,1.3639207,0.5129405,1.9683927,-0.37620747,0.53386694,-1.5943453,0.83767706,1.1502682,-1.6029427,-1.2896945,-0.34547165,-0.342073,0.72211385,-0.20759566,0.023081519,0.5303041
Hs 729.T,-0.21026005,-0.36666128,1.0882004,-1.3409568,-1.1020924,1.4052525,0.318791,-0.83866984,-0.3231276,0.15271173,0.45580065,1.6121945,-0.17814492,0.83090353,-0.5928755,0.08999495
LS180,-0.34957662,-1.563585,-2.141809,0.025527801,1.4126848,0.24181059,-1.7880538,0.6514745,1.7607805,-0.7234966,0.7694373,2.476646,-0.74891734,0.17583525,-1.0327717,4.0445504
COLO 783,-0.6689652,0.35530448,-0.4822338,0.17009418,0.42822054,0.42605916,-1.8002505,1.6095984,-0.7416525,-1.6843407,1.3584423,-0.16254844,-2.1736677,0.14725919,-1.1790531,-0.7949102
CMK-11-5,-0.6901948,0.51811486,0.44287732,-0.62904173,0.06940707,0.023466472,-1.1997287,0.15050082,-2.0158336,-0.037222162,0.9753204,-1.7068472,0.7370186,-0.75014275,1.3304064,1.985235
NCI-H2081,0.844417,0.96729594,-2.9173136,0.6356437,-1.0677524,2.800952,-1.0584476,0.41857705,0.13124114,0.03669714,-0.3788158,-1.1020826,0.63310635,-0.0710472,-0.33532798,-1.1122015
SW48,1.2620168,-3.7571146,-0.18352485,0.50445986,1.9827532,-2.7900188,-2.3148642,1.418082,1.1645361,1.4228925,1.9872113,0.29448304,2.0413606,0.8148798,-1.8343123,3.4030423
HuTu 80,0.15783824,0.81020784,-0.017423172,0.20751707,-0.8469704,-0.3420653,-0.103330374,-0.1770557,-0.37136206,-0.5766922,0.081766,-1.6856838,3.019454,-0.47726846,-1.9834051,0.026431954
HuP-T4,-1.1236213,-0.5501152,-1.3490129,1.3938022,0.6074946,0.038302284,-0.91753477,0.86967343,-0.1427821,0.66453385,-1.5447662,1.9605496,0.5988911,-0.5243286,-0.12656385,-0.2807167
BT-483,-0.5692788,-1.0686526,-0.9284304,1.5429085,-1.6567495,-0.7251802,0.905186,-2.0138042,0.31511927,-1.8696333,0.049738396,0.80887127,-1.3677874,2.3443234,0.8610337,0.79721147
Hs 870.T,-0.4167445,-0.044682164,0.27059698,-1.9640021,0.36369717,1.0807914,0.48932344,-0.049500696,-0.6283755,0.6507958,-0.66243047,1.4190489,-0.8921356,0.30484048,-0.46761447,-1.4848304
SNU-C5,-0.6058862,-1.736839,-0.11579479,1.2904242,2.1206956,-0.68577796,-0.1698397,0.85619026,0.36176276,-0.3112044,-0.46844336,1.1716319,2.1033618,1.6018571,0.39990738,1.3009981
UACC-257,-1.8890358,0.08979053,-0.7332242,-0.3516755,0.27074727,0.20763548,-2.138642,1.8872272,-1.2422527,-1.0388488,1.5262095,-0.5905729,-1.068771,-0.21317817,-0.5802031,0.76990724
IOMM-Lee,-0.54797965,1.1166817,0.9156899,-0.028730694,0.42965806,1.0293051,-0.19951881,0.90937865,-1.6254768,-0.7646941,-0.75578105,-0.09261568,-0.45389375,0.5462173,0.44967896,-0.7611981
CL-14,2.0537815,1.7221531,-0.74972326,-0.9206569,1.2903862,-0.5566654,1.7829688,-1.1246891,1.3644425,-0.2052666,0.83029616,1.3173181,-0.07588472,1.9146173,0.84534645,0.9264326
COR-L279,-0.7481313,0.826723,-1.5467948,0.2928631,-1.0527259,1.7890077,0.39633867,0.2060374,-0.29673803,-0.41556075,-1.8982934,-0.777164,-0.3179449,1.2805154,0.8767477,-0.78961974
P12-Ichikawa,2.2818282,-0.68801683,-0.61822873,2.1215696,0.2535309,1.3232999,1.2120278,-1.4744976,-0.47529882,-0.23988183,-0.3584011,-1.6347842,-0.8338986,0.48390463,-0.9022853,0.58803713
YD-10B,-0.5275381,-0.055892803,1.0014158,0.7283917,-1.5268235,0.526804,0.63457876,0.6192874,-0.38919777,1.79888,1.4536072,1.3364253,0.24481007,1.9345984,-0.15375479,0.50032043
NCI-H929,-1.8133802,-0.6338,-1.2221279,-0.7020944,-0.1787295,0.8809231,-0.27330405,0.36013278,0.1050489,0.7035514,-0.21998566,-0.772427,-1.3529234,-2.0121968,2.0800428,0.7830355
BHY,-0.6260549,0.20256975,0.4432421,1.5011235,-0.4182961,-0.85050064,1.0036749,1.9149134,0.6948365,1.7023168,0.7117353,0.16206567,1.2053638,0.0021194438,-0.05941228,-0.83685017
SLR26,0.81655467,0.47845396,1.8368651,0.43385413,-0.8395797,-1.1907457,-0.5500303,-0.13738824,0.65223664,-1.801654,0.6265016,-0.7458563,0.25022525,-0.8130195,0.9769626,-0.89665836
HCC1359,-0.5089671,0.09166372,1.3824995,0.34849608,-0.46480045,2.1393354,-0.59495145,0.37297568,-1.3695621,-0.1320809,-0.23180819,0.72347236,0.1480194,0.42217645,0.38529396,-0.18479455
CAL-33,-1.2798747,-0.120066345,1.4855629,1.6828773,-0.33506742,-2.3295546,2.3634777,0.31053382,1.1208544,1.2280704,0.16982858,0.14245975,0.20341855,2.7824135,0.7556525,0.7087529
SNU-308,0.97933215,1.5985315,-0.5367541,-0.14065184,-1.139264,-0.545367,0.9714426,0.7728979,0.457755,1.7340797,0.7554044,0.9346565,0.8719293,-0.17914045,-0.31627494,1.9659243
NCI-H526,-0.5405454,-0.068571866,-2.147435,0.0097628655,-0.7142256,1.2462423,1.1487142,-1.773468,0.058910348,0.5443408,-0.70476747,-1.3936203,2.363122,1.3047953,0.48765832,-0.27575526
NCI-H1395,-0.4946264,-0.4954026,-0.9595225,0.8524882,-0.60695314,-1.2868559,-0.53622645,-0.4078572,2.8055935,-0.74069405,1.6731288,-0.73320085,-1.3636886,-1.5398345,-0.9041723,0.8607565
KNS-60,0.2246918,-0.16735016,1.3273329,-1.1925151,-0.70870346,0.61362845,0.2955289,0.12435975,-0.3838083,-0.52134454,-0.27798367,0.29813784,-0.8440955,-0.0680942,0.47997102,-0.7851827
EFO-27,0.55952764,-2.383645,-0.17951721,-0.56293225,0.85862505,0.9569636,0.07025016,0.07961979,1.1018412,0.7339406,1.8141482,0.7169565,2.0005255,0.3973354,0.39437982,0.04526993
KMS-20,-0.7837123,0.096819766,0.049958915,0.07344585,0.59859467,0.58993256,-0.32359436,-1.0377055,-0.44343838,0.64189637,-2.1113265,0.433419,-2.8376184,-0.94456947,1.3627013,0.2886743
MEC-1,0.21049123,-0.36604795,0.18902974,0.95727324,1.6658239,0.03130985,0.93649036,-0.07509073,-1.0843576,0.67269343,0.31359798,0.15544854,-1.1900779,-1.9718535,1.4991324,0.15569311
HD-MY-Z,0.94522375,1.1454057,1.4778917,-1.1267506,-0.27708656,0.8018724,-1.7447991,0.44731733,-1.0461003,0.6380421,0.7930967,0.096038,1.2058592,-0.71226245,-1.1579194,-0.844619
