method,var,variable_type,metric,value
RandomForestRegressor,Erlotinib,numerical,mse,0.005208951278428562
RandomForestRegressor,Erlotinib,numerical,r2,0.010808446257689805
RandomForestRegressor,Erlotinib,numerical,pearson_corr,0.10396367758832796
