,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48
HCC366,0.6030116,-1.6008832,-0.14918293,1.2491496,-0.6455154,1.0075523,-0.33327898,-1.0256866,-0.7264536,0.50883275,-1.6868196,0.5665574,1.7563943,0.069722824,-2.0143213,-0.90047526,-0.27496094,-0.6059446,-0.39097926,1.365027,-1.259434,1.4583839,-0.7492629,0.7083853,-0.41225687,-1.9608245,0.13629016,-0.61161846,2.0626926,0.35416394,0.7346887,1.3576375,-1.3221589,-0.009994909,-0.972461,-0.3887202,-1.3327332,-0.25155836,-0.3913644,0.7625016,1.0573792,-0.1824604,0.33631077,-1.736158,0.7203612,0.3972084,1.562111,-1.478532,0.7958664
NCI-H2023,0.47111842,0.7048653,0.683512,0.85889477,-0.47221994,0.19892533,0.29996625,0.8493415,-1.102248,-1.8750266,0.1827537,1.5883945,1.4600662,-1.262429,-0.18317075,-1.0196834,-0.7700154,-0.7664856,-1.9604299,1.7855135,1.0097078,1.6137539,-1.5915251,-0.39093387,0.47091606,-0.04623648,0.3293894,-1.4804192,-0.7880921,0.0083723925,0.45636442,0.076683775,0.6221182,0.6711454,0.95160973,0.11201045,0.4811436,-1.6192224,-1.085591,0.96845555,1.3469391,2.4114401,1.585257,1.3609695,0.28020093,1.4733316,-1.7148751,0.7776149,-1.2432141
ZR-75-1,0.4705748,0.07931932,1.1809943,1.2361367,0.27676877,-0.8643868,-1.2695256,-0.025486842,-0.10122141,-1.0982554,-1.8778467,-1.2575201,0.13257684,1.1408172,1.4262325,1.5976425,-0.96910965,-0.756938,-0.5896895,1.1683774,-0.5641615,1.7744702,-1.458076,0.8727044,-1.1519222,-1.2550987,-1.5595069,-0.90085053,-0.49842545,0.08551194,1.0147585,-0.18168932,2.1041338,0.18642332,1.2719588,2.9792125,-0.69101834,0.86561936,0.44125152,-2.4166548,0.21629597,0.08380985,-0.056943312,2.6436608,-0.28136277,1.0870459,-1.3268334,1.3222256,-1.5207326
SBC-5,1.5368954,2.0040672,0.48891798,1.4471899,1.631557,0.23407489,-0.2800201,-2.0034423,-1.2031677,-0.7516645,1.2578744,1.1721852,-0.43281323,0.70086956,0.4928817,0.43240786,-0.5985378,0.016495325,-1.6693193,0.10055503,-1.4338781,0.5004076,-0.484289,-0.8057914,-0.0924603,-2.0729573,0.20119347,0.84393764,-0.038224243,-2.1619923,0.4928042,0.7818375,1.4621007,1.9511261,-0.8401009,0.30355465,0.30385816,-0.33036304,-0.52769965,1.2015548,1.4976021,1.3505727,-1.5007014,2.879473,-0.8598678,-1.2247616,-0.44663793,0.7615358,-0.6136711
LAMA-84,-0.53851587,3.1762664,-0.5274029,-1.6443533,-0.06230843,-0.81881016,-1.0764699,0.5842393,1.3852835,1.4634682,0.0314857,-0.27633482,-1.015903,-1.6075782,0.39338595,0.12820762,-2.1058388,1.2304904,2.3724673,-0.18555115,-0.87125015,1.0798934,0.24081622,-2.7481203,0.506694,-0.24462488,-0.28828612,1.1015686,2.1407008,-2.0076761,-1.4370302,-0.48686486,-0.8404396,0.080224335,1.6771338,-1.2885952,0.16529883,-0.06898725,2.805835,-0.44337535,-0.5794263,0.6126654,2.5390716,-0.7210466,-0.5533102,-0.44909608,-1.8569435,1.5832634,0.39782667
SK-MEL-1,-1.620815,-0.06895357,1.4170481,-0.5405643,0.73636293,0.087730885,-1.3769196,-0.038700495,-0.08884637,-0.9293887,0.10437284,-2.0077803,-2.9009092,-0.14259963,1.4884511,-1.2362381,0.50970256,-0.36561647,2.4574988,-0.02263403,1.4438547,0.36912,-0.49746773,-2.6535985,-0.05216561,1.5856552,-1.8858327,-0.9157727,-1.1861227,-1.9982079,-0.2886174,-1.0600933,0.97498685,0.305795,-0.26711372,-0.27769083,-0.06351579,0.24092805,1.5143027,0.465078,-0.5273754,-0.29254544,-1.1438749,1.4078836,-0.25225592,2.244294,1.6875144,1.0192914,0.68523526
Hs 578T,-0.6186468,-0.17287792,-1.9687331,-0.041411303,-1.0047702,-1.3514613,2.9826143,0.07430041,0.82079685,-2.1131258,1.8824027,-0.29796296,-0.8659408,-0.31979087,-1.6838617,0.074425615,-0.14308235,1.4512717,-0.8826632,-1.1090335,1.0059845,-1.0917841,-0.6339499,0.20485134,0.7258657,0.61632645,0.48443332,0.29338026,0.15670156,0.43061885,1.5742692,-1.5539272,-1.2007338,-0.7673733,-0.7046966,0.54528546,-1.0865304,0.63139206,-1.8930646,0.9707347,-0.2629464,1.7285478,-0.8556986,0.21854612,-2.1502898,-1.9750187,0.20304921,-0.3979505,0.71104014
Hs 688(A).T,-0.34011602,-0.47966838,-0.28164116,-1.0092746,0.39614928,-1.6844748,2.1149461,-1.0719689,-0.70633775,-2.6551843,1.3849064,-0.3286713,-0.27473968,0.32323158,0.060722686,-0.8424518,-0.87558275,1.5490949,0.3453713,-1.7063904,0.23178405,-1.232372,0.066221565,-0.26930332,0.43789265,-0.019124571,0.11043909,-1.4093661,-0.5302883,0.50446796,0.37283078,-2.003879,-2.1516912,-0.065010495,-0.27201682,0.64755964,-2.4943066,-0.17986305,-1.8855236,-1.4104912,-0.9672576,2.1326623,-0.45797262,0.9573145,-1.2333627,-2.4610724,-0.83121747,1.9966434,0.36366433
NU-DUL-1,-2.2176757,1.7850206,-0.5937574,0.16963786,-0.76217866,1.2850056,-0.9979646,0.6790644,0.5770254,2.7470534,0.43538892,0.00080486014,0.7518213,-0.6269394,-0.61369884,0.44467905,0.29185754,1.1992614,-0.23926474,-0.47333926,0.06922108,-0.17359892,1.4944274,-1.1395353,0.08193898,0.4523462,-0.9141422,0.33091015,-0.5276828,-1.5906769,0.25378406,0.05129399,0.29868522,0.47593126,-1.5734335,1.0630772,0.5461897,-1.6687785,-0.74795055,0.53810805,1.4413806,-3.4068534,-1.3038312,1.5481904,0.08504167,-0.2558173,1.5911425,0.21991435,1.4320705
ABC-1,1.7042744,0.9178148,-0.06913192,-0.48120615,-1.1305742,1.20013,-0.73310006,0.64201754,-0.9111938,-0.68654513,0.009011582,-0.30629563,1.3202823,2.0804284,-3.0235412,-0.76620287,-0.7942835,-0.5407499,-1.814006,-0.14358708,-1.0340282,-0.5832641,-0.6638644,0.7689938,1.9575831,-1.1543596,-1.7348517,1.9436867,2.459691,1.2988293,0.2170137,-1.6835141,-0.8432294,2.051863,0.20790415,1.9273574,-2.8665862,-0.1407746,-0.17049712,1.9050096,0.6522277,-1.0193462,1.0585063,1.1838547,-2.7918103,0.39203924,0.06885945,0.018426372,-2.01158
NCI-H524,-0.11538555,0.35850716,0.7005069,0.13472417,-0.5786496,-0.5214176,-2.61001,-2.3440397,-0.008532565,0.502773,1.2564125,-1.9801615,0.23420703,-0.17800316,1.3401898,-0.5025995,-0.28814855,-0.26172403,-1.4291993,0.38254175,1.1314374,-1.0905725,1.35269,-0.3455729,1.3774233,-0.4917674,-1.0763401,1.666621,-0.96388984,-1.2003113,-0.7979665,2.4891567,0.5743392,-0.585806,0.5775792,0.31506073,0.26488733,-0.9621144,-1.3336618,0.41428068,-0.8931392,0.89877295,-1.9512067,-0.7368248,-0.030738771,1.4335136,-1.709095,-0.3642456,0.4314757
Ishikawa (Heraklio) 02 ER-,2.4586694,-1.6884503,0.10761229,-0.027164502,-1.2220391,1.2285217,0.13564397,1.094804,-2.9108207,1.2159673,0.14919965,1.5550364,0.023394473,3.7384362,1.2178727,0.9459233,-0.084245086,-0.7869362,-0.08086507,-2.8452022,-0.42176774,0.45845687,-2.0196154,-0.014581788,0.5242654,-2.106999,-0.5976084,1.7077422,-0.12892956,0.31569344,0.03348991,1.4913402,-0.8585339,0.13862994,1.3589724,0.8384772,-0.18220554,-1.547936,-0.6907901,0.5015318,-1.385976,-0.93658555,-0.37785426,0.41702405,-0.07390282,0.33718237,0.19100212,-0.03629624,-1.531646
FTC-133,0.15236081,-2.80836,-0.18984075,-1.3869343,-2.0240002,-0.36805886,1.8354987,-0.40482074,1.8815833,-1.4047148,-0.09748926,1.1237473,-2.0779235,0.35984963,-0.8385975,0.56408775,-0.9029266,-1.051731,0.28286523,-0.1707509,0.3472501,-0.06134019,-1.2730969,-0.45739987,-1.2942724,0.6268784,-1.3907413,-0.105212316,0.025774002,0.048443522,-0.76066923,0.26830894,-1.9116777,-1.4175721,1.1098579,-0.4297791,0.2756708,0.42365837,-0.15510163,-0.65497,-2.3257396,0.81215835,-0.8665151,-0.36529896,-0.0969972,-1.390193,0.9856906,0.58603054,0.09131018
MHH-NB-11,0.11331628,2.7761998,-0.5014286,0.29474866,1.5221418,0.32252407,-1.262703,-2.7040663,-1.3205111,-0.5854968,1.0064722,-1.4746002,0.8768704,-1.2751201,2.4463944,0.1422143,-0.60570717,1.110583,1.0950931,-0.1945501,0.105985895,0.12091024,1.0517521,-1.7190087,1.2700746,-1.7449899,1.4019169,-0.9654286,-1.5462954,-1.099118,-0.21621197,1.2697358,2.186877,0.1374849,0.19031605,0.5702559,-1.4924918,-0.1928671,-0.42375037,1.8269299,-0.085036665,2.1559148,-0.5698551,-1.5781679,-1.2550976,-0.33479378,-1.1118218,-0.58622634,-0.022042759
HCC1897,-0.5161058,-1.4551142,1.6339047,-0.6811877,0.45527357,1.961247,1.2621453,-0.017239122,1.0913781,-1.0895703,1.3693138,1.3148758,-0.7456174,2.830445,2.5187123,1.8924949,0.3979437,-0.108954296,4.019706,0.20417038,-2.8827674,-0.26569816,-0.9679497,-0.98808753,-1.7952108,-0.34520733,0.6788971,-2.2377183,1.5692211,0.17326288,-1.8817134,0.8052023,-1.9863191,1.1547369,2.7065315,-0.61153543,1.8234137,1.185435,0.6645807,-1.3861114,-0.27451882,-0.06506665,1.2503057,-0.559165,0.3929026,-0.56128794,1.3290377,0.50492436,-1.8002857
PaTu 8902,-0.5437457,0.053074718,1.2169193,0.69667995,2.619824,0.6060678,-1.6143234,0.16082554,0.312165,1.0760169,-1.4430728,0.5767433,-0.13706598,0.31427166,0.09342748,1.2762489,3.2074764,-1.9642496,-0.8947703,0.55924445,0.58643144,-0.8601393,1.7014729,0.9179274,1.6539478,-0.2739807,-0.058063537,0.28101417,0.47882697,-0.47737068,1.6567514,-0.9169155,-0.027457073,-0.2650161,-1.4162592,1.2368126,0.27487853,0.114795804,0.9290867,-0.19171622,-1.1884847,0.6799464,0.9676397,0.4288172,2.2752337,1.1190506,-0.10672269,-0.79678303,2.0713983
JHUEM-1,1.1093248,-1.0962377,-0.82372975,-1.1390488,-0.3743917,0.9575962,-0.76105714,1.3901718,-1.5732888,0.5164909,-1.6238952,1.7377671,-1.3244047,1.8750007,1.9865303,1.0666329,1.1939911,-1.1353842,0.07735414,-1.6973218,-1.0746943,0.26111403,-0.50526327,-0.72399956,3.1005235,-0.837994,-0.9225054,1.0703869,-0.29682803,-1.7209156,1.5162492,-1.6318266,-1.437903,0.17775881,1.7723689,2.1658132,-1.5382112,1.5046037,-1.19239,1.4187123,-0.7924447,-0.53930616,0.91189414,0.7028998,-1.2247918,2.309587,-0.0132867545,0.8441938,-2.555907
SNU-886,-0.569376,-0.022987936,-0.9210568,-0.02395834,-0.19572969,0.53419375,1.6374191,0.0571207,-0.9931294,-2.5115395,-1.8154634,0.22823007,0.63416994,-2.4374564,-3.1307054,0.45666587,-1.2212971,1.5578473,-0.9128171,0.82945675,2.7229347,0.1729413,0.12697782,-0.60468715,-2.5280743,0.85716414,-0.4614271,-1.138953,0.09218858,2.233652,-1.5468643,-0.052901506,0.08367131,-0.26988438,-0.48903003,-1.6527233,0.82881343,1.0292425,0.9605788,-0.790092,0.8605281,-0.99150455,-0.82459885,1.0897747,0.04018428,-0.91096395,0.33674034,-0.63868207,1.3888184
HH [Human lymphoma],-0.74878836,0.00055072457,0.052638974,0.20561999,2.15798,0.3983637,-1.3732127,-1.5660172,0.8174473,2.7176318,0.12334471,-0.6716491,0.6629575,-0.594889,-1.5198267,-0.1909814,-0.8441969,-3.0553212,1.1949819,2.3926547,1.1672809,-0.845334,2.0854526,1.4335295,-0.06518139,2.8661466,0.9970584,0.6125708,-1.8614908,-0.97927874,-0.57854646,-0.31998482,0.58466244,-2.0350883,0.07559471,-0.41565895,1.1586255,-2.2576015,-0.3830008,-1.7059664,0.13317819,-0.118274376,-1.8518519,-0.6726328,1.5805928,-2.0181289,-0.047802836,2.961943,1.3347318
TE-1,1.6635239,-0.2844646,0.12562978,-0.48184395,-0.540549,0.3846222,-0.09145643,-0.8155112,-0.6763025,0.016237177,-0.13953725,-0.261316,0.827346,2.044844,-1.8872573,-0.30312753,0.6879057,-0.47118112,0.36870772,0.92408264,-1.2729746,0.09957332,-0.1486812,2.3843937,0.5921844,-1.7145855,1.8181448,-0.4645018,0.596178,0.17688096,0.5376275,-0.90693974,-0.9060269,0.19323346,0.24497984,0.9626914,0.25658616,0.15589783,-0.7029187,0.9068263,-0.43170676,-0.6682554,1.267846,-0.33624095,-0.3535466,0.47065744,0.99878013,-1.4997689,0.34230593
SUP-T1,-2.921759,1.1785945,-0.5550074,0.206955,-0.6916806,1.3828095,-1.2326089,-0.27598807,-0.7551299,1.1152241,1.554362,-2.2340841,-0.42713723,0.0061180294,-1.1506135,0.85832566,-0.74206257,-1.1708312,-0.8817365,1.2617346,0.7373767,-0.7803889,-0.6256677,0.027809873,0.46103024,-0.01112465,0.2768106,0.9182075,-0.9648194,-0.9196777,0.8721387,-0.24292651,2.352283,-1.2142732,1.3735443,0.7744072,1.2751192,-2.4926362,0.14807506,1.0586525,-0.93276596,0.22835544,-0.3597835,-2.525514,0.46901622,0.7397064,0.95185477,1.2620776,1.19631
KYSE-150,-0.20046557,0.053346615,0.46640345,0.573428,-0.4826709,0.227666,-0.91924417,0.14613762,1.6773162,0.3517766,-1.8002264,-0.43538073,0.18649477,-0.9361441,-0.1346823,-1.0371575,1.8328968,-0.019101577,-1.8979659,0.93409276,-2.3050344,-0.83737767,1.3601973,1.3107327,0.9323811,-1.2443858,0.3926554,0.4152146,0.80166745,-0.41533646,-0.61048365,-0.9573255,-1.6934917,0.284777,1.1724918,-0.3544368,-0.33698833,0.41827092,0.22687759,0.56347644,1.1572273,-1.3554254,0.544336,0.064679995,-0.9385131,2.6028302,0.44237748,-0.732091,0.34526637
SW1710,0.678219,-0.9893816,-1.8757656,0.42620978,-1.221353,1.6386497,0.78000706,-0.43156204,-1.0827012,-0.6677067,-1.9489486,2.481827,-0.42223826,-1.316992,-0.93779886,0.085636385,1.2481462,1.6596634,0.704498,-0.9200129,0.012592487,0.008268427,-1.699727,-2.5952234,-1.3895116,-0.38621157,-0.9140277,-1.5944479,-0.29699296,-0.02121117,-1.2265285,0.2959756,-1.1762525,0.28886688,0.29949778,-2.1141694,-0.549452,2.2114089,0.11305516,0.66107047,-0.47924435,-1.0889802,0.057135914,-0.8407745,0.57704395,-2.072771,0.69977975,-0.38383934,-0.43992257
NCI-H28,0.9857143,-1.4113303,-0.16105548,0.6084085,-1.6250136,1.7532048,-1.6852429,-0.4271537,-1.8095182,-0.63935214,-2.3370798,2.9872081,0.5454567,0.07176802,0.3363222,-0.25016445,1.7399628,0.44828945,-0.0644069,-0.11059686,-0.19670853,1.600368,-1.3062223,-0.5268842,-2.6323419,0.60111177,-0.84531057,-2.0021362,-2.5222337,-1.6820592,-1.8824874,0.1841923,1.9098498,0.2700994,0.1794109,-2.962725,0.83085096,0.086372785,0.12779893,-0.6487585,1.039251,-0.5293848,-0.05574931,1.5715111,1.2415739,-1.347118,-0.47133276,-0.6954679,-0.64645755
HT-55,1.1369817,0.003078029,-0.46847317,1.1032465,0.8154928,-1.6611364,-0.19612758,1.7699472,-0.5822426,1.4128113,-1.2950655,-0.3629132,-0.43227977,1.0695249,1.1245999,-1.1186421,0.59553283,1.2212689,-1.4917879,-0.6894341,1.7979838,-1.559184,-0.1780205,0.32418293,-1.3877524,0.875659,0.02789196,0.11229509,1.0928319,2.2534294,-1.2214966,0.2939593,0.27142638,0.22689871,-1.5968733,-1.6958687,1.4949254,1.3107401,0.6100814,-0.26267081,0.04573843,-1.9797316,0.41606373,-1.0938209,0.7244621,1.2078865,-0.7543389,0.571821,-1.5238758
CAL-148,-0.1560455,-0.023055226,-2.635152,-1.068478,-1.2108543,-0.13238826,-1.4000701,-0.7196719,-0.21963635,-2.1743326,-1.2097975,-0.20569012,-0.25420743,3.303798,2.1173527,2.4168496,-1.1468084,-0.947707,-0.82842106,-0.14307617,-1.991867,0.67276645,0.5023266,1.1977817,-1.7730796,-0.5140419,-1.6562711,0.25832716,0.37443304,0.6591177,-1.591074,0.5797413,-0.6871775,0.4493136,2.352756,0.9709029,-1.156282,2.8912244,0.5201659,-1.23422,-1.5176504,-1.67699,-1.1191182,0.4463965,-1.6020503,-0.5434928,0.46567413,0.06884517,-3.5652404
VMRC-RCZ,-0.06510414,0.15293546,-0.66941375,0.7815153,-0.8346659,1.5890064,-0.6886621,0.25030312,-1.3260645,-0.5972454,-1.5730519,2.4808207,-0.4779432,-2.8012097,-1.3661251,0.17412883,1.5171614,1.4652487,0.07672945,-0.6030232,0.6815818,0.22659516,-1.9998548,-1.7600187,-1.4985732,-0.2689093,-1.5688238,-1.461318,-1.7461437,-0.03025274,-0.65403587,-0.12439892,1.0764384,0.13499343,-0.31682894,-1.1743201,-1.2644507,1.6269931,0.44250014,0.91379946,0.2643386,-0.5969068,-0.28520066,0.7970875,0.09356575,-1.1477667,-0.9960393,0.376771,-0.19233538
OCI-Ly3,-0.24169326,0.57795227,0.9407366,-0.47362965,0.062514484,-0.0855196,-1.2989261,-0.6208155,1.3644159,3.6308236,0.7583668,-0.5734122,0.9500555,0.20167747,0.56155086,-0.21391848,0.17559057,0.43454677,0.7088231,0.5153365,0.26547396,-0.16009733,0.24280865,0.8629697,-0.4546675,1.2971377,-0.24407987,-0.26088026,-1.4278456,-1.7965212,-0.4568557,0.6336027,-0.20285527,-1.0001949,-2.0063279,1.3012499,0.05225672,-1.4390209,-1.3739767,-1.1165625,2.178219,-2.9711814,-2.536234,1.0015993,0.80086786,0.5744474,0.14926073,1.1762273,1.5222207
SNU-1041,0.3914388,-1.5194485,0.2954604,1.0046753,-1.1849015,0.88366824,-0.16714092,2.445065,0.20341899,-1.2408104,-1.0372933,-0.6636284,1.8393987,1.272959,-0.2760979,-2.7525542,-0.06214681,0.7629328,-0.657494,-0.3883416,-0.22840823,0.03926234,0.8779623,0.4702941,1.8066549,-0.45499954,1.1073598,-0.10234046,0.5026666,0.4414056,-0.7549471,-2.1566992,-0.6147981,0.88425016,0.9273672,-0.49084833,-0.08827139,-1.1985836,-0.5955152,-0.886605,-0.1096903,0.079392314,2.2514808,-0.73443675,-0.040595565,1.1019315,2.4542084,-1.3184736,-1.3805501
OCI-M1,0.5613468,1.5295733,1.4761031,-0.9520775,-1.4711392,1.4110234,-2.8893757,-0.6249487,0.8198289,0.9683654,0.8644618,0.12928234,0.013656095,-1.3037114,-1.7452195,0.23258044,-2.0425565,1.5710886,1.4909971,0.43049878,0.3977449,0.72701323,0.45586634,-1.2352573,-0.8396399,0.029160693,-1.7075042,3.2269306,0.98633146,-1.1207263,-0.35539684,-0.0967948,-1.1466361,1.97901,0.07199132,-0.43966448,0.919292,-0.7870526,3.8237984,-1.2889372,-0.27824634,-0.31662285,2.001262,0.9219654,-0.647512,-2.0410645,-0.086929925,1.1658074,0.9978389
YD-10B,0.8774515,-1.2030047,-0.055456676,2.0922968,-1.4100761,0.093506224,0.41624573,2.2718542,3.591551,0.9577055,-1.4574336,0.37090018,0.21823907,-0.43949008,-0.05935557,-1.8707,1.2555115,-0.1926645,0.052093603,-0.22221997,-2.0192811,-0.25004485,1.6385833,0.8293491,0.13163535,-0.8520567,1.8306082,0.4446747,0.18443507,-0.10935405,-0.3432096,-1.5366184,-1.190299,0.18872643,2.0482488,-2.5007222,0.21621487,-1.2921667,-0.23284726,-0.29569468,1.0092735,0.06232884,0.21324709,0.059267335,-2.2185764,-1.0230616,1.3052678,-1.2906135,-0.44256932
ACHN,2.049154,-0.9545102,0.8201214,-0.20598221,-0.24128924,1.0555155,-1.1683004,0.6482904,-2.3249998,0.06004808,-1.1225573,4.4497395,1.6437817,0.13858622,-0.8820467,-0.19089228,1.2836791,0.86390555,-0.16947566,-0.05339532,0.04195454,1.5235381,-3.2963736,-1.3007907,-1.0769721,-0.07605341,-0.056982037,-2.2030756,-1.4194127,-0.1435237,-1.3209636,0.14183551,-0.5889956,0.43931115,-0.58069193,-1.0825332,-0.71322155,0.6008867,-0.91032934,-0.22375128,-0.4263685,-0.874159,-1.2707669,0.89739186,2.3301702,-0.73008686,-0.18656601,-0.048586387,0.83659464
EHEB,-1.378734,-1.253001,1.657274,-1.4162078,2.4761147,-0.19969994,0.029000334,0.3801511,1.5890051,2.7484932,1.4485264,0.09543361,0.80769324,-1.6586066,-0.46644205,0.32646322,0.3323836,-0.058092766,2.5234191,1.3746622,0.20120165,-1.0106367,-2.1803076,0.8859673,-2.583327,4.1975775,0.5316281,-0.4347609,-1.9417013,-0.8975298,-0.060115963,2.184995,0.8096918,-0.44448638,-1.0598954,1.4990118,0.7162431,0.57834977,-0.105036065,-0.99864715,1.8861871,-3.0291824,-2.406185,0.9483464,0.99382687,-0.01613304,-0.5154457,1.4171903,1.3695472
NCI-H650,0.04004111,-0.007899094,0.3098449,1.376072,1.3607923,-0.25906655,0.2066525,-1.1587551,1.6174504,0.8514545,0.7788665,1.1381412,-1.8090955,-0.5733783,-0.5519113,0.07707882,0.12673414,-0.91574734,-1.4121945,1.4003183,-2.0155554,0.7220889,-1.0586219,-1.4529134,-0.16869155,-0.051003702,0.22772263,-0.2995555,1.8395724,-0.7521167,1.2027712,1.2452701,-0.723196,-0.08395608,-1.2773403,-0.76814204,-0.18918583,0.4973483,-0.41558304,0.5565702,0.34761637,1.5779849,-1.293471,-2.0512292,1.5021741,1.0929788,0.3913043,0.88009566,1.0948507
HCC4006,1.7786254,-2.2216353,2.978107,-0.39735729,-1.513239,3.1926923,-0.22359553,1.996314,-0.88590664,-2.2676778,1.4464263,0.3239028,3.1654158,2.6515281,-2.1340032,-1.1427863,-0.17395328,0.92766106,3.33926,0.03493986,-0.40757108,1.5907633,-2.2919092,0.7207623,-2.0533774,0.33632106,0.22126028,-0.28749567,0.4198754,1.6119738,-1.3346524,-1.3941561,0.78060895,2.0295706,-0.0198978,1.1563536,0.3150578,-0.06122287,0.877497,-3.3677814,-0.1088268,-1.2872783,1.1533787,1.6634867,0.52776617,-1.5089042,2.4828107,-2.256513,-1.9584736
HCT 8,0.8806723,0.80976576,-2.1036854,-1.6690483,1.0434691,-0.76933223,1.1913962,1.1114433,-0.58678883,-0.70621306,0.26621076,1.740404,-0.36675742,2.5133035,1.9888407,1.4971844,0.24983552,-0.29579198,-2.1907554,-1.5279804,-0.8608659,-0.6888491,0.88429636,0.26447713,0.56156063,1.0982765,1.4546437,1.1948158,0.9830575,0.89106774,-1.4287496,0.22039093,-1.3199416,0.16215056,-0.100008085,-0.55912066,0.43013588,1.0802773,0.3906094,0.27395207,-1.1805564,-0.65227157,-0.31353414,-0.6926712,0.5367998,1.3803201,0.026765801,-0.12614489,-1.2393436
KM12,-0.10702098,0.7813699,-0.39725393,0.98510444,0.70910394,-0.38929516,-0.112799965,1.3895543,-0.57602644,0.13922086,-0.17299724,0.2444249,-0.69935656,0.59510016,1.959286,0.03587275,1.0676899,-1.6354799,-2.1355202,-0.81109345,1.1460341,0.2213288,-1.1674458,-0.611059,0.39565948,1.1970489,-1.0221719,2.500462,1.3507293,1.3467442,0.45378712,0.16817647,1.0528946,-1.177201,-2.0858183,-0.4776093,-0.5418895,-0.9733903,2.0255842,-0.22291757,-0.9907789,0.39864376,-0.5289084,-1.3057156,2.556719,2.0244083,-1.1205668,1.2196993,-0.5371921
JHOC-5,2.0048823,-0.9053355,-0.05662155,1.770157,-1.2471837,2.2890496,-0.5188091,0.12199728,-0.5019498,1.1990807,-0.32695147,3.6136568,-0.48004243,0.54471594,-1.4137868,-0.10718127,1.6902941,0.7073072,0.33987027,-0.09362434,-0.8752451,2.5645835,-2.583103,-1.1430188,0.40353268,-0.23608023,-0.7271381,-1.010803,-0.80431837,-1.8231393,-1.3815666,-0.6173124,-0.08695065,-0.14009085,-0.77639973,-0.044674568,-1.0426095,1.6854305,-1.6041282,-0.21319538,1.0438077,-0.3235839,-0.2603667,-0.1273781,2.4325416,0.8382713,1.5742897,0.19650728,-1.0269862
MOTN-1,-1.1878093,0.04720972,-0.6306855,-1.0302242,0.46877825,-0.49537343,-0.4954438,-0.8466505,0.34478894,3.1989577,0.9497943,-1.551155,0.33289096,-0.5474789,-0.744098,1.2385606,-0.564665,-2.683407,4.082034,3.2773023,-0.4124513,-0.010143355,1.4237583,-0.486541,-1.2407279,3.4566934,0.08643288,-0.20046146,-0.8853691,0.2605242,0.91605526,0.41577107,-0.21393178,-1.3961209,2.359312,0.07446286,1.0409201,-0.2828807,0.97970694,-1.0779239,0.61026853,-1.7014545,-0.21359366,-1.7393324,1.0914314,-1.6977606,-1.4696394,3.1341624,-0.43395004
OVISE,3.441439,-0.5510259,1.309557,0.71261835,-0.80293834,1.828985,-0.5540153,2.0498958,-2.320257,1.4609317,-0.40409166,2.704973,0.36407986,0.9441421,0.19002935,-1.9919137,1.9562731,0.25258553,1.8353106,-0.521918,1.2874295,1.0422649,-2.5960402,-1.5312315,0.7249015,-1.3197249,0.38911957,-1.0837146,-1.0937705,-1.7178205,-0.27603504,-2.2683623,0.74348044,0.9136504,1.2150338,0.7249429,0.10135854,0.8553322,-1.6305108,1.8580245,1.4984918,-0.0021268688,1.4894807,0.4882875,0.68436736,0.9690055,0.2553755,0.96204793,-3.7903264
SNU-8,2.016993,-1.5077714,0.1816769,0.4355081,-1.5499765,2.4262216,-0.19788441,0.7388137,-1.8547618,2.2087185,-0.7791261,-0.26828176,0.55708027,-0.38872606,-2.5136945,0.32374123,0.8391257,0.20092155,1.8259534,-1.4454871,1.3060789,1.0674294,-0.31751546,2.2765543,1.3504596,-1.6559306,0.731613,0.37017187,-0.790928,1.0975015,0.41405126,-0.9029028,0.508651,-1.6137059,-0.18021613,0.22958297,-0.0685438,1.1482403,-0.1971472,-0.55586004,1.2602118,-0.9734957,-0.25723863,-1.2581174,0.3577845,0.13517092,0.6998618,-1.9754905,-0.04334753
