,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
ONCO-DG-1,0.4134526,0.2505355,0.47355095,0.08064979,-0.79249763,0.8589685,-0.6651794,-0.13466538,-0.08234383,-0.5400388,0.0779151,-0.28354433,-0.25032344,0.081065975,-0.40839761,-0.118643865,0.38849545,-0.018347248,0.7068143,-0.78588825,0.14707454,0.0020475723,-0.48435682,-0.09264937,0.030088592,-0.23882067
ES-2,0.19227506,-0.94461715,-0.68341565,-0.11070493,0.33617112,-0.8962643,1.3079169,0.030059082,1.3303695,1.3392004,0.8445066,-0.43368632,-0.7019686,-0.54904735,-0.28575778,-0.3808173,-1.2054248,-0.19570191,0.48385817,2.033641,0.47175533,-1.5402592,0.82291293,0.3695768,-0.71115416,0.37289193
HH [Human lymphoma],-0.042773567,0.13213113,-0.5211878,-0.30822444,0.50410837,1.4273698,-0.9107961,0.1308378,-1.5763462,-0.5834788,-0.83716357,1.0398,1.3478951,-1.1674211,1.8127705,1.5797265,0.546884,0.75223815,-0.94592154,-0.9589988,-0.97354865,1.0602775,-2.189261,2.5638628,-1.8875624,0.5888017
Hs 683,0.76798683,-1.9687947,-0.998412,-0.4459895,0.5812184,-1.3960987,2.5951562,0.20587568,2.5789917,2.7234428,1.6180147,-0.76514757,-1.5389959,-0.41782776,-0.6847862,-0.9774988,-2.7099493,-0.6809605,1.1946932,3.1041832,1.2393668,-2.6213002,2.3728433,0.5400343,-1.0992874,0.5963097
JHOM-1,0.58630294,-0.99094725,-0.6969514,-0.089142784,0.34461284,-0.7066854,1.4153558,0.3875699,1.6790074,1.3914995,1.1363137,-0.4145416,-0.88032037,-0.13281545,-0.31396574,-0.6564869,-1.4756708,-0.5491549,1.0116891,1.8449919,0.7344798,-1.7936729,1.7468582,0.22958371,-0.3527665,0.43114337
HLC-1,0.15316646,0.15892397,0.5505769,0.19378099,-0.59592813,0.22783399,-0.2273248,-0.51477087,0.10514992,-0.5189424,0.021217724,-0.2656785,-0.27143842,-0.07257111,-0.28709972,0.00056904927,-0.095446475,-0.012603427,0.37630615,-0.39526406,-0.034381993,0.05998743,0.073347695,-0.064209044,-0.38379094,-0.31754437
LS180,-1.0241014,1.0030404,-0.19327742,0.8357737,0.5583848,0.72479844,-3.5170834,-0.048005726,-1.6243508,-1.6642346,-0.35870856,-0.021526638,0.10754426,0.5395176,0.9597112,0.50927263,0.48546374,0.19905889,-0.55326045,-2.3087738,-1.1963255,1.7289822,-0.40473244,0.08388479,1.4462366,-0.5519386
QGP-1,0.59545755,-0.52829176,3.3889735,0.77264106,-3.2038713,0.3624535,-1.8090258,-2.821709,-2.347479,-4.0962877,-0.31265214,-0.50698036,-1.0592297,-1.1202264,-1.4867423,0.4196153,2.1264784,1.720946,0.94044536,-2.1790004,0.030372508,3.564844,-3.2590094,-1.4896218,-1.1862915,-2.3781419
CAS-1,0.7416081,-2.0686748,-0.85126245,-0.6312167,0.3420487,-1.5703514,2.4643633,-0.07932481,2.2590845,2.4284906,1.6089964,-0.5927529,-1.6438888,-0.4930507,-0.7717446,-1.1092839,-2.8172364,-0.5236965,1.0408025,3.0808067,1.2432975,-2.4263632,2.2618194,0.44269675,-1.0925355,0.43491945
SU-DHL-4,-0.19869117,0.24263929,-0.32846773,-0.80712616,-0.017736891,2.1037354,-1.2240376,-0.12532897,-2.6942844,-0.3065246,-1.6848925,1.8784722,1.5798067,-1.7002612,2.6956758,2.7255685,0.22536223,1.3295639,-1.4154187,-0.77380425,-1.1779861,1.1635735,-3.357037,4.9166846,-3.5808423,0.22234395
LCLC-103H,0.23888783,-0.56118566,-0.4724529,0.083403215,0.20745367,-0.57533836,0.88104594,0.10782386,1.4867119,1.2054393,0.92734146,-0.49813685,-0.84149975,0.04268531,-0.2559691,-0.61819863,-1.0056822,-0.28895763,0.87286454,1.3077017,0.4379027,-1.468682,1.310992,-0.0071452744,-0.5476665,0.47970954
SNU-1196,-0.40989855,0.709032,-0.23569787,0.68875974,0.097952455,0.12935092,-1.667954,0.055166844,-0.55175185,-0.4800587,-0.053864073,-0.2910863,0.16850993,0.25975183,0.7793748,0.24853958,0.49995208,-0.051321834,0.031241987,-1.1164193,-0.5502717,0.61032575,-0.30272385,0.3472107,0.3590826,-0.09029529
U2OS,0.5679744,-0.70609164,-0.18102653,0.019309208,-0.238572,-0.5780822,0.80122596,-0.17330809,0.81307447,0.8900073,0.67895496,-0.37556896,-0.8203128,-0.3761054,-0.34690353,-0.50791377,-0.97383505,-0.1804268,0.81023127,0.963528,0.7472432,-0.73092645,0.6617533,0.020811435,-0.58456063,-0.22351104
SLR26,0.12336224,-0.4503482,-0.008822456,0.45019543,0.7834275,-0.42719746,1.025376,0.32409665,1.2027084,0.9448397,1.1973331,-0.39878526,-0.46296751,0.5278368,-0.47682458,-0.35710502,-1.228263,-0.42129338,0.7641987,0.82828003,-0.2672662,-1.8194524,1.8776097,-0.32231292,-0.12105994,0.57535666
SNU-201,0.88694674,-2.15022,-0.93800163,-0.7014961,0.6609481,-1.5436298,2.3949795,0.14232452,2.442436,2.6457605,1.998586,-0.6876028,-1.6327819,-0.36145112,-0.9144823,-1.2153094,-2.8485508,-0.6063283,1.3012242,3.1107042,1.3981256,-2.7890491,2.6745212,0.43472275,-1.1281478,0.49909917
SR,-0.039461423,0.056277476,-0.977193,-0.022219677,0.8948684,1.0381845,-0.17360814,0.10602415,-1.1919678,-0.21892104,-0.14573278,0.9239734,2.012308,-1.2882527,1.7583481,1.584058,0.41718486,0.6282562,-0.8415151,-0.31720102,-0.9874488,0.28028655,-1.3306856,2.0162373,-1.545508,0.80259204
MCF-7,-0.40053368,0.13021284,0.29582146,0.14991434,-0.07113942,0.6513747,-1.3847001,0.04167739,-0.8887346,-0.7864997,-0.2210528,-0.2973377,-0.21936953,-0.055208962,0.12381029,0.3458918,0.69832724,0.6452795,0.32607546,-1.0515318,-0.38934362,1.4935943,-0.9505174,0.15261337,0.01947632,-0.3262607
JJN-3,-0.106524795,0.2996024,-0.60544395,-0.6289602,0.5741706,1.854549,-1.3754162,0.4294189,-1.6693605,-0.5602372,-0.7494713,1.0659958,1.3525621,-0.81161624,1.7395014,1.5735588,0.36377272,0.5827363,-0.82823,-0.861428,-0.737544,0.40811566,-1.7081432,2.2337828,-0.908129,0.3352362
DMS 79,0.61777604,-0.49364161,3.7724712,0.5497368,-3.8503633,0.5660924,-2.2538946,-3.0363023,-2.855234,-4.5451226,-0.6388515,-0.66486794,-0.6829248,-1.5026063,-1.7239745,0.26258373,2.6174014,1.8955851,1.0926381,-2.333035,0.0047730207,3.8000746,-4.069201,-1.6902087,-2.0324585,-2.8265488
Peer,-0.25559214,0.5882224,-0.8473532,-0.17960706,1.0560896,1.8610623,-1.2036668,0.4151689,-2.055887,-0.4131639,-1.0660493,1.3792101,1.9716089,-0.9588768,2.4465396,2.131949,0.65040094,0.69782674,-1.4198923,-1.4918553,-1.5203513,1.0910239,-2.5187569,3.1128123,-2.0692391,0.43044966
OV7,0.3197985,-0.99139607,-0.8972635,0.00811122,0.52124107,-1.0510095,1.6786141,0.43340337,1.9833682,1.8999082,1.360082,-0.5222001,-0.9609986,0.013673959,-0.21625474,-0.6130092,-1.8798301,-0.43376672,0.8432237,2.161188,0.63426125,-1.979833,1.843333,0.3841389,-0.75908774,0.7014352
TE 441.T,0.3769201,-0.467745,0.29290426,-0.6261698,-0.38505197,-0.36265633,-0.03997176,-0.6615482,-0.16751817,-0.37628743,0.24183962,0.13680854,-0.49896565,-0.557022,-0.12770095,-0.24177212,-0.17015581,0.30022287,0.092380054,-0.03850726,0.58743316,0.23272844,-0.6142435,0.10660075,-0.88348603,-0.3044824
TIG-3 TD,0.5160411,-2.2667298,-1.2995148,-0.59141445,1.5013912,-1.8520881,3.3897517,0.8773987,3.497668,3.7198317,2.1540775,-0.60693395,-1.9213179,0.0689854,-0.4271197,-1.1777378,-3.9388075,-1.160407,1.3425922,3.6151044,1.458178,-3.8080347,3.8015149,0.67413664,-1.2909137,1.0252093
AGS,-0.4864434,0.73188514,-0.42347968,0.8393682,0.09281756,0.36996832,-2.104604,0.16096374,-0.6845896,-0.605175,-0.20490946,0.14177915,0.22144213,0.35023153,0.79034954,0.14497921,0.6300431,-0.1041493,-0.25015825,-1.422273,-0.3679883,0.75287646,-0.40629813,0.5016016,0.93105763,-0.12851027
SW579,0.6645736,-2.298658,-1.0821161,-0.5722309,0.94903505,-1.6010456,3.1926873,0.6607267,2.9261577,3.4618456,1.9784803,-0.89832574,-1.8692293,-0.6098649,-0.57070893,-1.0916334,-3.284159,-0.8960256,1.5199025,3.3689802,1.3575277,-3.3206897,2.9265409,0.5913816,-1.4933499,0.98859876
SW1417,-0.89650786,0.5646138,-0.717201,0.5487329,0.033528887,-0.43286434,-2.3366983,0.07060741,-1.147152,-0.3114675,0.19493796,-0.15724826,0.24028751,0.45109043,0.91062504,0.36668676,0.16201639,0.22323716,-0.46605965,-0.8514279,-0.8871791,0.91612786,-0.18221062,0.09629764,0.38939354,-0.67678815
BICR 56,-0.23728542,0.5716974,0.1329028,0.28497466,0.2428284,0.37382028,-0.47199982,0.52745,0.18026866,0.053644408,0.6079089,-0.9435894,0.3598259,1.5270971,0.42840576,0.41153923,-0.4503101,-0.3001719,0.7254652,-0.5971572,-0.91414356,-1.3196744,1.1892452,-0.16332223,-0.08866664,0.26869306
HCC70,-0.25648522,0.53507614,-0.31535745,0.40897992,-0.13835184,0.4305723,-0.63665503,0.4417695,-0.29517964,0.3037072,0.22316231,-0.8482029,0.57943547,0.55662125,0.5872801,0.41442126,0.30656332,0.00030680094,0.8905786,-0.93551075,-0.45971644,0.12413661,0.05448021,0.09932102,-0.20848608,0.52855796
VMRC-LCD,0.31760806,0.059930995,3.0895119,0.5876499,-2.9152198,0.635291,-2.3721814,-2.4925506,-2.4116366,-4.4952364,-0.30851728,-0.47408706,-0.6962274,-0.9319533,-1.2016443,0.3867643,2.1584115,1.7212379,0.79018915,-2.2734122,-0.4214601,3.4366002,-2.9791574,-1.3137975,-0.99334675,-2.418904
COLO 704,0.93524444,-0.21593364,3.3576136,0.4536546,-3.7447033,0.41040134,-1.221718,-2.8545954,-2.378891,-4.033005,-0.5733857,-0.5935035,-0.94765544,-1.7568024,-1.68341,0.048917048,1.9547689,1.8727291,0.6931267,-1.6098975,0.09797965,2.8485045,-3.326469,-1.7170515,-2.4780245,-2.2372084
SNU-869,-0.48097214,1.0217843,-0.6822175,0.91435266,0.30722666,0.36799374,-1.9976186,0.50362325,-0.56522936,-0.5047454,0.040135104,-0.26752687,-0.03752007,0.49702996,0.7343593,0.49675,0.4988164,0.22738448,-0.16447066,-1.3843328,-0.6109961,0.4107024,-0.039912596,0.32685187,0.5270024,-0.06237977
SNU-466,1.0051991,-2.3557522,-1.0304044,-1.2872859,1.2050012,-1.3796521,2.8114295,0.26185855,2.6892247,2.9336827,2.3997114,-0.93136495,-2.032751,-0.23963842,-0.71809167,-1.0578125,-3.2086217,-0.74972254,1.2630694,3.5111399,1.5294458,-2.9446056,2.5409453,0.50342524,-1.3490659,0.67917055
KU-19-19,-0.13938631,0.3191046,0.25165144,0.025610145,-0.23759589,0.21127158,0.15308501,0.35421246,0.49118274,0.15339468,0.49102902,-0.92640245,-0.021546049,0.6446688,0.16287984,0.19565493,-0.044342007,0.06410284,0.78778696,-0.20607357,-0.48828554,-0.93144685,0.5853076,-0.054074463,-0.6335753,0.30514783
IM95,-0.85751104,1.0551996,-0.060815006,1.0119549,0.16391328,1.2383226,-3.5351048,-0.26873845,-1.7366704,-1.7246616,-0.3569723,-0.0200941,-0.00933704,0.36006266,1.0831592,0.4227687,0.66297436,0.14943323,-0.5197652,-2.3469408,-1.0892187,1.6877841,-0.62070966,0.22085048,1.6523474,-0.48658338
23132/87,-0.8173632,0.9560619,-0.0074465126,0.6122297,0.15398405,1.0326827,-3.2884104,0.055665176,-1.3582495,-1.3507868,0.08001195,-0.014082048,-0.10786019,0.37037683,0.8605027,0.23591982,0.7383199,0.4513594,-0.090790056,-2.129319,-1.049566,1.4413114,-0.57030964,0.14990999,1.3416554,-0.57089317
Hs 934.T,0.35128516,-3.016506,-1.5337775,-1.0442576,2.170024,-2.6266956,4.360189,1.4861805,4.565744,4.897708,3.0577066,-0.6621517,-2.26593,0.06346582,-0.487446,-1.4725097,-5.484367,-1.3366039,1.7255747,4.707521,1.6346487,-5.010477,5.3773327,0.6794291,-1.6134642,1.8612019
JHH-1,0.38407704,0.04331992,-0.09827433,0.22854343,0.026767796,0.72920084,-0.48724827,0.37320793,0.094522394,-0.24419884,0.19967993,-0.10228215,-0.008374739,0.3530886,-0.37578624,-0.13465667,0.041908275,-0.26590297,0.6038352,-0.62012285,-0.07100888,-0.02002744,0.1542815,-0.04480272,0.44559368,0.32290217
KYSE-510,0.041890766,0.35881227,-0.00083009154,0.19201238,-0.04414752,0.2998377,-0.6428944,0.1279358,-0.2607925,0.13744313,0.13894756,-0.06678474,0.16174884,0.4983442,0.52606285,0.038659137,0.25951,-0.30645883,0.35665444,-0.6714542,-0.3033306,0.13042511,-0.20016532,0.45685482,0.015104274,0.07045365
NCI-H838,0.19668874,-0.5458877,-0.10027309,0.075677514,-0.025078164,-0.3771889,0.80735135,-0.29007044,0.7686261,0.6424162,0.39473632,-0.2748104,-0.24060807,-0.23636025,-0.36151317,-0.23007223,-0.4169883,-0.05562368,0.43530634,0.7657738,0.4317487,-0.51329225,0.29606637,0.2743159,-0.87208587,0.14306504
SNU-478,-0.44925323,0.73668116,-0.41555345,0.66295445,0.10521436,0.30441198,-1.1147505,0.52054787,-0.3789567,-0.011304756,0.07139848,-0.5802578,0.42777953,0.5902833,0.67566895,0.35129493,0.50222015,-0.12698013,0.33936778,-0.96441627,-0.7275517,0.10172376,0.040490612,0.02450951,-0.029451113,0.35653058
T3M-4,-0.08969484,0.53804123,-0.18675381,0.35330313,0.12620634,0.49616748,-0.897674,0.22166589,-0.2894733,0.048150014,0.31467378,-0.35564116,0.41403663,0.64247674,0.46047726,0.30025882,0.25021264,-0.25756213,0.18031988,-0.6201357,-0.6460436,-0.15621984,0.040975578,0.29106134,-0.18326938,0.2583011
NCI-H2081,0.71709126,-0.4152872,4.320638,0.50039244,-4.24188,0.57294154,-2.1411014,-3.4523635,-2.9400547,-5.509942,-0.75407237,-0.64236706,-1.2207896,-1.4991237,-2.1713197,0.44045842,2.3618124,2.0626392,1.1887501,-2.426894,-0.14168979,4.117136,-4.1819625,-2.1050735,-2.3409417,-3.162364
KYSE-270,0.160045,0.11844738,0.4328885,-0.087572426,-0.13693403,0.5957382,-0.4289256,-0.04939566,-0.03131532,0.02804212,0.17223345,-0.44746786,-0.250618,0.6090051,-0.09771803,0.07301661,-0.1094535,-0.10604985,0.81344706,-0.3775235,-0.2246715,-0.6443057,0.30405128,-0.18837428,0.0020010797,0.058493875
CAL-51,0.17552854,0.18632303,0.15036012,0.3283,-0.057795458,0.32088685,-0.36851677,-0.19215162,-0.006790284,-0.36544323,0.079071954,0.025499165,-0.13620313,0.09510003,-0.37187535,-0.085136026,0.09332409,-0.2865112,0.4129065,-0.24327342,0.22373222,-0.10150905,-0.117863595,-0.117391005,0.08327635,-0.08925259
CADO-ES1,0.47989678,-0.3926053,2.3716695,-0.24347484,-2.3032813,0.025554746,-0.63860375,-1.4791825,-1.7799897,-2.7121196,-0.54461515,-0.16628805,-1.5230654,-1.2612075,-1.1394298,0.32934293,0.5205203,1.2896749,0.55842155,-0.87296176,0.26819986,1.6489346,-2.542176,-0.4560771,-2.0352917,-1.5467736
COR-L51,0.5687659,-0.44607246,4.6179037,0.4807737,-4.374254,0.78518355,-2.5401313,-3.5313447,-3.2712703,-5.901102,-0.7789281,-0.5842924,-1.3781712,-1.4589292,-2.252597,0.5763882,2.4067695,2.323356,1.3093276,-2.583475,-0.021977425,4.6188707,-4.388341,-2.4204879,-1.9766144,-3.38532
OCI-AML-5,-0.620892,0.46108454,-1.784586,0.209566,2.1920974,2.3869169,-0.29930806,0.2102304,-2.428096,0.020857556,-1.1807088,1.7950212,4.0051217,-2.311749,3.0553036,3.034658,0.9758619,0.10893163,-0.64747286,-1.0500733,-1.9054134,0.59580076,-2.5923643,3.1530554,-2.7731857,1.6282619
COLO 668,0.43939823,-0.14787512,3.5067685,0.60082597,-3.3849895,1.0597304,-2.778356,-2.9458358,-2.934943,-5.2282085,-0.70902914,-0.5315923,-0.83080775,-1.3822187,-1.615885,0.5791947,2.7961915,1.9620981,0.8893426,-2.5194507,-0.3043211,4.018972,-3.8177016,-1.6932023,-1.1767105,-2.7855492
VMRC-LCP,-0.024256106,0.6292872,0.08936235,0.26284194,-0.18550399,0.5541768,-0.61579996,0.20275788,-0.025492564,0.29301694,0.037985552,-0.44723898,0.17416838,0.6829753,0.43188047,0.3389609,0.32506263,-0.13526796,0.5700201,-0.49259973,-0.61132234,-0.36661884,0.08833997,0.25112772,-0.10359043,0.2395218
LOX-IMVI,0.19819617,-0.72640216,-0.77955425,0.11964163,0.42699206,-0.9542731,1.2695026,0.39876878,1.2044744,1.2712936,0.75645614,-0.3572026,-0.6833574,-0.52653044,-0.08513799,-0.24739614,-1.1560893,-0.17237604,0.4889851,1.824207,0.6034724,-1.3942435,0.8884051,0.1964828,-0.8488354,0.38921067
SF172,-0.43511146,0.5340006,-0.35379466,0.39200014,0.17096558,0.36026034,0.22894318,0.7989063,0.39842558,0.58428365,0.26806763,-0.8423778,0.1718564,0.7442566,0.41582084,0.38217816,0.066971816,-0.12852132,0.7234757,-0.4356218,-0.30833828,-0.52070576,0.49988213,0.4000979,-0.4427642,0.42867738
P3HR-1,0.15703723,0.37673658,-0.05632606,-0.5847763,-0.23436439,2.022729,-1.2054613,-0.37575942,-2.6265886,-0.5376474,-1.7126421,1.6500053,1.3033755,-1.5885073,2.3282864,2.3219223,0.43605688,1.32058,-1.5331774,-0.8450779,-1.1716737,1.4012766,-3.1246266,4.3777537,-3.129625,0.025335379
JMSU-1,0.31976166,-0.46641254,-0.09083706,0.334354,0.041867897,-0.5101979,0.7631706,0.02604453,1.094489,0.5455242,0.4741911,-0.46275234,-0.45204473,-0.21852541,-0.55031466,-0.37186414,-0.72370553,-0.25846288,0.7402056,0.9830548,0.43711638,-0.8780711,1.0552473,-0.05999234,-0.61125845,0.10338072
KP-N-RT-BM-1,0.71868616,-0.37786418,3.1855245,-0.5291457,-3.6609979,-0.014132053,-0.25238323,-2.521545,-2.2852767,-3.503037,-0.31119394,-0.5453953,-1.7419239,-1.8861259,-1.4099636,0.4490731,1.5638058,1.7971292,0.4530454,-1.9269552,0.46263796,2.410488,-4.2123213,-0.08544004,-4.104974,-2.630795
SK-N-DZ,0.43638122,-0.23136981,2.212046,-0.5889357,-2.7334518,-0.44713822,-0.01584997,-1.9671502,-1.8345197,-2.572266,-0.45883867,-0.4223856,-1.1448857,-1.5339541,-0.5687937,0.3529222,0.9854491,1.2031476,0.1360193,-1.7946705,0.3828649,1.8809168,-3.3917732,0.6386356,-3.4689584,-2.1772707
RCC10RGB,0.02521203,-0.5348947,-0.3203095,0.25394416,0.80165684,-0.69414043,1.1615872,0.45433956,1.681545,1.3776002,1.3002938,-0.24890918,-0.4367715,0.753001,-0.6554326,-0.3963508,-1.5085574,-0.47687364,1.0221696,1.1372753,-0.37764776,-2.1908593,2.2228506,-0.44924042,-0.3535247,0.84790885
SK-MEL-3,0.95986235,-1.8180476,-0.46810478,-0.7817184,-0.31362486,-0.6269982,1.6709789,-0.6616105,0.2921243,0.7644199,1.2556146,-1.3577244,-1.0591359,-1.1157489,-1.1936288,-0.3032136,-1.412725,-0.12637115,0.753415,1.7699338,0.8512242,-0.6383228,-0.03891475,-0.070089936,-1.2269335,-0.28759
EFO-21,0.2790536,-0.11105479,-0.29440865,0.45171177,0.28254905,0.28127664,-0.027629994,0.40802687,0.36367914,0.4270137,0.63134265,-0.06862913,0.31940517,0.13896056,-0.2806614,-0.20315239,-0.33633584,-0.14625026,0.62129575,0.24949808,-0.13741225,-0.848128,0.504706,0.055448305,-0.017867733,0.43524632
NCI-H1105,0.58380884,-0.40494746,4.171005,0.38132703,-4.2992077,0.5508369,-2.1942642,-3.3135104,-3.2717388,-5.1331205,-0.78190494,-0.49643627,-0.9749194,-1.625289,-1.7734648,0.51227003,2.423057,2.0184364,1.0117716,-2.4525857,0.06582604,4.100736,-4.492141,-2.0441074,-2.4107625,-3.2313046
NCI-H841,0.1355032,-0.37859237,0.56198287,-0.051921178,-0.74016964,-0.16724199,0.1130564,-0.54620075,-0.21936877,-0.78251165,0.15794255,-0.23963404,-0.45611066,-0.58473825,-0.53691685,-0.1001208,-0.0063720825,0.16538692,0.4434469,-0.09994129,0.38247913,0.4998748,-0.43936548,-0.24299788,-0.8995193,-0.41127494
SCC-25,-0.22884479,0.15959089,0.13954657,0.2856958,0.86614084,-0.026814304,0.54925126,0.3681467,1.0274438,0.80332273,0.8180762,-0.6338193,0.112295724,1.2072463,0.1653631,0.33231002,-0.78155994,-0.47829732,0.50013167,0.5444299,-0.39120746,-1.8038937,1.6216456,0.119783565,-0.3906936,0.6491583
EFM-192A,-0.37446505,0.2589547,-0.15538734,0.2708757,-0.07820056,0.65770924,-1.5286112,-0.043735195,-0.83045876,-0.5661676,-0.18045393,-0.067777276,0.08197382,0.08306706,0.23785958,0.13887396,0.7452646,0.23375192,0.39467874,-0.9143868,-0.28029278,1.4361515,-0.8054807,0.26032764,0.09438774,-0.4013679
YD-10B,-0.21012233,0.28224716,0.3486154,0.3041134,0.3600496,0.11105331,-0.034640238,-0.028635236,0.33356023,-0.055056214,0.47185007,-0.52763534,0.10215128,1.0966818,0.26357707,0.35819653,-0.3431281,-0.37707424,0.30988336,-0.116437934,-0.52947676,-0.978857,0.7258903,0.054059517,0.012557144,0.21911094
DK-MG,0.9481059,-2.7450297,-0.9784992,-0.82129884,1.2508208,-1.8860532,3.4411316,0.59174913,3.5721416,3.688805,2.344041,-0.46931097,-1.9740784,-0.29078075,-0.94960403,-1.5871745,-4.156565,-0.8736494,1.4585375,3.7953782,1.6006105,-3.780571,3.7588587,0.48104224,-1.5190692,1.1074973
Panc 08.13,-0.41315165,0.88442475,-0.9340632,0.9440967,-0.01424537,0.4267753,-1.2231363,0.6916611,-0.038649045,0.5314448,0.21383728,-0.6126091,0.27740908,0.4704766,1.0199937,0.43669045,0.39517197,-0.05336933,0.47720233,-0.9573715,-0.48046333,0.24161579,-0.002992168,0.6685391,-0.07502681,0.59286374
DMS 114,-0.0037274398,-0.22942959,0.4731966,-0.17262332,-0.7347015,-0.0154289305,0.117448375,-0.7072035,-0.37215754,-0.6421814,0.040827364,-0.13802096,-0.5085949,-0.7510572,-0.2931327,0.011767995,0.0069492054,0.06413332,0.18874039,-0.14819826,0.5273713,0.4591622,-0.80778813,0.07105394,-1.2714394,-0.4620372
SK-UT-1,0.161175,-0.47568125,-0.07447946,-0.042921018,-0.04565323,-0.5708835,0.47488895,-0.26033038,0.5945586,0.42186952,0.367495,-0.027438678,-0.354409,-0.45478833,-0.31589973,-0.28880733,-0.60328,-0.09342441,0.32285497,0.6257518,0.40234303,-0.3885744,0.28342804,0.109349206,-0.66509175,0.12142793
SNU-761,-0.14599209,0.16666666,-0.2595333,0.5312533,0.36590657,-0.03635691,0.016010832,0.25726563,0.45281434,0.5494913,0.584245,-0.12201315,-0.39463517,0.5331305,0.03905535,-0.4032386,-0.67442304,-0.3753856,0.64277864,0.037666935,-0.3659672,-1.0034181,1.3475716,-0.07178174,0.73336965,0.116605155
LOU-NH91,0.38671646,-1.0660759,-0.51201284,0.18049234,0.0549661,-0.5273771,1.6474549,0.52742314,1.7849916,1.2398838,0.97187054,-0.7667438,-0.91227055,-0.0019751675,-0.41085556,-0.46263897,-1.5363033,-0.55117434,1.020977,1.7237953,0.34180963,-1.5461763,1.5354575,0.15759619,-0.6286018,0.51853156
BT-483,-0.51555246,0.43489593,0.577597,-0.12980786,-0.18070373,0.5462531,-2.020068,-0.24938928,-1.0046809,-1.5116837,-0.20704193,-0.19881833,-0.4233234,0.15155299,-0.17352715,0.39120767,1.065661,0.8665984,0.72501206,-1.1691325,-0.46656597,1.5183338,-0.8343719,-0.21836269,-0.045107674,-0.88196486
Hs 936.T,0.9397682,-1.7959384,-0.15490583,-0.7079336,-0.64625883,-0.34153882,1.6914823,-0.46781918,0.07430683,0.5049203,0.6813824,-1.2571225,-1.1033562,-1.2694477,-1.151057,-0.16058008,-1.2042582,-0.043579943,0.5904762,1.718931,0.8775317,-0.44134218,-0.2943063,0.11874758,-1.2761991,-0.3345503
AZ-521,0.2636841,-0.18574975,0.50077796,-0.25469896,-0.38991436,0.097669736,-0.19832765,-0.5621973,0.08289304,-0.5521503,-0.03117041,-0.2067793,-0.5421432,-0.31046963,-0.5564389,-0.21095294,-0.24297157,-0.03271171,0.34011698,-0.16260765,0.5715301,0.2079932,-0.3763797,0.0072953217,-0.5490202,-0.19377556
NCI-H1836,0.39244652,-0.30746567,4.0336185,0.48713744,-3.582467,0.87662995,-2.752987,-2.8108792,-3.192489,-5.5925226,-0.83355075,-0.47116834,-0.8546141,-1.3620183,-1.6545213,0.4854023,2.405496,2.1437101,0.7899165,-2.6484842,-0.20156436,4.3706093,-4.302549,-1.8936012,-1.6023905,-2.856234
SNU-738,0.2722651,-0.6566565,-0.4697967,-0.082580164,0.45882142,-0.42755294,1.0019927,0.3054323,1.0909884,0.8830303,0.970565,-0.33426005,-0.5761772,-0.014509995,-0.34069556,-0.5108231,-0.89323294,-0.41495755,0.54598993,1.1347555,0.5952444,-1.3163452,1.1602938,0.229484,-0.737637,0.19174936
