feature,na_percent,variance,selected_cleanup,laplacian_score,selected_laplacian
AAK1,,,,0.0021665334186707044,True
AATK,,,,0.017595207974035063,False
ABCA3,,,,0.007013014289903467,True
ABCC3,,,,0.009300729484598544,True
ABCC4,,,,0.0024390549980364343,True
ABI1,,,,0.02890085301639485,False
ABL1,,,,0.016547100130276174,False
ABL2,,,,0.01499099125566551,False
ACACA,,,,0.0015398627862526675,True
ACACB,,,,0.0001742987819843185,True
ACOXL,,,,0.009592722766486926,True
ACSL6,,,,0.011235380097279353,True
ACVR1,,,,0.02843554211023866,False
ACVR1B,,,,0.012558362969602718,False
ACVR1C,,,,0.02925759506323992,False
ACVR2A,,,,0.01551421462723138,False
ACVR2B,,,,0.040446380609522374,False
ACVRL1,,,,0.011220436975559538,True
ADAM10,,,,0.02720245408253774,False
ADAM12,,,,0.0023235254909344375,True
ADAM17,,,,0.019463897619976852,False
ADAM18,,,,0.020377329106049318,False
ADAM22,,,,0.016392532251187957,False
ADAM28,,,,0.014336333433057784,False
ADAM29,,,,0.010856709558351925,True
ADAM32,,,,0.024676233299315467,False
ADAMTS18,,,,0.0006757177592175136,True
ADAMTS19,,,,0.009317289378299459,True
ADAMTS2,,,,0.013841247422210132,False
ADAMTS20,,,,0.008966730092159963,True
ADAMTSL3,,,,0.0012662864298851823,True
ADARB2,,,,0.03693883138551962,False
ADCK1,,,,0.022483412424107216,False
ADCK2,,,,0.03671410265181033,False
ADCK4,,,,0.004969143958159387,True
ADCK5,,,,0.01578085113823772,False
ADHFE1,,,,0.024558064987886388,False
ADK,,,,0.05142145252287379,False
ADRBK1,,,,0.012131755348299742,True
ADRBK2,,,,0.02286847611852255,False
AFF1,,,,0.02511496914043241,False
AFF3,,,,0.0005016055978419761,True
AFF4,,,,0.008834006093333747,True
AGAP2,,,,0.013844468771530206,False
AIFM1,,,,0.04345950917677341,False
AIFM3,,,,0.045988598506173005,False
AIM1,,,,0.02216465608104687,False
AKAP12,,,,-0.007595130048115569,True
AKAP4,,,,0.024713885491939175,False
AKAP6,,,,7.67230876841395e-06,True
AKAP9,,,,0.008635163696289787,True
AKT1,,,,0.014880040156559313,False
AKT2,1.0,,False,0.0313798579433167,False
AKT3,,,,0.03280079400679381,False
ALDH7A1,,,,0.04093254098470516,False
ALK,0.0,0.0042312608436076305,True,0.014147779991962813,False
ALPK1,,,,0.02334436508059452,False
ALPK2,,,,0.011214277785261633,True
ALPK3,,,,0.03351537608289067,False
ALS2,,,,0.0030755988733046687,True
AMHR2,,,,0.013210951339236632,False
AMZ2,,,,0.04767685357070067,False
ANAPC5,,,,0.02417518875672391,False
ANGPTL4,,,,0.020377702957327153,False
ANKK1,,,,0.025243584266192023,False
APAF1,,,,0.03414143243649495,False
APBB1IP,,,,0.027497077724590757,False
APC,0.0,0.04584266601488154,True,0.003799637991708906,True
AR,,,,0.017739928333923263,False
ARAF,,,,0.016440006789944017,False
ARFGEF1,,,,0.018430848695154566,False
ARHGAP26,,,,0.013204799586481852,False
ARHGAP29,,,,0.022601398197452906,False
ARHGDIB,,,,0.04462924712702194,False
ARHGEF10,,,,0.005091527466988023,True
ARHGEF12,,,,0.012098675637628764,True
ARHGEF7,,,,0.032005384522609384,False
ARID1A,,,,0.007243577166269216,True
ARNT,,,,0.020574398505640478,False
ASH2L,,,,0.04385609070358763,False
ASPH,,,,0.013662598314210147,False
ASPSCR1,,,,0.013973338396331704,False
ASTN1,,,,0.01853013894705031,False
ATF1,,,,0.046685291723079905,False
ATF2,,,,0.011810161663520367,True
ATIC,,,,0.011313264602219918,True
ATM,,,,0.005927251893672345,True
ATP10A,,,,0.011468956195670616,True
ATP11A,,,,0.017534878463926148,False
ATP13A5,,,,0.014046940610229834,False
ATP5S,,,,4.29221670759575e-06,True
ATP8B1,,,,0.01776999041107299,False
ATR,,,,0.009602321936534573,True
ATRX,,,,0.01262469948513058,False
AURKA,,,,0.012800891584333006,False
AURKB,,,,0.03712810534681856,False
AURKC,,,,0.05833173526810747,False
AXIN1,,,,0.031175698993416993,False
AXIN2,,,,0.02169622181163928,False
AXL,,,,0.0176109853608564,False
B3GALT6,,,,0.029077016821158146,False
BAD,,,,0.0669805750041142,False
BAG4,,,,0.015336820031963037,False
BAI1,,,,0.018248764864861395,False
BAI3,,,,0.01396607095671811,False
BAK1,,,,0.0002595618442928184,True
BAP1,,,,0.00803107512613453,True
BAT3,,,,0.008161367257113366,True
BAX,,,,0.017441198331717214,False
BCAR1,,,,0.043928627514004795,False
BCKDK,,,,0.025802726060754566,False
BCL10,,,,0.02945580673229838,False
BCL11A,,,,0.007336624769797856,True
BCL11B,,,,0.016306994664307448,False
BCL2,,,,2.120966941384363e-05,True
BCL2A1,,,,0.10038403051873679,False
BCL2L1,,,,0.04035618131101551,False
BCL2L11,,,,0.03717265065696311,False
BCL2L2,,,,4.151960884069029e-06,True
BCL3,,,,0.031418785177072486,False
BCL6,,,,0.012856072755084682,False
BCL7A,,,,8.463759417001292e-06,True
BCL9,,,,0.012801135184873413,False
BCR,,,,0.024469914343179508,False
BGLAP,,,,4.151960884069027e-06,True
BID,,,,0.00026288205698555287,True
BIK,,,,0.028637500128912086,False
BIRC2,,,,0.012357691901121898,False
BIRC3,,,,0.031010155040359574,False
BIRC5,,,,0.04059760544619277,False
BIRC6,,,,0.018011144206379757,False
BLK,,,,0.02868739730319562,False
BLM,,,,0.008640428565635728,True
BLNK,,,,0.037179663890891466,False
BMF,,,,0.04509539584923316,False
BMI1,,,,0.03160568745568501,False
BMP2K,,,,0.024447410980061833,False
BMP4,,,,0.04712641339170309,False
BMPR1A,,,,0.005992762591616055,True
BMPR1B,,,,0.02980223308392003,False
BMPR2,,,,0.01289841698543998,False
BMX,,,,0.0009675963386055282,True
BNIP3,,,,0.08647444327639656,False
BOK,,,,4.151960884069027e-06,True
BRAF,0.0,0.0801174815984229,True,0.0037696464279793015,True
BRCA1,0.0,0.0028248474382039576,True,0.01839551032509321,False
BRCA2,0.0,0.008426459805025422,True,0.00567408468205339,True
BRCC3,,,,0.04046684304225527,False
BRD2,,,,0.016142554317443904,False
BRD3,,,,0.024964862145073395,False
BRD4,,,,0.027957367438988634,False
BRDT,,,,0.023431031409484625,False
BRF2,,,,0.1505291026886413,False
BRIP1,,,,0.007982002074835924,True
BRSK1,,,,0.028533177430273178,False
BRSK2,,,,0.0353031681296394,False
BTG1,,,,0.033584228335136634,False
BTK,,,,0.026382938478508183,False
BTRC,,,,0.031700474721795636,False
BUB1,,,,0.030240460777126627,False
BUB1B,,,,0.017987378855737892,False
C15orf2,,,,0.009061177800440905,True
C15orf55,,,,0.015581757777972011,False
C17orf37,,,,0.10020449237007387,False
C6orf97,,,,0.03118247771271898,False
C9orf96,,,,0.018173188440373352,False
CABC1,,,,0.018937837116074822,False
CACNA1F,,,,0.014881024383779399,False
CACNB2,,,,0.01718739489781173,False
CAD,,,,0.015295347374296995,False
CAMK1,,,,0.03170159530595213,False
CAMK1D,,,,0.043700505734481455,False
CAMK1G,,,,0.0005645490729377073,True
CAMK2A,,,,0.00034290530746796153,True
CAMK2B,,,,0.040637645066064994,False
CAMK2D,,,,0.040495105396183874,False
CAMK2G,,,,0.0006781592306070019,True
CAMK4,,,,0.021510593076167605,False
CAMKK1,,,,0.057874989120533134,False
CAMKK2,,,,0.03631654851257339,False
CAMKV,,,,0.015085321686490535,False
CARD10,,,,0.007009132663384879,True
CARD11,,,,0.02097449792856397,False
CARD14,,,,0.010731208569424102,True
CARD9,,,,0.020193674519880925,False
CARS,,,,0.007305045682220077,True
CASC5,,,,0.00023578151342782818,True
CASK,,,,0.01669260232206908,False
CASP1,,,,0.040780035791223364,False
CASP10,,,,0.03172309615322043,False
CASP2,,,,0.011443700392008526,True
CASP3,,,,0.0003851414457898468,True
CASP4,,,,0.019367548529591334,False
CASP6,,,,0.028754493930305547,False
CASP7,,,,0.015117744961981688,False
CASP8,,,,0.02491257409914564,False
CASP9,,,,0.0010396590280921118,True
CATSPERB,,,,0.01683537424947314,False
CBFA2T3,,,,0.03223415494888556,False
CBFB,,,,0.050151264955812194,False
CBL,,,,0.03390043974923265,False
CCDC50,,,,0.045175628427608056,False
CCDC56,,,,0.0001400155193210726,True
CCDC6,,,,-0.0015905361502919347,True
CCL3,,,,4.151960884069029e-06,True
CCL4,,,,0.00014421694297282416,True
CCNA1,,,,0.033289474065682466,False
CCNA2,,,,0.03389583404629758,False
CCNB1,,,,0.028985135467622238,False
CCNB1IP1,,,,0.005728278613870922,True
CCND1,1.0,,False,0.057425842788530794,False
CCND2,1.0,,False,0.02936085290545242,False
CCND3,1.0,,False,3.790910933047101e-05,True
CCNE1,,,,0.0001801479452333173,True
CCNG1,,,,0.04052681198369441,False
CCNT1,,,,0.03437655904005624,False
CCR1,,,,0.00012742487458730823,True
CCR4,,,,0.02272612251861828,False
CCR5,,,,0.029656076664628182,False
CD160,,,,0.0002236468564194242,True
CD40,,,,0.05032704806661673,False
CD40LG,,,,0.022573785544259088,False
CD44,,,,0.009276745402363649,True
CD79A,,,,0.0672892616623554,False
CD79B,,,,0.025520536875025607,False
CDC25A,,,,0.035829163388425754,False
CDC25C,,,,0.02803073350004889,False
CDC34,,,,0.08632529220244058,False
CDC42,,,,0.028719439853180775,False
CDC42BPA,,,,0.017365513616618866,False
CDC42BPB,,,,0.02068308289561027,False
CDC42BPG,,,,0.02771428284009671,False
CDC5L,,,,0.02616621014527352,False
CDC7,,,,0.011769958963067196,True
CDC73,,,,0.025844335374825018,False
CDH1,0.0,0.016708672081291495,True,0.022264113243240024,False
CDH11,,,,0.012451584750511372,False
CDH2,,,,0.02655742643526721,False
CDH3,,,,0.01814026284441799,False
CDK1,,,,0.03659136728728034,False
CDK10,,,,0.0005106467613503649,True
CDK11A,,,,0.029135404616715203,False
CDK11B,,,,0.0435332288618824,False
CDK12,,,,0.010909498905989683,True
CDK13,,,,0.027753718466755124,False
CDK14,,,,0.017572247515974474,False
CDK15,,,,0.04694016905585192,False
CDK16,,,,0.00014848486004672754,True
CDK17,,,,0.027662499570750027,False
CDK18,,,,0.04521201291787862,False
CDK19,,,,0.06704393296190135,False
CDK2,,,,0.017403410658872062,False
CDK20,,,,0.03577690698035529,False
CDK3,,,,0.031212221844295823,False
CDK4,1.0,,False,0.00018503112911386535,True
CDK5,,,,0.00057698056135268,True
CDK6,1.0,,False,0.022447552161524758,False
CDK7,,,,0.07567643882614841,False
CDK8,,,,0.010783795494473303,True
CDK9,,,,4.681473840159767e-05,True
CDKL1,,,,0.05073398536733514,False
CDKL2,,,,0.02486750757762906,False
CDKL3,,,,0.008313051316227865,True
CDKL4,,,,0.019757588481370603,False
CDKL5,,,,0.024129213890540332,False
CDKN1A,,,,0.03343602263262042,False
CDKN1B,,,,0.00017992769224630916,True
CDKN2A,0.0,0.23893401076246837,True,0.010851900596033583,True
CDKN2B,,,,0.08017488004111745,False
CDKN2C,0.0,0.013963962159064952,True,0.01717515355363771,False
CDKN2D,,,,0.00015721292369378807,True
CDKN2a.p14.,0.0,0.22408853592765182,True,,
CDX2,,,,0.008867473319725408,True
CEBPA,,,,0.00014172294789804312,True
CEP110,,,,0.004712186182482212,True
CFI,,,,0.019088099586205363,False
CHD1,,,,0.010579878836881008,True
CHD5,,,,0.015577942255275775,False
CHD8,,,,0.005120282879344797,True
CHD9,,,,0.0065469205049357776,True
CHEK1,,,,0.007586257830814344,True
CHEK2,,,,0.008615568979511198,True
CHIC2,,,,0.07249166699106752,False
CHL1,,,,0.009370312432971957,True
CHN1,,,,0.011234901294803767,True
CHRNA3,,,,0.055715769232341616,False
CHRNA5,,,,0.023184901937116514,False
CHRNB4,,,,0.024076749101109966,False
CHUK,,,,0.011961218875455554,True
CIC,,,,0.009320629587847138,True
CIITA,,,,0.007150867577643316,True
CIT,,,,-0.0012867367295460025,True
CLK1,,,,0.013389408977469755,False
CLK2,,,,0.010582183037208147,True
CLK3,,,,0.04691622324629708,False
CLK4,,,,0.031836281721008296,False
CLP1,,,,0.02737457470195283,False
CLPTM1,,,,0.054690858750500344,False
CLPTM1L,,,,0.06052876186609392,False
CLTC,,,,0.007146741099069906,True
CLTCL1,,,,-0.038304574047283345,True
CNBP,,,,0.037407540565325755,False
CNTN1,,,,0.0170056575028038,False
CNTN5,,,,0.00477361710925657,True
CNTN6,,,,0.01230103002593861,False
COL14A1,,,,0.0076807930394494125,True
COL18A1,,,,0.02349745659301494,False
COL1A1,,,,0.011097621632355243,True
COL3A1,,,,0.014022812511446898,False
COL4A3BP,,,,0.04431765555094193,False
COPS5,,,,0.03415954256747702,False
COX6C,,,,7.024327515816326e-05,True
CPAMD8,,,,0.010643516846895339,True
CPNE5,,,,0.026255079199006208,False
CREB1,,,,0.028904717423367456,False
CREB3L2,,,,0.016416409103444874,False
CREBBP,,,,0.007816510033527551,True
CRKL,,,,0.050289819136462806,False
CRP,,,,0.0001744444838545124,True
CRTC1,,,,0.03166587678781885,False
CSF1R,,,,0.021833327448380582,False
CSF2,,,,4.931508924963069e-05,True
CSF3,,,,0.08663750354528695,False
CSF3R,,,,0.009269021025946594,True
CSK,,,,0.02925453725407657,False
CSMD3,,,,0.005439924218782208,True
CSNK1A1,,,,0.025712381774702104,False
CSNK1A1L,,,,0.019313975048678513,False
CSNK1D,,,,0.020973461916834444,False
CSNK1E,,,,0.0313292313330289,False
CSNK1G1,,,,0.014899128859708568,False
CSNK1G2,,,,0.0506534710723764,False
CSNK1G3,,,,0.021114066060194225,False
CSNK2A1,,,,0.02812926330799571,False
CSNK2A2,,,,0.06689117560137493,False
CSPG4,,,,0.01861701128129786,False
CSPP1,,,,0.010189579198504167,True
CTBP1,,,,0.0124565993671079,False
CTBP2,,,,0.010615253035114153,True
CTDSPL,,,,0.016991264178203416,False
CTLA4,,,,0.04277368590130416,False
CTNNA2,,,,0.006934776087538899,True
CTNNB1,0.0,0.018075016728706463,True,0.014768566233032876,False
CTSL1,,,,0.015086779092405673,False
CTSL2,,,,0.03912637457165712,False
CTSS,,,,0.0003848520093729401,True
CTTN,,,,0.01375180626921841,False
CUBN,,,,0.005536172839526209,True
CXCL10,,,,8.433946091966765e-06,True
CXCL12,,,,2.537564399127191e-05,True
CXCL9,,,,0.06065744220687025,False
CXCR1,,,,0.02553801945954615,False
CXCR2,,,,0.057866418069668,False
CXCR4,,,,0.013286471587927623,False
CXCR7,,,,0.04240497821624809,False
CYB5R4,,,,0.023584634888723963,False
CYCS,,,,0.00013481197745580345,True
CYFIP1,,,,0.014856919320278003,False
CYLD,0.0,0.0014144271570014138,True,0.013206270927674959,False
CYP17A1,,,,0.047258375917995386,False
CYP19A1,,,,0.05066815748026517,False
CYP1A2,,,,0.006616730240906415,True
CYP1B1,,,,0.029028441039046043,False
CYP24A1,,,,0.02321373776733847,False
CYP27B1,,,,0.03866636090376526,False
CYP2B6,,,,0.017005779436551932,False
