method,var,variable_type,metric,value
RandomForestRegressor,Erlotinib,numerical,mse,0.0045048373643361535
RandomForestRegressor,Erlotinib,numerical,r2,0.001976270486900129
RandomForestRegressor,Erlotinib,numerical,pearson_corr,0.04445526388292088
