method,var,variable_type,metric,value
DirectPred,Erlotinib,numerical,mse,0.0049356152303516865
DirectPred,Erlotinib,numerical,r2,0.1962284581688776
DirectPred,Erlotinib,numerical,pearson_corr,0.4429768144822905
