,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
MOLM-13,-1.0731014,-0.40129665,0.485964,4.303541,-0.44927657,-1.8689417,-1.2050985,6.273894,0.8127279,2.842676,2.1959908,0.25718808,-0.35350862,-1.4318423,-3.0682564,-3.7038157,-1.0167968,0.18839909,2.784629,0.6437596,0.1513797,0.5019877,2.6513493,2.3047545,-0.5876294,0.034483474,3.7659092,-0.9766178,0.06421757,0.0506628,1.9385872,0.8792779
COLO 704,-1.2355393,-0.04181105,0.281423,-0.7075132,-0.4961358,0.5046323,0.030959884,-0.444162,-0.3253022,-1.7277764,0.8252764,-0.63976985,1.1848874,0.6992861,-0.35197803,0.7957393,0.25483721,0.7531069,0.20264596,-1.2523243,-0.098081306,0.029988097,-0.07261786,-1.3393501,0.68471146,-0.70361406,-0.9561128,-0.0996402,-1.5093596,-0.2507504,-0.63992083,1.2045726
COV362,-0.11692226,0.18033153,0.14900899,0.0070741847,0.49658602,-0.053660918,0.49714142,-0.9426757,0.40332192,0.12925014,0.3483507,-0.00775397,0.06355979,0.48458558,-0.36199248,0.5252997,-0.026873507,0.14198402,-0.7340853,0.16289717,-0.12940022,-0.07778488,0.31666863,-0.01155163,-0.80939716,-0.13532002,-0.4370688,0.57308,0.13041799,0.09530052,-0.41551638,-1.2192475
NCI-H1563,-0.062393762,0.10481864,0.062272064,-0.11647515,0.85803705,-0.13185634,0.75612646,-1.6378776,0.41724148,0.30335745,0.51641816,-0.13317508,-0.021706399,0.49839747,-0.63485944,0.7775726,-0.015250534,0.31931764,-0.90961814,0.23144092,-0.13072892,-0.05617214,0.69381547,-0.057678662,-1.1876154,-0.09655835,-0.50546813,0.60577744,0.03538423,0.40915862,-0.436161,-1.6678259
L3.3,-0.07753976,-0.073382944,0.22934595,-0.6963354,-0.03655396,0.6165655,0.2766776,-0.7720882,0.6093972,-1.5208144,0.5318711,-0.3786223,0.95948833,-0.37182328,0.91809994,0.36050656,-0.21914472,0.47673666,0.4189781,0.59164727,0.101073146,0.52806324,-0.01634641,0.0711686,0.18424909,-0.31328976,-0.032285273,0.41541952,0.55080277,-0.079805486,-0.015263714,0.031976186
BICR 6,0.7210823,-0.06977407,0.6812461,-0.73988295,0.90296924,1.2470266,1.1018255,-2.0490367,1.0655978,-1.0922041,0.723814,-0.4353788,1.7545657,0.37267968,0.3710044,1.1691962,-0.26164538,0.07900417,-0.18434629,1.2734196,-0.31639686,0.08558895,0.36268,0.1974315,-1.0770494,-0.5930781,-0.60622126,1.1157095,0.7407969,0.45287836,-0.8468123,-1.5737703
LOU-NH91,-0.0047223642,0.05162833,0.054040074,0.066151366,0.85737795,-0.0023224764,0.5299884,-1.7780652,0.5008324,0.5695055,0.68787766,-0.008002486,-0.082662895,0.6948136,-1.0120533,0.60312146,-0.12390648,0.48491457,-1.1936263,0.41366807,-0.29361802,-0.19381127,0.59925735,0.20175646,-1.3848355,-0.06637542,-0.60898197,0.6898811,-0.22721939,0.5732368,-0.63188165,-1.6450633
SK-LMS-1,-0.37572074,-0.08171188,0.1420964,0.21333458,0.7891203,-0.4020863,1.1086458,-1.5546132,0.35118803,1.1722955,0.5744365,-0.036608033,-0.42319876,0.5257033,-1.3298979,0.6102921,-0.17199323,0.4018347,-1.2387762,0.26924297,-0.30845675,-0.34384912,1.133598,0.543073,-1.7904086,-0.25188377,-0.5375599,0.827391,-0.38178617,0.5440202,-0.45078644,-2.4951262
SNU-349,0.45530796,0.34925738,0.5608793,-0.2786268,2.197635,0.35670584,1.6827778,-3.5188308,0.7759817,1.528391,0.98571515,0.02926258,0.56359196,1.4925803,-1.8627341,2.0585804,0.07984938,-0.049621776,-2.2622008,0.113037616,-0.60018426,-1.0003333,1.1135051,0.32473677,-3.5360508,-0.68553257,-1.2975587,2.0932252,-0.3411214,0.97070724,-1.7310215,-4.4374223
A4/Fukuda,-1.0266848,-0.19103128,0.17440495,2.1215477,-0.15329215,-0.93344843,-0.6897432,3.901985,0.79117215,1.064943,1.2967252,0.32916656,-0.14934427,-1.0132766,-2.0675302,-1.915078,-0.3987798,0.251219,1.7598476,-0.31632432,0.32829043,0.10236086,1.2248988,1.0381444,0.7788037,0.63168836,1.8318373,-0.87250125,-0.44273838,-0.72536504,1.4360062,0.6901514
YKG-1,-0.67952096,-0.12745297,0.075961076,0.18580347,0.2577395,-0.3488184,0.8170757,-0.63325405,0.21167974,0.46570903,0.5031804,-0.10931719,-0.23646165,0.03642431,-0.6916661,0.05641149,-0.3077311,0.39255652,-0.76977724,0.06435373,-0.050401583,0.08198596,0.83256483,0.21744448,-0.91902137,-0.21977481,-0.3334745,0.2163138,-0.22034653,0.21138176,0.12025671,-1.0352098
KYSE-70,-0.24972026,0.45747805,-0.22891775,-0.8037085,0.11413235,0.68928325,0.5242451,-1.188991,0.6594189,-1.237586,0.49493906,-0.49052784,0.9235198,0.26857162,0.64480555,0.6656167,-0.04201068,0.86588436,0.2745153,0.06903068,0.14609897,0.024516247,-0.05031202,-0.63242656,0.20538892,0.00068989536,-0.6462001,0.5114698,0.5054337,-0.08115676,-0.34941784,-0.04860277
KNS-60,-0.3407692,-0.07581409,0.18063977,0.19288495,0.8882196,-0.2683331,1.0612024,-1.6212497,0.3825374,0.9967751,0.63545126,-0.22976524,-0.14509086,0.53661025,-1.1868861,0.829145,-0.09361972,0.46703634,-1.3209425,0.17844251,-0.25034243,-0.29106542,1.1683071,0.34709495,-1.8564999,-0.32144004,-0.5391275,1.0397272,-0.36716437,0.3903347,-0.39980862,-2.512642
HCC78,0.15305656,-0.50073326,0.8280768,0.030449703,0.23835844,0.86579007,-0.42837867,-0.41490003,0.3967628,-0.6499546,0.60305303,-0.12527609,0.7448567,-0.30373335,0.32508093,-0.22959581,-0.44992113,-0.294763,0.5897959,0.7520732,0.11913277,0.7418047,-0.12569913,0.8791728,0.044511713,-0.66444033,0.18307927,0.35901678,0.09441866,0.57022786,-0.088717654,0.13147236
KMRC-2,-0.17329411,0.06793971,0.3347725,-0.19141294,0.7642023,-0.23333296,0.5696275,-1.8343312,0.5148421,0.6829274,0.3738581,0.23338857,-0.19623773,0.7244683,-0.91456944,0.59000844,-0.19041951,0.16241659,-1.0703183,0.17722525,-0.31922743,-0.2541499,0.4209905,0.4610951,-1.8486226,-0.35685825,-0.44119275,0.88886875,-0.14546439,0.6878101,-0.54007703,-1.7812724
HLC-1,-0.3526608,0.2506238,-0.16999343,-0.4504537,0.07268997,0.22483188,0.25581115,-0.859417,0.5299087,-0.66735023,0.26166236,-0.08766808,0.42816472,0.19988266,0.27825633,0.17516501,-0.12566417,0.4220091,-0.085135706,0.001944229,0.18651499,0.21688965,-0.03443481,-0.5107987,-0.042458143,-0.049104106,-0.59110624,0.16230538,0.1124149,-0.0065822657,-0.20115694,0.23405117
COLO 678,-0.24662116,-0.8056095,1.1033945,-0.0842005,-0.03916785,1.2294556,-0.47624525,-0.3130658,-0.17672388,-1.7341986,0.7367222,-0.60985863,1.0695466,-0.8085306,1.552973,0.06159545,-0.73953277,-0.21139374,0.7474606,0.5536973,0.39193738,1.4531709,-0.32859275,0.40727404,0.6108083,-0.6032404,0.056396976,0.3400302,0.067036025,0.28774542,0.43933836,1.0054072
NALM-6,-1.7358583,-0.71701664,-0.2532918,3.1860285,-0.88294566,-1.7805319,-1.3416617,5.946042,0.6838338,1.506089,2.5449865,0.120895706,-0.17928307,-2.166277,-3.247586,-2.6925137,-0.6417521,0.4616207,2.4977427,-0.2701208,0.9561099,0.36654997,2.8868654,1.6126053,1.4040077,0.23898622,3.2099967,-1.2592171,-1.3874185,-0.49619266,1.989835,1.0502038
K029AX,-0.45777887,-0.05027517,-0.062430188,0.118329756,0.23756188,-0.022090018,0.3551051,-0.023340492,-0.22569714,0.21544603,0.44725862,-0.10593626,0.09770231,-0.13083978,-0.7145434,-0.1631488,-0.2946592,-0.0701185,-0.46877754,-0.025636373,-0.30766445,0.3386719,0.48802778,0.3231623,-0.43913636,-0.5115544,-0.011220088,-0.13020605,-0.5477348,0.29097128,-0.032895967,-0.3976823
Mino,-0.9498806,-1.0017568,-0.4185324,3.64994,0.37879694,-1.4366238,-1.0029804,6.4747953,1.4954689,2.006279,3.1797638,0.26092994,-0.08701153,-2.4565253,-3.4030688,-2.9585412,-1.1584018,0.66627157,3.1237345,0.59006256,0.4691468,0.23939794,3.292892,2.387337,0.4728621,0.29419008,3.5074189,-0.8767092,-0.9199018,-0.119259395,2.1132724,0.21241456
KMS-26,-0.9921746,-0.19052109,-0.01265379,1.7282238,-0.07328076,-0.63724613,-0.45062304,3.65378,0.7652355,0.7274125,1.7301395,0.25211278,-0.10103004,-1.0828884,-2.1812928,-1.5131465,-0.53645456,0.46798488,1.7490233,-0.3119035,0.28849155,0.03824965,1.3313634,1.0415304,0.5640119,0.43740788,1.5819892,-0.6614909,-0.76493096,-0.68297833,1.3175547,0.41805
NCI-H508,-1.238698,-2.2539487,2.1811726,0.6154167,0.1670756,1.3311609,-1.8037145,0.1618255,-1.2440821,-2.8021712,0.95028526,-1.4792205,1.3793832,-1.7140504,2.7489867,0.6049078,-1.2790587,-0.74174887,1.550559,0.4942465,0.4655865,2.160342,-1.1745286,0.67347306,1.4179105,-1.1871524,0.8262613,0.21363385,-0.26188257,0.21568093,1.1415564,2.1384454
SK-N-SH,-0.12187794,0.018311031,0.157795,-0.2127199,0.31446794,-0.15558723,1.2662725,-1.4155117,-0.08155255,0.31374907,1.032262,-0.41610786,0.67924654,0.9066052,-0.7495456,0.51003444,0.048329227,0.5059468,-1.0152984,0.13428904,0.10976766,0.16940808,0.9575628,-0.25194132,-1.1487434,-0.58635724,-0.66761476,0.4871511,-0.52496743,-0.04059118,-0.08901842,-1.946024
SNU-478,-0.023684239,-0.8341838,0.7885085,-0.18396936,-0.029412948,0.98356044,-0.5755456,-0.62273604,0.09275601,-1.4541415,0.58809376,-0.5196125,1.1875281,-0.36733004,1.1503785,0.31081983,-0.77405775,-0.13339004,0.68662244,0.782769,0.22821316,1.1203487,-0.26343203,0.5939298,0.32282093,-0.68022984,0.18895298,0.4700163,0.26457092,0.426857,0.24713178,0.54149455
SNU-840,0.18870434,-0.051100694,0.09371789,-0.37799227,0.41216198,0.39940488,0.502577,-1.4380171,0.439241,-0.42805898,0.6527467,-0.29070452,0.49137792,0.55252904,-0.34296128,0.7763937,-0.09227638,0.27080622,-0.7443501,0.5431971,0.12755428,-0.15901998,0.66575956,0.3338018,-0.7964436,-0.475637,-0.48794967,0.6396283,0.3163746,0.4816663,-0.48227423,-1.1346359
JK-1,-1.3414539,-0.22744235,0.5446706,3.2012157,-0.77147233,-1.5474731,-1.4601177,5.5224,-0.043776356,2.4946158,2.252757,0.4757651,0.55380565,-1.4829185,-2.7879114,-3.2524934,-0.08920334,-0.1627987,2.7612169,0.9285424,0.33950305,1.0437645,1.8525716,2.024116,-0.32048386,-0.40265393,3.1804235,-1.139863,-0.49105838,-0.28990135,1.5570371,1.1418792
SNU-5,-0.094664946,-0.43155178,0.33161587,0.0055029765,0.06926403,0.12232032,-0.46479052,-0.26829153,-0.27463192,-0.7227265,0.4871239,-0.27051315,0.37575215,-0.26593357,0.6346651,0.092224546,-0.3934486,0.11789815,0.37748745,0.11523314,0.04854389,0.71457046,-0.110082895,0.4853739,0.010564949,-0.42130166,0.14615586,-0.01552188,-0.023179553,0.099372864,0.16591528,0.42405137
GMS-10,-0.37130073,-0.07922984,0.019205041,0.18877323,0.7110499,-0.41884598,0.81090987,-1.1873828,0.42851156,0.92508656,0.59885293,-0.1833756,-0.19807218,0.48108178,-1.1903353,0.75029105,-0.06434552,0.3274567,-1.1613487,0.16504672,-0.07034005,-0.18945101,1.3664705,0.2149283,-1.6620284,-0.29066,-0.4707706,0.73159766,-0.3801622,0.27115497,-0.37828255,-2.2228527
PaTu 8988s,-0.8791889,-1.8211997,1.411169,0.36762136,-0.21821493,1.1238928,-1.3790289,0.06987786,-0.9206035,-2.2077146,0.679944,-1.1504307,1.2114112,-1.1328701,2.2096305,0.46221343,-1.1399672,-0.4199583,1.2509806,0.29560032,0.15498033,1.7006482,-0.706952,0.56546444,1.2875962,-0.9856072,0.5426195,0.28392017,-0.17473735,0.07156689,0.8543954,1.6443764
PL45,0.13957736,-0.41316786,0.5127727,-0.13422549,-0.20937997,0.703409,-0.44972584,-0.1504801,0.05235114,-0.85484207,0.63968307,-0.35984752,0.81219774,-0.24479309,0.55769235,-0.18071245,-0.23482077,0.0021027923,0.44942948,0.49913117,0.2254843,0.76004624,-0.01261358,0.66160554,0.22762267,-0.5557002,0.06216591,0.25469846,-0.16140656,0.19361877,0.056171816,0.38099313
MC116,-1.0468551,-0.895457,-0.36013696,2.9908593,0.31592304,-1.4933839,-0.82116246,6.3573723,1.4741668,1.5678204,3.1292636,0.4030064,0.092273384,-2.2571049,-3.4937658,-2.6623375,-0.8439473,0.9024719,2.7685184,0.32703093,0.6401254,-0.10344488,3.0957098,2.1618218,0.65942955,0.6264462,3.10272,-0.80421454,-1.0688872,-0.35968873,2.046609,-0.063541904
D283 Med,-0.8140683,0.17175084,0.19346412,-0.13328515,-0.31327727,0.09064079,0.38149607,0.013056101,-0.36932465,-0.7040506,0.44540814,-0.15132147,0.47404402,0.32129216,-0.57253003,0.11748753,0.23435457,0.35451457,0.13072273,-0.74240303,0.087357715,0.031854436,0.09304255,-0.3588162,0.10488808,-0.4361265,-0.5449824,-0.18898378,-1.20069,-0.25607786,-0.12093955,0.62216336
IGROV-1,-0.063682504,0.030751605,0.31199998,-0.19554515,0.5692197,0.1297847,-0.10374704,-1.4776093,0.38020518,-0.18097332,0.36567304,0.22683555,0.41889042,0.39751223,0.13556413,0.27250457,-0.35087293,-0.117023066,-0.16558763,0.2217899,-0.17523308,0.30600184,-0.12291928,0.23099476,-0.84825605,-0.42005894,-0.50629973,0.2481509,0.17064579,0.7182733,-0.47204602,-0.2824935
NCI-H1105,-1.7036324,-0.5235094,0.5906235,-1.3577425,-0.81909436,1.2179435,-0.5691056,-0.9269984,-0.6949771,-2.9390876,0.6982465,-1.2821388,1.6501673,0.47585878,0.9885157,1.366959,0.07780925,0.6956433,0.70190895,-1.461199,-0.12993677,0.6958619,-0.83712053,-2.0050914,1.5503404,-0.84148616,-1.0680646,0.23695897,-1.4294289,-0.15606304,-0.4153523,2.1762888
SW900,0.24068747,0.007336473,0.46993434,0.05854038,0.2471275,0.34157604,0.24525371,-0.541116,0.20742224,-0.25385007,0.46743074,-0.118159,0.33547026,0.011708924,-0.32612935,0.2418383,-0.050284177,-0.059465624,-0.10956825,0.26917765,0.032518756,0.22749957,0.18407783,0.55548316,-0.24540724,-0.3421291,-0.18457139,0.30297226,-0.0068555735,0.2656508,-0.18606935,-0.5857382
Hs 839.T,1.6330119,1.1569978,0.80395067,-0.93100655,3.8938725,0.30375507,4.2714667,-6.5079346,0.95850354,3.0781953,2.1097496,-0.17615339,1.3474438,3.0957088,-3.5142055,3.8340242,0.8338175,0.4800336,-4.004097,0.50701153,-1.0173616,-2.2827024,2.1824949,0.5543082,-6.4908314,-1.2696348,-2.4419813,4.065567,-0.39835647,0.9482171,-3.1681,-8.993025
MOLM-16,-1.4022815,-0.09468904,0.37554508,3.0020025,-0.7460613,-1.5611845,-1.4202299,5.2305074,0.08946866,2.1559289,1.8808519,0.37240657,0.23032217,-1.371498,-2.7877448,-3.1540363,-0.23646535,-0.20283481,2.585435,0.54200506,0.32694778,0.80169225,1.9702218,1.8408998,0.12597828,-0.16706267,3.0870392,-1.3850976,-0.5611271,-0.22438625,1.6195575,1.2849061
BT-20,-0.2745145,-0.79301316,0.4071022,-0.010423571,-0.07488241,1.066968,-0.62209266,-0.083330646,0.31712765,-0.9416931,0.5184344,-0.478118,0.8436881,-0.3187231,0.8010085,-0.21040486,-0.5410569,-0.005618509,0.74843484,0.6790396,0.4573408,0.902363,0.22940196,0.55898654,0.59611636,-0.6021351,0.09954644,0.20576014,0.1486548,0.38257,0.06802294,0.77533805
HT-144,-0.47712728,-0.09958882,0.014396325,0.0045375004,0.3936627,-0.06713239,0.62003666,-0.5577357,-0.055648476,0.5785291,0.6547774,-0.110656254,-0.19148813,0.10313582,-0.8391312,0.070248686,-0.27580923,0.07123618,-0.9359443,0.17051993,-0.18444045,0.19082868,0.8655813,0.3726383,-0.87131965,-0.49745736,-0.1870316,0.20070885,-0.5190055,0.20470324,-0.12508057,-1.2403065
SW1463,-1.3778647,-2.3107858,1.8369834,0.5193909,-0.21335575,1.340986,-1.9775543,0.61760634,-1.3826939,-2.7696145,0.7790582,-1.5497447,1.1600322,-1.5194589,2.6690114,0.41641134,-1.2337213,-0.54595405,1.499868,0.38427153,0.8681018,2.0027761,-1.0538777,0.6295839,1.9265378,-1.0571337,0.848095,0.22754212,-0.33347306,0.12652496,1.2582397,2.6482325
MOLP-2,-0.6170964,-0.5319662,0.21706256,2.8290153,0.51723045,-1.1127412,-0.75850904,5.170465,1.5492111,1.7196578,2.4708235,0.31122524,0.16320063,-1.8640931,-2.5852244,-2.348482,-0.89927447,0.4137174,2.5638657,0.5276964,0.048044417,0.23029727,1.9721707,2.0363276,0.08489348,0.30313715,2.7437775,-0.5715201,-0.10588826,-0.19983575,1.8946261,-0.017255653
CAL-62,-0.2751469,0.195202,0.17170504,0.012219965,0.17474651,-0.15507266,0.0049028005,-0.71397156,0.20946376,0.051915985,0.17568916,0.03317759,-0.15724376,0.22635658,-0.3307919,-0.039262045,-0.12101349,0.0661999,-0.508165,0.083218426,0.080740884,0.085185826,-0.013567403,0.13523403,-0.4465022,-0.13536392,-0.31686932,0.011466771,-0.017264605,0.3062872,-0.15856975,-0.192261
NCI-H2227,-1.2124957,-0.12150628,0.5441202,-1.0033573,-0.5311338,0.8009186,0.09175191,-1.2746176,-0.589852,-2.0870953,0.95617914,-0.61756784,1.6308968,0.83675474,0.12122208,1.2372828,0.23186116,0.6322477,0.25983214,-1.1913961,-0.21934037,0.48248035,-0.2785052,-1.7264477,0.5821903,-1.0118316,-1.1680075,-0.21605569,-1.287116,-0.10458928,-0.651926,1.3317717
SUP-T1,-0.736809,-0.13641366,0.117770836,2.3071303,0.0677192,-1.2630999,-0.70980173,4.1428027,0.6178523,1.4238424,2.0738697,0.48324943,0.016431566,-1.0716567,-2.267247,-2.3491433,-0.45115077,0.49336168,2.0593462,0.043649957,0.8115301,-0.12609896,1.6972196,1.0657897,1.054605,1.026883,1.9309163,-0.7257665,-1.0266354,-0.42635736,1.2376508,0.32611036
WM983B,-0.44276658,-0.13179207,-0.015136264,-0.00017356128,0.1447367,-0.04477556,0.3687522,0.061731398,-0.22991057,0.32218003,0.5334475,-0.26634112,0.092634656,-0.055860687,-0.62104267,-0.11683382,-0.21253724,0.027112525,-0.61646074,-0.00064868294,-0.251973,0.32547244,0.6637151,0.25609574,-0.4685161,-0.5766585,-0.10014167,0.05044563,-0.69661236,-0.021195734,0.037118968,-0.4861941
SW1573,-0.26289672,-0.15493518,0.05301974,0.006549403,0.12529913,-0.116014965,0.040965974,-0.48886216,0.076760754,0.17486218,0.27186078,-0.2088564,-0.10019514,0.28884956,-0.41015062,0.011528321,0.07070663,0.20458247,-0.6344168,0.045704402,0.049455155,-0.18314883,0.5217369,0.049842507,-0.3063716,-0.22533713,-0.45556208,0.06466825,-0.363639,0.1773308,-0.15292613,-0.268441
NCI-H2106,-1.7706983,-0.49411863,0.4473837,-1.2542298,-0.7742871,1.127042,-0.7203146,-0.6798415,-0.76655066,-2.9501169,0.6979635,-1.2419356,1.8599064,0.57438713,1.1545222,1.2271336,0.17680019,0.6137283,1.1138952,-1.2795118,-0.13020302,0.7476292,-0.65074575,-1.8834753,1.6782228,-1.0325568,-1.1612481,0.12788701,-1.1118386,0.05734302,-0.23730716,2.134936
Hs 611.T,-0.6173602,-0.98151565,-0.5605631,3.438166,0.70599574,-1.2683176,-0.7843596,6.0810885,1.7616745,2.0614927,3.2195694,0.44993272,-0.026113521,-2.3041847,-3.3570645,-2.7286618,-1.0462222,0.80523616,3.0404525,0.6781258,0.35667118,-0.053315245,3.1038766,2.4880898,-0.080356345,0.3793305,3.192706,-0.52907246,-0.49194607,-0.060220502,2.0524623,-0.30484667
EC-GI-10,0.08966861,0.13247094,0.6236771,-0.8085493,0.7908551,1.1067494,0.6825714,-1.9159154,1.1822948,-1.6741561,0.6356451,-0.31441593,1.2039124,0.021109095,1.0960777,0.7017188,-0.60263234,0.40665242,0.117632225,1.1511987,-0.04661742,0.5707091,-0.22913903,-0.05797576,-0.40189886,-0.15911901,-0.29450843,0.7976844,1.0141292,0.4184114,-0.27202547,-0.47712228
NCI-H1437,-0.16664806,-1.0784439,0.68441004,-0.03101223,-0.3756224,0.8408231,-0.78155756,-0.0917066,-0.5364152,-1.3464313,0.26742893,-0.93291837,0.87204033,-0.38041744,1.0081208,0.306714,-0.37130266,-0.46922284,0.5334039,0.24316065,0.5007575,0.8005463,-0.15141076,0.45546737,0.60204124,-0.81073433,0.079650745,0.23427181,-0.07487537,0.019218592,0.1402088,0.899101
TC-32,-0.0038467608,0.34555262,0.297419,-0.013410598,1.0624412,-0.09194147,1.3478947,-0.80495363,0.01709896,0.5646316,1.0233734,-0.10055142,0.83158857,1.0640339,-1.4114292,0.7324184,0.77658516,0.08101305,-0.43518978,-0.32084984,-0.21321233,-1.2926521,0.7417346,-0.30853337,-1.0146929,-0.3841513,-0.8218318,0.17346887,-0.5416138,-0.30076188,-0.73435307,-1.425056
LN-215,-0.055823907,0.105629794,0.27328795,0.051084865,1.3921647,-0.050465584,1.2793045,-2.1634657,0.14068167,0.9650712,0.7035718,-0.15159544,0.120583445,0.88925284,-1.2314222,1.2354432,0.057747953,0.10793097,-1.5402374,0.15150489,-0.4099527,-0.5603475,0.9638473,0.216923,-2.3206272,-0.4461924,-0.82146394,1.0354402,-0.3430952,0.4991397,-0.7058413,-2.6304944
A-549,-0.12357358,-0.041414097,0.12703903,-0.09366329,0.2555517,-0.24039838,0.11269937,-1.0508333,0.46240652,0.082168184,0.21023695,0.047394253,0.03036102,0.37336025,-0.277004,0.347363,-0.13833322,0.20050597,-0.38434765,0.29139635,-0.14202142,0.14255396,0.15762171,0.191128,-0.624673,-0.2274793,-0.3170197,0.35747486,0.10629471,0.40455994,-0.23706654,-0.65989614
SCC-25,0.51492006,0.3566542,0.05515921,-0.71919394,0.8960506,0.7008404,1.5473335,-2.3011646,1.0420071,-0.33268273,0.64031917,-0.39142367,1.0537553,0.84175324,-0.41244045,1.3954571,0.28706697,0.5060518,-0.98608226,0.68292344,-0.19102593,-0.75848806,0.7379707,-0.10101936,-1.5423887,-0.42665806,-0.9651612,1.1585475,0.7921675,0.12700403,-1.0248914,-2.3683448
SNU-869,-0.16437316,-0.86542594,1.0378304,0.20400941,-0.18639229,0.9740106,-0.40077004,-0.12458578,-0.7534225,-1.2585797,0.6482197,-0.6186888,0.9584547,-0.80097485,1.1145618,0.22607501,-0.5885561,-0.44676435,0.7736648,0.29254028,0.23054846,1.2071775,-0.17753915,0.85928637,0.38942054,-0.93232816,0.16578972,0.37055588,-0.2888157,0.13332771,0.4414897,0.44691828
GSS,-0.99828136,-0.14222792,0.18735956,-0.3921674,-0.2555001,0.699209,-0.25121725,-0.3941632,-0.13726303,-1.4205383,0.21835561,-0.4079237,0.46113372,0.039199337,0.5331963,0.35698625,-0.04934413,0.12714657,0.2980088,-0.4724633,0.29658034,0.41072175,-0.69098043,-0.48901096,0.48829713,-0.21947607,-0.5233848,0.21972476,-0.3992392,-0.04801424,0.11246002,0.99160767
JHUEM-2,-0.67541224,0.012102606,0.087980956,0.17045906,-0.036559027,-0.2679313,0.8569863,-0.81218237,-0.16933757,0.11615515,0.14754468,0.19026011,-0.05539054,0.22586277,-0.57596385,-0.17261587,-0.20799635,0.55801374,-0.44197157,0.19312307,-0.26716542,0.30642477,0.6155628,0.16683124,-0.87069917,-0.3474558,-0.59259033,0.051405407,-0.14016734,0.41267672,0.020115163,-0.48014924
JIMT-1,-0.16718371,-0.19623712,0.5829279,-0.24961846,0.560811,0.89300305,-0.10932959,-1.167229,0.6426904,-0.869919,0.6888891,-0.1559369,0.74252504,0.045454096,0.61909235,0.15969318,-0.5451733,0.122852415,-0.020528268,0.7480798,-0.07128002,0.7114523,0.032758202,0.23161781,-0.26307747,-0.25578934,-0.049376056,0.47361892,0.41473806,0.5206422,-0.22945952,-0.05911797
NCI-H1694,-0.91951317,0.058194727,0.5681093,-0.91717446,-0.22833714,0.9778112,0.3223743,-1.2134588,-0.552047,-1.9296753,1.0570184,-0.5510592,1.5205673,0.8812988,-0.10136609,1.0096169,0.11168522,0.5770855,0.25350857,-1.0630693,-0.12949611,0.32366183,-0.1928404,-1.6189055,0.29867917,-0.8823036,-1.1371212,-0.10552928,-1.3858569,-0.05993197,-0.7313608,0.9572822
MHH-CALL-4,-1.5565438,-0.7603708,-0.1465984,4.217521,-0.5919195,-1.9551886,-1.6207618,7.231064,1.2404113,2.4908135,3.2041974,0.2727549,-0.15636306,-2.547,-3.8813238,-3.3820455,-0.8914459,0.4511597,3.2717881,0.12841968,1.0570871,0.24950117,3.2777927,2.3071816,0.96377426,0.24405923,4.0176034,-1.2510016,-1.2063882,-0.25870442,2.3203735,0.63663584
TUHR10TKB,-0.18072747,0.05937159,0.41959992,-0.13956249,0.96533287,-0.18251191,0.5339179,-1.8959955,0.6405435,0.66563535,0.36341614,0.05217961,-0.2233286,0.68582076,-0.77897394,0.61083686,-0.27300197,-0.06611006,-1.0871319,0.19879362,-0.27078182,-0.20367503,0.36996615,0.37956846,-1.6923138,-0.34228772,-0.6573755,0.9553954,0.0306387,0.8417719,-0.75720453,-1.8661075
