,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
HDQ-P1,1.7052997,-2.2091851,-3.1652274,0.44472128,0.09992515,3.6594157,1.1926169,-1.470729,1.7263651,0.31649512,-1.2393854,1.0824643,-1.7018442,-0.8834756,2.9974663,1.6321293,1.2172242,2.7688265,2.7561636,2.7758849,0.25254923,-0.07249879,-3.4858303,-0.46115857,0.8256092,-1.5020906,-0.63133353,0.8370881,1.5740794,4.1179376,2.5323987,1.5937784,-0.18194729,1.3988951,1.4959097,0.90841657,-3.5307467,-4.2737145,0.8243326,0.3905134,5.5381055,-0.9578472,-0.063178584,0.36455998,-2.830334,0.8056089,-0.3828457,0.5886275,-3.6269984,2.7958536,-2.480926,2.1840725,-1.9363137,0.97789943,-0.65833235,0.58535117,1.6936736,-7.4129157,0.16127826,1.5825046,0.22783124,-1.7746607,0.694928,-1.2226057,0.86104834,-1.3064475,0.6573001,2.3165858,1.7261049,-0.669624,-1.978163,-0.7295443,0.3570652,2.700687,-3.278978,-1.4073321,0.3622541,-2.9917295,-0.7032571,-1.6148641,-0.60457027,6.104401,0.6578858,-0.60828763,0.17780335,1.9005027,1.2572651,-1.7971535,0.22422406,0.45546418,0.039503075,-1.2887547,-0.031760328,-3.434553,4.369893,-0.118230104,-5.502173,-4.9889703,-0.43982428,-1.8714399,-0.06682619,0.04632912,-1.6911496,-3.104213,3.1632624
CL-34,-1.8640398,1.5179164,-2.6486506,-2.0380185,-4.684838,1.4699525,-1.8335924,-1.3216968,2.1739373,-0.48400104,2.0393045,-0.4113582,-1.5210888,-4.1391926,-4.5271277,-3.6270316,-0.76803863,-3.426719,-4.213112,1.8384613,-0.48003024,0.6293466,-0.53220505,3.689148,3.131452,-3.2508912,3.6262743,-0.21905613,0.23453648,-1.3892405,-1.2660687,-3.2618876,-0.7131162,-4.6413393,-3.4442194,1.9711182,-0.5854617,2.0015628,-5.772365,-2.3385568,2.0394087,-1.5885179,0.29273173,1.66823,-3.261655,0.29922503,0.8217375,-6.1655784,3.2388508,0.03799364,1.4702649,1.0747379,0.09358604,3.1227174,0.9494176,-1.7067513,0.41349846,-3.203224,-1.8546785,0.2536256,2.9202828,1.0342231,-1.0025469,3.1822367,-3.7052834,2.4180202,-1.588446,-2.4071388,1.8660634,-0.19048057,-1.2421362,-1.4380884,-1.7325517,0.71104735,0.107465774,-4.7504196,1.1764202,0.4534082,1.0675207,-1.2137445,-1.6121159,-2.0736601,-7.8262057,-0.19354178,-0.5712464,0.16320802,0.3498248,2.2164714,-2.254508,0.91698444,-3.7830124,-1.2222967,-1.1068059,-2.504414,-6.165308,0.86990184,2.3006017,-3.445001,-0.48311558,-1.2560027,-2.3520157,0.30482882,1.0825636,-5.004691,-0.006810611
SU.86.86,-1.9283867,6.3399234,-1.2547327,-1.9300987,0.67680603,-0.9477967,1.7138771,-1.4642322,-1.7233887,1.2752476,1.0008787,1.9310492,0.47353736,-1.2333786,1.2634188,-0.19445059,-0.6023149,-0.91948557,-0.93636376,-0.48579878,-0.30209237,1.2401915,-0.5280694,0.87305737,2.8512387,-4.6372004,0.19742453,0.044870824,-1.9693229,-0.4989484,-1.6576817,3.633937,-1.2504762,-1.8112177,0.034273744,-0.67310107,-2.4290125,1.8674071,-0.80751073,0.4288954,-4.2772613,3.169342,2.4797504,-3.3210235,-2.985933,1.900462,-3.102163,0.78790665,-1.7938708,-0.6311376,1.6816485,-2.9951184,-2.6018186,0.6406213,-0.55237085,-2.42165,-0.8604484,-2.0748994,-1.5542297,1.7672741,0.28517187,-0.32866788,0.75298303,0.48214677,0.9241133,1.3809307,-1.9277214,0.10346344,2.629083,1.5696778,-0.94822395,-0.7288869,-0.58937466,1.2766445,-2.5076618,-0.9822316,-0.15130612,-0.7277832,0.3425759,-1.3033363,-3.3991675,1.7909975,-4.3615522,-0.19141488,2.0345273,1.8743441,-0.2400371,2.628568,2.8295698,-0.5122827,-0.8816491,-2.346299,1.0535413,-0.6924052,-0.18835855,2.9842374,-0.18523432,-0.11619294,2.123574,1.1304111,-0.37870243,2.359505,-0.28597295,-0.41075897,-0.030538708
Hs 604.T,-0.87704855,-0.25889856,1.4939749,1.9126318,0.33676198,-1.209832,-0.31988138,-1.1912409,0.87382096,3.9858248,-0.3711087,1.7409744,0.13103694,-0.9600408,3.1562295,0.498401,1.2859674,2.768808,-0.5652934,0.57943434,-0.03327977,0.38912687,-0.39602184,1.765354,0.2638069,1.1198651,-0.03536661,-1.3994948,-1.6797276,-4.166179,-2.2773345,2.3901107,2.552149,-0.5726808,2.2754598,0.35424036,2.3958678,0.069316596,-0.3110226,-3.1366425,-2.7541924,-0.09426226,0.28714436,-1.3991759,1.5502837,1.4363505,-1.8728459,-0.3359844,0.71140605,-2.0247548,1.4526944,2.4394376,-2.321731,0.49520382,1.2941966,-0.56437665,-0.48464155,3.4988258,0.8381058,-1.505891,1.5348705,-0.6702877,1.2979015,-1.0323238,-1.0857798,2.057371,-2.9067097,-0.00961909,-2.5124648,-1.8838358,-1.5679288,-2.7875352,2.324313,0.1182989,0.2811688,-1.8594749,-0.5579377,-1.1520469,-0.43518448,-1.9929367,1.0581688,1.4447274,0.2624004,1.4465089,0.7318127,0.78837633,1.2028408,0.109200075,2.4956563,-1.234638,1.4694035,2.453173,-0.31386918,3.193622,-0.8179791,-1.8452142,-0.06324564,0.17431875,-1.0476816,2.9999535,-0.62752753,1.0672519,1.2429194,2.006976,-0.32114375
Hs 616.T,1.4235679,2.0360703,4.476742,3.5994196,3.5765915,-0.9670969,-0.97781944,-1.7264915,-1.5676425,2.4028828,1.913779,-2.8938403,-0.69692385,0.16740656,1.9519967,-0.12163891,2.4662018,0.84903383,0.19662306,-1.622526,-0.062424153,-5.1264853,2.4144073,2.034517,0.6217772,1.7096219,-3.3797233,0.68765485,-4.33028,-4.2232575,-3.1640227,4.031311,1.1290605,-4.7415705,0.65151703,2.9108214,3.2833507,5.583239,-0.22375473,-0.33796003,-0.52342814,1.2666842,2.442513,-0.4415058,6.293308,3.8789487,-2.834657,-6.3881345,-0.90505356,-2.6431296,-0.93115836,3.5460727,-1.4855329,-1.2855642,0.42074174,-2.798853,-0.48050332,4.5941467,2.9586558,2.7835708,4.0212517,-3.1909235,1.2270794,2.2908752,-0.5071014,-0.040508136,-0.66878045,2.7519748,-2.4492543,1.9384795,-3.2504365,-0.04067288,-0.40679663,-0.817218,4.393162,-0.7538036,3.5057712,-1.6313134,-1.389544,4.2216086,-0.18624026,-1.2749922,-3.652365,-1.1179863,-3.484539,-4.5126967,-1.7362188,0.42661157,2.2658021,-1.3173157,2.2930884,0.79985154,1.6859095,-1.8665278,-0.41903347,-1.0867845,2.744414,-1.889978,-3.7024136,-0.9152703,0.32046574,1.3298112,3.31051,2.7409947,-2.1316507
Karpas-299,-0.29130957,-0.69131196,1.7923485,-1.17713,0.25015083,0.82667816,1.6511319,-1.0575958,0.2985426,-1.1426932,1.0204839,-0.35916775,2.3260736,-1.8613441,1.5154784,0.18909815,0.43484816,0.47800252,-1.999438,-1.8759475,1.5431137,0.17145485,1.4395542,1.9100231,-0.56487083,-0.6875544,1.0890595,-2.042432,0.84726775,2.0766811,-0.63996786,0.087548554,-0.44211736,0.09936243,2.6413937,-1.2011074,-0.29986516,-0.93828386,2.361566,2.9316077,-0.60012573,3.1673524,-0.519981,-1.0743251,-1.5797718,-0.51939285,-1.846231,-0.92617166,3.4941366,-1.7260523,0.5627843,-1.2974316,0.7953095,-1.9772055,0.8804378,-2.3622797,-1.1482474,2.4808905,0.7937785,0.92918026,-1.7822169,-0.07024902,-0.012184992,-4.658832,-1.7112418,0.110200815,-1.6005636,-0.5896222,3.8936481,-0.24088064,1.4013972,1.5529289,-2.0298975,-4.721807,-1.1787097,4.2299953,-0.1330998,2.1055822,0.16247158,2.0121238,0.4883332,0.123917595,0.22688028,-0.17774163,2.9152622,-0.86534435,1.7215947,0.9648844,3.894841,-2.9712944,1.1718472,1.716903,1.9277549,0.6668016,-0.40500617,0.17738114,-0.9099728,0.98998964,1.7512487,2.1477752,0.06057381,-1.9965997,0.5850812,1.2449156,-2.3158457
KYSE-450,2.9538445,-1.2958397,0.39676,0.94321907,-1.7655647,1.8317006,0.73601747,-0.25707787,1.4156008,-3.1193867,-0.24007511,0.9421482,-2.3650844,-1.9262239,-2.1596642,-1.3035774,0.71058077,-1.897447,1.3985134,0.25047338,-2.8381953,-1.1990917,-1.4209486,-1.3316612,0.2824251,-0.522413,-0.16979006,0.33736533,3.1673791,4.013196,1.5650008,2.2242775,-1.9403157,0.58407927,-2.201357,0.78697395,-0.2796072,0.35663143,-0.61311615,1.364911,2.8765602,-0.014156431,-0.13742372,2.6122005,0.022791745,-1.2512655,2.6235995,-1.1895094,1.2037168,0.4697797,-0.9039847,2.8351116,2.3840137,0.2643459,-2.051355,1.1662312,3.1089818,-3.2083962,-3.8427646,-1.4640181,-1.6582224,-0.5436887,0.8057199,1.348896,0.78393877,0.19162509,1.5301317,0.64927465,-0.6008638,3.5418482,-1.2951417,0.3904085,-1.1977345,0.20522887,-0.9767294,0.68614936,1.5922959,-2.002901,-1.7509717,2.7821546,1.5191268,0.09213218,1.3670343,-2.9048035,-0.35532144,1.575214,-0.4604575,-2.3643947,-0.32727754,0.29848328,-0.22929007,-1.7141953,0.2915346,-3.7566767,0.5816085,0.3848607,0.5494063,-1.2421641,-2.3995569,-2.8886561,-1.3425152,-0.7140775,0.15601316,-3.1481922,2.0041587
MDA-MB-361,-2.981141,1.3759043,-0.8431727,-0.16505824,1.5502273,-0.6428584,0.9401933,-0.46308655,-1.6256683,-0.79078096,-1.8617927,-1.0483528,-0.44374052,-1.1631075,1.332295,-0.48293263,0.6066773,0.47956574,-1.6829361,-0.42146695,-1.5076348,0.7806954,1.7401524,-2.7993891,1.438741,-0.5199192,-3.4251668,-3.3415508,0.48425028,0.7472673,-4.6765447,0.3325473,0.6396381,1.1276917,1.7109768,-1.4031123,2.7183468,-1.4276303,-1.6326321,2.2962046,0.034820855,-3.229029,-2.650125,0.64878273,3.0470238,1.4044617,2.3164587,0.6820506,0.7035442,0.5935702,0.3553139,0.77569467,0.64572006,-0.58129895,-1.3535417,2.2395833,-0.23802605,-2.444681,3.8728805,0.8992914,1.4711304,1.7152672,0.46860284,1.694301,0.55687064,0.916948,-0.023729026,-2.003515,2.3026738,0.8959037,-3.0758944,0.31307566,0.72672826,0.87052923,-0.27756494,-0.97938573,0.734559,0.37181,0.963696,2.8385139,-0.32655054,1.425978,-1.5212641,2.4779263,-1.8435864,-3.9212124,-0.86942405,-3.0643723,-1.037347,0.53901285,-0.69690824,-1.1072065,-1.4835676,-0.39263415,-0.028191388,3.1758797,-2.7550867,1.2352519,0.91043943,-0.65419215,1.6500938,0.8717044,-1.4315532,-3.5065742,2.8785505
A2780,1.1029118,-0.06589281,1.5805542,-0.606071,-0.9032404,0.016921699,-2.4748337,3.700912,-0.5442401,-0.70804137,0.64234155,-0.74234617,2.9460297,2.04083,-2.34555,1.7651595,-0.3991906,0.75357294,-2.6706798,-0.12600759,3.2526426,0.043681063,0.4980268,0.07527776,1.2601421,3.9984522,-1.128759,-0.6024307,-0.3298397,-4.593965,0.6335173,0.15152717,1.0344613,-0.12967423,-1.2025325,0.8752212,1.7594494,-0.6011154,1.8263665,-2.8236704,-2.0887346,-0.0019190889,-1.4613318,-2.2543023,0.44358113,-1.855894,-1.0038533,3.2951353,4.4295816,1.1671371,-1.2962053,0.6067364,-1.6632259,-1.717796,1.8238392,1.9407132,-0.7803086,4.4155083,3.07033,-3.151496,0.6542507,0.07528429,-1.4840919,0.100701116,1.628556,-0.45995,-0.11073748,0.04207079,-3.2613244,-0.056846127,-1.1297727,1.9843205,-1.7379965,0.5923363,1.499778,-0.32898992,-1.1201496,3.1541312,2.4764857,-0.13236469,2.1670382,-0.7112504,2.2495646,-0.07524948,0.6173592,0.56475663,-1.8636562,0.26771557,-3.5079632,0.29663706,-0.9250496,1.1269275,-0.8208086,3.8000298,-0.19034405,-2.0051358,1.9137594,5.267226,0.51567477,3.7914698,3.2293968,0.5324906,1.7067034,3.2043295,-2.5852473
HuT 102,0.8506091,-2.1973767,2.0798943,3.4615164,-0.085179254,0.8597349,1.5896422,-2.4026175,-3.5280888,0.99662715,-2.2452147,-0.2526236,-2.2860544,-3.1702821,2.051666,0.23635235,-1.9546664,2.7507107,1.7469343,-1.4581099,-2.8850658,0.26978776,-1.0753694,0.22919391,-0.061877042,-2.3345928,1.1827881,-2.618008,0.27321196,2.9815927,2.7404423,-0.92981046,-1.08102,1.8168802,2.3572454,1.5139003,-0.71772593,-1.7839544,1.2298905,1.4747858,1.8407651,2.6722693,0.5388989,-2.0451088,-1.2501605,-0.1379567,-0.98057175,-1.885344,2.0682683,-1.355787,0.48462793,-4.0143614,1.0985591,-3.5267549,0.7601162,-0.44502,-0.31368053,-0.44607422,0.46542466,0.40257818,-2.9546018,-1.3471186,1.9870684,-2.1445034,-0.15836816,-0.38900524,-2.3308716,0.04406231,4.133755,-0.73762393,0.93768626,-0.20006807,-1.2330805,-2.070113,-1.5010213,1.3089991,0.24813601,0.47911227,-0.23803636,0.3144156,-1.1469007,-0.24096078,-1.0268801,-1.9074669,0.8616215,-3.0007424,3.5189207,0.95543146,3.0826664,-3.679614,0.22222199,0.25892884,1.8630885,-3.3809488,2.4485092,-1.0124944,-1.8447284,0.008468743,2.6096747,2.116312,-1.3320999,-2.8612006,-1.7400566,2.1988006,0.51800776
Toledo,0.3448093,-1.394732,1.4121028,-1.558355,0.14669888,-2.8762512,1.6024419,-1.4624671,-4.22565,-7.9726906,-1.764259,-1.418635,1.3978915,-1.2354641,-4.743976,0.8177061,-5.0414367,4.353737,2.0759466,3.5483181,-3.2995107,-0.50294435,0.77554214,0.6968933,1.028101,1.6355866,-2.2304752,1.091293,2.9898193,-1.2702272,-4.9684014,-2.819367,-1.305972,0.18753757,-4.473087,-2.3994398,2.634793,0.15159363,0.8564112,-0.06414165,1.154488,-0.11036183,-0.24627897,0.2800538,1.4830034,-1.8761083,1.5773431,-0.1439662,0.6707442,-1.2317151,-1.2295237,1.9309787,2.1065047,0.79100436,-0.5241796,-2.5590718,3.1012669,2.0325668,-3.8325148,-0.44482988,-0.85151803,2.919438,-1.1906325,4.1970925,-0.06749029,-0.18893431,-0.47047508,-0.87236834,0.7751405,-0.08758995,0.13031495,-2.0430167,1.0838361,-2.122516,-0.35942405,-2.1914213,0.32398674,5.881394,0.5118829,3.2199454,3.6441073,0.71374124,-0.2368541,-0.6405197,2.9411943,0.5785485,1.6241794,1.9447342,-1.5398738,-0.4265454,-0.44688135,-4.094146,-2.9157305,0.61717427,-4.536378,3.0428977,-2.1010635,-0.19892943,0.73960584,4.4814634,-1.3653831,1.322688,0.7469056,5.093302,-2.4093196
BICR 18,1.963414,-1.7178445,0.53531593,2.2541952,-0.35171416,2.6784782,1.9955403,0.96227044,2.0003772,0.91111714,-0.32124576,-1.126148,-2.3935688,-2.2718158,-0.4328315,0.4354729,1.0139872,0.08574663,-0.88674057,1.0841737,-1.2084281,-0.15642916,-1.0051738,-0.4597955,1.3000726,-0.37048557,0.90525836,0.49131092,1.0752823,3.0824065,2.5803597,1.6716813,-0.16004992,0.01639092,2.2998438,-0.3522724,-1.6918099,-1.1020372,-1.6687554,1.0087429,1.4351062,-0.8582306,-2.0925765,0.93192995,-0.0563429,-0.39799395,1.6377542,-1.1957716,1.92431,-0.04486264,1.2344217,1.9644074,1.9768152,0.6205774,0.045847565,2.9778097,1.5420592,-4.302724,-1.7567564,-1.4663408,-3.5577607,-1.3961922,0.08246062,-0.7277649,2.259391,-0.006945649,-0.1323264,-0.8009638,0.33583474,2.0453475,-1.6174937,-0.2159182,-3.24147,-0.33949265,0.09197814,1.3751521,0.48816013,-0.9316017,-1.2950327,0.8820892,-1.1185253,2.0826359,1.2922536,0.36231637,-0.9086091,0.37934506,-1.7662896,-2.3590174,-0.6944379,-2.053787,0.90417576,1.2486659,-1.8154535,-2.5566683,-0.32049456,-1.1667554,-0.6052729,0.035686236,0.20538783,-2.9190493,1.5306329,-1.3272494,-1.5383193,-2.0588574,1.3652521
CPC-N,-2.0918522,-0.32591248,1.9960754,-1.4828612,-2.6728566,0.6353364,0.05216895,-2.1775506,-3.2524738,-1.1676774,-1.5281916,-1.6513684,-0.29097825,1.3556094,-2.7400343,0.91366726,-0.17817573,2.7750056,-2.7691972,-2.0095387,-1.0340686,-1.1802121,-0.6591032,-0.87589103,1.1224858,-0.40756145,1.4870825,-3.0836906,-1.2705121,0.9172891,-0.30036205,-3.4621491,1.7335882,0.14706804,-1.6181321,-1.1043909,2.374526,0.7904084,1.0762689,0.5972188,-3.672333,-1.4398041,-0.24156964,3.611664,0.009954816,-0.41417515,2.0416868,-0.9346114,2.7830827,-0.9348524,-2.2065227,0.3864341,0.6868227,-0.61566323,0.2619722,1.3326604,-1.7796574,3.4026382,-0.3476122,-2.0094242,0.93311906,-1.2482857,-0.6631545,-0.56793034,0.5650908,-1.5796839,-2.1143286,-1.4007133,0.38845643,-1.2481742,-0.3909244,1.8004403,-5.0644298,-3.5195923,2.7875907,-0.13311028,0.007697412,0.79075456,1.1717695,1.9201981,-1.0289167,-3.1397731,0.22749637,1.6113973,1.0530641,1.8709407,0.5077962,0.57133687,-3.1758683,-1.1528138,0.5670027,2.2648077,-0.5370102,2.5589933,-1.9064535,-1.5471821,0.78296983,2.4621763,1.6281965,-0.36252058,2.1150088,-1.2905647,2.941335,3.5761242,-1.1373762
1321N1,-5.874063,1.1665682,1.0029298,0.54686767,-2.3143303,-6.1076646,-1.9963486,3.8236368,1.8257469,-2.190661,4.233148,-1.3623856,-0.10501975,1.6640422,-5.5391226,1.1494737,-2.6320477,-2.2940888,1.4730642,-1.1243604,1.4781849,1.6721314,3.1580503,3.9482996,-1.4455634,1.3399645,4.807577,4.9294677,-2.3067756,1.3310347,0.29948807,-2.4327312,-4.20465,-5.148423,-1.6276459,-0.3297559,1.1326296,6.273114,-3.7245088,-7.0802593,1.2474045,-4.0867496,1.2683312,-8.200236,-0.31566966,5.494878,0.9423442,-2.8459835,3.1254697,-4.58353,-3.5534487,-3.0676584,0.5531143,-4.8328276,-0.8331758,2.4521415,0.7627733,0.4826854,0.5475945,0.8037994,-0.07384706,-3.0899427,-2.6957312,-0.2877199,-1.01585,-2.7950652,-1.0636102,2.2888033,-1.6979486,-0.795891,-2.3808398,3.3931942,-2.7560525,-1.7140441,-1.6163292,-2.553447,-2.595563,-3.4965572,-2.8688123,1.7126263,3.2287567,0.5774036,-2.9586322,1.1735305,-2.019467,4.4696093,0.62502015,3.5587914,1.6518894,2.9823647,-2.9545767,-4.224699,0.884885,1.4031984,-4.4802084,3.669251,1.4740684,-2.96664,0.85110426,-2.0170538,0.60390633,0.9448334,-0.58191043,-0.70485353,-2.7073545
TT,1.2529151,-0.028197108,2.8783343,1.6663945,1.7177948,-0.040232364,0.41002032,-0.07930549,-2.3475165,3.2046773,-1.3696971,2.9599762,-1.1110429,-2.0124388,0.63098496,-2.0291727,2.187356,-0.5901077,-2.473954,0.99775124,-1.1837885,3.0315216,-3.1753998,-0.25563347,0.97113323,0.51975656,0.8738136,-2.385757,-2.9178684,-1.6877911,-3.35437,2.287846,3.8321533,-0.28889528,-0.47752264,0.042207766,3.1173124,0.36432227,-1.5658551,-0.8425298,-4.9280276,2.149457,-2.0694108,2.5602267,1.1898186,2.0424504,0.36019784,1.6478158,2.733081,-0.26027536,3.003255,-1.1256577,-1.5832658,0.8005723,3.0762277,4.497201,-2.2623901,0.7265161,0.30331916,0.26252115,1.8477454,-0.41898638,0.8757428,-3.5753326,-0.69453436,1.7398729,-0.29290366,-2.0267842,2.658861,0.56108165,2.7767878,-1.9436318,1.9511268,-3.3479793,1.3658593,0.5219147,-0.7580302,-0.3506015,2.6849031,-4.83434,0.8418793,-2.9222512,-0.21603054,1.4183735,-0.42095673,-0.9907005,-1.4108421,4.2870617,0.73158807,-2.3353488,0.48365363,3.284096,3.6737454,0.15126905,-0.5107301,-1.1380484,0.78120744,-0.9810918,1.0270355,-0.20849718,0.116849445,1.2823962,0.324394,-0.9284158,1.6087694
BV-173,0.8543095,-2.6273818,3.714145,-1.5251325,0.51712185,1.8347241,0.1962943,-1.4057002,0.6112566,-1.2751333,-0.57722,-2.089464,3.3728755,-1.01537,-2.2936425,-1.1279743,0.45054355,2.0507333,-3.0833776,1.6450526,4.0390716,0.18630746,2.0299494,2.0547047,-0.9197635,1.9726826,0.9738374,-0.3652463,0.033050418,-1.5306576,-3.3441532,0.32076234,2.3359277,0.7792837,2.4672713,1.3201916,0.469308,-2.390812,0.7800352,-0.8987326,-1.2661864,0.36943018,-0.46564198,0.22724932,-0.5167669,-2.4158812,-0.81669176,-1.2614235,2.9912906,-0.96734905,-0.469561,-0.6538607,-1.1783618,1.629092,1.3913841,-0.6623123,-1.2923416,2.1255386,1.7582927,0.2909504,1.5954943,1.3707291,0.7479681,-2.1068857,-0.14387032,-0.11278975,-0.5987485,1.5156834,2.4712322,-3.1385214,1.5540713,-1.149795,-0.9869437,-3.3576295,0.9162713,-0.4293809,-0.426672,5.481211,-1.5232129,-0.0065201744,0.4821209,2.991467,0.94183505,1.0551621,1.082049,-0.66193014,-0.3495548,1.2271998,0.20196846,-0.20562774,-0.9336127,-2.7863486,-1.2700557,2.4769273,-1.3814801,1.7691858,1.5661883,3.357299,2.3886163,1.9951539,-0.18962851,-0.20716399,-1.4087689,2.9884365,-0.019444525
UM-UC-3,-5.029515,4.6632733,1.8659021,-1.6649663,-1.0331063,-2.048327,-3.4489331,0.09395327,-3.0168505,0.29759794,-0.23776332,-2.7738218,0.5684074,2.522572,-1.9725131,4.5730276,-1.9103205,-0.447504,0.7213046,-2.4885683,-2.4425654,-0.735599,4.708201,-0.50188863,-0.93375343,0.5643536,-0.8753836,-3.6631784,-0.9799745,-3.8910172,-1.620346,-3.1945503,-2.2572625,-3.77742,-3.021434,1.564076,2.9964178,5.5656943,-1.0947452,0.39074516,-0.67410445,-2.7855465,0.8574955,-0.6090437,0.41897187,0.3352031,1.2706164,0.8824729,0.67731625,3.4307506,-1.5727239,-2.6416602,1.8924392,-3.535385,-0.5682109,-1.5069249,0.032681253,2.8676012,-0.067386985,2.9132512,0.5014965,0.28953677,1.7357277,5.3104053,-2.0146315,-0.14438194,0.82802075,-1.9138653,-1.2152392,0.6036947,-1.6669618,5.695115,-1.7027457,-0.4135524,3.6895697,-1.0265311,-1.7627856,2.3517396,0.5343724,3.300802,-1.3362803,-0.89018804,-2.5549831,-0.5131986,-0.46120128,0.11693495,-0.13506213,0.67877036,-1.1154325,0.77274513,-1.5090455,0.48613372,0.43122452,3.390108,-1.6055855,1.7783321,3.5960634,2.2318692,2.186976,-0.42643237,3.701592,-0.38487312,4.386726,1.8597081,-3.2782743
HCC44,-0.17727503,6.042406,1.8070709,-1.2118235,-1.5797398,-2.1139019,1.2782562,-0.43509322,3.8799138,-2.1402872,-0.623567,2.6582413,2.519412,0.050764512,-0.4393071,0.8284693,-1.6204293,-0.70964026,-0.96614194,-1.2479783,-0.66842365,0.46276522,1.4831253,1.0326953,0.24713942,0.6311952,-2.3748531,0.16717361,2.766932,-1.7084658,-0.3447372,-1.2234237,0.96334696,-1.1816643,-3.2852328,1.411451,0.17807584,2.938743,-3.1617057,-0.9462714,-1.2247759,1.0629532,3.1204855,-1.4613324,-0.36867702,-1.4111744,1.9066999,1.2716886,1.8049953,-0.66520005,-0.46546665,1.4233029,-2.3245318,-0.07555963,-0.3774321,-4.1742496,-1.0705382,2.3463323,-4.139887,1.0405185,1.4878483,-0.2959948,4.6135664,3.9765327,1.5366914,4.2879767,2.130034,-1.7193063,-0.23643616,1.342244,2.7966037,2.1652398,0.54269505,1.5995598,1.518756,0.3975187,1.3974054,4.3467097,0.1310943,-0.31496188,1.6496762,1.1695695,-4.3886094,-0.25892466,1.7030619,-0.6075718,2.4299078,2.564987,-0.58895606,0.74301416,0.8232454,-2.45315,1.6514143,2.4829495,-2.1504474,0.36506358,-0.18753466,1.9104115,-0.28344676,0.29697937,-0.37715977,-0.49426544,3.3666327,-1.8811159,-2.4983318
COR-L88,2.1638803,-1.9143448,1.1579201,-0.46620724,0.14223737,1.7714608,0.2857978,-0.030443333,-0.09528141,-1.5052888,-2.078175,1.7267569,0.4462066,-0.10986614,1.0253849,1.3980874,0.60037106,-0.08535075,1.2925951,-0.041482434,-1.2282507,-0.5768516,-2.5116565,0.53577465,-1.863478,-1.3182188,2.7641163,-0.861478,-3.123226,1.8056895,-2.7612443,-0.49564314,2.002137,-0.92871344,-0.15819512,-0.7960009,-0.80612046,-1.6009777,-0.4432398,1.2523007,-1.4138945,-0.44773751,-0.28330466,3.2473567,0.8581777,-0.83594877,1.3595045,-0.9430049,1.8395387,-0.48324263,-1.182192,-0.27843827,2.0796647,0.47565702,-0.52686226,2.9515684,-1.887843,0.675475,1.4192941,-0.24567972,3.47273,-0.71689105,-0.73479104,-2.6260085,1.1391575,-1.2823688,1.3040895,-1.8822105,1.7134256,0.11061665,1.6806365,-3.2460585,0.2671638,-3.4676473,2.5153255,0.71333015,0.04722274,-0.3958419,2.4207072,-2.0935042,-0.29163155,-2.0115452,-0.25328764,1.1410073,0.7349794,-0.4560458,0.11877309,0.020833276,-2.3845441,-2.6184938,-0.20902306,1.516996,-1.3063964,-0.42409235,-0.59652656,-1.7609975,2.0271578,-0.7193486,0.9980205,-2.2667027,1.8793489,1.2433887,0.084256396,-2.7147539,0.6259282
Hs 675.T,0.9244983,0.40909234,0.42452368,2.1283078,-0.9655819,-2.2197254,-1.000681,-0.42439595,0.9040257,3.974734,1.2720461,0.47656837,1.1733458,-0.056214146,2.5344546,0.77855504,0.05850526,2.3663116,-0.2564341,1.4084157,1.1536249,-0.66041374,0.9847124,0.8833026,0.67441845,0.56392395,-1.8505772,0.047094017,-0.3379492,-2.6352,0.57683027,1.2128011,1.9412577,-0.88935405,2.6830392,0.33079946,1.8649359,-1.267601,1.0847542,-4.1287737,-1.7333952,0.24068101,-0.44815397,-2.740738,2.1557302,1.2494476,-2.427639,0.6458262,0.4002694,-1.735252,2.316108,0.93446374,-2.484797,-1.1455508,-0.051219724,-1.493141,-1.0218326,3.3392506,1.987381,-0.9641835,-0.54634714,-0.92290884,1.062062,-0.69281137,-0.5867782,2.3182278,-1.9733765,-1.5152848,-1.9153857,-2.4592283,-0.4819886,-0.973081,2.548852,3.4720962,0.77483416,-1.5029413,-1.9941796,-1.7964878,-1.0972168,-1.7925472,0.8549834,1.0520964,0.45888925,2.1113408,0.73143643,0.41518152,-1.1912177,-1.7905982,3.5083334,-1.2911186,2.1101758,3.060165,-0.45402247,2.2839043,1.2001309,-1.8963981,-0.688195,0.051704988,-1.006922,2.3773406,0.9134818,1.3963252,1.5807662,3.00329,-0.47460866
