,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
TE 125.T,-0.15930265,-0.021979183,3.6858099,-4.0044613,5.6579657,-0.04872238,-5.2909317,8.865975,-3.8976943,1.3312211,-5.4881206,-3.9028475,-3.464901,-2.6209626,-1.4144397,1.5060669,1.9227355,1.6346534,5.7109647,-6.165428,8.072836,-6.3166976,4.9760876,-2.7330446,-0.52727467,-2.4026442,-2.4097195,-0.80665207,4.6617103,-5.250818,0.58407885,1.6807007,2.7119348,-2.1382475,0.5995997,-0.33264273,-0.7077986,5.45835,-4.2150626,-2.142173,4.9147096,0.7971688,5.2313123,4.372311,-1.4523787,5.150052,4.649539,-6.9839134,2.7432337,-5.1814556,-2.2426496,-4.4363856,-6.516187,-1.3953465,4.72155,0.78639954,0.92019576,-0.7540403,-2.2354503,1.2134062,3.8556771,-0.68781805,-2.1639712,-1.2328199,-0.57422173,2.5483165,-6.683324,2.5047703,-7.073781,-5.05475,0.15448086,3.8358622,5.934373,2.11704,-1.4855349,-8.005527,1.860392,-4.906731,-8.51487,-6.37772,0.7531041,-3.8432767,7.249507,-3.992275,-3.6617389,-1.543405,-0.17405471,-0.2553937,4.029729,-8.809419,2.024166,-7.49449,2.056846,8.446831,6.8548174,-3.3907766,3.0616775,5.0237885,0.5227245,-0.15636252,-4.5210867,-0.8171328,0.038664043,-3.934257,0.11303023
HCC15,-3.6410854,-4.5386195,1.4419833,-4.160198,3.0720494,7.367418,6.945068,2.9137669,5.7434387,4.9184084,3.0807538,3.2137663,-2.3386593,6.457831,-1.3326998,-2.8936672,1.7417271,5.248,-4.2558546,1.5370162,0.05983851,7.379184,-1.1414243,4.668161,0.666084,0.1340539,4.839392,4.1079187,0.70136863,2.6414402,2.1796849,-5.423659,-1.5975592,3.497036,-3.537409,-4.517054,0.039775386,-3.8687363,4.763418,-2.3061013,1.7223259,-5.9421144,-2.3099325,2.4173074,-3.823424,-6.2391787,1.4017813,1.6150223,1.1939086,4.5191793,-0.39282006,-5.180499,1.7726985,1.2912911,-11.195232,4.4396586,5.053033,0.7605574,8.181124,-9.429096,-3.838344,1.9413068,0.71692866,1.0986325,6.013014,-6.1591907,5.30286,-3.207021,5.6612854,1.4311281,-1.2642747,-7.6151414,-4.023677,-3.507626,5.865955,-1.7713466,4.6664543,8.900884,7.0743675,9.926944,-2.03719,8.47333,1.3479254,3.0291014,3.77229,4.8186817,-6.719308,-4.620092,3.0685718,8.28077,-1.8331188,7.4136577,-5.5278177,-3.744825,-0.5895265,-0.105519205,3.3951943,-7.174547,-0.50296795,3.3513274,3.494017,1.5370219,-0.7428511,2.8318343,0.8675834
OUMS-27,-2.6815512,-3.573333,0.14437087,-4.7372503,2.509093,8.011817,8.007432,2.084701,5.3314934,2.7488222,2.1260629,4.3398347,-3.8571248,5.412528,-1.9006854,-3.2802193,2.1323006,7.322042,-5.3555217,2.8211696,-1.2780653,7.144361,-1.6763347,3.9344397,1.5735097,0.44542053,4.4536715,4.5803967,-0.101026036,1.13651,3.5422618,-5.4849825,-1.7181736,2.4550867,-3.2296226,-2.2704256,-0.65486145,-2.4636507,4.138742,-2.1676488,1.957485,-7.8826575,-2.79557,2.769834,-4.6200256,-5.3885684,2.1535757,1.2169701,2.4061775,6.435215,-0.16152126,-4.67727,1.7871181,-0.7165764,-11.0632305,2.1024327,3.7555938,-0.16278741,8.418387,-8.698782,-5.1775827,3.4578018,-0.34688273,0.9436478,6.7519608,-5.2611966,4.8978357,-3.18873,3.773168,-0.14149329,-1.025994,-8.697918,-2.3029308,-2.0464525,4.526127,-1.9875121,6.1061163,9.286343,7.467167,10.596653,-1.2761928,9.54727,-0.054725185,0.5559122,3.037557,3.0454357,-6.543294,-5.466298,3.4702272,7.5268006,-2.9016242,7.337128,-7.097298,-3.3439238,0.1713513,-1.5582039,3.250579,-6.2624273,0.9633179,5.1218996,2.2097232,-0.14791554,-1.3237801,5.019364,1.8965387
SK-N-BE(2),-5.1347494,-5.2977986,2.8404713,-2.1882539,3.8185575,4.2144685,8.36051,4.591602,5.8290997,5.669146,2.235102,2.21525,-2.6926875,6.7794843,-3.471542,-2.9342146,3.3772614,4.331592,-1.0704522,-0.60828334,2.6113684,8.452948,-2.7764344,5.7476006,-0.6867089,-2.4314926,2.6587887,2.374967,-1.6982955,3.3805232,-0.5422207,-6.884801,-3.1866481,1.2402934,-2.3764136,-9.173942,0.3476649,-1.8645366,6.7363477,-4.067585,3.084062,-4.7297754,-1.6057134,3.7144005,-4.128199,-9.508848,0.9832824,3.7780254,-1.4259028,5.4779215,1.979672,-6.455807,1.248566,2.4089694,-15.055449,3.6916063,6.7031426,1.8092489,11.148514,-12.653952,-5.000397,0.45288387,-0.20371178,-0.26444107,9.56615,-7.4593587,6.798799,-2.7248118,4.7635674,3.4064183,-2.1825469,-7.517728,-5.993949,-4.4774313,8.381142,-0.47635198,3.0518737,10.872119,8.025027,11.571816,-1.59132,10.760508,3.0309067,4.482547,4.350514,6.8060317,-3.6644154,-4.5074077,6.07243,7.4500594,-1.6966907,8.405812,-9.166438,-6.1634946,0.98981273,-0.0717603,7.5028224,-8.763205,-2.3060987,3.2520664,0.7379716,3.5529594,2.179367,4.3259077,0.34353086
SNU-466,0.31043768,-0.7330215,0.24655989,-1.9706863,0.66974956,2.00309,0.9276674,0.554536,0.07575781,-0.12407776,-0.018333353,0.9678448,-1.0779388,0.07702041,-0.54016674,-0.25224447,0.30449745,1.1084396,-0.9088725,0.6062437,0.19080363,0.48365706,0.09248841,-0.14754292,1.0854337,0.33024248,0.7596851,0.9390421,0.12562953,-1.1449155,1.6231669,-0.6346773,-0.19199288,0.54547834,-0.7726895,1.1413525,-0.6700002,-0.18796462,-0.5105111,-0.5951088,0.33200997,-1.1155775,0.026341792,1.2780762,-0.73439527,0.18564638,0.6994572,-0.96415955,1.1899277,1.0165671,-0.44320235,-1.118973,-0.6091507,-0.6787596,-0.6837686,0.17215832,0.34377712,-0.088665955,0.97748595,-0.5107118,-0.72246766,1.4043977,-0.5236206,0.21595487,0.75214314,-0.17857563,-0.17572515,-0.39300293,-0.34064397,-0.8973553,0.13602751,-0.8146242,1.0925397,0.15331006,-0.13415845,-1.0348016,1.5740967,1.2063149,0.44544402,0.9289911,-0.009562453,0.9100598,0.41103843,-0.9858044,-0.2748486,-0.41526338,-1.3127902,-1.3029542,1.0906163,0.33009845,-0.42884406,0.33086103,-0.8143744,1.0710592,0.77522975,-0.41812035,-0.01479604,0.12254334,0.6166599,1.2460048,0.1972856,-0.7097335,-0.25322044,0.5885818,0.7332417
OV-90,-1.0632772,-3.106076,1.5143433,-2.6565738,1.1809763,4.8528132,3.4495757,0.29424694,3.0807843,3.0971372,2.514183,1.5242691,-0.6741214,3.189828,-0.6749879,-0.6258668,0.26033485,0.72678316,-2.5442264,1.8041197,0.04686538,4.5449057,-1.0850433,2.1743803,0.9890315,1.2825581,3.455412,1.9581987,-0.48743442,1.3529181,1.1483537,-2.9274042,-1.6119217,2.652697,-2.3895423,-2.102215,-0.5237788,-3.43093,1.8095578,-1.2050862,-0.5408415,-1.9066217,-1.5482793,1.1677593,-1.1209857,-3.3999643,-0.43312886,0.7005089,0.4019649,2.1520398,-0.43452716,-2.1171334,0.24869253,1.4912132,-5.6423583,3.1391127,3.215552,1.0236734,4.7846594,-5.0179806,-1.6453793,1.3915057,0.9257067,1.1052372,2.3569293,-2.9412036,3.1803763,-2.0810966,4.366517,1.7257708,0.20026346,-3.267776,-2.165597,-2.4795423,3.8151183,0.467311,1.6668866,4.707884,4.893301,5.319923,-1.5310979,3.6834686,0.41441438,2.7855217,2.5440655,2.8775022,-4.1154733,-2.6678112,1.4898063,5.3791175,-0.75185305,4.2953224,-2.1690702,-1.8031445,-0.806637,1.1970341,0.6189472,-4.104856,-0.31783494,1.5024773,2.9076066,1.0428306,0.045075476,1.0342406,0.21560073
C32 [Human melanoma],-1.9068971,-1.4895225,0.1030085,-1.3793373,1.7377809,2.566928,5.197809,1.9827024,3.3241003,1.6436498,-0.0437093,1.2928984,-2.5563617,2.3462625,-2.334906,-1.935067,1.5544624,4.9528794,-1.3494726,0.5224611,0.7098485,3.6315467,-1.6340346,2.773163,-0.23410866,-1.1639208,0.9153927,2.0886037,-0.74844027,0.85142636,0.8597682,-3.3884318,-1.2571145,-0.2685281,-0.7346652,-3.053493,0.5040117,0.87757415,3.1733115,-1.3674064,2.393,-4.7703643,-0.9873951,1.6929047,-2.8717623,-4.0443163,1.3812331,1.5740529,0.45087007,4.222148,1.0743812,-2.9362361,1.0487247,-0.30048996,-7.4237213,0.021965798,2.0814104,0.15014578,5.769693,-5.9639,-3.4883,1.6131028,-0.79298055,0.059350725,6.1894255,-3.0704217,3.038272,-1.274261,0.737398,-0.5534903,-1.3102571,-5.487305,-1.3509008,-1.1462342,3.0010014,-1.0517933,2.5405679,6.1478214,4.146087,6.212161,-0.96881735,6.866602,0.7676002,0.05547627,1.1978403,2.5914946,-1.6674229,-2.3638518,3.5151143,2.8432188,-2.1371298,3.9443665,-5.6663733,-2.408339,0.97511774,-2.0272949,4.3133793,-3.6718304,-0.17261918,2.721899,-0.07915427,0.5757817,0.46838155,3.4990225,1.0296623
EBC-1,0.14603639,0.87005246,0.7107779,-2.8195667,2.8346956,-0.54401416,-5.155886,6.857782,-1.200625,3.3467445,-3.2664814,-3.5061998,0.046308912,-0.8876954,-0.33070037,2.5298235,0.415138,0.5727725,2.3998308,-3.2740183,4.7595844,-4.485235,3.5412002,-1.2201412,-2.1250083,-0.08353932,-0.5499203,1.2178875,4.7026205,-2.4026394,0.784977,1.7378647,2.443971,1.4387877,0.92737687,-0.25359368,0.5629895,2.4500902,-2.382054,-0.86151886,2.4770021,1.2397244,2.9173918,1.4468142,0.85483176,3.7733748,2.1025267,-3.2054827,2.5104225,-4.0027647,-3.818542,-2.1786363,-4.1028657,0.7923839,4.06084,3.1858175,-0.80908126,0.7091977,-3.752738,1.27295,3.0551546,-1.0258496,1.4387462,-0.030025998,-0.9127821,1.8201009,-4.8734007,0.35895512,-2.6297483,-3.1059172,0.14447236,1.1985614,3.6576777,-0.06382178,0.33667964,-5.0673304,-0.40822783,-3.9956074,-6.4722257,-5.1627083,-0.24776947,-4.7449713,5.0421257,-0.85568523,-2.0329742,0.32161382,-0.983514,0.85899955,1.2869313,-5.638577,1.5183342,-5.9932885,3.3923235,5.9759054,2.7989159,-1.4739486,1.4876995,2.3212247,-0.419455,-1.955307,-0.9694376,1.170153,-0.48758927,-4.420965,-0.5564762
HCC-56,-0.09954697,1.2905023,1.6005006,-1.5666454,3.6282525,-1.5274307,-6.5712204,7.7904353,-1.3449404,3.540699,-4.351712,-5.721834,-0.04887171,-2.626727,-0.3195736,2.931738,0.046804056,0.421793,5.7927814,-5.5895348,6.8640356,-6.1684422,3.6485937,-0.7014913,-3.5616221,-1.0799831,-1.7476363,0.31016788,5.323462,-2.138422,-1.1802052,3.3176634,3.2155883,-0.6322923,2.4835246,-1.6599915,1.0206085,4.125157,-2.9789512,-0.04718466,3.8817213,2.053542,4.8638935,0.9282532,1.6059322,4.2112894,2.434331,-3.4940455,2.1162593,-5.8545866,-3.775466,-1.7872314,-4.876484,1.6445144,5.5799026,2.5653584,-0.67399544,1.415424,-4.420662,1.7152288,4.0250025,-2.6699638,0.85915595,-0.14790119,-0.6344702,2.547659,-6.087418,1.2459608,-4.4740453,-3.6979792,-0.34602457,3.0024447,3.9703217,0.42620322,0.3236864,-5.860183,-1.035823,-5.553166,-8.599584,-7.7696767,-0.3798106,-6.387396,6.2266984,-1.1418985,-2.716591,0.8154571,0.42427632,1.468292,2.4898796,-8.516695,1.8974845,-8.297869,3.9869573,7.7763352,5.0411415,-2.7454507,2.769077,3.5003126,-0.6540688,-2.6580374,-1.798541,1.8032289,0.576406,-6.2531433,-1.96311
PK-45H,-3.1869595,-4.027388,0.87220716,-4.2318945,2.9680927,7.3914914,7.0217495,2.684498,5.2955236,3.9076607,2.5113697,3.5557284,-3.0463424,5.9038916,-1.3451777,-3.0679188,1.9437522,6.0899215,-4.549289,1.8467941,-0.5316586,7.02806,-1.0450848,4.2389083,1.0322301,0.17721534,4.5539904,4.073005,0.5595005,1.994275,2.6743872,-5.2828293,-1.3832183,2.8046002,-3.3473845,-3.4863613,-0.19784793,-3.1410587,4.3075304,-2.2108207,1.8919379,-6.737309,-2.5039792,2.5897696,-4.3067527,-5.539803,1.8876313,1.2121956,1.6867235,4.969264,-0.27746764,-4.8793883,1.7011176,0.3300629,-10.790059,3.2725403,4.395856,0.20025134,7.97616,-8.827273,-4.0972486,2.4607768,0.18966141,0.98740137,6.039768,-5.659685,4.9638934,-3.0369174,4.676141,0.6360339,-1.1380993,-7.745934,-3.20794,-2.6448038,5.090278,-2.042204,5.252169,8.616841,6.8855257,9.870415,-1.687362,8.703529,0.76394325,1.8690734,3.3883216,3.9558523,-6.5055895,-4.7729754,3.0693574,7.6396055,-2.0541074,7.0936875,-5.8690686,-3.4636552,-0.12231312,-0.81342673,3.2939737,-6.487483,0.18765539,3.9623766,2.6839533,0.688812,-1.0782033,3.5892618,1.295818
RPMI-8402,-1.5153345,1.224459,6.639665,-5.516117,10.582494,-2.5090678,-14.048668,19.324501,-6.464604,5.7990537,-11.122976,-10.764935,-4.0584354,-4.314872,-0.6340226,4.7321324,2.958127,0.9233449,12.886772,-13.798232,16.3484,-14.066891,10.531975,-4.5908475,-4.966,-3.3693907,-5.531262,-1.4098495,11.882011,-8.157395,-1.5740101,4.989703,6.704584,-2.9258766,2.4270654,-2.9610736,0.21975335,9.79015,-8.159104,-3.1536,10.143587,3.9248505,11.082294,5.930385,-0.28001177,10.725287,8.348713,-11.728992,4.5927353,-13.277836,-6.332254,-7.7455597,-12.862283,-0.29058015,11.212756,4.4870024,0.8716507,0.025713265,-7.599169,2.5544422,9.753317,-4.741195,-0.55556726,-2.5250602,-2.2572727,4.9987,-14.131913,4.966943,-12.02398,-9.252221,0.0049008084,9.103509,10.396,3.004824,-0.5771916,-15.497051,0.44922203,-12.661695,-18.72125,-15.746039,0.8438416,-11.941351,14.966386,-4.9565396,-5.895225,-0.61223173,0.1246135,1.7941322,5.583244,-19.01239,5.418263,-17.730942,7.4711394,17.32306,12.906612,-6.001621,5.50262,9.392601,-0.5277701,-3.465602,-7.2928143,0.5679333,0.2138528,-11.591412,-1.7414464
Kasumi-2,-7.228982,-8.164348,4.659586,-4.928399,5.6254873,8.369494,9.837924,5.8174,7.5780916,8.792668,5.1577,3.9751182,-2.4033792,10.59021,-2.5515919,-4.217877,3.332297,5.5838237,-3.6935601,-1.1208823,2.6841202,11.056476,-1.1744754,7.8387284,0.087017,-2.320577,5.24099,3.9042137,0.99748737,4.7121387,1.0268415,-8.71067,-2.8140476,4.917891,-4.802195,-10.666477,0.51390374,-5.657727,8.304229,-4.9609604,2.8678465,-5.778125,-2.1123114,5.0693455,-5.5498786,-10.7616,1.4199861,3.1116683,-0.79169023,5.484706,1.1205795,-9.16986,1.949487,3.377209,-17.8875,7.7141886,9.085687,1.5888965,12.390076,-15.400113,-4.9942374,0.32351997,1.1353055,0.48183218,9.486411,-10.29231,8.207196,-4.139297,8.500166,4.5661893,-2.547531,-10.021863,-7.7981305,-6.085742,9.922573,-2.676125,5.212387,12.603356,9.25583,14.222274,-2.5683677,12.0364,4.182622,6.8179765,5.7177157,8.577619,-8.210714,-6.20819,5.3287463,11.851462,-1.3574094,10.884438,-8.398972,-6.8908887,-0.8263614,1.0511178,6.8438344,-10.935272,-3.1042948,4.0447283,3.5624216,4.078015,0.19646874,3.5489717,-0.110368125
MeWo,-2.9192996,-2.269303,0.27164313,-2.5550237,2.324477,4.184169,5.567395,3.0333886,3.4438722,2.6300182,0.7356539,2.479811,-2.987771,4.1895804,-1.5601909,-2.476361,2.0047305,5.7335696,-2.7670977,0.35843036,0.45412335,4.3558455,-1.1673735,3.2060895,0.37653434,-1.3052945,1.8400769,2.6252341,0.7014865,1.1728102,1.7900972,-4.098525,-0.7163539,1.1639965,-1.7062755,-3.2311926,-0.0034501776,-0.46689105,3.697114,-1.9706479,2.501671,-5.2126236,-1.1090105,2.321369,-3.637512,-4.0554028,2.0464075,1.0618404,1.0480753,4.3069067,-0.023322243,-4.2066607,1.3392426,-0.3327708,-8.487113,1.71545,2.6538422,-0.05795563,5.7454667,-6.604896,-3.6779635,1.2653395,-0.22967932,0.01952346,5.632177,-4.144112,3.0115478,-1.8320633,2.0290053,-0.103585,-1.1654799,-6.551349,-2.221705,-1.4825194,3.4570093,-2.289782,3.819539,6.585809,4.413387,7.102738,-0.713644,6.836449,1.3524102,0.7565203,1.7611399,2.8026328,-3.7375317,-3.7055151,3.0268338,4.397243,-2.218809,4.924146,-5.4950914,-2.8664598,0.07535521,-1.6539488,3.9143996,-4.2422814,-0.06907957,3.6993845,0.61838543,0.5881203,-0.81392264,3.2883663,1.1648912
MOLM-16,-6.163981,-6.7100253,3.9582613,-4.1002555,4.990184,6.995477,8.182444,5.102408,5.8213043,7.1892138,4.042367,3.5626006,-2.6048584,8.80825,-1.82428,-3.667922,3.2758641,4.9476576,-3.4610498,-0.86690366,2.079552,9.107388,-0.85907483,6.193183,0.32613668,-1.9938394,4.1078887,2.8634531,1.0272311,3.615004,0.90685743,-7.310883,-2.0293207,3.9592693,-3.9745293,-8.711736,0.2635799,-4.4130454,6.6649218,-4.2711654,2.457159,-4.9798636,-1.9427944,4.6120396,-5.063121,-8.919603,1.5721622,2.444397,-0.40477896,4.6985664,0.8768672,-7.6620336,1.6350832,2.3314645,-14.999597,6.1851835,7.523249,0.88998747,10.37132,-12.923853,-4.040663,0.4022857,1.1730875,-0.059176844,7.7188115,-8.380698,6.8984337,-3.3653076,6.7650704,3.7005467,-2.049414,-8.329462,-6.283623,-4.802466,8.320342,-2.1089509,4.707105,10.403516,7.893313,12.095934,-1.6344354,10.218009,3.2147136,5.4500656,4.8603578,6.8805594,-6.9203606,-5.539167,4.1030526,9.577254,-0.99533755,8.954284,-7.1219687,-5.9574256,-0.3958753,0.6755981,5.812248,-8.925114,-2.481344,3.8635392,2.4537137,2.8851001,-0.22846395,3.423565,0.27035195
NCI-H1568,0.20499364,0.3412233,-0.6620927,-1.9116586,0.23879756,1.0735974,-2.0385456,2.3306239,0.83518124,2.5055637,-0.22076237,-1.2330337,1.4507942,0.5249269,0.7015623,1.3694764,-0.69212973,-0.14369422,-0.757904,0.41213918,0.7601038,-1.0689592,1.4017953,-0.22455588,-0.9684228,1.4495482,1.4853222,1.9633093,2.7760541,-0.31751883,1.4113603,0.8841578,0.9833183,2.8266578,0.16605955,0.6673953,0.24235177,-1.0310502,-0.62844247,0.31336886,-0.051522024,0.42071888,0.5063826,-0.45686075,1.4590734,1.1480445,0.07916634,-0.57405686,1.7290256,-1.233511,-3.1805284,-0.5419277,-1.0029508,1.6139762,1.6452286,3.0738084,-0.87117076,1.0607629,-2.2997847,0.75645715,1.038664,-0.08214513,2.2168489,0.8291025,-0.84287304,0.4914642,-1.8395308,-1.2377886,1.1153384,-0.92996454,0.3192045,-0.58592343,1.0616494,-1.1083261,0.79310256,-1.4080828,-0.27911833,-1.2388177,-1.9037396,-1.9523841,-0.9140326,-2.9629433,1.6483595,0.5387191,-0.47710136,0.48539725,-2.0992155,0.22595073,-0.43290383,-0.7729706,-0.014627136,-2.0448494,2.409452,2.6851912,-0.72128814,0.39747944,-0.9587781,-0.32276234,-0.14436129,-1.465156,1.9875365,1.1143076,-0.7712774,-2.8630521,-0.43560565
T-47D,-0.14628345,0.7315314,1.3018322,-1.6873342,2.682021,-0.5543229,-4.4959154,5.646113,-0.99170834,2.669804,-3.0733933,-3.92273,-0.25452742,-1.8250138,-0.45907608,2.262527,0.41237947,0.34240428,4.069238,-4.1507406,4.7178082,-4.313963,2.1837094,-0.6490764,-2.3420508,-1.1190344,-1.4127752,0.14403485,3.986604,-1.6257745,-0.91157,2.0380056,2.68092,-0.35766566,1.3503537,-1.5190537,0.54244995,3.3677661,-2.1223686,-0.6492377,2.5515368,1.4905379,3.4272609,0.7907642,1.0868546,2.5895956,1.6093687,-2.4481218,1.3520267,-3.6132998,-2.720081,-1.2937833,-3.6098692,1.3125309,3.5844822,1.9494987,-0.09463175,1.1500763,-2.7084932,0.5543467,2.7697704,-1.7857535,0.8104745,-0.6460066,-0.024761923,2.0637305,-3.9879878,0.5487911,-3.380128,-2.6270137,-0.20225781,1.7847872,2.9528687,-0.30490455,0.25529683,-4.139593,-0.9582993,-3.8386364,-5.6570525,-5.2059665,-0.26262015,-4.2395377,4.3388996,-0.42692888,-1.9310107,0.6668737,0.4321956,0.7933526,1.5689852,-5.8264976,1.0275456,-5.35356,2.8763185,5.7024813,3.7264082,-1.6714559,2.0887983,2.302623,-0.89017546,-1.4752597,-1.5372638,1.2852533,0.20512359,-4.0797257,-0.9491161
RL,-10.024863,-7.917108,4.264965,-5.0790973,8.397118,7.573826,11.543688,10.526476,8.236411,10.41009,3.265586,4.790833,-4.7434745,12.480181,-2.8465366,-6.191717,5.5453396,10.2449875,-3.7261863,-3.9219205,4.7522044,11.072203,-0.4068252,9.032264,-0.88712674,-5.13608,3.7123032,3.9746351,3.536353,4.918857,1.2292137,-10.318655,-1.4758322,4.3718367,-4.174615,-13.753978,1.1256926,-3.7720969,10.254917,-6.466818,6.568695,-8.579347,-1.4746189,7.033637,-8.383441,-12.060541,4.4379478,3.359075,-0.2576811,6.354359,0.8466128,-12.897923,2.8010495,2.2170937,-21.797472,7.978313,9.228444,0.46220163,13.789543,-18.592846,-5.9123526,-0.96968126,1.2956203,-0.5633996,12.40252,-12.359975,8.025422,-3.523846,7.2055364,3.5720813,-3.728594,-13.238256,-8.4382105,-5.4476786,10.97853,-5.9287834,7.38581,13.973509,8.165746,16.143757,-2.1240556,15.216501,7.047277,5.910944,5.868761,9.496051,-8.696999,-7.4819098,6.7427874,11.440704,-1.6726273,11.469404,-11.6283455,-8.770232,0.13948642,-1.8442367,10.564539,-11.391447,-3.4668753,5.3359475,1.0505412,4.4253263,-0.9914789,4.5452127,0.68373215
LOX-IMVI,-0.17145261,0.07163396,0.8614669,-1.8326497,1.776853,-0.026240537,-1.3108457,3.5662563,-1.4654864,0.19400513,-2.133906,-0.7703349,-1.1865093,-0.55904555,-0.5997039,0.3409937,0.9035335,1.3057203,0.95354843,-1.6795765,2.7906966,-2.2772052,2.1657212,-1.1541938,0.201902,-0.66584516,-0.7749253,0.12679926,1.6800356,-2.3424182,1.428055,-0.037960533,0.63842076,-0.25264776,-0.06383844,0.48267022,-0.21115911,1.6642847,-1.3270097,-1.1993679,1.7455182,-0.2208139,1.5412711,1.9900116,-0.9585494,2.2544975,1.8881305,-2.5463932,1.4034663,-1.4231158,-0.9033885,-2.1969228,-2.1427715,-1.1746222,1.0724748,0.4240367,-0.27821377,-0.54139704,-0.93193656,0.9097857,0.7913335,0.37441897,-0.7248908,-0.39016673,-0.10151199,0.5684593,-2.5895224,0.8056457,-2.3527114,-2.099066,0.3271125,0.27749515,2.4208012,1.1015295,-0.87439126,-3.117971,0.9749598,-1.4379722,-2.993615,-1.6730413,0.40598807,-0.92377186,2.98039,-1.904502,-1.4886009,-0.75123376,-0.3861574,-0.3294479,1.4455439,-2.818814,0.50266755,-2.1269262,0.14809817,2.614438,1.5654036,-1.3711948,0.8263635,1.6927067,0.43487832,0.05182661,-1.5773722,-0.5370059,-0.4520971,-1.0894917,0.40605873
NCI-H522,-0.32998085,0.26213998,0.18982595,0.22018409,0.9450352,-0.73965883,-0.7727944,2.106828,-0.5100317,0.1571286,-1.44117,-0.9943873,-0.62109995,-0.6286701,-0.088236645,0.07560028,0.30808336,0.42931905,1.8130381,-1.6054499,2.014103,-1.3503158,0.5116119,-0.49202356,-0.54816645,-0.7573713,-1.2144476,-0.29283282,1.0251856,-0.5481625,-0.31916687,0.60515296,0.5411274,-0.8574859,0.78328335,-0.7140387,0.06758578,1.2914276,-0.6773612,-0.25331646,1.6504078,0.070295855,0.98753786,0.45856133,0.049582526,0.48169613,0.8744141,-0.9823489,0.12566744,-1.1008621,-0.7041439,-0.93776596,-1.1814584,-0.014599068,0.2987783,-0.31399247,0.015885182,0.13682857,-0.57499963,0.030691799,0.68668044,-0.7302652,-0.30609778,-0.2750734,0.04607449,0.25839296,-1.2166309,0.7981538,-1.523389,-0.9190612,0.004659991,0.8205515,0.849232,0.35646778,-0.12426591,-1.342653,0.037650958,-0.663094,-1.6724263,-1.4865191,0.08106586,-0.47446227,1.6344762,-0.7839991,-0.831831,-0.09345002,0.81580245,0.10770638,1.2689124,-2.143866,0.04876671,-1.6312131,-0.08615552,1.3585563,1.3565087,-1.1549233,1.1838125,0.878309,-0.043641884,-0.27117747,-1.2447735,0.6319935,0.40361503,-1.0116942,-0.045389615
HDQ-P1,-1.4623682,-1.6377414,0.15526387,-2.1289964,0.9175665,3.8660057,2.2016678,1.546012,3.3536456,3.6537492,1.4559356,0.7796386,0.52562857,2.735697,0.029084928,-0.8232594,-0.2899609,1.4426719,-2.487648,1.3303404,0.029595261,2.8742857,0.1406014,1.7826668,-0.03731116,1.6526357,3.6553962,3.170681,1.6883557,1.6565561,1.593553,-1.9008117,-0.4574634,3.3761115,-1.2956889,-1.3640376,0.5786784,-3.1612656,1.9301312,-0.3341397,0.034985013,-2.3849382,-0.9613451,0.10712627,-0.57859695,-2.1246052,0.13493773,0.87472355,1.6300491,1.0325929,-1.823216,-1.8128296,0.92713284,1.6573086,-3.6435215,3.7717457,1.470958,0.97154355,2.3393188,-3.205326,-0.9075856,0.86393213,1.7406111,1.3249447,1.7990507,-2.3172898,1.8621945,-1.8265141,3.974724,0.29412842,-0.07804753,-3.4955995,-1.6871771,-2.0766268,2.860875,-0.67665786,1.4907619,3.288795,2.5897317,3.2341564,-1.670018,2.2051094,1.1895915,1.8657976,1.8246212,2.6978316,-4.043051,-1.4901782,0.579195,3.9954915,-0.62863284,2.733405,-0.78473634,-0.5931355,-1.3493223,0.4890404,0.1791969,-3.589505,-0.119366266,0.0901571,3.5322418,1.320363,-0.46631393,-0.58644056,-0.04378911
