,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125
MKN45,3.2140496,1.3032488,-0.7527422,0.21684623,0.103798494,0.76628876,1.7844386,0.54626673,-2.044377,-2.229264,1.6814117,-1.1348953,-1.691524,0.049889892,0.61416435,0.008479729,-0.53359896,-1.1064056,-1.6781715,0.16515833,-2.8129282,0.81870645,-0.47257924,1.686502,0.20577292,0.85753894,-0.8122613,2.2216306,1.0455744,1.5902219,-1.2631044,-0.70069355,-0.32598197,0.38361874,-1.3614968,-0.27139887,-1.8572123,0.15768711,-2.5227466,-2.280244,-0.04688929,-0.9092317,-0.14170507,0.6748349,0.08354022,-1.1213939,0.5242179,0.31801218,-0.6290088,-0.61497056,0.60304344,0.013714939,-1.966101,0.8359502,-1.7663963,-0.56137824,-1.8970288,0.74885523,0.9666663,-0.31243858,0.74011594,-0.018688038,0.0029156804,-1.2146412,0.010633364,-0.439569,1.6789839,0.5307394,0.2196051,0.8161019,0.38436705,-1.1411655,0.24754548,-0.106141865,2.132125,0.14188167,-0.9235668,0.051990315,0.77874875,1.2703674,-2.7287843,0.68721557,0.19952385,-0.8364827,-0.032175355,-2.0500991,-3.9588144,-0.1709833,-2.3616438,-0.265572,-1.6099494,0.23680621,-2.0961711,0.98140407,-1.5505114,1.9853278,-0.16294369,-3.1140954,0.1901078,-2.066308,-1.1858145,-0.72035694,-1.0501004,-1.4734178,-0.6127388,1.6343608,-1.1286633,0.4437295,0.47153807,0.3426905,1.8836815,-1.9844753,2.225233,-1.2838789,0.3501229,1.3547401,3.177296,2.2539172,1.2180276,-0.27273813,0.067667566,-0.49464685,-1.0066081,-1.049015,-0.048323214,-0.37978044
253J,1.7707454,-0.5441494,-0.61019844,-1.549642,1.793201,0.2082713,-0.8897122,4.3620124,-2.0880415,0.48384073,2.379592,-1.2735877,-0.37482294,-0.19935137,2.426495,-3.3430681,-0.36551172,1.5061909,0.41931093,-0.40258464,1.1905674,-1.5671105,0.7854371,1.3406434,-1.6247538,1.9440848,1.3182749,0.8769438,-1.0785592,0.66184205,-0.7119466,-2.1570654,-0.2906718,1.1154028,-0.20208418,2.0362022,-0.7260482,-1.0719191,3.277619,-1.0530366,-1.1158277,1.3738647,1.3185865,-2.2114153,0.6850263,3.1500745,3.132432,-0.51485574,-1.0672694,1.7618454,0.75739014,-0.75101316,1.1936612,-0.23549494,0.6264539,-2.256469,3.702159,-0.8855133,1.8684264,-2.2637432,0.79256326,0.49441105,0.21073754,-1.3395833,1.5958709,1.3626742,1.9091522,0.8646145,2.9292274,-0.01759408,0.74318403,-0.7408356,0.38971692,1.2345121,-0.10246603,0.7154059,0.87928015,-3.2452097,2.5823512,-0.0344474,1.8943855,-0.55002,-0.08386024,0.9923805,-0.3015521,-2.3780773,1.2462059,1.1102902,-1.3962569,3.2639012,-2.7401361,-0.6905643,-1.0347108,-1.7668575,1.2758659,0.42497152,1.6587158,-1.7166741,-0.77904695,-0.47451988,-0.5403287,0.7605459,-0.80544907,-1.1427766,-1.617105,1.2445247,0.039661698,1.3867573,2.188613,1.281783,2.8423204,2.1514597,-3.090855,-3.2001169,0.15191942,-1.5441296,-1.103746,-0.75040424,-0.068899035,1.4939857,-0.088466145,-1.9521488,-0.5141144,1.6759092,2.5535326,1.8553488
KYSE-510,0.1123234,0.9545086,0.5888135,0.5778401,0.79331434,-1.1361455,0.6410279,1.4110659,-0.9405206,0.5736183,0.2996503,0.30428937,-0.6687347,0.070516944,-2.149275,2.19692,-0.83923835,0.9408577,0.42911476,-1.8304306,-1.0031204,-0.49638277,0.43017602,-0.15822144,1.3962201,-1.0832433,-0.940623,0.289084,0.36470217,-0.5824581,-0.48679754,-1.2929125,0.98595434,-1.4113568,0.55534285,-1.0985651,0.005300872,0.76135665,-1.0603014,-0.5452614,-2.10793,-0.8589829,-4.030234,0.4434988,1.5456505,-0.24344164,-0.08027148,0.92201793,-2.8143446,-3.3397474,-0.2513133,1.2878835,0.599151,-0.44659394,0.7374221,0.46656838,0.97284645,1.8257089,1.0347662,0.18558252,0.58574206,0.07231054,0.63208383,1.9050665,0.44354323,-1.3555028,-1.045795,1.299267,-0.32811636,2.0319617,3.5984738,-1.5531895,2.044005,0.56123114,-0.8042962,1.4049428,-0.15298718,1.9415969,1.9250598,2.6778383,-0.21487267,1.2065713,1.3428073,-0.6920451,1.3922825,0.90900624,0.99046564,-1.4198163,-2.7560241,-2.8455524,-0.37941968,0.23370263,0.4923221,1.5345727,-0.8436074,-0.65442336,-0.59632796,-0.15172288,-0.019101866,0.7862464,-0.33647326,-0.906066,3.418419,0.5440425,1.9206609,1.4015355,0.055888116,-0.67207134,1.8725976,0.29694062,0.8727418,-0.45790225,-2.0040348,-1.4364482,0.73831254,0.92123765,1.4709787,-0.7472092,-2.2531128,1.4574114,-1.2536331,-3.2624156,-1.454778,-0.47787416,-0.013086423,-0.39964014
TE-6,0.9183424,0.57446307,-0.5337009,0.06529785,0.6396829,-2.07843,0.92284614,1.5810181,-2.9380126,-1.52698,-0.531609,-0.6681053,-0.9192577,-1.1268955,-0.44009534,0.43631732,-0.04174015,0.456045,1.6576531,0.484806,-1.6875423,-0.7960899,-1.7241051,-0.88082796,3.326183,1.4955164,0.09778817,1.3885176,-3.0039234,1.8438183,1.8939041,-1.8038187,-1.5305862,0.4901795,0.84070027,-2.239071,1.4520231,-1.2850199,-1.240036,0.75800526,-1.894947,-1.3882173,0.9022895,-1.406232,1.5785059,0.001937015,0.4940116,-2.1525745,-1.965335,-1.9394268,0.9077151,1.3268851,0.17310663,-0.32226244,-0.028081328,1.1825967,0.35308504,1.1082988,1.9112378,0.85767806,2.0816102,-0.26846075,0.26480353,-3.6493652,0.6373457,2.2535563,-0.29721436,2.5411847,0.8942025,-0.895449,-0.16453111,-0.3196473,3.7297046,0.61233205,0.25512674,-1.2412423,-0.6584116,2.0984287,0.8915328,2.0586402,-1.2728219,0.69094414,-0.9247443,-0.04191904,0.6817879,-0.4142969,-1.7157192,-0.41554874,-0.033880323,-0.050276138,0.0020182095,0.23482163,1.0489192,-1.3157195,-0.90586126,0.7021581,0.4349576,-1.483182,0.5451852,-0.58653814,1.2229056,0.05192229,1.6029075,-1.5296466,1.4797264,-1.5418048,-0.94165957,-1.7444674,1.4262292,2.7791193,1.3032297,-3.1341915,-1.6977068,-1.6007236,1.959739,0.7512427,0.10807802,1.8137363,-0.014707286,2.8988867,0.6157581,-1.3993067,-1.7221913,1.2160879,1.7641381,1.4989845
CPC-N,-2.1841266,0.8020218,1.8897861,-0.7375942,-1.3289376,-0.6492556,2.1226084,-0.5946306,0.88567305,-1.9267796,0.7110078,-1.0616909,2.0566754,-0.35260147,1.8247722,2.973216,2.1152155,3.2203317,-2.2242255,-0.9441694,-0.6973804,-1.2034618,1.4157885,-2.448169,4.038416,0.78316,0.5409313,-0.19877225,-2.9938693,-1.2770615,-0.31055966,-1.6747046,-0.2922163,-2.148666,-0.6711279,-0.4186127,0.2134481,1.1473744,0.10699458,-0.28235206,-0.9578146,-1.2149941,0.048513956,0.8707023,-0.1607531,0.7554921,2.694712,0.29779428,-0.841288,-1.0799881,0.5380054,-0.78837025,-0.13890305,3.875882,4.6687784,0.35405135,2.8912783,-0.8440432,-0.14901526,-0.03452254,-2.4776564,-2.4587216,0.77947634,-2.2599344,0.7609592,-0.43597832,1.8968047,0.22317658,-0.5858791,2.1525545,-2.7734597,0.19633026,-0.6939009,-2.6512978,-0.2269072,-0.93947965,1.3985424,-0.54022074,-0.015777044,-1.5096087,-1.9596403,0.9626157,0.24904417,2.1115608,0.5927376,-2.2529485,0.50797,1.6584994,1.130369,0.83319044,-2.205438,-1.0659163,-1.5670722,-2.3116217,2.4193842,-1.3561676,1.0123389,-1.0694876,-1.3432906,-0.1589799,-0.37981454,-2.9384644,-0.6664904,-1.1605046,3.9482076,-0.26342472,2.2644396,-0.52022386,0.41881993,1.3201448,0.24454069,1.274731,0.64884335,-2.1320179,-2.2759635,-1.7503129,0.44429561,-1.4113736,4.1445556,-0.17879991,0.13201289,-0.82720953,1.9911655,0.3209061,0.61231214,-0.20486242
KYSE-270,-0.29461265,0.51005423,1.2368933,2.115774,-1.5826927,1.8332331,2.0417979,-1.1713082,-2.1837494,-2.813981,-1.8240799,-3.2902915,0.47967315,-3.5735245,-1.338336,-0.45363402,0.21312356,0.17215674,0.8608816,-2.5155716,0.772524,-1.9547248,-3.1614246,-1.131895,1.315919,0.08736117,-1.0531459,1.564676,-1.4816885,1.1481957,0.33941716,-5.4074917,-2.566068,1.4054024,0.32698864,-4.486086,2.6666362,1.6259063,-1.866048,0.016328081,-0.36902592,-1.008547,-1.4969327,-0.62100905,-0.5981942,-1.6958458,-0.7794065,-2.2415917,-0.6965289,-0.6643082,-1.7177169,-0.92891824,0.18314716,-1.9291762,3.4759839,-1.1137819,-1.5667794,-0.5328397,3.1321437,2.1718614,-1.5615358,1.491216,-1.5436671,-1.9776832,0.4810756,0.58968574,-2.128937,1.2030208,0.44639045,-1.9489503,-0.6562792,-1.6210109,0.84945863,0.10323097,-0.89955765,-2.045493,1.2318791,2.5471652,0.84860134,-0.30463114,1.4664704,2.3888454,0.779463,-0.8477619,2.4770234,0.5278338,-0.27723038,0.52932316,0.9391658,4.102198,1.6808908,-1.5016727,2.528797,0.7032576,-1.851355,0.40358838,0.65191406,-0.24390914,0.95721656,1.3643646,0.93247145,0.5687016,1.2115659,-1.1516718,1.3989081,0.052237835,-1.5032002,0.24213332,-0.51986355,1.8923812,0.4015323,-3.2221959,2.2774155,0.13811365,0.8914599,0.1524304,1.8478768,-0.31110215,-0.6082503,0.33958068,0.8637708,-1.0764395,-3.130229,2.2215514,1.6304858,1.1320187
ECC10,-1.8615112,-0.0013234504,1.4181862,0.7531791,-0.6340839,-2.307751,1.104552,-0.4178871,-1.2087344,-1.9516906,1.0462911,4.0998244,0.24257185,0.9016397,-0.55831534,3.5950322,-2.069664,2.5823598,1.7001505,-2.9555514,-0.33464894,2.7417974,2.8092103,-0.12577802,-0.5285154,0.06484013,-0.029800043,-2.8065794,-4.6007357,-0.13417733,-0.39869845,2.227932,-1.9258968,-0.011568114,-2.2074075,0.4029115,0.59796,0.60975647,-2.3175213,-1.7505357,-0.32270482,-2.9439857,0.36990306,1.068356,0.026321739,-1.6091921,-0.85976535,-0.35694042,-1.0192145,-0.01953967,1.0755966,1.9787247,0.89834315,0.22094767,-0.16317777,-0.28711691,-2.174217,0.86900777,-0.77602947,0.105099484,2.3509688,1.9624317,0.85920376,-0.027893268,-0.24445401,-0.96540666,1.7290242,0.51438487,-1.8492362,3.8084908,-0.34545094,2.0446415,1.5518799,-0.6228851,1.7206937,0.24338773,-2.970239,1.8297036,-0.58377,-4.4780025,-1.5072613,0.4008162,-0.6868022,0.19890358,-0.31923556,0.72658366,-2.6054652,-2.3657305,3.0374656,0.2389873,-1.6660674,-1.5346235,3.9144828,-0.89245206,2.1295931,0.50729275,-2.1683357,1.3911214,-1.8882459,0.6189231,2.5274725,-0.9634144,-0.123728715,-1.404651,1.26877,-1.9953408,-0.117999256,2.588119,-1.9819897,-1.7173126,0.5758582,0.9863743,-0.2167003,1.5184689,0.027145298,0.18633825,-0.50389045,-1.8100514,2.3723722,-1.1471832,-4.58954,-1.0649557,3.5590024,2.2610354,-1.7732877,-1.9531324
KMS-21-BM,-1.2228715,-0.19988444,-0.73861325,0.14326411,-2.8317025,-0.8252301,-0.60407984,-0.020454831,2.344344,3.4943445,-0.34307373,1.1510544,0.22056907,-1.7091485,-1.4009144,1.6585312,-1.3251952,2.9424965,1.2843468,-1.6731125,-2.9116445,1.9242132,0.11331627,-1.0718802,1.2986695,-0.98454225,-0.90693593,-0.007951506,-2.6666257,0.75712645,0.97699106,-0.07737878,1.1195562,1.7760863,0.09168069,-0.5736669,-3.281374,0.56333214,-2.1623278,-0.34489605,-1.4915524,-3.2228203,3.1635168,-2.794169,-3.0064752,-1.7096848,-0.49669248,0.024166185,1.752738,-0.96861905,-1.4392995,0.32199407,1.1114423,1.441662,0.31270856,0.45132238,1.0709851,-2.6977537,0.48335174,2.4331362,-0.8227056,-0.21432026,-0.18883754,0.6305653,3.9544666,1.6548079,-0.09748403,-0.29603055,1.5132676,-1.380386,-1.1401626,-0.69400567,-0.5214783,-2.6539617,-3.5350175,-0.29832613,1.5662745,-1.4510238,1.5403097,-0.7745292,2.0389724,-1.0976686,-0.96706337,0.054407068,0.9010647,-0.4518697,0.57092196,0.31595048,0.5573618,0.73278546,1.3527061,-3.118131,-0.9434651,-2.1257198,1.8030922,-0.7940538,-1.4358349,-3.2749827,-0.47279915,1.0608093,-0.48061872,0.4032002,-1.1425414,2.2835858,-1.6680244,1.2339392,-3.0844023,-3.3086,-2.5163076,0.5110654,-0.5374564,0.18966636,-0.669812,-1.6380788,-0.018756472,2.754259,-3.1066658,-0.22162157,-0.43505058,-0.9855986,1.1351731,1.2779207,1.4980592,-0.5681683,2.9628377,1.894285
HEC-151,3.2056837,3.9985204,-0.8545459,-0.99370044,-1.6706046,-0.22906844,-1.5203435,0.3439134,-1.4702748,-0.94812316,-2.3443031,-0.2598757,0.4534133,-0.910408,0.7758834,-0.32321516,-0.14161673,-1.3018309,-0.15577471,-0.57528806,-1.0356423,0.34873015,0.9125601,1.2995923,-0.94041884,1.6595905,-0.8384858,1.1907701,0.25266078,0.73622274,0.12392089,-1.8200845,-0.6041107,2.3819647,-2.117154,-0.4338141,1.428948,-0.09355038,0.66625285,-0.9509625,-2.8315814,1.7710481,0.25859016,-0.47391644,-0.774096,2.2446797,1.6051685,-0.41084316,-3.4786978,-1.2220231,0.36395466,-3.8983214,-0.5625216,-1.733021,1.836111,-1.2831434,0.7663288,0.046315074,-2.300647,1.1802037,0.08135253,-0.008601114,-2.7387047,-2.158121,-0.21700937,-0.4088816,-1.4921507,0.18933558,1.369058,-1.6816381,-0.021009993,2.3153272,3.6206102,2.0950234,0.09068115,-2.6807876,1.2389026,-2.7710686,-1.3919163,1.324125,0.56143,-0.98057956,1.3767618,1.6125364,0.25105512,-3.9403188,-0.584994,-1.3260684,-0.14374697,2.7079835,-1.0766352,1.7467911,-0.24471952,-3.5545092,1.6857035,1.6377445,-1.1427169,0.92151576,0.22261566,2.3560388,2.1689951,1.5756582,-0.35143647,-0.31889644,-0.68522537,-0.5498556,-2.4463208,1.0119845,0.7926499,-0.7887462,-0.060859874,0.06073165,-3.3663654,-2.004465,-0.14295459,-1.6806649,-0.46447274,0.103902504,1.4402611,1.8978584,0.32354626,-0.82166445,-3.0655727,3.0712025,-0.18335758,1.1726495
NCI-H684,2.9381025,-0.16128601,-1.2670674,1.7392408,-0.15345679,1.2235188,2.1254838,-0.13073128,0.47868174,0.21423258,1.3806487,-1.2207229,-1.7445401,-0.7498938,0.29175228,-1.1737506,-0.7745244,2.6521287,0.21754178,0.18206204,-3.7684183,0.26055616,0.47208253,0.92423165,-0.4196072,1.6203271,-2.431882,0.0883025,-1.2174346,-0.71167916,0.10532086,0.8314606,0.623379,2.319422,0.8257395,0.4881119,-2.3575919,1.7670423,-2.1762638,-2.9275904,3.6177402,-2.2141733,-1.2293481,1.8752363,-1.4021873,-0.57619786,-0.61825436,-0.24246721,-1.3843889,-0.635143,0.6021038,0.74691004,-0.83238286,0.63481003,-1.4759316,-1.0826085,-2.302849,-0.3270817,0.025141688,-2.053217,1.3248453,1.106657,-0.60561657,1.8670535,0.1648366,-0.8773386,1.0774758,0.66051316,1.0263274,-0.021180296,3.3741732,0.07837097,-0.983537,-1.6399359,0.80664974,0.92940843,1.1469281,-1.7173077,0.02404458,-0.08328234,-3.320248,1.2219943,0.24517937,0.21677253,1.1757789,2.1352386,-3.717302,-4.052587,-0.9368094,-1.751401,-0.914322,1.5205871,-1.0131186,-0.606278,-1.7187866,0.8768398,-0.23276691,-1.1812001,0.74904525,-1.9815295,-2.0143008,-0.38750103,0.16339624,1.078153,-0.49570367,1.673365,-0.22608222,1.6920171,-0.26790965,-0.56338483,-0.46875653,-1.6906433,2.448549,-1.2372772,0.30552074,-1.0092689,0.80125105,-0.5080503,1.0922976,-2.917622,1.5502623,-0.75705487,-2.025168,0.2679349,-0.998128,-2.2143652
TE-1,0.28998432,0.5393638,-0.2500993,-1.1137972,1.0429646,-0.023861315,-1.7136707,-0.16159514,-0.5202296,-0.5713292,-0.007890776,1.0110604,-0.1930419,-0.28891495,0.735425,-0.40158308,1.5187674,0.1764667,2.5592842,1.1850829,1.0832809,0.7141799,0.05128403,-0.089704216,0.15190762,-1.8188605,-1.0733107,-0.11536424,2.1470761,-0.6954913,-1.2424687,-4.0571675,-1.7644241,-0.29394123,1.5180471,-2.5944586,3.5464034,-0.7345735,-0.20742796,2.0318646,-0.5021083,0.0063798167,1.9304178,-2.5598848,0.5872047,1.5395292,-2.4520588,1.4090321,-2.4802458,0.5781281,0.036176693,-3.6801836,-2.5390453,-3.8713708,-0.5508461,0.6380075,-0.82061607,-0.7967739,0.7923331,-0.45331588,0.5241588,0.3602887,-1.4924179,-0.7396275,1.7334725,-0.78884953,-2.2937288,-0.54935473,-0.97015667,-0.3049104,1.6862466,0.40975893,1.5966198,-0.008230478,-1.4286997,0.5107066,0.74681103,-0.24136496,0.5781674,2.5022857,1.9094546,0.9085379,0.8980655,0.86959726,-0.32165417,0.9866579,1.7809658,-0.12287459,-1.4731526,2.5994704,1.3853189,0.65290755,0.57566965,1.6043824,0.093881726,0.102407,1.0211246,-1.3446531,-0.11185373,2.3491304,0.66068983,-0.29582402,0.3746715,0.07627313,0.21262035,0.9647477,-1.2128184,1.7118719,-0.84156305,-0.7957883,0.29255992,-1.0905614,1.1301074,-0.4317593,-1.0622073,0.56099737,0.3042998,0.9071574,-0.32553145,0.87694615,-1.6220508,0.24208327,0.8918766,0.94398946,-0.693742,1.2302729
SLR24,2.7572703,1.0207431,0.66278803,1.6493758,0.803728,3.5708158,0.2457132,-0.83678395,-1.6122154,-1.7766104,-1.0124514,-1.1590075,4.0425873,0.3821926,1.202504,-1.7662927,0.8624922,-1.654408,1.9467589,-0.8880321,0.29431006,-1.7195532,-1.6563228,0.5771033,1.3561559,0.06761184,-0.34067827,0.21125673,0.3624559,3.34084,0.018792301,-1.7500275,-0.98952645,-0.11292411,-1.3696183,-0.16919631,0.28856897,-2.0233324,2.5998147,0.21917218,0.5704577,1.8127809,1.5389626,-0.31110385,-0.039752286,1.9397068,1.3536795,0.44474655,-2.1601458,-1.5087348,-0.5329031,-2.1875682,0.7913229,0.93428195,1.2547984,-0.30823085,3.2928605,-1.824408,-1.7045779,1.0223702,-0.6006643,1.0775416,-0.81645316,-2.7235072,-1.5931622,0.4990843,-0.09117609,0.33633563,1.1169862,-3.1254199,-0.20954677,-0.48391205,0.12053257,1.4650427,-2.9606488,-1.2531732,2.1423087,-2.6785889,-1.4083512,-1.1253101,1.1357828,0.014018606,-0.99582565,1.0071553,2.2519064,-1.4149154,3.8109567,-2.2227592,2.0236886,1.9203348,0.025673773,-1.0795176,-0.05813252,-0.598225,1.9355389,0.15846157,0.39511332,-0.3814212,1.0526934,-1.671355,3.0580904,3.132543,-0.558806,-0.88082695,-0.49799058,-1.298938,2.1280103,2.1587431,-1.8392694,1.9927667,-0.24668401,3.4302738,-0.88825494,-1.0855575,-3.8059742,-2.7036657,0.7136672,-1.6157135,0.31667188,-2.2542431,-0.43402526,-1.4773377,-5.1040955,4.1819215,2.0556083,2.0036087
MeWo,1.2374431,0.002507885,2.3379188,1.2486603,0.20928782,0.9740718,0.77458155,-0.20219897,0.13205183,1.6381536,2.1881013,-1.3171583,0.92182326,0.04463298,-0.57941574,0.9642208,1.1940343,-3.6299515,1.7081413,-0.32619408,-0.40771663,-0.41500154,1.8397353,0.42583182,-1.0431626,-1.0831398,0.07727368,-1.575743,-1.7193552,-2.2373989,-0.50317746,2.530547,1.5526948,-0.61780715,1.4665084,-1.2124242,-0.252719,-1.285873,-0.8668785,1.0983069,-0.61550283,2.4400003,-0.054276872,-0.35511395,2.5441937,-2.2769146,0.9606434,-1.1147931,0.30704218,-1.0096138,-1.3294502,1.3065614,-0.3219231,0.323725,-0.50771207,1.5459058,1.2816224,2.0830913,-1.2827121,-2.4720652,-0.5458091,-1.2054415,-0.9386908,-0.27081203,0.9489326,-0.73548806,-0.39134374,3.1037564,1.3142165,-2.2242517,-2.1072886,-0.7269331,-1.3206075,-1.9246973,1.6197478,1.3347415,-1.5157242,-1.9899021,-1.4524819,0.954112,-0.7909799,-1.1346539,-0.69795823,-1.7237445,1.2699857,0.2806533,0.41646114,0.088331625,-0.54650515,0.20031811,0.5156505,-1.4967188,0.11065024,-1.1199666,0.5501036,-1.2904633,-2.6573637,0.91403574,0.9011948,-0.9628529,-1.5252019,1.1052444,2.0223417,-0.8208429,2.7292197,0.060628217,-0.6874087,0.03895939,2.2988892,-0.21791855,-0.27281073,1.1282258,-1.9942603,-0.84278905,-1.0291661,0.63067955,-1.5420376,1.3214847,0.39152998,1.3882343,0.37649152,1.4907151,1.4310136,-0.74623626,1.0050161,0.034368783
NCI-H660,-0.61550957,0.84671587,0.4743038,-0.58697814,0.12196645,1.3076844,-0.00017282367,0.2159516,-1.3627781,-1.0749823,0.16673937,0.4038808,0.15993321,2.4386265,0.54636025,1.3878607,0.04558555,0.49060392,1.3889083,-2.3792589,0.4298326,1.0838053,-0.038136754,-1.0778896,0.7187228,-0.31672505,-1.5322956,-1.2636963,-2.1141295,2.1136942,2.7198522,-0.17577678,-0.33452857,-1.7956828,1.9347482,0.26484388,2.0886946,1.0355777,-0.6967783,1.4699955,1.7614928,0.03854347,-0.5326734,-0.5782038,0.64590544,0.24694505,-0.13426086,0.78727025,-1.5733058,-0.5774624,0.5020723,1.2468076,1.5966494,0.76027524,0.28839558,3.3780544,-1.2165614,0.44434568,0.7169993,0.95688117,2.1563814,1.8537372,0.40850568,-1.5143613,0.1708511,-1.528174,-0.2809007,0.20007993,0.9648714,1.2314727,0.43742815,-0.6252043,2.4791787,-0.42486075,-0.8022607,0.929719,-0.9324823,0.46654257,0.5628915,-0.46516523,-0.73349917,-0.7800261,-0.43513748,1.4411249,3.4258249,1.1280161,-1.1217428,-1.168479,1.8426527,2.8538344,1.53143,-0.01628619,-0.4957851,0.11218965,2.140766,-1.6858282,-0.8411635,-0.628914,-0.7023668,-3.518299,1.2459159,-0.63805884,-0.6693052,-1.4827867,1.1972876,-0.23920067,-0.46330765,1.2761601,0.4462709,0.4178334,-1.002273,-2.2801266,-0.9489845,-0.30829248,-0.7062074,1.4624882,-0.5470752,-2.355086,2.2606645,0.986154,1.0841031,-2.6651607,0.053170525,2.2395272,1.3190744,0.056200694
Rh41,-3.3557146,-2.1956072,-0.49742448,1.6119484,0.5505743,0.55821,1.1023952,3.5766435,-2.3109214,-3.0034857,0.3968708,2.0187495,0.5492812,0.5291837,-0.4857452,3.4155104,1.8004867,-1.3734967,2.441189,-1.2319688,0.8712972,-1.6343848,-0.780869,1.801615,1.9700528,-3.760534,3.3555305,-2.9559765,-2.0285776,0.4581372,0.25240305,0.6497733,0.59981465,-2.2817369,-0.36847383,-0.04288165,1.8538122,-1.4770226,-1.4818611,-3.0218606,-1.9194636,-1.1649219,1.5356542,2.5881777,0.115603104,-5.149428,0.091365494,-0.14336938,-0.31542593,-0.5617547,-1.239089,1.9242822,-2.1585789,1.3911624,0.20437384,-0.41239518,-0.61739403,1.313112,0.6706439,-0.013330523,-1.7567825,-2.3372095,2.5064642,1.923829,-1.0922358,0.7493325,-1.5481979,2.590738,-2.895286,0.39884955,-1.325068,0.26872793,-0.41419792,-1.8838055,-3.4825377,0.25046998,-1.4444113,2.320155,-1.2889197,-0.9036744,1.9512283,-0.87461513,-0.41790774,-0.9059736,1.3485847,0.5931718,2.012883,-0.2067684,-2.0807035,-2.7569158,-1.5726086,-1.1930764,2.325754,-2.3820548,0.4234375,-0.5118121,0.2704653,-1.638249,-1.6151543,2.2045217,-2.90741,-3.0816805,1.4999907,-1.7069548,0.855608,-1.6041166,0.58770114,2.2396104,-0.9781129,-0.6702925,0.9685323,0.3434094,-1.5050417,0.29442674,1.0148627,-0.4569039,-0.34364483,0.5500723,0.3692898,-3.102758,-1.8011658,1.8236643,3.0870895,1.4077988,-0.6897494,0.6982708
JHUEM-3,2.092508,1.9318508,-2.2775009,-0.14261705,0.62435067,1.8340989,-0.23818187,3.2573068,-0.71275264,-1.4449217,-0.49572137,-3.1978226,-1.49515,-0.6531601,0.7327146,-1.0136988,1.2597543,-0.7472394,1.0249764,-1.4446776,1.4472798,-0.7859978,-0.4182151,1.9821147,0.22772731,0.77727574,1.5296777,-2.0702238,1.4579003,2.8944786,-1.2589626,-2.9016645,0.6927723,-0.08657036,-0.49720886,1.2783507,1.1208273,-0.70937675,-0.12086091,-1.637641,0.89279497,4.1207967,-0.6014969,0.7532484,0.211898,-0.098478705,-0.427241,-0.41206953,-1.1965791,1.7562454,-0.85037154,-0.61367875,1.4413475,-2.6882112,-2.7067196,0.6726948,0.11184512,0.8451703,1.2802708,-0.573858,1.4744991,5.0129104,-0.57109076,-0.7664133,1.1507695,1.1559325,-1.0695376,-1.026664,-0.44004503,-1.2052442,1.7451684,-1.2355813,-1.4971848,1.810088,-2.5848455,-0.04310374,-0.9394251,-0.28282583,-0.2382848,0.56104165,-0.99544,-1.5082655,0.57811546,0.7530843,1.9481934,0.06768149,-1.3933201,1.0926917,2.414112,3.6353722,-0.6492549,-0.2871111,0.29836664,-2.3865228,-0.14490518,-3.4000504,-0.6677521,0.2817922,0.30062407,-1.7260672,0.5389409,-0.34213388,-0.4331008,-4.3056197,-4.5518174,-0.33814445,0.87035316,3.345614,-0.9945471,1.1352738,1.9247783,0.8916497,0.28801778,-1.7296075,0.9853283,0.3557336,3.3400686,-0.5209513,-0.28906354,0.066545665,2.1523638,0.99712306,-2.9523065,2.1286793,0.9298069,0.74660623
