method,var,variable_type,metric,value
DirectPred,Erlotinib,numerical,mse,0.00486108660697937
DirectPred,Erlotinib,numerical,r2,0.01035661083587636
DirectPred,Erlotinib,numerical,pearson_corr,0.10176743504616965
