,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53
RT-112,1.353778,0.23634268,-0.7090554,0.6989511,0.15040287,-1.7394207,-0.9110151,0.30166993,-0.14500967,1.0683612,-1.1485801,-0.54577076,0.32820633,0.25512183,0.2152364,-0.4135971,2.6388764,0.1772622,1.7150452,-0.040800944,-0.020695329,1.4406155,1.7827682,-0.106279485,0.44654503,0.408301,-0.054177776,0.39112356,1.7168941,1.8987334,-0.8404668,0.2964919,-1.4240669,-0.65077454,0.9143375,-0.5338721,0.25182027,-0.20121594,-0.5017991,0.68890643,0.40302968,-1.10054,0.46796355,1.2365787,0.70111674,-2.8524594,0.14904301,-0.0009738356,-1.6451046,0.68183225,-0.7009595,0.62838864,-1.2753346,0.08794281
COV362,-1.0216146,-0.4111794,0.20488161,-0.40782762,-0.95644677,2.1847663,-0.41555566,1.6118298,1.7408192,-2.0014837,-0.48687053,-1.6713879,1.4210011,1.3732166,0.6433382,1.5982352,-1.1591626,-0.015920646,0.42595044,0.31358743,1.2839093,-0.57883644,2.471004,3.0815635,0.4663415,-0.25283366,1.1619126,0.28445294,1.1038574,-0.21265863,1.8274549,0.2624051,-2.8096755,0.52088445,-0.14166033,1.0435045,2.9286423,-0.5525022,0.17579147,-0.9513354,-0.38820943,1.9695934,1.662796,2.0900607,-0.5644202,-1.1958408,-0.32611722,-0.30381957,-0.13940075,-0.53285265,-0.49381024,0.1405385,-0.09111984,-1.7523401
HCC1419,2.4025815,0.79184663,-2.7242334,-0.89294827,0.47110283,-4.9475684,1.295086,0.7100515,-3.8303668,1.689618,-0.24061912,1.5707374,-1.4051938,-5.536206,-0.98057395,-3.5811982,1.7194849,1.624093,2.3552754,2.4994898,-0.6676054,0.08786804,1.5833925,-3.503537,0.77089703,-2.488244,0.23686457,-1.4900308,-0.50031126,2.8932557,1.3871235,0.47724584,3.1232076,-0.875082,-0.9946455,-1.8015484,-2.9618738,1.59612,0.07975394,-0.09637451,3.3056717,-1.8933015,-2.5040393,-2.8148277,2.2518768,3.8446393,4.9160914,-1.0350118,4.657814,-2.186788,2.1369894,1.1815658,1.2831163,0.42773488
OVK18,0.24634138,-0.5484596,-0.363275,-0.053978868,-0.6365264,0.18389985,-1.2168365,0.31935862,0.47184974,2.008979,0.20763616,-0.5345073,-0.10560156,1.0378239,-1.607983,-0.8908246,2.3706696,-0.27691656,0.16641292,-0.7742486,0.17204775,0.2173949,0.9492135,-0.8343266,-0.30941275,0.086003214,0.6212872,1.704698,-0.68404806,0.39346224,-1.0436517,0.5670543,0.9573663,-0.1551952,-0.03482008,1.0168426,-2.9394846,-0.9869808,-0.26032332,-0.34483305,-2.8942237,0.519621,-0.5282597,0.063171506,-0.21314225,-3.2660933,0.4776605,-0.40001842,0.5432322,0.48104057,0.0660827,-1.3363615,0.08054988,0.21418455
RCC4,1.0813096,-0.46002775,0.30741924,-0.43663117,-0.87736493,0.24716116,-0.59769976,-0.1474861,0.20010515,0.15792674,-1.5547274,-0.02174638,0.99866146,-0.2052336,0.42239392,0.2619152,1.4806348,0.10922949,0.79188037,0.970266,-0.10953423,1.0848516,1.2416354,0.31476545,0.4630855,-0.16238296,0.008453965,0.42185557,-0.12603654,0.31068355,0.15219091,0.16148052,0.022958849,-0.5814746,0.13443318,0.8328005,-1.1259184,-0.020032085,-0.66430503,-0.8142985,-0.4585081,-0.18199475,0.8444328,0.5651597,-0.6689494,-1.7692881,0.8459066,-1.0297686,0.010069733,-0.31136906,0.21768111,-0.5234052,0.010117855,0.17081746
MEC-2,1.7070185,-0.05300508,-2.1601858,0.3982404,1.1217382,-2.470869,-0.47840726,0.28541493,-1.5397806,1.7372433,-1.3783815,1.4088434,0.1355658,-0.9899648,0.2286105,-1.0252346,1.6546124,0.4413584,2.3353815,3.566266,0.38701564,0.28833506,1.053482,-0.56316817,0.60076517,-1.5452538,-2.2419033,-2.0705729,-0.24211611,2.695966,-0.70553994,-2.2810159,-2.0668144,1.4810231,2.1170692,-0.3444552,0.5960981,1.0903374,0.6337704,1.5159177,2.2693298,-4.326352,1.1472646,-1.1174824,-0.3161889,0.8041866,-0.3485985,-1.0689912,-0.14127138,-1.0839864,-1.6154816,1.093751,-0.16518453,-0.13908309
SCLC-21H,-0.56607515,0.16953896,-0.6021474,0.92754036,0.34469023,-1.955927,-1.0448803,2.0520368,-0.5746922,1.1342537,1.1324618,-2.5899,-2.4290905,-0.25633147,-1.371871,-2.4154286,0.21913749,0.011732094,1.2818557,-1.2390963,-0.44323328,-0.6549856,3.6759727,0.46308583,-1.257112,0.69570374,1.0930638,0.89957285,1.5999143,0.8249988,0.5847493,-0.09839067,-1.4386345,0.5764072,-0.5052245,-0.64699364,1.6327153,0.4519798,1.4403435,0.35865247,-1.3205136,1.557333,-1.4895844,0.49976307,3.4306388,-2.2952352,-1.1458055,-0.10512401,-0.34310645,0.53584605,0.8255595,1.4890639,-0.991124,-0.11504918
NCI-H1395,-1.0914338,0.72914505,1.3498704,-1.6765788,0.79455996,2.2477832,1.9517986,-0.37829205,1.590298,-3.4462323,1.574715,1.8151847,1.7483864,-0.039950024,-0.5613929,-1.4835868,-0.44130045,-0.26188058,0.0750212,-1.2099407,-1.6774007,-1.8128392,-2.765941,-0.8537068,0.903216,0.15717502,1.0666152,0.07149701,1.0256885,0.177818,-0.116144545,1.2589265,1.311378,2.8389976,0.054767214,0.6253676,1.7506167,0.61777043,0.1669478,0.7069439,1.1735582,0.87924105,-0.85793567,1.2433977,-0.8848427,-0.2563368,-0.9705003,0.50819856,-2.090545,-0.14230098,-2.0563543,-1.0192769,1.2413671,-1.725477
IMR-32,-0.48730576,0.5819167,-0.21630841,-0.34506685,-2.772242,1.5573997,-0.69907975,2.6690705,-1.3653299,-0.25504836,0.6267426,1.912935,0.78180283,-0.051026884,-1.5374347,-2.2791123,0.79145354,-0.1281473,2.3318017,-0.5720469,0.88785213,-1.1087973,-1.3530662,-1.2205693,-0.72583115,-1.8110819,0.41347736,0.36148837,0.57375765,0.96032125,-0.4118894,2.1565816,0.041026395,0.5061419,-1.7257965,1.4572754,0.43723673,-1.9930768,-0.09940778,-0.27010423,-1.5246143,2.2352307,-0.52039707,0.3788463,0.9766524,-1.1497355,1.6054051,1.4687783,0.7979045,-0.35427433,1.8096281,0.70405364,0.77775675,-2.930426
639V,0.32479873,-0.2062389,-0.65894985,0.29691923,-0.43084604,-0.35500866,-0.5326373,-0.11593878,0.6754133,-0.45183903,-0.015902363,0.35678267,0.9167957,0.5388124,1.1946385,0.3629577,-0.872204,1.158417,1.0129468,1.006921,0.48939204,0.16806735,0.40910178,1.20944,0.15718439,-0.16463694,-0.097952746,-0.6435575,0.17664388,0.032506492,-0.8804805,-1.3092775,-1.7845722,-0.33318928,-0.06813739,0.83141214,0.36444736,-0.0013497993,1.3275605,0.35760108,0.050501864,-1.4483188,1.1831856,-0.21674743,-0.55578005,-0.044721734,-0.90020794,-1.2983658,-0.5042475,-0.9620716,-0.69917434,0.15337414,-0.63297266,-0.8767722
WM266-4,-0.88007927,0.18597218,-1.7908576,-1.9685142,1.756515,-1.8874587,2.3596857,-0.79240286,0.646915,0.8916006,1.4722959,1.4014444,1.0372319,-2.4059196,0.2841124,2.9933116,-3.45004,-0.1792233,-3.0568023,0.71952677,0.2704613,0.24270649,-3.6161852,1.0599579,0.59051067,0.9661403,-0.23747349,-0.19199097,-0.08052987,-0.24936058,-1.1449068,-1.52688,1.7553252,0.39303035,0.64131033,0.071256995,-0.1824409,0.4371335,0.82647735,1.3614943,2.4436097,0.4837051,-1.6086879,-2.3243797,1.4578372,6.3607855,-0.33667445,0.22052561,1.7763958,1.974632,-0.0661602,0.22353543,0.15820664,0.14689414
DMS 114,0.49416637,-0.7111073,0.026407812,0.2011417,-0.91190314,0.39318275,0.28065988,-0.36055645,-1.1309383,0.15035851,-1.249313,-1.5403776,0.4602104,-0.92957294,0.012265511,-0.15834075,1.144061,-0.7240502,0.7828357,1.4657235,-1.5251576,1.7117187,2.6942532,0.16564727,0.8208675,-1.1398088,-0.047336042,0.8671324,-1.3061801,-0.1953271,1.437638,0.39643836,0.58878833,-0.5019858,0.20574288,-1.5167557,-0.689118,1.2186832,-0.4588488,-1.953134,0.24922249,0.7490958,0.5958112,-0.42228353,-1.0475786,-1.6219447,0.7015587,-0.56649524,0.35694402,0.41598812,0.6962595,0.1965861,0.24296075,0.70543295
Daoy,-1.9260157,-3.5467448,-1.0915934,-0.8150488,-1.5274707,2.1544375,4.0901804,-1.8269148,0.26346144,-0.6135386,1.555485,-2.7325325,-1.4048395,-0.5385615,-2.0267842,4.14111,-5.8120565,-2.505139,-4.669307,-1.2829847,-1.8163742,-0.6563505,-0.5546613,2.3750916,1.6599435,1.0723417,-1.92177,-1.4788394,-2.3768785,-3.6392267,1.2395197,-1.8610185,2.3040385,1.6943156,1.4453495,0.830806,2.1540132,3.3716898,1.1463397,-2.6835506,1.5219731,3.12507,-0.84621286,-3.0989943,-2.7880743,4.2954636,-1.484667,3.5138063,2.0504687,2.938885,-0.93716973,-2.5182498,3.317417,-0.1900954
TE-15,-1.0424978,-0.7634755,-1.3303953,0.2627586,0.266685,-0.5980205,-0.7658847,1.5882173,-0.6021168,1.6835148,0.214569,-0.21168934,-1.2755492,1.1548641,-0.6768227,0.024958637,-1.1291163,-0.2147475,0.488346,-0.9801078,1.669505,-1.9831387,2.6080487,1.4375975,-0.4407425,0.78708994,-1.7698386,-1.0649178,0.4519658,0.9609409,0.031469483,-1.4810034,-2.170056,0.9225419,1.0721881,0.669537,2.330763,-0.91251373,1.6209601,0.15940392,-1.9022615,-0.56014615,-0.33642107,0.28904852,0.69179034,-1.3244656,-0.17737687,0.90866107,0.60122913,0.18894035,-0.3400607,0.28138816,0.6326009,-1.425497
HDLM-2,1.1031631,-0.18256618,0.084706575,-0.43417984,-0.84060395,0.21082036,-1.0066183,-0.13063625,-0.12863246,0.5089075,-1.3384039,-0.02594733,0.84940374,0.124907374,0.53188634,0.14182568,1.3682821,0.25877243,0.72485596,0.4529838,-0.17979795,1.1367782,1.3044516,0.2515077,0.45406014,-0.37123704,0.34292915,0.51821685,0.66527796,0.26658553,0.15059833,0.35550058,-0.12455309,-0.5944597,-0.094659194,-0.5547775,-1.3247182,-0.022071812,-0.6621943,-0.88982975,-0.4169173,0.14920527,0.9588113,0.54809576,-1.103442,-1.7298204,1.0372419,-0.95581186,0.034951735,-0.2865182,0.36680114,-0.52690995,0.06351923,0.04556126
EPLC-272H,1.1046727,-0.550141,0.23736952,-0.48559272,-0.9155593,0.22506356,-0.7494629,-0.17518105,0.43185994,0.13077411,-1.3190603,0.021467973,1.0086353,0.124079,0.24383819,0.23019338,1.2595654,0.2772301,0.6435032,0.55080026,-0.23122366,1.0833774,1.1834173,0.26057827,0.37313008,-0.49436358,0.13831857,0.54141784,0.36082128,0.1987907,0.10910248,0.2897859,0.02170757,-0.5727335,0.21153091,0.67646277,-0.94347644,-0.026520211,-0.6520148,-0.77008504,-0.37402266,-0.031252213,0.8622308,0.5765031,-0.6832355,-1.8812385,0.89948577,-1.1462471,-0.024285724,-0.30509564,0.36530077,-0.19139536,0.07339986,0.064321384
Hs 766T,0.082594536,-0.2367448,-1.8933796,4.010013,2.8846874,-2.494975,-0.7015827,-0.86423886,-1.048925,2.5811985,1.0118196,-2.711235,-2.1404982,0.33877513,-0.9531198,-0.739686,3.74149,0.018490463,1.9732134,0.82628435,-0.5029316,1.7384843,2.907057,-1.0392821,0.24807237,1.0019163,-0.5616448,-1.0328143,0.74341977,1.9844084,-1.3621632,-0.83648026,-1.6736082,0.13725358,1.1465931,-1.2345284,0.65777737,0.47395352,1.1195903,1.3194678,0.6394023,-2.34118,-0.028899461,-0.0860556,2.6570976,-3.2268755,-2.8176816,0.29352227,-2.303131,0.44623432,-2.0824325,0.8068786,-2.0885756,1.3515537
SET-2,4.4740834,0.3013304,-0.37458408,-2.1515317,-2.7193682,-0.62867045,-2.3862028,0.5940164,3.3399322,-0.97467333,-0.45954594,-0.47855538,1.6164043,0.85668933,-0.30837494,0.98902947,2.1498082,2.6924086,0.8036908,1.8363503,-1.9935904,-1.131985,0.8346434,0.773074,-1.3499571,-0.0409795,3.4733553,2.4204633,1.6006552,-0.97008234,-1.5052338,2.4421296,-0.57038623,-2.337875,-0.05505331,0.45099849,-2.3445122,-1.3871104,-3.213631,2.1628432,-0.11408351,-1.1971235,-0.61117053,2.6029365,-1.3087795,-1.6224571,0.61754966,-0.016012788,0.5357262,-2.6345649,-0.41679734,-0.35704875,1.1480286,-0.41714847
SK-MES-1,-0.6591777,1.3611015,3.0123923,-1.2278055,0.98856604,-2.2748678,-1.4286683,0.9074475,2.258582,-0.15422577,-1.5144762,0.28875327,-1.4855863,0.5177443,1.9673305,-1.8343327,-3.4454443,1.1793519,-2.0247653,0.9003302,1.4319309,-1.4075061,-3.0731876,1.7110629,-1.8437074,-0.85410213,-2.2195127,-1.2575585,0.022955239,1.6677936,-0.56530833,-1.460509,-0.6425055,1.480823,-2.182982,1.5775988,-0.45240128,1.3278495,1.0697256,2.5203266,2.4831078,-0.7447409,3.8063023,-0.8091751,0.8080476,3.4530768,-1.1960577,-4.49215,0.19827881,-0.739172,0.42108974,1.3701477,-2.0881793,2.497661
NCI-H1435,1.4168745,0.97304314,-1.1164573,-0.29321733,-1.3215585,-0.34462008,-1.4703391,1.1549671,-0.629082,-0.09260488,-1.1412272,-0.72561103,1.2411205,-0.4349958,-0.78432333,0.059441976,2.126753,0.37786102,1.5238341,1.6637582,-0.45896575,0.49340194,2.12478,1.3941427,-1.4347211,-1.2137469,1.5283605,1.7610054,0.21734668,1.4852589,1.2125295,1.3937039,-0.28773525,-1.0019834,0.317857,-1.2259593,-1.6953641,-0.16166207,-1.5625615,0.40771818,1.1368058,-0.39959717,-1.3670686,1.3692195,0.24206325,-1.5334,2.2587478,0.17615184,0.62937117,-0.30963966,1.5587139,-0.6532516,0.8683753,-0.8571518
Hs 616.T,-0.32644486,2.2436562,-0.957115,1.6699313,1.4188589,-1.1517452,0.3054402,-0.4877959,0.33724117,2.100804,4.1845603,1.7344208,-6.6538095,3.327423,-1.7577223,-0.47275528,-3.5473962,0.5541723,2.5135021,-5.197616,1.0088683,-1.9405458,1.3884394,-6.0938606,-3.433027,5.203418,1.4601417,-0.29610413,1.92668,-4.9180565,0.9517206,0.20200855,-0.51110923,-4.426223,-1.5287832,-3.9244597,1.6827952,-2.7377944,3.3232288,0.27311495,-4.8910785,-1.0354068,-6.562101,0.22285011,-0.85432166,-1.6214372,-0.8487041,2.4296398,-0.67986107,-3.116936,0.96382093,2.4342802,0.60078996,0.76361924
KYSE-140,3.8281333,-0.6062365,-0.78504956,-0.98828334,-0.79624224,-2.9783306,-1.3546801,-0.108024865,-0.61810935,2.6588235,-2.8334465,1.6531122,0.33955732,-1.4079771,1.3250535,-2.060281,2.1718194,1.2728484,1.1759665,-1.0206902,-0.29928476,0.2431342,1.9042937,-1.6018271,0.8188842,1.0877583,-1.4113208,0.11437752,1.887723,1.9200915,-2.9142568,0.50574285,-0.32308003,-2.4079795,1.6916046,-0.5072698,-0.9508529,-0.9705361,0.59564877,1.0935382,-0.8515019,-3.6198962,-0.481531,0.6743548,-1.1707768,-3.366392,1.2015252,-0.02844776,-0.47233462,-0.030359643,-0.35973257,0.015313908,-0.053464916,1.3386272
DK-MG,0.6915423,-0.9716556,-0.032830987,-0.26411286,-0.81791675,-0.13681118,-0.41250965,-0.28007206,-0.09377436,0.39671296,-0.8618679,-1.1489874,0.7145676,-0.7452685,0.23345584,0.7047012,0.6356159,-0.11982068,0.16103554,1.532813,-0.9961725,1.759077,2.380887,0.8984706,0.8256298,-0.20432067,0.6479191,0.48067722,-0.63074934,-0.24369757,0.65991575,-0.049966086,0.57181126,-0.4507544,0.19481802,-0.6901352,-0.9415609,1.3700259,-0.31919673,-1.4775281,0.31261337,0.85334706,0.68355596,-0.5614572,-0.77992105,-1.5295591,0.009448864,-1.0906608,0.6786694,0.20613195,0.8404427,0.05987826,-0.09055874,0.16924138
Fu97,0.0024521947,0.32885334,-0.7639961,1.4445326,0.7438706,-0.9957556,-1.2862436,0.55122316,1.4887521,0.3358819,2.4098136,-0.9973759,-1.0518652,2.1656604,-0.49825394,0.21089503,0.17223036,0.9393778,2.5796552,0.16839376,-1.1945902,0.66124237,1.2438488,0.46130338,-1.7214423,1.1969042,0.93982977,0.63900506,0.57823676,0.76587206,-1.1315216,-0.9015233,-2.6289644,0.6741429,-0.07916138,-2.1380663,0.44380426,-0.6609285,0.69195735,2.0492103,0.54304236,-0.7919901,0.031561203,1.2850579,1.0891665,-2.3191938,-2.1903505,-0.84272796,-2.284185,-0.16286907,-0.67679167,1.4974122,-1.085467,-0.67277133
NCI-H446,-0.6437826,0.656011,0.4595903,-0.98256487,1.1644664,0.62838817,0.71278054,-0.6284502,0.94478416,-0.6575066,1.6329281,-0.03564991,-1.4777611,1.765584,-1.2224628,-1.068365,-1.4658042,0.9084622,-1.7778894,-0.51203144,-0.11455232,-2.9812107,-1.5746448,-0.3459097,-2.2561376,0.20112956,-0.34338102,0.19321594,-2.088293,-0.70534724,0.63407266,-0.4435962,0.05061118,0.8684157,-0.2973017,-0.41327852,-0.73615277,0.016774252,-0.72437733,1.91379,0.22614406,-1.1456256,-2.0006762,-0.3242531,-1.1592429,2.5209727,0.2837732,0.024003286,-0.01606218,-0.49707973,-0.22954421,-0.6011097,1.8699285,0.5805312
RPMI-8226,-0.43345758,2.9032948,-1.038297,-0.0053306855,2.9754004,-0.8916328,3.148145,-1.6590097,1.1653686,-2.21859,1.8330216,0.6782805,-0.25921616,-0.7713933,-0.13494375,4.706994,-3.3848894,-0.7343923,-2.8351932,2.3331883,1.8614254,-1.1482399,-7.619709,-1.3762288,-0.09537154,1.6523988,0.8845325,-2.2719173,1.4539945,-2.8186276,-1.2949616,-0.32262287,0.35049695,0.6587659,1.1744841,0.5333194,0.98565096,-0.35127473,-0.9080654,2.7463682,3.9191558,-0.45352125,-0.83414185,-1.9433914,1.387254,9.537925,-2.946724,3.2154207,0.38963115,0.1299697,-2.4000998,0.42489368,0.23967673,1.6581197
NCI-H2110,0.8340336,-0.23421203,0.3145209,-0.34189272,-0.7823849,0.28892517,-0.8889264,-0.11338041,0.26426044,-0.03079699,-1.1548791,0.014935986,0.87327045,0.32872507,0.052687407,0.16717398,1.1607531,0.43090206,0.018467456,0.45263165,0.0042150095,0.9569628,1.1958158,0.29782978,0.40822423,-0.503699,0.37358314,0.37762392,0.53073967,0.27321747,0.19125804,0.5470921,0.108320385,-0.44855773,-0.08535378,0.34523755,-1.072237,0.01232335,-0.43017602,-0.83882946,-0.47598535,0.075908795,0.7943416,0.46962628,-1.0890478,-1.7494061,1.1123569,-1.1914787,0.030335763,-0.31095243,0.23484412,-0.4499155,-0.014463753,-0.1646515
BL-41,1.0627667,-0.34837893,0.35332268,-0.4087838,-0.8849904,0.2390662,-0.63931787,-0.14151914,0.12984416,0.47832304,-1.4397869,-0.014743552,0.85624015,0.4067658,0.09532361,0.02385573,1.4402287,0.25569323,0.60236335,0.6104478,-0.17177838,1.1417761,1.2854204,0.29414463,0.4666224,-0.46160495,0.34428254,0.7407897,-0.15780906,0.26644474,0.12797536,0.6578593,0.09779662,-0.5564321,-0.041684777,0.32095957,-1.3363159,-0.101898484,-0.59957445,-0.8088486,-0.46708837,-0.1158479,0.95505947,0.5115372,-0.7316743,-1.7999349,0.77409196,-1.2017772,0.011876189,-0.27140948,0.2548775,-0.6054009,0.015850589,0.1171678
HT-1197,-1.8798577,0.16584852,-0.23329799,-0.036720335,0.3192514,1.6924403,0.6495724,-0.006449938,0.32711336,-1.5175344,0.039028034,0.8212126,1.3648189,1.0262558,0.57517165,2.8308797,-3.3308556,-0.76122165,-2.0679615,0.02186251,1.3988624,-0.96277577,-1.7958587,1.7620944,-0.007357254,-0.11241746,-1.2299,-0.86698514,-1.6203096,-1.0328903,0.3486858,-1.469512,-1.8350865,-0.0044078967,0.6082594,0.34424073,1.279998,-0.87676525,0.7689323,0.48293108,1.2982204,-1.305149,0.4119712,-0.04959621,-1.860854,3.476088,0.15274699,0.33752456,-0.26887545,-0.015127078,-1.085334,-0.48677596,0.97658277,-0.8214588
KYSE-30,-3.0618343,2.6175387,-0.6115489,0.32374787,3.2613785,1.5860543,2.2974963,0.019711092,0.16506541,-0.84946346,0.64568776,0.47099376,0.11618244,1.2359561,-1.9772501,0.8758948,-1.9065294,-1.7710391,-3.767386,-2.049795,1.7766199,-1.5752828,-5.25045,-1.4345375,-0.18421829,1.039507,-0.78045624,-0.7865254,0.025230844,-1.1593913,0.31499943,0.24697839,-1.0810213,2.396136,2.054782,0.06591129,1.8347845,-1.7807733,0.45506227,2.7528102,0.49278995,0.15945883,-2.6320841,-0.56625926,-0.14593983,4.4691906,-2.742785,2.0968175,-1.4668465,1.4302835,-2.500764,-0.21071336,0.46867484,0.79571146
CGTH-W-1,0.29132137,-0.08739207,0.9909631,0.9836109,-0.24528763,-1.319094,-0.22235307,0.31977475,-1.42787,1.1928979,-0.6574971,0.26918188,-0.19917801,-0.362871,0.8514168,-1.3439115,0.5102385,-0.18795215,0.6779807,0.45326972,0.5139256,1.152464,1.2907813,0.06199665,0.14772141,-0.75484663,-1.8120431,-0.58450896,0.5268524,1.5728048,-0.8237136,-1.1777157,-0.30160674,0.20688683,0.26846063,-0.51746845,-0.19324817,0.3246369,1.120984,-0.07720853,-0.064644136,-1.3778931,1.328697,0.10429577,0.0895029,-1.5432166,0.56198144,-2.1174483,-0.56169385,0.27172908,0.4941535,0.2453492,-1.2344015,0.6657714
CL-40,-0.018833486,-0.28509635,0.4048838,-0.4710518,-0.8397222,1.1116624,-0.38437277,0.7551895,0.8569702,-1.1283749,-1.1493052,-0.92297536,0.76466584,0.5668511,0.26431316,0.70953435,0.3480446,-0.042045765,0.595513,0.41257596,0.865129,-0.00774898,2.0103314,1.5595254,0.53104204,-0.41066378,0.55936867,0.1226417,0.65480685,0.037951615,1.1490259,0.55434835,-1.1777433,0.11126957,0.21330586,0.7759894,0.8944545,-0.19019666,-0.38526994,-0.98857695,-0.47580543,1.0645208,1.1596017,1.2923992,-0.43663463,-1.4787825,0.4329441,-0.6774612,0.10065153,-0.56700236,-0.4226104,-0.3127465,0.09696481,-0.96750516
COLO 680N,0.7545422,0.010855436,1.2027982,-1.7095462,-0.25475085,-0.11635585,-0.52690196,-0.5012496,1.0747521,-0.7896789,-1.4715146,0.52466744,1.2509167,-0.6598854,0.91060275,-0.20464098,0.8958329,0.26993462,-0.78543115,-0.25886777,-0.023042196,0.31817406,1.5175874,0.92557937,0.7771907,0.38777417,0.049650434,0.58621824,0.40434068,0.5822026,0.32671413,0.16413802,0.5887361,0.024806248,0.06184405,0.4552461,-0.515376,0.22561705,-0.7523706,-0.80883074,-0.62985575,0.48983285,0.91728795,1.1484914,-0.899203,-1.8890314,1.8256724,-1.0086677,-0.19805111,0.09542212,0.046763554,-0.87211084,0.22462842,-0.16314507
ALL-SIL,0.98609644,-0.30823937,0.19256014,-0.40779898,-0.71527404,0.2603257,-0.8322387,-0.1055959,0.15066528,0.105712794,-1.2957809,0.05150759,0.97454244,0.08471966,0.310943,0.038570106,1.277152,0.38617206,0.6239866,0.55166346,-0.07175613,0.9616468,1.167603,0.36398974,0.38672468,-0.4878366,0.41607124,0.48951596,-0.062046066,0.29729164,0.15648563,0.47150996,0.025980039,-0.56163514,-0.07447818,0.29639307,-1.134681,0.008344532,-0.5375696,-0.746859,-0.42931867,0.16575605,0.73675454,0.55569106,-0.89183646,-1.7448853,0.91887295,-1.0819843,0.0021967483,-0.36189902,0.24088202,-0.428759,-0.0048109367,-0.0044079646
KM12,1.0231845,0.40851232,-0.043575857,-0.055684615,-0.3241146,-0.5810263,-0.781393,0.05358271,-0.071185574,-0.20821913,-1.146853,-0.09285533,0.7351421,-0.11684197,0.5159058,-0.44624245,1.5278753,0.46340048,0.9078739,0.2855881,-0.21640018,1.0089073,1.4051514,0.25870612,0.043359958,-0.048883587,0.05344242,0.45737013,0.23370355,1.0154182,-0.13430795,-0.018955916,-0.83537453,-0.21900609,0.5618734,0.013976961,-0.3420863,0.053823445,-0.0042882785,0.17419003,0.07688576,-0.81607383,0.3804471,0.8864912,-0.43379796,-2.0644867,0.2428696,-0.79506564,-1.149754,0.027404811,-0.0867874,-0.02861714,-0.53073674,-0.026058126
TT2609-C02,-1.621966,-1.9388837,-2.8060987,-1.3478038,-1.7060537,-0.043646477,0.68980426,2.085543,-1.3793997,0.72125834,1.996074,1.4197091,0.18930107,-0.855767,-0.26274985,2.3846192,-3.6855547,-0.5498784,0.6524953,-0.006077148,0.65000963,-1.2295506,1.0015572,3.1184733,-0.13989666,-0.47832203,-1.7622948,0.25887918,0.285356,1.1040539,0.7225949,-1.595316,-1.7236736,0.9531569,0.42249957,-0.6324951,3.070767,-0.38555562,1.3805022,-0.06202839,0.35104775,1.4497387,-0.98723435,-0.20464753,0.62689334,2.1210582,1.54,1.093501,1.8403512,1.9239084,0.82378376,1.9656006,1.2275023,-4.317451
SNU-423,0.020982787,-1.0697782,-1.9632499,3.6380548,0.09360198,-1.6605471,-1.1565332,-0.4589581,-2.7976346,2.7141938,0.026515909,-0.33165672,-1.0506783,-0.57477546,0.42051658,1.112816,3.2794075,0.29541183,3.493357,1.1528859,1.6446285,2.096189,2.908877,-0.6926829,0.54314476,0.30349356,-1.5452931,-1.0495181,1.0776598,1.7174803,-0.99132574,-0.6328509,-1.8446789,-1.4579747,0.7709339,-0.6550889,1.3264176,-0.8257703,0.24624857,-1.3955969,-0.4457019,-2.4080007,1.5938863,-0.11640191,2.7180045,-2.4698951,0.8857787,2.0354252,-0.84536237,0.5087233,0.30221328,0.9628769,-1.284971,-1.2908708
NCI-H2291,-0.9440068,0.24929677,-0.86601734,-1.8574715,-0.71425813,-0.5814519,1.1401736,0.51318634,0.603311,-1.5144774,-0.38656092,-0.73495907,1.2881393,-2.5096219,0.78038836,0.6051681,-3.3452268,-0.009616248,-2.389317,-0.5688586,-0.40333977,-0.03991382,-0.6311302,1.0934787,0.9324681,1.3832841,2.0822332,0.56868255,0.31023556,-1.3109741,0.25742412,0.9875002,1.7209647,-0.8744179,0.7079696,1.1780163,0.534435,0.807516,2.7163062,-0.6113227,0.9915401,1.3566177,-2.6564615,-1.225006,0.7137314,1.9334444,-0.8300056,0.34978658,1.359866,0.8450618,0.6008598,-1.0017806,0.023903532,0.024732305
HEC-251,0.83761996,-0.3020083,0.3326456,-0.24580497,-0.7973485,0.20048714,-0.66036046,-0.1750417,0.30844444,0.094184294,-1.0521394,0.08106207,0.8385832,0.26956415,0.5954486,-0.03636191,1.0654973,0.2994911,0.30871424,0.5790104,0.07315124,0.8920843,1.1068878,0.24873498,0.32707068,-0.6235422,0.18433774,0.2644822,-0.08690891,0.32985336,0.18667836,0.10034107,0.027016936,-0.60163504,-0.0894631,-0.17281856,-1.3269506,-0.024370607,-0.41462827,-0.773887,-0.42912143,-0.48360068,0.9002368,0.47034138,-1.1821362,-1.5363832,0.5899971,-1.1820681,0.029803956,-0.4223172,0.29955044,-0.24537878,-0.020385459,-0.014699008
