,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106
NCI-H1436,-3.20466,-3.5568564,1.5876478,0.42016953,0.32917535,-5.774878,-1.0391958,-3.990484,-1.2379043,6.711735,-2.302222,-5.10015,-5.3985157,-4.0903654,-1.7335252,-0.7897428,-0.16944987,6.1522546,-4.6904397,2.395088,4.0586734,4.8134756,5.4825397,4.2371693,3.0562658,2.3368049,5.5237246,-1.3881736,5.0861344,-3.827849,1.7446305,4.9442506,-9.581465,-5.880635,-1.961558,-3.4463558,5.627052,-2.241253,-1.7443696,-0.9432615,-1.9140699,0.45670104,-5.6300826,2.0599842,7.05644,-1.2519687,-3.5696366,-6.466459,0.24194142,3.6565871,-0.7287067,7.370584,-3.4967124,0.8847691,0.8605129,7.3929195,-2.451963,9.796011,1.320976,0.11214268,-5.8993154,3.3818796,3.9936562,1.4109633,3.782354,4.4572845,1.7085164,-7.291091,-0.6572893,5.586316,3.442074,-1.4844973,-7.410761,-1.1033117,-4.3489,-3.3286824,3.2284224,-0.9120897,-2.7433078,-5.4714108,-8.850864,1.6895733,-6.679371,3.500577,-1.3373265,-0.49768072,-0.085888684,4.4154253,-9.502129,-6.2721868,3.9985068,4.236853,8.7206955,0.43042052,-4.2697816,2.9871364,1.364084,2.5165896,5.288762,-0.6200136,-2.4862857,-3.8771727,-2.6187732,1.3289278,1.3407712,-0.73222774,5.1611333
A-549,-1.109793,-1.1235744,-0.5973848,3.9968119,0.5295969,0.34479398,1.8559585,-1.7711252,-0.56167865,0.7651937,-0.71849215,-2.5332341,-0.33462387,-5.253018,0.06620674,-2.6124809,2.3843417,0.8570167,2.1165044,1.2126547,1.2481903,0.72152007,0.8774153,0.2992444,-0.6771883,-1.3790656,2.732454,-3.1624727,0.42910692,2.100323,-2.0244136,3.0280883,-1.581093,-3.7464495,0.7048706,2.2673895,0.38568145,-1.4446042,-1.3745551,-1.3268418,1.2217689,-1.3685472,-1.8081928,1.9235137,5.271428,-1.4857688,0.9597362,0.61001337,-4.337983,0.005456105,-0.25277573,0.10335231,-1.8023231,-0.45450246,2.8596482,-2.2544765,2.7906687,1.9259725,-1.004391,0.5576102,-2.1490698,3.8731217,1.0460974,-0.2572551,1.1920575,2.1799068,-0.8176582,-0.28169352,2.3008304,3.365964,3.6031718,-0.81641257,-1.3917058,0.0006597638,1.7384913,-3.0874267,-0.06621796,-1.9523818,1.7911006,-0.7227998,0.9586797,3.351788,-1.4079905,3.6676478,0.62236357,4.121049,0.12915444,-1.3335485,-2.531751,0.0005889647,0.39677957,0.7578751,-0.07490185,0.68090916,0.98781306,0.035591274,-2.1505468,-1.5696229,4.377845,-1.8733181,-0.1840951,0.25028676,3.0692666,2.4575403,-0.3009447,2.1211474,1.5960398
CL-40,-1.4980987,-0.631087,1.9599737,-0.070580006,-0.5582848,-0.9447436,1.4178164,1.5821192,0.6818616,-0.60012627,-0.10442934,0.89692885,-1.3139093,-0.606843,-0.096018285,-3.2166104,2.5532403,-2.531027,0.15308687,-1.8079796,-0.086716026,1.5327811,-2.0168319,-1.3441917,-1.3900703,-0.9831363,-0.6900592,-1.442652,-2.929497,-1.3422482,1.2473059,0.29537156,3.5181203,1.1198918,0.5443476,0.09411824,0.33437768,0.91043484,-4.0983205,-1.3063831,0.64090717,2.0908523,3.067373,-0.017648267,-6.1074705,-0.036947623,2.8825603,0.062235057,-3.033312,0.36564696,0.24235141,-2.5666838,-4.507756,-5.80631,1.3816087,-1.85505,0.29463542,2.6739361,-2.332202,-0.20801985,2.4446497,1.2708793,-0.83801365,-3.8540592,1.0261954,2.5383334,-4.711519,0.54407066,-1.5314084,-0.25491655,-2.1067026,1.1020863,-0.2582165,1.5283083,1.6277404,0.28611642,-2.5067482,-0.23032333,-0.4457571,2.9527242,2.1207106,-0.7972507,2.269262,0.5641721,-1.619486,-3.6719532,-1.9817358,1.6075578,3.2043648,3.8205159,-3.6061194,-0.44203186,0.47224873,1.9636604,2.480483,1.6606356,0.12363353,1.9867501,1.893938,3.6015723,-2.5677347,-1.095094,-0.682041,2.362764,1.8312147,0.37838364,-1.2654177
LS411N,5.101293,-13.699289,-1.0551901,8.197136,-5.2048826,11.130422,6.38957,-4.757562,8.278659,1.7964004,-0.0652459,-5.419803,6.9481573,3.361525,-5.6189075,-2.8447537,-3.1580849,-8.753646,7.208637,-7.6818433,7.0486445,1.2075086,-2.3744988,-12.979471,4.718123,-6.501535,-1.422169,11.6078205,1.501605,4.6289535,5.991872,1.8196721,6.451074,10.990312,5.157912,-9.798017,4.4484515,-1.4409046,-0.17164773,3.9629672,8.006026,-1.6952667,11.392998,-2.8586948,-5.763387,-6.279909,-8.942667,-3.9888415,5.2399516,0.6856924,-2.4099927,4.6938543,7.09136,0.046789408,10.048998,0.5184572,-7.167019,-8.712088,-0.70804405,11.950838,-2.6337473,-2.2329922,-1.6905699,-11.03086,-6.3339615,-2.2269027,-3.4190173,-0.3979028,-2.162681,-13.024381,3.8567913,-1.1307793,1.3015974,-8.438334,-7.717303,-0.537076,-4.617375,2.0906763,-5.950776,10.510768,-7.375482,-3.9006357,-3.0454364,-0.74920726,-2.4716504,-0.916219,0.326869,4.8755565,5.6593814,14.645176,-1.0730127,0.23286074,0.9487287,6.4984446,-5.162477,-6.6813216,11.747967,-8.441809,7.308622,-6.9950457,-0.5211284,12.257915,18.498522,-10.28276,12.324254,-1.6806694,-1.5741041
MDA-MB-361,-1.546989,-1.7123228,-2.9737842,3.0133824,0.77396804,0.75803244,1.198358,-1.4710542,-1.7845474,1.3413017,0.33083785,-2.7925372,0.46144056,-3.3374004,-0.7492793,-1.0540309,-0.01140523,4.515938,-0.619804,2.0080168,-1.047714,0.3710274,3.7686684,-0.954597,0.35564622,0.69279706,1.2763762,-2.3767428,0.8174491,-0.9769409,-1.4408726,3.8932316,-5.5815167,-5.7383814,-0.930395,-0.05134687,2.2611191,-2.312749,2.5720856,-2.0244243,-2.5715828,0.7712275,-4.002374,4.4573135,6.6796947,-0.17043915,-0.63464385,-1.5079813,-3.2759035,1.8475959,-0.085027486,2.8534606,0.5083317,4.750302,0.56084394,-3.3686545,4.239324,-1.8690805,0.061009374,-0.13325211,-6.104595,0.9751977,6.2735505,-0.57591283,0.80620587,-0.6449228,5.856504,-6.145218,2.855374,2.0499754,-1.3389643,-2.901699,-0.9168836,1.5388856,0.12356432,-0.5411227,3.051955,-2.3361232,1.4248089,-5.267561,-2.3885562,0.24672347,0.42423096,-2.9209216,3.5211098,4.099977,0.011843694,-0.85686314,1.2494822,-4.550015,5.391607,-0.3177334,3.8547618,-3.4919841,-3.1110256,-1.4507312,1.8250066,-2.510085,2.6350892,-2.884184,-0.0647893,-0.24506763,-1.0282344,2.3957357,-2.4430735,2.6280622,1.1487204
LOX-IMVI,0.39746308,1.4507009,-0.011507232,-0.6159176,-2.3327856,-0.71756387,-0.762485,0.8563353,-3.6802955,-0.748996,-0.7299125,-3.4152179,-3.9216948,-1.6017151,-0.80866027,0.5558288,0.3129223,-1.515217,-1.3899057,1.9584177,1.0715126,-0.11399461,-2.3710058,-0.9553067,-1.4773817,1.0475787,-1.4418557,0.16739966,-0.20028326,1.3573501,-0.18791376,0.4307229,-3.74058,-2.7335393,-0.23079583,0.53290045,-0.16336553,1.1291265,-2.0887024,2.8611257,1.657326,-0.11430204,-0.72643393,-1.2214034,2.011382,-0.43681085,-1.2640172,-1.7090548,1.4032128,0.99880785,0.11834839,2.1000175,0.9685939,0.1638569,-0.24738012,0.73794204,0.19754246,-0.65555036,2.7689173,-0.97025883,-0.43905252,1.7511365,3.5821753,1.5704283,-0.56548655,1.6891527,1.2805358,3.8315647,-2.0227506,-2.3117352,1.6806716,-0.66675675,-0.80514896,-2.6713212,1.2233688,-1.4954346,2.4492009,-0.4051463,-0.39250785,-0.92073596,0.63943666,2.6308205,-3.91393,0.9595369,0.30470955,3.3356085,-0.4154185,1.2712862,-1.6812497,-2.3212118,2.1059992,1.9738559,-1.2228012,-1.7348185,1.4151896,-1.2226182,-1.317496,1.3942801,2.5374186,1.4125584,2.9460876,0.5547519,2.0009894,1.8373833,-1.4018407,-0.6924556,1.1945097
SW579,-1.9335623,-0.99636805,-0.08360772,-0.100142136,-0.64128304,1.188363,-0.49210745,-1.1876976,-2.0512993,1.1410457,-1.2873393,-1.3425447,-1.373711,2.7751858,-1.974185,0.44105262,-0.77434677,0.6268846,1.0666833,1.4803028,2.2187545,-0.8242135,1.0663997,1.1617401,2.7316391,-1.3724891,2.6710944,-1.5582341,3.268926,1.7117748,-1.0048622,0.21748252,-1.3368953,-0.16939768,-2.3844903,0.057610035,-2.837287,1.1631992,1.292666,-0.9727868,1.0213095,-2.2702518,-2.6864185,-1.4282675,2.9340026,-0.90426195,0.64733577,-0.34240174,-0.9211902,1.4192722,1.4843466,2.7012594,-1.6277639,3.0568926,0.34466928,2.6767263,-1.2414008,0.5911744,-0.11087826,-0.25625435,-0.30180907,3.2608302,-2.1259902,-0.5483239,0.8716693,0.36225748,0.2916013,-0.3720501,3.4606924,0.53374636,3.2228613,-1.1065791,1.2465513,-2.063645,-1.3071017,-3.424375,0.12634605,0.017893627,-0.85360867,-0.06663281,0.83021426,2.5474114,-1.2536168,2.8553839,1.1412916,-0.115534544,2.7494657,0.88593173,-2.145681,-1.5494149,1.0042598,1.1048985,-0.641634,0.7182468,1.6321436,-1.2424018,-1.3025516,-2.3826907,1.2545762,-0.8128515,-1.7045864,0.75295424,0.052468807,-0.56044185,0.7878426,-0.6863756,1.0085784
Daoy,1.176569,2.0441937,0.66154695,-4.248961,3.652469,2.7452383,-0.79064876,-2.2521749,3.3070107,2.8732607,-3.8318276,-2.2661855,4.5987225,-3.6738176,0.5506714,0.030832648,2.4320624,-0.916283,3.1331952,-1.0759838,2.3178847,7.495084,5.7688293,-1.1413116,-0.61179954,-3.3192334,5.741523,5.1691747,3.6676629,1.4062145,1.4104376,5.217853,0.95147455,0.78999937,4.981555,0.78663635,-2.7434812,-5.451568,4.06413,2.8096037,2.7649047,-0.733038,1.2221694,0.59721375,9.69253,-4.018766,-1.6409783,2.1770246,1.2803504,-2.388295,0.60999936,-3.5960414,5.205292,-1.1988198,-0.13630918,5.8828244,-2.8427923,-0.49848938,2.8191285,6.641331,-0.5351805,-0.44915727,-4.8667464,2.5497897,0.12147522,-3.1318824,-1.5523614,3.8754818,1.4823083,5.1240215,7.54828,-0.86439633,-3.0551748,-1.2818625,0.92563355,-0.34347486,-3.3186405,2.197628,-3.226151,-0.11672232,2.290886,2.3620784,1.3052006,2.0104842,-0.99894106,4.2744594,5.0537467,-2.6837287,-6.549491,6.760234,-5.1310964,-2.3499088,-5.008198,2.3223033,-0.4499346,-0.11079237,6.5857706,-0.18775299,1.4795011,-9.817075,0.2266022,4.3475075,8.489955,-2.9676893,1.6264218,-2.4117208,0.7028949
NCI-H1693,-3.4458675,0.5551422,-0.41853857,-3.5992742,0.26982874,-2.485285,1.7144941,-0.13956058,-4.550647,3.2727346,-2.108675,-1.0548191,-1.3091519,-4.2318964,-2.7435122,0.14748822,-1.768432,4.94481,-1.9552423,2.439527,-0.21238106,0.6009432,4.753827,5.9087563,3.7834952,-1.0908469,6.2810364,-1.0457915,6.4532013,-1.4469904,1.9230549,1.5411879,-5.6862164,-5.739929,2.0007715,5.0735383,-0.7251512,-2.83759,-2.353089,-2.991384,-0.063369706,-3.1812463,-2.821403,3.2036648,9.777488,-1.3061048,-0.9593599,-1.5642017,-2.3252072,4.975363,1.3702312,3.1327486,1.1267825,0.18317342,4.630302,-0.167835,0.2703052,1.5443252,-0.41475534,0.025128333,-0.383465,-1.7950138,7.02636,1.4596246,0.41640663,0.70296204,5.009588,-3.649336,1.7608379,4.21655,-2.484323,0.78986406,1.9087029,-1.0039763,1.5071453,-2.8698776,-2.4858482,-5.949927,-0.43292403,-7.4102654,-1.180089,1.1608412,2.2538118,-3.0632904,4.631226,1.9672073,1.4359733,3.1624048,-2.7327733,-8.703955,1.7835028,0.6708802,0.31648332,-4.303517,1.8673676,0.31994158,-2.2613177,-1.8794148,-2.5756676,0.037464283,-0.46727246,-1.8290621,-7.178489,-1.2420256,1.4709828,2.1425776,0.97441685
CW-2,0.6522347,1.2744429,3.7651446,0.9081072,4.066145,3.7752168,5.4209995,2.8296409,3.7162235,1.5564144,-2.0189764,-0.7443387,-0.945318,-2.4701245,-5.4020395,-2.959316,0.39050877,-5.9893994,-0.5839574,0.24993241,-0.5859404,-0.3792439,-2.280976,0.71327066,2.624957,-2.640167,-1.839212,0.526233,-5.6232333,-1.2616751,2.6377182,7.3284426,-4.216013,-3.676701,0.24509321,-5.6961226,1.9183965,2.2258642,0.297289,2.0388465,5.783763,1.3850384,3.5494733,-1.03415,-4.1381865,-3.6421194,-1.4473778,3.4746408,-0.36932087,-0.204736,4.6539435,-4.405049,-0.06962314,-8.766245,0.6412808,-2.7136915,-2.80081,-1.7167723,2.9314733,2.6421812,2.6816704,-1.7430485,2.273501,-1.0507423,-3.363818,-0.53480005,0.42519832,0.20663399,-0.4538937,-6.685094,-1.5799466,0.7116086,-5.0864234,-1.1146063,-0.93456817,3.5132077,-0.17319451,-2.9803362,-0.3006705,5.4767923,-0.84348166,1.5830909,1.7728467,1.7809558,-1.81508,0.027520902,-5.7420354,1.8570776,-1.3952419,4.8118343,-3.4926498,5.223105,4.1006,-5.54381,0.08451809,0.4182137,-3.3462255,1.142516,4.974889,3.6153646,2.7651799,-1.2812178,5.634387,1.6882925,-2.3754642,5.3794155,-0.4785186
KNS-60,-4.391096,-1.2886806,-1.1498883,-0.35269064,0.43074152,2.1931195,-0.005641274,-3.0165863,-1.3388947,3.890021,1.6174217,-1.6501096,4.548467,-4.9574127,1.5721531,4.681411,1.4678016,-0.6462059,3.398172,-1.8251609,0.68311715,4.614004,2.2393827,0.10966444,3.0524116,-2.0539823,5.273343,-2.171816,2.8589485,2.0257719,-1.386653,1.1668652,2.822157,-0.5557039,1.9081931,0.64658546,0.64047897,-2.249102,0.9553294,-0.6482113,1.059486,-3.1291533,0.028238922,-0.017756224,5.9751215,-0.5823633,0.5748196,0.530054,0.1571362,-0.9397733,2.2293358,3.2429304,1.1688632,3.9204364,0.48278266,4.507423,-4.1632338,-1.2866151,-1.1439095,2.4290202,2.3945808,1.7992017,-3.4837956,-0.64960253,-2.6487317,-1.1737952,3.3868942,0.4913297,1.8766141,4.551957,3.5646062,-0.72649455,2.684058,-0.8878975,-0.8076307,-3.9476094,-0.85245967,0.69607586,-2.041043,0.18911684,2.6445742,1.8936102,3.925156,3.8788474,-0.9141489,-2.2306726,7.496224,1.7895138,-2.2545195,-2.688704,-0.055195644,-1.6682199,-0.8631823,0.7209816,-0.9390643,-3.0887172,0.40637022,-0.46569145,4.4197917,-4.6989717,-2.001816,1.3093047,0.9511634,-3.1021528,0.6872811,-2.4989374,0.4240799
NCI-H2030,0.47464836,-0.40518773,-2.9496129,-1.6423767,0.13955627,1.270634,2.250505,-2.058063,-1.5043062,0.46344662,2.5926757,1.5731702,0.36704206,1.4959506,-0.86106193,-0.27758157,1.282284,-2.050182,0.021939568,1.2924672,-2.6117215,-1.218268,-4.4345245,0.91820216,-3.0977285,2.4856243,-0.7088931,-1.0892807,-2.9779694,2.0313811,1.6335329,-2.0306754,-2.2643344,-0.9836954,-1.0907917,-3.286308,1.1718259,2.9834266,-3.724607,1.9148679,-1.7784396,-0.65486145,-5.46082,0.40277624,-0.371718,-2.3353786,1.1261187,-0.70045966,-2.2819057,-1.8589768,1.1596043,0.5644683,-0.7598267,-1.1215664,-1.4277301,0.6307015,-0.817598,2.3547025,1.3052139,-2.4330144,2.701591,5.5997124,-1.2608032,-0.1394142,-2.5584652,0.21296841,0.19933213,5.439739,-0.45904136,-3.739789,4.853683,0.21349046,-3.860999,3.1718347,-4.3645735,1.2567534,3.739883,-0.33329976,2.1783686,5.2388644,3.9085686,-0.36815417,-1.9938624,4.3679748,-3.612739,-1.8832169,-0.7012123,0.8826623,-3.78794,-0.69851714,1.9136022,0.34240887,2.0750523,-0.31049722,-0.45123774,0.4698555,1.5001881,1.0632049,1.7520418,2.8839269,1.0195999,-1.6239821,-4.794202,6.7196827,0.7967872,0.6136584,-1.8369153
ST486,-0.22843799,-0.015744641,-0.42999232,0.5793039,0.8460976,0.35643825,-0.50135607,-1.1040208,0.43850833,0.868682,0.35789847,-0.87736356,0.8663947,-1.4646001,1.6849457,1.025446,-0.47588432,0.7942071,1.4011152,-1.8584514,-0.15881416,-0.25996387,1.737422,1.165186,1.8090534,0.23230094,1.4275216,-2.1868947,1.4156176,1.6926072,-3.5231726,-0.22908486,-0.64070415,-1.8928294,0.82937264,3.6820126,-0.105609685,-2.3550553,0.41165125,-1.7546484,1.0400159,-1.6111361,0.44807345,1.4695642,3.4038804,1.3708495,-0.05855548,-1.1387,0.7530761,-0.15577544,-0.9041376,0.99281746,0.60738957,1.7381438,2.3778148,0.5017605,1.4571162,-1.3414396,-2.3395095,1.9950043,-0.5776818,-1.6509533,1.1490736,0.46160898,-0.20953122,-0.11799914,0.5066876,-1.2510967,1.3186631,3.0229123,-0.27844143,0.8758879,2.0724013,1.5384756,1.5994604,-1.3653071,-0.6380046,-1.3748496,0.31507242,-2.9755616,0.28524444,-0.3448004,-0.105823666,0.25341475,1.4010432,2.692691,2.2505732,-0.9902823,1.5358813,-2.2761743,0.9969721,-2.3064785,-2.2318606,-0.13020928,0.48413122,-0.15164617,-1.8909142,-1.7315739,-0.37901163,0.50715625,-0.5768461,0.30267808,1.0590401,-1.8190309,-1.127833,-0.0036912411,-0.12868519
PL45,-1.8497468,-1.6823038,-3.752536,0.051198423,2.0506818,2.8242157,0.4463737,-2.9258013,0.4437893,0.5918739,0.888294,-1.1389734,-1.7965784,-1.5880855,-0.59646225,-0.5018567,1.1921092,-0.31289288,0.06956508,0.50643575,1.4717607,2.5092263,-0.056955285,0.14133847,0.032655325,1.6956758,0.75855434,-0.38771558,-1.087714,1.0030633,-1.4727504,1.5501097,-1.9551425,-4.9279094,-2.210614,0.69244593,0.14312318,0.37985873,0.93387544,-2.5336494,-0.70998746,-3.0126898,-4.280021,0.5339259,3.1239777,-1.1461489,2.0096607,-1.4712842,-4.810869,-0.5299506,-0.7162291,2.7386477,-1.1445714,2.7700408,1.2407179,-1.7887979,2.4965358,4.024232,-4.3445477,-1.550827,-3.6915247,3.4342532,1.1836784,-2.5679283,-0.29071283,0.42915618,1.6098845,0.61505556,2.4042485,3.68695,3.797058,-2.4306304,-1.1690445,3.2876165,-0.23269962,-2.252884,2.621735,0.15373164,1.4965599,-0.113378964,0.5683625,3.4305863,-3.9340844,0.5369069,0.29383725,3.1465952,2.002138,-1.1501442,-2.266795,-2.622651,2.2229035,-3.101921,1.9212202,0.7692711,-1.4570886,0.4830497,0.9387716,0.6000129,3.960353,1.0302838,0.3192851,-1.7047329,-0.40311366,3.1909516,-1.7206872,-0.087325215,-0.445356
KYM-1,1.2712581,0.2477389,-0.25508827,1.1290364,1.4121344,-1.2976415,-0.97615844,-2.4628394,1.3197349,-1.2779629,-0.7421,4.678743,-0.75920606,-2.634903,1.1603,-1.9791187,-1.4640788,1.7172543,-0.35202265,0.20502718,1.4831011,-0.3588395,1.5656763,0.6446834,0.9086155,-2.355375,-1.1238463,1.1744102,-1.4842348,-3.5802526,3.1588364,-1.2770959,4.003798,0.6020805,1.2992332,-0.2309471,-2.0199776,-0.28534696,0.17845078,-3.2611094,-2.1712716,0.26724344,-1.601108,-0.35579997,-4.112926,-1.013826,0.7264189,1.2583716,-1.3600874,-1.2415076,-2.140619,-2.9664655,-0.83937675,-1.4430135,1.4593428,-1.8969972,2.495231,3.2495437,-2.1307776,-1.690475,-0.45423454,-3.0747335,-2.1747377,1.9053322,1.820192,0.40344897,-4.248559,0.6376997,-1.5476103,4.2381487,-1.6335638,0.4801334,-2.096745,2.37008,-0.4388659,3.0709436,-1.1727687,-0.78404903,0.20031208,0.20468438,-0.37403697,-2.2276719,1.5993515,-0.710519,-1.2278597,-2.5178752,-0.2697374,-0.4651096,-2.0945983,2.1463678,-1.3976393,0.07702929,0.08474814,3.1147342,-0.5032493,3.072372,1.2112007,2.8236349,-4.047116,2.4846666,-1.9373934,-2.7489595,-3.8083637,-1.9660828,1.5926912,0.22233635,1.8329837
SK-BR-3,-4.917469,-0.21563339,0.4341351,-1.1870861,1.1068932,0.27326238,-1.0628877,-2.0547547,2.0445228,2.4676428,0.13574575,-2.288639,1.4391888,-0.553004,0.6344676,4.480837,2.378046,-1.4172274,2.4881015,-1.4598553,4.3051195,5.029956,2.2521465,1.4896547,1.7432575,1.1226026,4.346101,-2.0533016,4.652301,1.6200343,-2.2522607,-0.053092167,0.11927608,-0.776919,-0.875231,2.54311,-1.1372302,-0.30092418,0.7601328,-0.56661767,2.1163352,-4.0527205,0.9975428,-0.54800594,4.4141464,0.070554264,-0.29365015,-2.0049446,-1.0896305,0.05138108,1.7975063,5.1310015,-0.5465785,2.6541314,-0.24836683,9.219942,-3.4094794,2.764194,-2.6153204,3.3047886,1.3143289,2.4836044,-2.2172766,-2.9460113,-3.1740746,0.5578349,1.5395269,-0.17387043,0.72874206,2.546558,4.6774445,0.17468345,2.3068027,0.4819535,0.72238165,-7.623769,-1.4448899,1.6662291,-2.234197,0.5931631,-0.3017739,4.669118,-5.6455436,2.8354895,-0.47916353,-0.39579237,3.6306648,3.6964371,-2.3037002,-2.4429615,-0.6751612,-1.2956771,-1.9328984,2.4707396,0.33952278,-0.9944409,2.010097,-0.22866994,3.604234,1.1117145,-1.728917,2.7985687,1.697936,-1.4124314,-0.40215513,-2.4703543,1.6096053
KMRC-2,-0.6694695,1.0949385,-0.3120766,0.92878526,0.26889727,-1.4860964,-1.3511989,0.46850705,-0.8760811,-0.7351653,0.09683778,-1.0797784,-2.1961923,-3.6382055,1.1646699,-0.88152325,-0.88764864,0.84052753,-1.0939163,1.1774058,-0.38072562,0.05279696,-0.9094187,0.36186782,-0.5147542,1.4806663,-2.0329301,-0.92708427,-1.2535983,-1.254015,-1.1370832,0.34436882,-0.75218296,-2.9422312,0.06914824,1.0852594,-0.14110352,-0.41690737,0.54830724,-0.31574968,-0.4557491,1.3382704,-0.53908104,0.8840287,-0.41409722,1.800094,0.73034775,-0.5102753,0.41234428,-1.4911511,0.44368273,-1.2111615,-0.88459,-0.06305945,-0.6224521,-2.3449793,1.6294384,0.50945586,0.866218,-2.349619,-1.538059,1.2959399,2.7553778,0.79146254,0.55763686,0.28765678,0.71174943,0.79176635,-1.6379651,0.59380615,-1.0800233,-0.8932129,-0.539437,1.0506933,2.0511618,1.8992324,1.1715325,-0.38397014,0.90269095,-1.5665665,-0.9243487,-0.002267504,-0.5399922,-0.9451791,-0.84095955,1.9866289,-0.9808423,-1.2248992,0.076896235,-1.014968,0.9470509,-1.2149444,0.7915796,-1.0278484,0.82907563,1.7611463,-2.0597484,2.1086173,-0.38543358,-0.06739771,1.501216,-0.76836044,-0.38876477,1.8102692,-1.4151428,-0.37924886,-0.20380071
LS1034,-3.5812993,-2.875208,0.20998867,1.7001479,-0.63969326,0.6599279,0.43303043,-1.5479277,-0.476531,0.84457576,-1.1186485,-0.7053844,-4.2002773,-5.0805416,-2.0713649,-1.8666227,-0.4771418,-1.1140304,-0.72296095,-1.5211728,1.9023612,0.6809522,-0.75541604,1.1071025,2.7938163,-1.377645,0.5342427,-3.139711,0.9180462,0.55672026,0.5288844,0.12556288,2.5211968,-1.7446036,-3.334237,1.9033127,-0.27538422,0.4414691,-2.0963197,-2.4588122,2.6920512,-3.308129,0.3497256,-0.9814111,-1.2328033,-0.39324874,0.32448778,-2.6602435,-4.674536,3.1848917,-2.7570195,4.217629,-2.217104,0.03728791,3.1862023,-1.714113,-0.5335635,3.8913493,-4.417257,-0.5651224,-1.6961651,3.1192455,2.091161,-6.1010075,-0.3477906,1.7526078,-0.015830822,-0.7726414,1.7467334,3.4368072,0.06365706,1.4015647,2.5789366,1.455447,-0.014188483,-2.4971247,-1.25211,-2.1673768,-0.03873001,0.21193324,-0.034682706,1.2549146,-3.2985067,-1.5228066,0.7867876,-0.013755903,1.2691576,3.318279,1.3130575,-1.8155098,0.16636646,-1.3463204,1.152441,1.2088886,1.0970733,0.1764124,1.2773486,-0.20025781,1.3780695,3.0835767,-1.5066934,-5.2149343,-0.2717682,-0.962707,2.9961681,-0.16915566,0.5223905
B-CPAP,-2.5329337,2.7152789,1.7815944,1.7337631,-3.8163302,-4.4645557,0.6537563,2.4331455,-4.143489,-0.8688687,1.6642205,0.63856924,-2.881376,3.8808658,-3.5825512,-2.2891648,-3.074449,-4.0289125,-2.539646,-1.2215832,-2.8312569,0.07212952,0.1828137,1.5702893,1.4482658,-1.2710541,0.90692914,-0.30090111,3.141063,1.3622323,-1.8468547,2.0830228,-1.2495971,3.895845,-1.1250015,1.3101652,0.77495545,-1.05886,-5.311153,-0.58662003,0.71152365,-0.9112626,0.955806,0.073530585,-0.76717,-0.68090594,2.2517729,-1.2549436,-6.708824,4.2091017,3.067477,2.5909526,-0.8321263,-0.69773376,2.8641353,-4.7518244,-2.9890146,-6.887033,-1.7598969,-3.7515159,2.9955404,2.1116414,-0.017618958,-1.971544,-1.9327629,1.1532705,1.5239372,-0.4106264,0.3274927,-1.2278395,-6.9729257,2.619738,4.1388144,-1.1476463,-1.0377538,0.71036196,-1.224344,-4.1587763,1.7419192,-0.24677059,-0.2886293,-1.8572527,3.3017538,-1.8957502,4.33846,-3.5189269,2.1882,7.216011,2.9237945,-3.842636,-0.4149758,0.30723947,2.224014,-2.4387305,1.4756751,-2.0189664,-4.2046595,1.3365512,-3.5535157,0.46201408,1.6359831,-4.2514653,-1.2379488,-2.5953298,5.1451063,1.2186203,-1.4515101
F5,0.10527679,1.2985568,0.5944825,-0.5087625,1.1836079,-1.8317189,-0.89916706,1.2855786,0.16155654,-1.4534615,0.10558331,0.37860787,-1.0592014,3.165388,-0.01790294,-1.1799983,-0.47228616,1.2911031,-1.5439663,1.368276,-0.16512114,-0.54000574,0.104199104,1.1518294,-0.10480358,0.431557,-0.4132362,0.20805337,-0.77860165,-2.0162187,1.0535299,-0.6081754,-0.22246888,-0.7695114,-0.057244346,0.14520316,-0.9560177,0.4438701,-0.41144794,-0.7379065,-1.7706771,1.1226732,-0.26694414,0.06777049,-1.8158855,0.5432123,1.0900024,0.47938564,-0.26210737,0.18472,0.71945345,-0.48893917,-1.1251643,-0.473943,-0.56534153,-1.6456165,1.2548219,1.327395,0.7374352,-1.791357,0.24663237,-0.80506194,-0.19628483,0.79570794,1.7970417,0.047556415,-0.4849565,-0.66053873,-0.70152587,-0.7285344,-1.7688911,1.2278787,0.06459883,1.3131685,0.66195077,0.9840321,-0.3821025,-0.0740689,0.15033303,-0.9929409,-0.9157889,-0.5243794,1.7264787,-1.0777311,-0.286985,-1.8325918,-1.2273543,-0.5882265,-0.4298972,-0.38424987,-0.53955346,0.103092715,0.61989325,-0.9990772,1.0202452,1.6387826,-1.1796296,0.38398832,-2.0753698,0.41683787,0.2021546,-1.4216015,-2.376079,0.2084322,-1.1274585,0.57372236,0.7968713
