,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
Hs 729.T,1.3894078,-0.52232796,0.7044546,-0.32975364,0.50967,-1.3937566,-2.2902434,-2.8316805,-1.8988001,-1.8462193,0.24321324,0.7365537,1.1138062,-1.3679738,1.3265798,1.1444288,1.1443033,-1.4759122,-1.818734,-2.5804248,-2.1793816,-2.585174,-1.1072451,-0.09417476,-0.79964066,1.108324,-5.9521384,-0.52084106,-0.37147212,0.48589104,-2.7549493,-1.7014471,1.5475173,-1.4881147,0.99262774,0.6674961,-0.09856567,1.0121666,1.9730754,0.6898255,-1.1981591,-0.80082256,-0.3569321,1.1401246,0.045261845,-0.67230946,1.2746056,1.459925,1.8456218,0.9823296,-0.19884852,3.181024,-2.2637033,-4.815458,-1.8172355,-1.7788779,-0.63641965,1.2063187,-0.28665423,-0.979772,0.5520363,-1.2462964,0.72939765,-2.8227847,-3.4946811,-1.5103499,0.8086437,-0.55277854,2.160405,-1.8442855,-0.68757534,0.34086648,0.09663068,-0.72796017,-0.9321901,-0.32063457,-1.4548491,2.5906205,-1.1689576,1.4009165,2.175894,-3.2652633,-1.5707301,1.0522767,-0.77534354,-0.034155786,3.6627183,-1.4386417,0.1304883,0.42589617,0.1897172,1.6756755,0.54538345,-2.8476903,1.2347206
NCI-H1693,0.265643,-0.767246,-0.2918782,0.65770435,-1.8024032,-1.324636,-0.19748354,3.0896525,0.033968464,-2.2363179,0.11054785,2.4988832,-3.62779,-0.9179969,-0.57046103,-1.1398859,-2.2931445,-4.7683096,-0.08084537,0.3344222,0.23401634,0.29436183,-0.32740214,-2.701008,-1.164021,-2.0474768,-1.3146632,2.4904187,0.019160237,-1.6926097,2.5604854,1.3071617,3.1552649,-1.0331236,0.41909015,-2.6385043,-0.15149376,-0.54129034,-0.7774104,-1.3965075,1.0269579,1.4752585,0.83587563,-1.6747285,0.8170025,-0.26339138,0.10289311,0.6147058,-1.8964108,-1.6479424,-4.341819,1.3757524,-1.1846151,1.9599662,-1.0700816,-0.5993385,0.16550319,-1.9938681,-0.07203052,1.3589717,1.4116373,2.0097337,2.6776273,-0.28429332,-1.4638782,0.9316404,1.4134084,-0.16414553,-3.1861424,-2.651093,-0.008445561,-2.3229907,-0.24036595,-1.8810974,-2.9823172,0.10238698,0.69165766,0.9411901,-2.7175307,2.3540828,1.4031012,1.573424,1.8971578,0.41665083,2.2198236,-0.23544836,-0.9974776,-1.2877067,-1.1004962,-2.819483,-0.7917906,-0.6240707,0.79211515,-2.61119,2.239073
BV-173,0.39715418,-0.8321498,0.081857465,0.5248263,-0.18725193,-2.445917,0.5749223,-0.78683513,-0.06646997,0.6232436,-1.5645877,-1.8929216,0.16128689,-0.20310025,1.0036693,0.9458945,1.0811026,0.29617196,-1.7891383,-0.046987094,-1.4432453,0.36739278,1.5021335,0.92459965,-1.5696628,-0.5081843,1.1553075,0.4587507,0.41092342,0.61811495,-1.3414874,0.37068328,0.04794693,1.4800876,1.1482401,-0.110046476,-0.7724611,0.18278348,0.10543585,1.1431011,1.218076,1.6837442,-1.830591,0.91992164,-0.111749694,0.32892868,-0.7348158,0.35757953,0.30761188,0.4346458,-0.7992244,0.011589497,-0.34129143,-1.0318482,0.61303264,-0.6639136,0.14851192,0.8562158,1.409761,-2.3464253,0.6234989,1.1651118,-0.11454439,-0.021943238,-0.4258862,0.8321271,0.7307747,-0.7917062,0.5447175,-0.29902977,1.0715405,-0.6427812,-0.1000392,0.57714695,0.5464434,-0.31074807,0.51514673,-0.6115465,-0.8987049,-0.015806135,0.22984338,0.75175184,-1.1206802,-0.21727392,-0.45162442,-0.036706805,1.468294,-0.19310106,0.35052556,0.07490305,-0.05208823,0.26861924,-1.2659825,-1.4904381,-0.9739383
HEC-50B,-1.5969399,0.38224834,-0.9339093,-1.0352547,1.4300174,1.0446694,0.7145994,2.7803953,4.022802,-2.2425783,2.485459,-2.141492,-1.1079115,1.7537614,-1.0433125,0.6083059,-4.2567997,-2.6379642,-2.3052254,-0.99748987,1.3266664,-2.4718926,-4.483167,0.18535145,-1.3159646,-0.7436336,-2.2359774,0.49048066,0.7880577,-0.18886024,-0.69912344,2.1625655,-0.9410337,1.9811796,-2.0310464,-1.5734353,-0.26423192,0.9569839,0.35261434,0.72992426,-0.7647343,-4.150795,0.27316612,2.0465508,-4.437721,-0.37380016,0.9401373,-1.0419524,0.3145574,0.14893381,3.0390902,2.2202413,0.6764948,1.8029246,-1.3092152,-1.3352969,-1.7573365,2.2973201,0.5029877,0.36622152,0.26511982,-1.0214527,6.2072268,-1.2879122,-1.7213016,-1.5717864,1.8886263,1.590115,-0.4516309,2.1630585,1.6026677,1.6443748,0.81007403,-2.899111,0.63564765,-0.48964226,2.4656549,-4.7007356,0.7154894,1.694193,1.210617,1.6029038,1.246885,-0.06301014,1.7046566,-0.43160337,-0.28911194,-0.16942568,-2.376001,-1.65318,-0.12901168,0.23996478,3.0638855,2.8314822,1.8415082
JHH-7,-0.17066458,-0.61881787,-1.1293745,0.7398767,0.6451968,0.7920979,0.29553387,1.3573858,0.737123,-0.3927399,0.3180073,2.269739,-0.40121818,0.7740771,-0.642931,0.09214711,-1.5439945,0.24472696,0.5480565,0.95571923,1.8083124,-0.028961152,-0.33192855,-0.48403373,-0.50354964,-0.70145434,-0.99898094,-0.47250134,-0.5542374,-1.0044225,1.8716373,-0.29110754,0.29023823,0.6817606,-0.007935062,-2.6647155,-0.49835187,0.44237635,1.9423649,0.68508047,-0.56937724,1.0459478,0.70346344,0.3195177,0.2709639,-0.6654012,-1.0190419,-1.1489137,-0.4518723,0.00043221936,-2.2815921,0.2856031,-0.715915,-0.027096828,-0.49467257,-0.8885673,-1.0683792,-1.2115401,-1.1791072,2.1972744,-1.6422334,0.34597164,2.3962603,-0.7024306,0.3903461,-0.15177244,1.5079664,0.60515994,0.05271718,-2.0313628,-1.0218483,-1.3485771,0.16110995,-2.303894,-1.5630902,0.028221697,0.40649116,0.19732518,-0.283481,1.8424493,-1.4954318,1.4833784,3.0163524,-1.2350577,0.4802077,0.94094795,-2.7990644,-1.6308463,0.095350236,-1.0234005,0.2750622,0.5346444,-0.65462315,-2.0151398,1.5857444
NCI-H1792,0.6824524,0.6660162,-1.8545914,-0.29299992,1.6084303,-0.5845865,-1.714416,-3.2499747,1.5310035,0.09604271,0.12135471,-1.7930564,4.288675,0.17697331,-0.42006716,0.40899107,-2.2880528,4.220334,-4.563227,-0.07749831,-0.924542,-2.7171888,-1.4430435,1.168324,2.0833533,-1.8347651,-0.5906529,1.6329199,0.94227505,-0.14997281,0.41214937,-0.75373113,-0.98095,-0.5644352,-1.1930714,-0.49236494,-0.66731995,1.9865974,1.024028,-0.933934,1.8744503,-0.8715595,-1.278783,2.8709822,0.59754455,-1.3531364,2.1278439,-1.0221784,-0.5509172,0.601609,4.703784,-1.2738758,2.006468,1.6780343,-0.8602123,1.5046217,-1.2420917,5.66633,0.2925676,-3.281623,-0.28218716,-0.39136696,1.4306738,2.3968384,0.32079923,0.17015183,1.3156427,-1.3215154,3.1561947,4.315657,-0.09166135,3.484306,1.4126642,0.44004008,-0.26505098,-0.02700609,1.9635099,0.0041087875,5.3002143,-0.71829915,-1.9010845,1.7898241,-1.6661878,-0.59754086,-2.2389362,-0.8061135,0.9385485,-0.06215096,-2.804299,1.8188274,-3.2957716,2.0893595,-0.5475799,1.9848261,3.9521203
NCI-H747,0.21189687,3.7101429,1.4502646,-0.5564404,-3.0641172,2.3083932,-1.18473,0.58753157,-1.1557837,2.0069356,-0.29706717,2.189355,-2.6318524,-0.015320972,-0.54797167,-0.51683307,-0.40484545,-0.124067456,3.4265263,-0.23458125,2.8431485,-0.77291477,0.5429334,-2.6501307,0.34568074,2.0100334,-2.0102959,-2.0487258,-3.3030107,-1.2735817,0.3544407,0.13227183,-1.2591528,-0.13636822,0.052685253,0.8300206,0.9239775,-2.0236104,-1.4929738,0.4434024,-1.7559056,3.1953316,2.0816996,-0.04545027,0.10188648,-1.1113347,0.9328642,-1.293736,-1.2952412,-0.7865965,1.0829997,-0.68135726,0.91102153,2.6676183,-0.19958988,0.77765536,-1.5715011,-1.6887374,-2.0242987,3.3071258,-0.5196316,-1.4091659,-0.9143026,-0.74721634,0.024755001,-0.21456619,1.1333574,1.243195,-1.0922196,-1.6855377,-0.9612658,-1.2915118,-1.6035805,-2.0069425,1.5123667,-1.3971336,-1.2181683,2.0648282,0.07326537,1.5087479,-0.03557638,-0.2576768,1.1419202,-1.0560842,0.09430209,-0.6885774,-4.029934,0.91994405,1.2078946,0.890019,0.5447506,-0.88358647,-0.7669227,-0.18221734,-0.30683705
COLO 680N,0.65437496,0.2709962,0.35593843,-0.13402168,-0.53931,-1.016555,0.81473607,0.53281534,0.64328116,0.21905546,0.70527935,-1.3411664,-1.3420044,-0.64253265,-0.5708453,0.7234859,1.9695764,-0.44056648,-1.2118586,-0.4291323,-0.9798355,0.6570574,-0.61956584,2.538165,-1.1859802,-1.258898,2.1264842,0.86392266,0.9173308,-0.7863213,0.33918998,0.62865955,-0.52565885,0.8860684,0.04706595,1.0913248,-0.82141376,-1.3238434,-0.7420751,-2.0286317,2.447246,1.4276172,-1.0076203,-1.0524206,0.7336739,-0.4494883,-0.18116593,1.8495636,0.0902477,0.54732794,1.3612788,0.82533485,-0.78544766,-0.47190434,0.17563677,1.2737805,0.33161807,0.5367973,-0.0955656,-2.858075,1.9243234,-0.45906907,-0.27309048,0.77412874,-0.11848103,1.1629086,-0.15025654,-0.09654881,0.12682351,1.088536,1.1424924,-0.37617767,-0.59184,0.8597045,-0.13548881,1.0368748,0.85177624,0.13239971,-0.4549372,-0.29768863,-1.190845,1.120171,-2.297039,0.5175883,-0.21315025,-2.6870155,1.3643672,-0.28472775,-1.0018506,-0.05271458,-1.8714292,0.85910445,-0.03527838,0.12562966,0.7984642
KMS-34,-0.58850545,-1.867713,1.0975711,1.5219373,0.016421475,-0.12119612,1.4305202,0.52058655,-0.8056742,-1.0141404,-1.4232028,0.30784097,-2.1956553,0.85741496,-0.035339177,0.3034427,-0.20944871,-1.5484123,-0.2856341,2.6044745,0.33716732,0.42443156,0.2747108,1.6256261,-2.2477,-2.0908265,1.6823789,-2.1327336,-0.263106,-1.655543,-1.3056586,2.052058,-1.4800391,2.8579936,-0.9216231,-1.4851037,0.6567912,0.8964118,0.3794897,0.6069617,-1.1988388,-4.221034,-0.24526408,0.03975302,-1.9303707,-0.05100134,-2.8439033,0.80248207,0.6031537,-0.44453394,-3.3352113,1.5390897,0.2737412,-0.78176713,-0.004858084,-0.025692303,1.5847548,-0.5199887,0.5908755,0.42270508,0.27241987,0.25909925,2.0642347,-1.3243997,0.18792844,-0.78072226,0.5133674,-1.1269203,-0.9508944,-1.4023808,0.49959442,-1.0908512,-0.82362366,-1.4922075,0.7213569,0.599721,1.2092409,-0.28540593,-2.8779404,1.8164464,1.8846848,0.5245224,2.891518,-3.3103297,1.055213,-0.27696767,-0.89430803,-1.4308724,1.351251,-1.4049785,3.2567573,-0.64683026,-0.4702227,-0.4122493,-3.6393003
NCI-H196,0.42434847,0.5102205,1.487496,-1.2687167,0.17611948,-0.92169994,-0.11799991,-0.97397494,0.38941142,-1.0912853,-1.1635603,-1.4393725,0.4288751,-0.97438663,-0.11940204,0.7654969,-1.3940041,-0.4213599,-0.122582406,-1.17448,-1.0869187,-2.0850506,-0.8824192,0.65539825,0.18251157,0.60615826,-1.1995257,-0.76327914,-0.027411819,1.0403527,-1.3393307,1.6318297,-1.0639234,-0.42127094,0.3184842,1.4002392,1.1031702,0.42086652,-2.2543807,-1.6458565,-1.5333443,-2.9782577,1.1514518,-0.18350782,0.07431908,0.83259785,0.06728873,1.2749771,0.504454,-1.0434266,1.2911923,-0.61439794,-0.10496367,2.450794,-0.14552873,1.385028,1.2698891,1.3348496,0.04274389,-1.8594495,2.184951,-0.21340537,-2.276359,-0.082956,-2.1344476,-0.12733532,1.2507668,-1.3676738,-1.494253,-0.9943913,0.56778955,3.1610925,0.9086726,0.6410332,0.7437334,-0.26321223,0.4525596,0.13693026,1.4818026,-0.6487138,1.545181,-1.3225763,-1.4716439,0.9693879,-0.7891478,-0.21211825,2.3532271,-0.57107365,-1.2871163,-0.88214105,0.6770882,2.0622158,2.2435439,2.4143739,-1.5186919
KALS-1,0.9496128,-3.0195532,1.1780025,1.2431681,1.9543874,-0.3509605,1.3108569,-1.4604583,-1.661796,-3.92304,-0.26854262,1.646688,3.1213434,0.009265479,-0.9355359,0.5005859,2.5838983,0.06401011,-1.9308934,-0.64552563,-0.39166215,-0.9291185,2.0692096,2.4595902,-2.0061498,1.3480471,3.045046,-2.5827794,-2.5796955,-1.2079238,-1.5914174,-1.3288653,2.9691744,3.5804017,0.9913641,1.3705201,-2.584617,-4.5970736,-1.4319005,-0.83280224,-0.2105354,1.0217532,1.5215921,-1.4337902,-2.211252,-2.0500672,1.5176606,1.9277015,2.9852087,2.116551,-2.1339471,1.4035488,-6.0826545,-2.3816812,2.3312836,0.8330299,2.003223,-0.98733634,0.7534163,-1.0132504,-1.2419202,0.85277545,-4.8367195,-1.6141194,-2.5186994,-0.410088,-1.7194798,-3.7161582,0.8719218,-0.532785,-3.102792,0.65494174,0.08527851,1.2664695,-2.239331,-0.42698896,4.7188034,1.5163271,1.2546622,-0.81473494,1.511411,-1.693272,0.7600966,2.6629508,-1.0930761,-1.0431596,3.4753535,0.3848257,1.2184348,1.2820667,1.4353101,-3.7107317,2.0248847,-0.34897277,2.0222108
IGR-39,-0.94360477,1.403031,-5.288115,2.2339375,0.34209174,6.6393948,1.1454735,-3.0474946,-4.5435696,2.2562368,-1.7183771,-1.7756944,3.359844,3.1336124,-0.6145531,-1.9847171,1.3888601,-1.9312723,-0.4491165,-0.048074402,-0.9074048,0.42533112,1.2185493,6.096225,0.17367479,1.9872699,5.200948,-2.3431509,-0.6737447,1.0953711,-1.0748271,1.1068088,2.3005128,-2.287846,1.2448086,0.58749187,2.3507228,-2.222424,-4.5293813,1.8285233,3.2534246,0.82485676,-3.6265574,2.7629309,-0.5671049,-0.8549717,1.6929837,-2.8884902,-0.3837618,3.391922,2.7062502,-4.4002295,-1.2916354,-1.1062315,4.229871,-0.014810547,-0.73428804,-1.3155595,4.891924,0.5736622,-4.526067,-1.8318653,-2.9497652,5.650082,1.0062017,2.7755563,-0.58540004,0.8252318,-0.78653884,6.0030103,-0.38270557,1.3159583,-0.14724219,1.6002815,-0.80021554,-1.414496,3.06316,-2.1475754,1.520035,0.5306524,-1.1870365,-4.5269794,-1.7781284,-5.1937823,0.997079,-2.9251676,-3.6244926,7.8775077,-3.048699,3.3060048,0.9225016,-0.79627633,4.1594315,8.029869,-2.9997373
Kasumi-1,1.1696061,-1.8475747,0.82688856,0.12757315,-0.5412824,-1.2215197,-0.9887345,-1.4772971,1.0122272,-2.296025,-0.3519193,2.873976,-1.1198244,-1.3973783,-0.6322611,0.8972356,0.5934873,-1.316098,-1.0469928,-0.8594395,1.7908539,0.23272923,0.11483857,-0.2880774,0.8003866,-0.09900304,-0.8841439,-0.38162354,-0.4722515,-1.2363609,-0.3743224,1.7796211,2.4448524,-1.5039729,0.67848665,0.050078727,-0.67481637,-0.8686327,-0.26295483,-0.74087584,0.40814573,0.19943754,1.0800118,-2.121354,-1.347964,0.69501257,0.9526417,-0.1493105,0.2622951,-1.0680618,-3.083283,-0.91412127,-1.9958005,-0.7286986,-1.1325041,1.5538125,0.7140337,-0.96107465,-0.35840347,0.48188898,-0.5293709,2.3144615,-0.85563016,-0.46273524,0.026022434,0.11999594,0.43376178,-0.68614745,-2.197213,-1.6678782,0.5143727,-1.0412608,-0.19872913,1.34511,-2.1473126,-1.7780231,-0.008162424,3.3523567,-1.5591403,1.2794871,2.3179266,0.07433811,-0.44988403,1.1005702,-0.0013766922,1.1187278,3.123148,-1.3696244,-0.5557158,-1.1154279,-0.8652373,-0.42479718,0.8274173,-3.5270243,1.7084683
Raji,-0.69963723,-0.32466426,-0.326476,1.2320132,-0.25417447,-0.8962837,0.101392895,0.22535041,-0.16976427,1.6297106,0.46637607,-2.5796304,0.0343475,0.814205,0.016135788,0.7820882,1.3988708,0.488623,-0.64358664,-0.8325099,-0.09784551,1.9583266,1.3181777,1.6858985,-0.7652408,-0.2204039,1.2770565,0.2805468,1.1869955,0.2413999,-1.2869291,-0.047325432,-0.4000417,0.9061125,0.17636494,0.09953526,0.28575256,0.023962954,0.28583097,-0.41084465,1.5768121,-1.152198,-2.3560662,0.114102796,-1.2050817,0.114803344,-0.28441474,0.13824391,-0.30710307,0.39479774,-0.7306451,0.68033284,-0.20564848,-1.67438,-0.35595882,-0.6487701,0.5972877,0.31582174,2.1558418,-1.285408,0.045152232,0.045071423,0.40625182,-0.46630922,0.9882693,0.80442846,-0.31805897,0.44855952,-0.55975443,1.9857249,1.2926528,-0.35775998,-0.23942435,1.0543351,0.6475754,0.020881593,-0.08565934,-0.34099084,-0.7549246,-0.4953155,0.7405466,0.029144414,-1.4111137,-0.37658936,0.60666597,-0.7073699,0.12529942,0.43751335,-0.13568723,0.37793982,-0.55437917,0.39329273,-0.34004676,-0.2904172,-1.812405
SF172,-0.3023625,-0.47720096,0.15846652,1.1144874,0.50071,-0.96049947,0.5606225,0.38312066,-0.8132339,0.5271183,0.0039757267,-1.9610595,-0.18418027,-0.118113406,0.13408029,1.0192771,1.8112028,-0.24587804,-0.8561683,-0.15226272,-1.1798981,0.5101799,0.4075635,0.43172115,-0.9225086,0.13831872,0.93011516,0.3226194,1.0179865,0.22885555,0.19624901,0.073727086,0.076684505,0.70995325,0.17340788,0.26070395,-0.47347748,-0.33079454,0.058932032,-0.65795463,1.0942959,0.4320085,-1.3811079,-0.34930757,-0.095258735,0.31619292,-0.48555455,1.3327402,0.041724697,0.22396192,0.36337984,0.8555303,-0.5547142,-1.7528628,0.43298882,-0.3858524,0.3681594,0.27549806,0.6052351,-1.2931166,0.7805432,-0.041498303,1.2036071,-0.14286798,0.57416975,0.82580954,0.032045834,0.5555825,-0.010183454,1.0525094,1.0014334,-0.18816562,0.2797527,0.5639971,0.32127175,0.14754117,-0.36852622,-0.5647769,-1.3076607,0.082565114,0.13987173,-0.026211314,-1.4072857,-0.099184155,0.215031,-0.62298954,0.8149063,0.83240247,-0.63865715,-0.39261448,-0.34214228,-0.10185358,-0.36289254,-0.86762035,-1.0538306
BL-70,0.3484831,-0.71358943,0.76915175,-0.96663845,0.8074788,3.0170357,-1.5676407,0.34721625,2.979354,-0.13889384,3.404731,4.0364084,1.8852148,2.3375142,-0.9201032,-0.5893208,-0.3477105,0.18383825,1.088484,0.025266333,4.47805,-1.1040767,0.5189427,-1.3666487,0.6242471,1.3210217,0.9385316,-1.2264189,-0.55283564,-2.330124,1.2466398,-1.0496076,-3.1647317,1.5217563,-2.7747073,2.033203,-0.12025161,-2.7110062,0.559665,-0.47602135,0.44784546,1.4903342,0.30987442,0.85726607,-1.3221903,-4.215147,4.5493774,0.74112093,-0.15615848,0.01939331,2.564768,-0.34397423,0.8349442,-1.735728,-1.9784098,1.3912286,1.6646103,-0.25337967,-2.9289806,3.6293101,-1.4580181,-1.1937954,2.995238,-0.55007756,0.10519176,-1.2237715,-1.4831842,2.4130015,1.4980729,2.2160077,-3.4552116,-0.9818063,-2.197456,0.15929878,-0.6706713,-2.5334325,0.43963492,0.3597138,2.5481148,-0.1604439,-0.84360784,-0.6846818,0.57313174,1.6686828,-1.3125507,0.360116,-0.24430017,1.5165334,-1.4137471,2.8663576,-1.7946062,-1.6490747,-1.1723425,-5.3446107,1.6646271
CFPAC-1,-0.72106725,-0.52248,0.64907694,0.28933454,-0.5613655,-1.7600199,-1.6467775,-0.22225443,0.14486042,-0.2555158,-0.55807066,-0.86457306,0.026504315,0.80736196,1.4519637,1.2601218,-1.1464498,-1.2949775,-2.1826015,0.86679256,-2.291714,0.376174,-0.21869032,-0.22816323,-0.3936185,-0.2270171,-1.0751451,0.7339555,1.751203,1.2832307,-1.1028384,0.09542291,1.5460697,-0.35744655,-1.7815744,-0.68857944,-0.06252013,1.8637118,-0.49712315,-0.6529673,0.5357479,-1.119421,-0.7416691,0.77224755,-0.88404006,0.87389565,0.8459061,1.0932847,1.6500933,-0.66379386,1.4146565,-0.5176685,-0.10381728,-1.4776233,-1.5318563,0.29487145,-0.42625335,0.4750237,1.4681214,-1.3332179,1.4817278,1.092102,0.935089,0.80394083,-0.6509586,0.96484005,0.15608972,0.1745836,0.17636459,1.0760887,0.6288835,0.87435794,0.8314275,0.30000287,-0.54067755,-0.8588105,0.33307222,-1.2447683,-1.2383144,-0.15705894,1.1340828,-0.09090656,-1.7227445,-0.32279944,0.21466178,-0.5803676,2.2681098,0.23358339,0.031674035,-0.52643985,-1.0690533,-0.62550014,0.66168,-0.5969342,-1.0230247
Hs 618.T,-0.4627017,-0.3817805,0.2100447,0.461725,0.10912569,-0.8963423,0.6720929,0.37493357,0.12080787,0.5489651,-0.13458863,-1.6648405,-0.25704992,0.28301883,0.14531702,1.3595954,1.7264335,-0.7794405,-1.1370257,-0.48484445,-1.2362945,0.7307006,0.5088702,2.553721,-0.9222421,-0.823401,0.8166063,0.45083374,0.6249277,0.10570504,-0.37851077,0.16289473,-0.09751183,0.5393629,0.15777633,0.20581263,-0.14816383,-1.0076996,0.14803566,-0.6756044,1.0382209,0.0674597,-1.1454726,0.49898022,-0.06905444,-0.2671877,-0.48807454,0.5483696,0.11852196,0.28128302,-0.96524334,0.8199437,-0.51605725,-1.737741,0.67968094,-0.7824766,0.42512038,0.0027389377,1.2292181,-1.3094597,0.7039921,-0.060128093,-0.0032041073,0.49971685,0.166749,0.69311166,0.062019695,0.015884474,-1.0208426,0.63013184,0.94013613,-0.066033706,-0.038628727,0.45286924,0.47127804,0.7829423,0.01584737,-0.623171,-1.3081638,-0.010803647,-0.104626715,0.1791125,-1.4275243,0.14433417,0.24748634,-1.0144582,1.308707,-0.34387162,-0.26321074,-0.18442957,-0.54027176,0.29605383,-0.3263265,-0.63105434,-1.2927198
ACC-MESO-1,-0.98722476,1.4922051,-2.1076295,2.7315748,-0.044466212,3.8178792,0.26866853,0.9230206,-2.8010345,3.7281542,0.28589898,-1.7544507,-1.8222549,2.1403031,-1.4179436,1.9395621,3.5322433,-2.43494,-0.6282977,-0.084690064,-1.0841411,4.409585,4.456041,3.2329333,-1.5642732,2.0568018,6.1509914,-0.09275586,0.38420027,-0.9724583,1.2352976,1.4045099,1.0840895,3.5829465,1.8600047,-1.2992034,-0.063592404,-1.4550968,-3.9062035,-0.7153827,1.9421768,0.52643526,-2.3340595,-2.0314362,0.018909484,-0.48031217,1.7765968,-3.2706783,-0.8234607,1.3956915,-0.17883086,-2.295493,-4.193114,0.43966618,1.5085797,-0.8790145,0.2233394,-1.1780384,1.6179415,-0.7229406,-1.2823632,-1.2238823,0.5171646,-0.1426205,1.5331675,2.4942462,0.04714589,1.935576,-1.4295259,2.4647865,-1.8270534,-0.022310922,0.33186674,1.4596854,-1.2599176,-1.0934944,1.843912,-3.8670793,1.5431186,-0.62280214,-0.040527105,-0.14880764,1.1072896,-1.8171049,0.8962366,-1.395589,-2.848045,5.3833427,-0.92322785,-0.8816263,-0.3873271,-1.6069422,1.5891225,3.7494748,-3.6032035
SCC-15,0.7849411,1.6843051,0.95078063,0.91572183,-2.7903116,0.6427556,-1.6436604,0.09074493,-1.7619396,0.030714404,3.035333,2.2678895,-1.6169529,-0.045464993,-1.6129375,-0.3640449,-0.22391614,0.18486817,1.6060447,0.49994746,1.3100576,1.3665265,0.37480032,-2.1890428,-0.1775749,0.46615005,-2.062355,0.09257737,-0.880391,-2.0850515,0.6656666,-2.8467183,0.31250462,-0.28605527,-0.7069276,0.3826128,-0.42252684,-1.1587692,0.7954858,-0.31246465,0.58748615,1.725315,2.169843,0.11228943,1.6413324,-1.836736,0.14900474,1.0719379,0.0033521056,-0.35066456,0.96931756,1.6231911,-0.35441062,-1.3796653,-1.5540702,0.7091946,-0.29298106,-1.1096828,-2.8996465,-0.8063556,-0.59144825,-1.5615891,0.31973422,0.22342975,-0.41201502,-1.1208758,-0.7346612,0.2932548,-0.71215385,-0.10343156,-2.0285535,-2.6419914,-0.45223725,-2.4811463,-0.8788329,1.2077057,-1.0771177,3.1733377,-0.7542403,-0.26527599,0.06547612,0.94102424,0.17402014,-0.5597975,-1.0670531,-2.3770847,-0.6416174,0.27587345,1.2084949,1.8511828,-1.7499139,-1.055223,-0.6855092,-0.7222146,1.7228495
SK-N-AS,-0.46357304,1.5465069,0.61846083,-0.29782027,-0.5087874,-1.3721194,0.27151093,-0.14064494,-1.0733019,1.0585619,-1.0953374,-2.001712,-0.7879105,-0.56075823,1.249328,-0.009035207,0.1002997,-1.1960038,0.6482856,1.1873988,-0.22550738,-0.9704134,-1.039224,-0.9988836,-0.82286364,0.8374436,-0.6386794,-0.545773,0.86932826,0.4977848,-2.2813246,2.1720219,1.9042481,-1.842457,1.5280923,1.6098586,1.4169414,-1.0785124,-1.5805874,0.24631636,0.5416046,-0.7455111,-0.13240558,0.15042776,-1.3491212,1.5372987,-0.47854614,1.1765342,0.08567242,-0.053186834,0.8440562,1.5250227,-0.36383015,0.39994007,-1.7862765,-0.5317826,-0.07324232,0.098052,0.84192604,-1.8036704,-0.39480826,0.970674,-1.061568,0.080311745,-0.30532295,-0.00682215,1.3678365,-0.69370836,-1.6105705,-0.12026087,3.1123312,-0.050995745,0.011214379,0.13986874,2.353037,0.07120639,-0.10409394,-1.9802026,-2.783729,0.098282576,1.4027818,-0.8635213,-3.2009962,-0.0020283144,1.069331,-0.266861,1.7163578,0.77424663,0.7270695,0.37530172,-1.135237,-0.33820316,0.48324493,1.9932245,-1.7185879
COR-L95,0.33639312,-0.47195008,0.75136775,-0.39478996,0.21113172,-0.9257815,0.48635566,-0.17952806,-0.25772232,-0.046447262,-0.14392701,-1.2107872,-0.39754325,-0.16005921,0.03986021,1.1935064,2.1958368,-0.9287886,-1.2727886,-0.86973584,-1.3901407,0.35593408,0.20694289,1.8446065,-0.90475875,0.1108195,0.73249775,0.27676135,0.5305185,-0.2178033,-0.7871003,-0.32665038,-0.37735987,0.6078487,0.10718143,0.57821363,-0.29349983,-0.47063982,-0.26167953,-0.93786526,1.0144126,-0.112099156,-1.1470706,-0.22560897,0.045351952,-0.32675573,-0.28645322,1.0362419,-0.028617673,0.3331333,-0.6412254,0.6868836,-0.76557034,-1.6190214,0.22351818,0.28017887,0.37988696,0.15171775,0.7696458,-1.0590152,1.0046799,-0.0014611632,-0.23644456,-0.4616621,0.01873929,0.6821747,0.14361383,-0.7618264,-0.01697927,0.5209873,0.90060234,0.18133053,-0.3311634,0.5226267,-0.05779874,-0.3356036,-0.24196205,0.06778789,-1.4751819,0.10694457,-0.6692462,0.038297527,-1.6251996,0.1820288,-0.12105809,-1.4253775,1.5772786,-0.12977284,0.44398075,-0.7497776,0.19124179,-0.098947406,-0.34125182,-1.2464471,-1.1567347
