method,var,variable_type,metric,value
RandomForestRegressor,Erlotinib,numerical,mse,0.0036059490631191638
RandomForestRegressor,Erlotinib,numerical,r2,0.13915197657507164
RandomForestRegressor,Erlotinib,numerical,pearson_corr,0.37303079842698195
