feature,na_percent,variance,selected_cleanup,laplacian_score,selected_laplacian
A1BG,0.0,0.22578442872648646,True,-0.046847162620313514,False
A1BG-AS1,0.0,0.22578442872648646,True,-0.046847162620313514,False
A1CF,0.0,0.24092861164609808,True,-0.04836104955930977,False
A2M,0.0,0.2714521798086867,True,-0.03358885501707906,False
A2M-AS1,0.0,0.2714521798086867,True,-0.03358885501707906,False
A2ML1,0.0,0.26965334205645813,True,-0.03599958065056705,False
A2MP1,0.0,0.2685604033765074,True,-0.03504136911045504,False
A3GALT2,0.0,0.20051506223452442,True,-0.04277206965348821,False
A4GALT,0.0,0.20799809542057313,True,-0.03236564172185053,False
A4GNT,0.0,0.2088181286493543,True,-0.048081781800607744,False
AA06,0.0,0.23716787578414109,True,-0.0416043043683435,False
AAAS,0.0,0.18817738456566702,True,-0.050166653386061855,False
AACS,0.0,0.1853401806633364,True,-0.03756464992326557,False
AACSP1,0.0,0.24684444766125102,True,-0.04613088686940487,False
AADAC,0.0,0.24910641145294724,True,-0.03844195498550931,False
AADACL2,0.0,0.22357668980488346,True,-0.04365309185768337,False
AADACL3,0.0,0.2222976369234319,True,-0.03445889301779549,False
AADACL4,0.0,0.22401865465741366,True,-0.03584776411430188,False
AADACP1,0.0,0.22519437739622417,True,-0.042964056480071566,False
AADAT,0.0,0.1962781013518422,True,-0.02375853033775083,False
AAGAB,0.0,0.17484899869131762,True,-0.04545817474345789,False
AAK1,0.0,0.16273680445507535,True,-0.059960698790614955,True
AAMDC,0.0,0.2845366616516533,True,-0.02717265176824689,False
AAMP,0.0,0.1577101193902929,False,-0.0486461814900499,False
AANAT,0.0,0.2200119459519516,True,-0.050968902709246144,False
AAR2,0.0,0.2944992880767817,True,-0.05304081006172365,True
AARD,0.0,0.3375790372702061,True,-0.04316746276415794,False
AARS,0.0,0.21394632281401968,True,-0.035731227702134404,False
AARS2,0.0,0.20610757056308596,True,-0.04679535619423962,False
AARSD1,0.0,0.19702477253497655,True,-0.04321188020449285,False
AASDH,0.0,0.21537326311673657,True,-0.023021557513463877,False
AASDHPPT,0.0,0.30090393131928006,True,-0.030312041331473437,False
AASS,0.0,0.29239022948092847,True,-0.04798096625504734,False
AATBC,0.0,0.187826387053766,True,-0.0357064219257085,False
AATF,0.0,0.22348512549569685,True,-0.03912503604962836,False
AATK,0.0,0.21421514816955395,True,-0.04837863042138737,False
ABAT,0.0,0.19227105198727426,True,-0.022083831389762474,False
ABCA1,0.0,0.20574887608006356,True,-0.04151703607276429,False
ABCA10,0.0,0.22423064891416752,True,-0.0496884484718488,False
ABCA11P,0.0,0.23269029414906803,True,-0.02827130885037246,False
