,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
KMBC-2,-0.11457895,-0.28055668,-0.34623274,0.92138845,-1.5243418,-1.1366751,0.9521378,-0.795558,-1.3897132,1.3202369,-0.5022335,1.3942745,0.069531254,2.675985,1.853692,1.2189624,2.0064514,-1.7724255,1.902563,0.7658949,-0.027152307,1.0533274,0.65614396,0.5529651,1.1920751,0.7539892,1.862347,0.4665849,0.17177472,-1.1605934,-1.0292034,0.8882582,0.34458157,-2.7954626,-1.5108787,0.38711298,-1.8632249,0.8013255,0.07321628,0.4379333,1.9282578,0.099575005,0.8370087,-1.4022146,1.7213902,0.76058155,0.3624808,-0.7839676,-2.478733,-0.7703784,-0.8798642,0.2895543,-0.42703676,-0.84111005,0.33361825,0.8561312,-1.3663384,1.4606897,0.0014844369,-1.2067785,-0.25619078,0.31010666,0.7225389,-0.80647767,-1.0630852,-0.3032465,0.66375726,-0.10148068,1.5610865,0.39146,2.2452085,-0.24961555,-0.83291316,0.4953617,-2.163993,-0.814886,0.56186366,0.45758432,-1.5600952,-0.2751892,-0.187427,-1.234917,0.04965386,-0.18866286,0.37480265,0.54201186,1.5798347
Hep 3B2.1-7,2.6489341,-0.30658045,-1.2486109,0.8210042,-2.3901882,-0.27427632,-0.43263736,-1.8875834,3.0601394,-4.068069,1.0882654,1.270653,-0.14945178,0.47831285,-0.096628465,0.8574879,0.5406327,-1.5521148,-1.2585255,-1.022343,1.2504785,-1.6869597,1.5938417,-2.2596636,-0.18615341,2.112451,-0.9722165,0.09160413,-2.1231878,2.424979,0.099604756,0.8559474,-1.2629595,-0.26832336,-0.06905438,0.58112836,1.6721544,-0.975644,-0.49150848,0.4949488,-2.5131226,0.6520479,-1.4594674,-1.2502787,-1.6986363,0.69018394,-3.0517774,-1.2260363,1.1008512,-2.2361112,0.4564466,1.1854533,-0.057249397,-1.1589184,-0.9177529,1.2257427,0.83898294,-0.12592515,3.1394339,-0.60466695,-0.30408213,0.54468846,-2.4881108,-1.1949104,0.7633311,2.9793806,0.9738705,0.098830774,3.1185641,-0.3196654,-0.95643467,1.6378316,1.4348032,0.48464483,-0.5757257,-1.222912,1.3565364,0.10761848,-0.58434254,-0.58526975,-1.3500878,1.507722,0.33601955,1.0406291,-1.2158555,0.7526528,0.66482854
KMRC-2,1.7801062,0.42084533,-1.0143691,-0.9058444,-1.0074073,1.869319,-0.37906778,-1.3333255,0.6243229,0.105956845,-2.789799,1.1468811,-0.51755285,-0.4877216,-0.26830536,0.2972424,-0.3808657,1.5920899,-0.3831708,0.11759009,2.0722978,-3.4357762,1.6104593,-0.6787393,1.2608545,-0.42005265,0.806507,0.51729876,-0.71238464,-0.031478804,0.4780851,-1.6244375,-1.2638632,-0.6658552,-0.18804178,-0.7990898,1.2313651,-1.0012975,1.0535296,0.26090956,-0.31007186,-0.8805431,-0.11414716,1.1447066,-0.061774086,1.1030132,-0.85537267,2.457536,-0.097276285,1.6210709,-0.7410398,-1.5903058,-1.1554658,-2.2020252,-0.18927915,-0.30495557,-0.9657738,-1.0595047,-0.8835268,1.3708493,0.31031683,0.612244,-1.0517894,-2.0055768,-0.66471577,-0.1440623,0.5614106,-1.8975304,-0.16890727,-1.1104417,-0.61781216,-0.6222016,-1.2871203,-1.1276251,1.4128169,-1.4198537,1.5449803,0.7313272,-0.90716815,0.37862557,-1.1973315,0.6655552,0.44597018,1.4721415,-2.102685,-1.1795086,0.02642287
HT115,-0.50969934,0.6793654,-1.1594626,1.7941076,0.06872524,0.6022663,-0.34189197,-1.880958,-2.190033,0.781118,-0.18767701,0.6068938,1.1514877,-1.1927063,-2.1611087,-0.47255075,0.38619187,1.7639253,-0.80272907,-0.46964395,-1.8068991,0.3381137,0.09416785,1.2260451,2.1139696,-0.2629228,1.096263,-1.6734837,-0.6894146,-0.10022813,-0.041904986,-0.16899303,0.0060351044,-1.4615427,-0.73711455,-1.6811336,-2.0701272,-0.4505256,2.103477,2.6876016,0.52283925,1.1967064,0.91671973,-1.3054006,-0.9707085,0.1949335,0.7433046,-3.5446935,0.13698608,0.64966613,-0.2734272,-0.4620114,-1.4562577,0.8799958,1.4793122,2.9863243,-1.3960053,0.580122,2.2799392,0.89813954,-1.983559,-0.8156105,0.6654287,-0.4595634,-0.13806993,1.3030752,2.6581106,0.9911016,0.7889601,-0.39499643,-1.9221517,0.9943851,-0.63273966,-0.8284537,-0.05727424,0.8152039,-0.46149036,-0.3771184,-2.2030632,-3.0890403,0.50069726,-3.9140275,0.96804285,-0.8167809,-0.68548304,-1.1189545,1.607003
NB1,1.3651172,-0.09858249,-0.5485659,-0.5907147,-0.53532314,-0.7974597,1.9759011,0.6746127,1.273949,-2.1368794,0.62819755,-1.9168775,-1.075912,-0.5966153,-0.9985077,2.1154177,-1.0534493,-0.5044304,-0.07558746,-0.23965341,1.4782515,-0.6894008,1.780362,-0.478235,0.12330149,-1.2666985,-1.1837146,2.6494815,-0.4514866,-1.2675667,-3.0685923,0.8620099,1.0233073,0.48701495,-0.09714039,1.708559,0.33185312,0.8944379,-0.09800868,-0.08917867,0.8123166,1.3481777,-0.33448693,0.03349788,-2.1177607,-0.17687023,-0.21961439,1.5822713,0.08025702,-0.08243513,3.3088617,0.258883,0.3371522,1.9435395,0.9180239,-0.59563035,2.0454264,0.86636204,-0.60647666,0.09647166,1.5186995,1.722478,-1.1961304,0.8378895,1.8752261,0.38451144,-2.8614802,0.20700118,-0.59262013,-1.1503279,0.96930736,-1.2290251,0.24812476,-0.025629189,0.10689515,1.6796875,0.06917731,-2.3519497,3.3631513,2.1893148,0.2605985,0.86276174,0.81797105,0.38210005,0.45988148,1.3309102,0.7704542
LN-340,-0.7343277,0.3354401,1.2536662,-0.2045005,1.2738127,0.7042122,-1.7727591,-0.3940854,-2.0391498,1.1636972,-0.1405197,-2.0494454,0.3572885,-0.28550404,-0.49842262,-0.43262628,-0.12889227,0.52343756,-0.58957165,0.12247198,-1.5584875,0.2847951,-0.7230781,2.1139047,0.79458094,0.5087741,-3.0017312,-0.0147176515,0.36400515,-1.4097519,0.48423225,-0.63756806,-0.042619362,1.966934,-0.12085224,-0.2729782,1.9585184,-1.7138644,-1.1458429,2.1870222,0.011048548,-0.85491526,0.075893916,1.3437366,-0.7191031,-2.0663357,2.727204,4.088123,0.45588997,2.0990782,0.67741644,-0.62800735,0.41877487,-1.3249993,0.96705616,0.16061938,3.7652433,-0.02305945,-0.18292731,0.17605808,0.22861502,-0.56618524,-0.58410895,1.6631566,0.71717393,-2.3199246,1.9318811,1.5078228,-2.636365,-0.9749659,0.22312666,-1.4832038,-0.8130622,-0.9047582,-0.3802282,0.45698243,-1.2168937,-1.6407809,1.027045,-0.9454202,0.609883,0.5807433,2.3933067,-0.37562087,0.12051125,-1.6124566,-0.45467466
JHOM-1,0.54214036,-0.32462665,0.482536,-0.45048505,1.9890631,-1.1479964,0.08899027,-0.55463874,0.103920974,0.057628933,-1.8296552,-0.39524585,1.3797565,2.7182531,1.6790053,0.41078797,-0.14968254,1.340254,-0.65165573,0.2098195,1.209165,-1.5962682,1.1123773,0.61176735,2.529092,-0.004518181,1.1396062,0.73853207,1.1876926,-0.7303882,1.6999292,-0.7736521,-2.191646,1.7059546,0.46852857,-0.828745,0.8179266,-0.7389053,0.6561903,0.091677845,-0.93997246,0.26486862,-0.12486729,0.20447478,-0.9895562,0.7440402,-0.6459581,-0.23809044,-0.3520614,0.21550012,-2.0940437,1.3583037,1.1129823,-1.4017712,-0.19456252,2.445154,-0.21185324,-3.606038,1.8025498,-0.294084,0.8086085,0.41744506,-2.1282618,0.4634425,-0.83970743,-1.9349701,0.5717828,0.1624769,-0.7170647,0.17303553,1.6721126,0.17401093,0.78770316,0.8529247,-0.2706066,-0.14310685,-0.46345913,2.8074129,-1.0794995,0.7308694,-1.6816005,1.158333,1.1693349,-0.7265996,-0.14097115,1.8433933,-0.5009024
Jurkat E6.1,-1.7965747,2.3388186,0.49825606,-1.5683346,-0.4238345,0.67342883,0.48658758,1.5621301,-0.26213372,-1.8859488,0.97013927,0.37929487,-0.061157178,0.5003558,-2.0185602,-1.3964857,-1.0372695,1.1381756,-1.2419738,-1.7211665,1.7119246,1.0269595,-1.1064978,-1.676547,0.29444474,-1.4420693,1.0642384,1.8363874,-3.0817723,0.75188786,0.81367487,-1.2337729,0.9983584,0.9036837,-1.2771592,1.5534614,0.471571,2.7324364,-0.0006569447,-1.6026214,1.104906,-0.79739726,2.2220526,-0.7993709,-0.05210845,1.6941065,-1.5292909,0.04073701,1.1755452,-1.6735321,-0.29062304,-0.7349692,-1.3424152,1.8178929,0.1682103,0.23321976,0.9646142,0.12270933,-1.0551814,-0.8319936,-0.47565603,-0.05873789,1.2455671,0.077900305,-0.3877099,-0.23471603,-0.6639148,0.6449406,2.6649587,1.8278279,-1.7124655,-1.2777964,-0.83351797,0.1965788,-1.3114388,-0.9823532,-3.430018,-0.9955501,0.6771798,1.4698464,-0.71848494,0.9771314,0.031138722,-1.687271,3.3158038,-0.64423805,-0.1854958
U-87MG ATCC,0.5514097,-2.2708573,1.3252227,-0.04748636,-0.22458449,-0.3642968,0.66367996,0.62332666,2.0745165,2.2704597,-1.1169596,0.78067887,0.24607706,-0.69460326,1.1295493,1.3630662,-1.0030676,0.038959533,-0.65673876,-2.4958527,0.9539291,-0.772144,0.968996,-0.20196451,-0.033614382,-2.1057634,0.7219539,-0.96694833,0.98339885,-1.277902,0.23143043,-1.303256,-0.5398076,-0.5694178,0.7519564,-3.093368,0.12081474,1.6738963,0.9923735,0.80317736,-0.9422864,-1.3397545,-0.5388634,2.3182101,1.5384243,-1.2680409,2.1550434,4.7264433,-0.30074874,1.7020688,0.17044064,-0.50504124,0.29414886,-0.39372024,-0.66345483,-2.968042,-0.58258766,1.1751511,0.19264998,-0.36839703,0.12228036,1.7802747,-0.111562654,-0.7042828,-0.4977491,-1.7268945,0.4405713,-1.3950924,-1.7297863,-0.81916386,0.67950845,-0.26618242,-1.6586039,-1.5574806,0.5559278,-2.1705465,2.2507946,0.3447064,0.76955944,1.2966076,0.81841373,-0.3386015,-0.0017429851,0.96075404,-0.7694621,0.6122901,0.19548076
Hs 852.T,1.4961593,0.334015,-1.3264543,-1.137049,0.25435436,-0.87197316,1.4348195,-2.3814738,0.6820033,-2.2519174,0.55657667,0.7709867,-1.8714578,-2.0649207,0.5379121,1.1783016,1.1541919,0.22902997,2.4794059,-1.4091736,-0.3727378,0.92689955,0.15321708,1.1839626,-1.7093203,1.8149735,-0.012533043,0.36595243,-0.55650496,-2.218497,-0.8614193,0.58807117,0.8586842,0.39637354,0.39734274,0.018415838,1.1209944,0.09990741,0.47033444,-0.863767,0.1593005,-2.4566567,-0.88602793,0.21779768,1.1107765,-0.25898153,-1.1713855,1.8191032,-0.2748468,1.2141632,1.1236459,-1.5848067,0.14372152,-1.9771655,-0.5410129,-1.2099835,-0.2481225,1.1917037,0.08058911,1.3305907,1.8071773,0.45764178,-2.6843028,1.7020788,0.21967998,-2.2707279,-0.6027861,1.4985353,0.8497142,-0.083214805,3.1196086,-0.6772987,-0.49529025,0.08088648,-2.608821,-0.8162021,-2.1165805,1.3885584,0.6426761,-0.7990004,0.90119356,0.8751606,0.8900415,1.2828474,1.944664,0.3348217,-0.8840673
VMRC-LCP,-0.89444697,-0.99510336,0.6254629,-0.17129909,-0.27431202,0.24167751,1.038839,-0.84298605,-2.6282601,0.11788051,-0.9508791,-0.050938968,1.147629,2.0818698,2.2789736,0.51521146,0.89441633,-1.3501697,0.6750779,0.5888343,-0.79645723,0.07985215,-1.0499558,1.5556574,0.67783344,-0.20253202,0.8649898,0.93514425,0.18216543,-0.10439395,-0.20606707,-0.1402551,-1.0601053,-1.0331677,-1.5195596,-0.5042982,-0.7044921,-1.3742849,0.5770363,2.5264323,0.103256375,1.4536555,-0.54300416,-1.184095,0.662696,1.1511345,0.12046152,-1.6824876,-0.18932721,-1.0387533,0.789955,1.2614393,-0.18289758,-0.8435493,-0.434506,1.0180982,-0.03446721,0.4363749,-0.12872957,-1.1631132,0.38114896,0.16863252,-0.30976072,0.73548806,-1.7180787,0.9345057,0.61987174,-0.52122986,0.6144237,0.42477304,1.8627406,-1.3619945,-0.36241278,-0.1967651,-1.8577935,-0.41868633,0.4646794,-0.24822272,-0.66081136,-0.73255235,-0.6061099,-0.06638311,0.19901496,-0.9015501,-0.67009497,0.6227015,0.30157533
QGP-1,-0.7354396,-2.3574443,1.3667336,1.5986941,0.03404872,-0.85234505,-0.44916174,-2.8799174,3.2878144,0.64889014,-1.3643044,1.3860344,2.5974677,0.1404111,0.25186664,-0.8358693,1.0177003,1.6466807,-1.4997727,-1.2888286,-1.9252546,2.2404332,1.6711996,-0.08191624,-0.43731245,-1.3471733,0.75231385,0.9351448,2.5533624,0.284357,-1.1492721,-1.4629055,0.799574,0.38790202,-0.39855772,2.5185537,0.57596785,-1.856571,1.3761184,1.4837726,-1.1863351,-0.3616736,0.31369415,1.0679004,0.26417673,-0.9057857,2.149179,-4.0391603,-0.32798707,-0.21891482,1.6523008,-0.21034609,-0.46752062,0.77797765,-0.22958523,1.741969,0.123015895,-1.5722562,-1.0114043,-0.93559,-0.6731213,1.7577534,-0.17664148,0.07106555,2.526841,0.23398235,-0.6936006,-1.1110418,-0.52904534,0.0074814064,-2.5833325,-0.8697773,-0.69675475,0.56962556,0.6033063,1.8375455,-0.16868313,-1.2303934,-1.2264025,1.8555217,-1.162436,-0.43051082,-0.72315806,-0.06341014,1.9185281,-2.5711079,-3.490842
SNU-520,-0.59755456,0.07998622,-1.7008737,1.5318637,-0.3878241,-0.6558785,-0.8211597,-1.1013243,-1.4239163,1.4662825,-1.188647,1.4126432,-0.6591036,-0.8602276,-2.109399,-0.48356217,-0.80537903,1.5737425,-1.6841007,-1.627774,-1.8557827,0.4523666,2.2296329,1.424559,0.8783251,-0.4411629,-0.21495381,-3.7527819,-0.27740687,-0.3589969,0.6909158,-0.9568746,0.71191704,-0.7722809,-0.65190333,-1.034637,-2.3464584,-0.7385546,1.1504296,1.3045837,-0.33754927,-0.1603972,-1.0691123,-0.6276671,0.4644256,-1.3082331,2.4021804,-4.5229115,-0.5910022,1.3314948,0.054280236,-0.21703823,-0.37881655,-0.5023534,0.9166864,2.1107283,-1.3067076,0.12088259,3.0866885,-1.3308424,-1.0809939,-1.065393,1.791974,-0.48002243,-0.41277975,0.33120215,3.3466492,-0.0442376,1.0450802,-0.57745606,-4.511787,1.8729125,2.246338,-1.6356611,-0.55409044,2.3290722,0.34407502,-0.2669559,-1.2958364,-3.2744641,0.17853527,-1.9517916,0.7069981,0.7483076,0.91712356,-1.9125232,1.558191
NCI-H1915,-0.339304,-0.3516398,0.25619313,-0.016742814,-0.6019218,0.06235755,0.6507108,1.460874,1.959749,1.4866387,1.9758469,0.5191806,-1.9709995,-0.32713923,-0.89155143,-2.58701,-1.9072673,-0.9452633,-0.865167,-2.1480215,-0.93876547,0.20668516,0.51245064,-0.0062969364,-2.4140382,0.4671105,1.7031229,0.96858525,-1.4419502,0.8570892,1.1840026,-0.26161465,0.058007963,0.7458661,2.0769415,-1.786658,-1.392578,1.7195126,1.4855824,-0.38653392,-0.7760434,-1.286107,-0.4344688,-0.52593756,-1.7547443,1.1959332,-0.14764959,1.9197235,1.4057148,-0.36182308,-0.0596108,-1.0284646,0.17572074,-0.07199959,-0.27919483,-2.2061749,-1.798467,-0.55786335,0.1900442,-0.2514056,-1.6915945,-1.1287133,0.72940385,-1.8167433,-1.4011346,-1.4731207,-2.004258,1.0187474,-0.028752998,0.85852844,1.9766544,0.31959033,-0.93037444,0.8219556,0.8526887,-1.3635828,1.4475942,-0.13129541,-0.78756785,1.6813775,-0.46582854,0.15438671,-2.1618962,-0.28317815,0.27307886,0.104657374,0.21718504
OVSAHO,1.0178161,0.7268236,0.73644006,-2.6881022,0.8849853,-0.49323863,-0.05111242,-0.9876518,0.9472576,-1.5982465,1.9383066,-0.050869662,-0.67914027,2.1270075,-0.31200585,3.5585527,0.7165384,-2.6703205,0.22622204,2.597234,2.8681753,-1.0371126,-0.3761208,-0.82814705,0.087292016,0.2372322,-0.52218235,-1.0100772,0.6741289,-0.06236523,-0.9055301,1.1150109,0.04814849,-0.5361269,-0.11757823,-0.9501273,0.8245862,-1.635039,-0.38062292,-1.278863,-0.22592795,1.0973357,-0.084346145,-0.1301018,1.4013655,1.8334384,-2.1780517,0.11810928,-1.0293998,-2.6160395,0.24602024,1.3257554,-0.13173456,0.6980626,0.38944227,1.117325,0.4779999,-0.23936164,-0.98677534,-1.093954,0.87352157,2.2053576,1.6460096,-1.3596725,1.8507668,-1.5073953,-0.096256375,-2.1149209,-0.12613541,-1.9588027,0.3951726,0.46348825,1.7050941,1.4560362,1.4747083,-1.4716102,0.42012098,2.5460608,1.0113041,0.5618258,0.47783452,1.8204905,2.317592,-0.50505006,0.20894311,-0.820038,0.71097827
IGROV-1,0.64766073,2.4494147,-1.3818167,-0.6445262,1.5515763,0.07325925,-0.8119786,-0.5076339,-1.4499657,0.9041162,0.16374767,-2.4283245,-0.71425474,1.5444535,-1.6111585,0.73263884,0.46252966,-0.4656965,-0.361338,1.9898496,1.6817327,-2.2869236,0.34011376,-1.0598725,0.4112688,-1.1156155,-0.4345063,-1.112012,-0.88845795,-0.42737764,0.9794831,-0.07799823,-1.2863482,0.39494675,1.25458,1.0889937,-0.34781966,-1.3081791,-0.49371523,-0.6360941,0.017398667,-0.0023587905,-0.11720088,-0.573122,-1.0394661,2.41718,-1.8071991,-0.6807962,-1.163309,-2.7656202,0.12921569,1.5571356,0.84863895,0.50079584,1.7859999,0.8833434,-1.4935913,-0.80176467,-1.3503766,-0.4211878,-0.67334914,-0.4510317,2.5958114,-1.4945828,1.0101353,-0.7750992,2.33971,-0.7092667,-0.4592044,-2.3678358,-0.47089118,1.9537547,2.4214442,0.15292384,2.3917704,1.2560116,0.5957629,2.9672825,0.15480998,-1.3070533,0.061805744,1.606501,0.7264732,0.031289347,-2.0149078,-1.180353,1.6774178
HCC70,-0.87936914,-2.3047376,0.971332,-0.8787599,-2.1455564,0.8407435,2.041945,1.0548209,-0.580363,1.5206153,0.018797552,1.9738631,-3.4540424,2.1443849,1.9545069,-0.19097382,-0.03134886,-2.2784164,1.0954187,-0.18508606,-0.015256427,1.669679,1.391525,-0.2125494,-0.0640337,0.6576813,1.573483,-0.54009056,0.058505192,0.54184943,-0.88185924,2.0232322,1.521394,-2.1930447,-0.1910882,-2.5933743,-0.4000168,0.80649257,-0.5923144,0.30278698,-0.5388987,-0.6452902,-1.1826606,-1.0343431,1.2880698,0.46362057,0.15339817,-1.6412755,-0.59694207,0.36841434,-0.9507528,0.10711379,-0.07049227,-1.882204,0.25694758,1.0216573,0.05448515,-0.09297801,1.6523185,-1.5078166,0.8970963,0.8863028,0.37614748,0.7965902,-2.3412719,-0.11783043,-0.6519369,-1.4862233,1.3713076,0.5981038,1.3482082,-3.0539877,3.0221453,-1.9718118,-1.7960767,-2.297237,1.2465731,0.60774535,0.123519644,0.44456017,-0.12283436,-0.54316854,-0.016034514,-0.7967702,0.9906747,0.87204754,2.9083183
OVKATE,0.84922457,-1.6164397,1.7161361,-1.2691855,-0.52508646,0.70619464,0.6837076,-1.1457078,-0.3097816,0.864935,1.2862544,0.095926434,-1.9504534,3.0497382,0.9955975,1.8014227,0.90834206,-2.1972523,1.4061224,1.1942383,1.800572,2.1526988,-0.8769782,-1.1261148,-1.8698034,0.14540908,-0.69183004,0.31375164,0.44638905,-1.0728992,-0.7393138,2.3383517,1.1239356,-0.6932588,-0.0032553324,-1.2582161,-0.16640273,0.03440073,-0.737094,-1.4187692,-0.7661016,-0.09353085,0.061853632,1.656023,-0.25702444,0.4731171,-1.2349577,-0.14126272,-0.99394894,-2.4864738,0.25575376,0.48537308,-2.2642462,-0.96117896,0.48935422,-0.0025380403,0.12296316,-1.3925247,-0.08536273,-2.6823099,0.93955016,3.08598,1.5862578,-0.8789296,2.947996,-0.5146665,-1.3184114,-3.1211095,-1.5541387,-3.987566,0.91838443,-0.56177354,0.39338538,2.174434,0.75859284,1.5559405,-2.647646,0.02740016,0.5984424,1.8311455,0.50549376,0.24534136,2.5210583,-1.4824798,1.3466039,-2.4993334,0.45756367
COLO 783,0.60229677,-1.4989929,-1.6296602,0.22923908,-1.2753336,-1.2796149,1.087176,-0.82538825,0.31924284,-0.086493276,-0.25780118,0.7002788,-1.6306975,-0.99232745,-0.11713176,-0.26464608,-1.0970165,-0.073844895,0.6170717,-1.1762899,-0.2696928,0.6420935,-0.461815,1.228747,-1.7545519,0.05246742,0.4226194,-0.33046252,-0.09528208,-2.2867112,-0.9386787,-0.6812953,-0.25377086,-0.9461431,-0.51956207,-0.22037825,1.3895903,0.37086624,1.1763463,-1.3078306,2.367778,-0.9820845,-0.1694287,1.4456671,0.0365203,0.2285038,0.6271282,2.5286632,-0.9090095,2.632729,1.762025,-1.124463,-2.1421473,-0.20746756,1.384587,-0.20402037,-0.031570606,1.6556659,0.27551225,2.3284826,0.25015783,-0.05130993,-0.7363287,1.4163609,-1.559431,-1.5868303,1.194206,-0.3536924,0.83187956,-0.24805719,0.82950747,-0.7436347,0.03020867,0.21067765,-1.5128918,-0.9144238,-1.9939419,-0.95863384,0.8045571,-0.2510073,1.0139114,1.6932731,0.1378824,2.149484,-0.3519201,-1.5922812,0.27990067
HCC1937,-1.5066969,-0.7123805,1.1830305,-0.45350105,-0.4564015,0.2345311,0.662824,0.14388928,-1.5158668,1.004638,-1.1170417,0.14602306,-1.1516099,1.9889022,1.8926988,0.5418235,1.272322,-2.9541874,1.6027968,1.83254,0.56778085,0.7750887,0.06289001,-0.36740237,0.28143486,1.295317,0.2211785,-0.29867458,-0.7651176,0.85673094,0.33734027,3.1054678,1.0932102,-2.5240605,-0.8289451,-1.6099652,-0.9729747,0.18545596,-1.0316387,-0.42509854,-0.30032247,-0.595089,0.90498734,-0.3334257,0.8914949,1.4526224,0.2099559,-1.6828952,-0.6015419,-0.17744896,-0.34496048,-0.7672658,0.9768804,-1.3497549,-0.49534735,1.0164748,0.09328574,-0.37182897,1.0265497,-1.6197915,-0.5618526,0.018674202,-0.30185467,1.9812584,-1.6912841,-0.57600087,-0.9742108,-0.37206757,0.43651044,-0.6635584,0.48630053,-1.3351701,1.4462073,-0.47658166,-1.0813227,-0.4807,-0.11163848,0.4232311,0.5903306,-0.62731725,0.006053321,0.14165588,0.26040575,-0.5581956,1.2707994,0.29016495,1.0735964
NCI-H1755,0.6085892,-0.3828163,0.3668605,0.5062776,0.721768,-0.19162363,-0.6884149,0.77071464,3.3453631,0.5021609,-2.252176,2.358371,0.9018079,0.6743818,-0.3132272,-0.12040552,-1.8279285,-1.2029898,-2.756612,-1.8474307,0.12047248,0.56676626,1.2469604,-1.1591228,0.4888058,-0.5893866,1.7366427,0.5752266,0.36598727,0.4726381,0.755595,0.16333477,0.6697135,1.1732038,0.47478753,1.0782155,-0.2824705,-0.3856582,0.73263365,1.4273931,-0.03098569,0.45952508,0.5414506,0.24033956,-0.07320991,0.17717764,1.5469881,0.45447364,-0.41297916,0.3417797,-2.3845465,1.1632513,0.8067418,-0.38649562,-0.3867231,0.10835523,-0.349067,0.32994175,1.0704696,-0.9497451,-0.92659146,1.0332938,-1.626584,0.6857353,-0.6622413,0.09001494,-1.0038774,0.11736076,-1.231541,0.20510231,1.3299959,0.25343496,0.5235555,0.4736939,1.0155395,-1.1180853,2.4586334,-0.27315512,0.16231456,1.343133,-1.5759335,-0.56466496,-1.3358544,-0.3553208,0.56356907,1.1961942,-1.0191059
KM-H2,0.7023088,1.788773,-1.0539827,1.6512277,2.0932722,1.6385988,-0.38647154,1.79295,-0.87730134,0.99737024,0.9470762,1.1857839,0.9853468,-1.0247703,0.80550885,-1.1982896,0.31522992,3.0701618,0.26540926,0.2705196,-2.0009038,1.334237,1.0249586,2.881972,1.3806064,-1.6314435,2.2620304,0.41642344,1.5144081,-1.5894747,-3.2005103,-1.4755903,-1.4256567,3.1499593,0.6889884,1.3971735,-0.69742644,0.37149656,-0.8593857,-1.5282075,0.0048459433,0.17099681,-0.2326135,0.20190772,-0.024376184,-1.576622,2.7089872,0.4266838,0.8609594,-0.07088918,0.9929171,-0.28081852,-0.25916338,-0.050602548,-2.3916428,-0.28571385,-0.38752356,-0.23200467,1.1279204,3.547473,0.25412986,0.17023644,-0.49118266,0.9402061,-0.85918546,1.2547385,-0.83522725,3.224487,-2.0423393,1.4109672,-2.119042,-2.2489216,-0.4021701,-2.1530428,-2.5445015,-1.5064565,0.36431292,-1.8659151,-1.2340341,2.6859741,2.5619955,0.22490543,1.9445224,1.2047148,-0.36830616,0.16487832,2.6175694
Ci-1,1.020093,1.915673,0.490926,-0.0472028,1.552436,-1.021735,0.9241889,3.6107306,1.4299748,-0.3965577,2.4900444,-0.8533139,-1.0538913,-0.5351592,-0.59601605,0.15311745,1.5711719,0.6486724,1.0965774,0.5924294,1.2763612,-0.25492647,0.16353083,-0.4987992,-1.2177384,0.3566336,2.5614989,0.10346072,1.8174095,0.20632035,-1.1047038,0.4564312,0.12573749,0.6317821,-1.0718535,0.32193375,0.89951634,2.1269336,-1.723378,-2.2692819,1.8801068,0.94386894,0.37775725,0.34436664,1.7371027,-1.2630892,-2.5928211,-0.6089619,-1.5983924,0.47331268,-0.84414744,0.08066684,0.75870055,2.05768,-3.090782,-1.2488041,-1.914758,0.16044188,-1.159249,0.8759563,1.0875038,0.24568102,1.7338825,0.02764979,-1.7208179,1.392406,-0.72307026,1.4591074,0.94372714,-0.74394774,-1.3226129,1.3027357,0.98166585,0.25821376,1.3200927,-1.325065,-0.17175396,-1.231728,-1.1412562,2.0749002,0.83872557,0.27785152,-0.49472314,0.30871147,-0.792594,1.6605023,1.4993339
SK-MEL-2,1.1161132,-2.831198,-0.6594482,0.1136763,-0.23213987,-1.1191821,0.8169633,-1.3352504,1.6098795,-1.0061616,1.4485747,1.0651138,-2.0383587,-0.029243775,0.8432045,1.6344017,-1.2354869,-1.6731895,1.1067436,-1.9913067,0.37265238,-0.8758312,0.72785854,0.9412353,-3.1723483,2.2698874,-1.1490887,0.46694005,-0.07343605,-1.6931062,0.27627307,-0.2819948,0.42822555,-1.1968542,0.24191795,-2.5157974,1.2253159,1.060617,1.684757,-2.4344327,0.88869077,-1.7622831,-0.98557216,1.4101825,0.6498301,0.7386712,-0.79022825,2.1092877,0.25251004,3.305586,1.2359059,-1.4010043,-2.0708687,-0.15067793,-0.052048843,-0.83343166,-0.68286693,1.8297628,0.53027236,2.2055175,2.430915,1.4219751,-1.0885714,-0.22838,-0.5371096,-1.5921286,-0.37281448,-0.9132325,1.242179,-0.81835514,0.2757933,0.15490502,0.56361187,0.13639669,0.18089472,-1.4737623,-0.71896553,-0.99332434,0.11934989,-0.66788447,0.05979633,1.5387608,-0.79439,1.4987764,0.5784299,-0.16030674,0.61120975
