,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68
Mino,-0.8370513,-2.0063705,-0.32014248,1.3226687,-0.21796843,-0.9495513,0.75079423,0.3156697,-0.80533034,0.6143132,-0.16055204,0.4957553,0.51337576,0.705587,-0.43463305,-2.4357703,-1.6336403,0.6920546,-0.23881125,0.02441867,-0.32247037,-0.7937701,0.25011393,0.011704402,1.4033602,-0.7044638,-0.28082433,-0.856841,1.0359766,2.3786917,2.547422,-1.5412666,-2.2302806,-0.33341455,-0.49552605,1.2080808,2.2520874,1.3095362,-0.05139781,0.94170505,-0.02661997,0.4727871,-0.87145185,0.08002673,-2.6018634,0.83450156,-2.4156275,-0.63043475,-1.6754636,-0.61075175,0.97195387,-0.09970522,-1.5531902,-1.8732588,0.37144643,1.4269449,-1.3305224,-0.82935584,-0.32470697,0.65552896,1.0359371,-0.22468935,0.46071434,-0.11415483,1.4536653,0.048953,-1.3262384,-0.5010956,1.013853
OVMANA,-0.2882236,-0.5505093,-0.12569837,-0.8944594,2.0778506,0.120616004,0.7965378,-0.8842852,2.761672,0.8155674,1.5860296,0.44880247,0.7449346,-0.4863739,1.8350563,0.0998503,-4.94482,2.069285,0.26613367,1.3187753,1.0727191,-0.83851737,-5.6928177,0.8106842,1.4248414,-0.558402,-1.4868993,2.971737,-4.6475086,0.673883,1.8003123,0.5442084,-0.6615745,-2.4126701,0.60615456,1.4689456,1.8099566,-1.5615102,1.1772419,1.3650258,3.6923125,0.29082298,0.7363381,-0.21011572,0.102308765,-4.1309204,6.5365252,-0.2095392,-1.4747221,-1.5349364,4.056245,1.6588247,0.72222555,0.3102734,1.0845556,-0.10443507,2.000251,2.1295006,4.0269046,-1.9931403,3.3334198,1.0097021,4.122366,2.5248017,1.5351658,-0.261077,-2.9782414,-0.48488644,-0.7115354
OVCAR-3,-1.0635535,2.870586,-1.3429985,0.9085221,0.8739995,-0.1686691,0.3333436,-0.15880872,2.3607838,-1.4090347,0.9354379,-2.8521788,0.390144,-0.38884,1.9525964,-0.6893687,1.0201492,1.9159341,-0.043751337,-0.2912629,-0.26360336,1.7906322,-1.6050423,3.1234436,-0.7147192,1.4342223,1.9613192,-0.18934181,1.5873758,-2.420798,0.8425891,-0.1298546,-0.22198686,0.34726107,0.40010822,0.31187373,-1.6702518,-2.216056,1.1715158,3.186173,3.1129606,0.9509095,-1.2801173,-1.0780151,1.0429469,0.85790694,2.7269213,-0.1430425,1.0842446,0.86052454,0.93052626,3.826109,2.1722898,-1.5512536,3.4415488,1.1898844,-1.3651524,-0.042335697,-0.62162834,1.3448069,1.9687452,0.18046743,0.65760696,-2.4992988,-0.41853634,0.978111,3.4543834,-0.61149275,-3.3311458
CCF-STTG1,-0.8902996,0.979428,-0.37294248,0.031585187,-2.7165627,0.07299661,-0.14820892,2.2132125,-0.7726834,1.0642893,-0.41047838,0.7532267,0.019574255,-1.5474814,-0.10929225,1.1338992,-0.15183607,0.26597318,2.4510553,-0.5145094,0.75908136,0.2944875,2.106563,0.71563435,0.6515327,-1.7579229,0.90173876,0.47804156,-0.7133669,0.9115771,-0.34452182,-0.38256505,-0.021057963,0.18188563,-0.7857973,0.036821134,-0.40940982,-0.42000663,-1.7553916,-0.4025676,-3.3305633,-1.9432615,-1.2122883,-0.9750286,0.5488084,1.2969384,0.40443617,0.18943883,0.90706885,0.46750665,-0.3422671,-1.8422385,0.6079024,0.82544136,-1.0165526,-1.4519926,-0.13593811,1.5233395,-0.7238443,1.3789892,0.77062106,0.6084541,-0.29001218,-0.6107518,0.07270703,-1.4391493,1.1106002,1.4314812,1.4625995
HEC-108,1.6081764,-2.7200134,-1.9088156,-0.71371037,0.6187904,1.2591579,-1.5486243,0.8452469,0.4391368,1.9617926,1.0135739,2.5211926,-3.2794125,1.1801462,2.411625,0.8065227,-1.7116777,0.5300468,0.8421106,2.800701,-1.8303435,2.4980779,-2.3685563,-0.92396736,1.406951,-1.9092337,2.0862627,0.28487852,-1.4008765,0.027732655,4.9030943,-0.6214484,-0.59755135,-2.6545665,1.6619619,0.7544221,0.20374927,0.09068395,0.8397336,-2.9591498,-0.20346066,-1.0433778,-1.1121194,0.074342676,0.14812131,-4.2333226,-0.25705254,2.2917345,-1.5695155,-2.3333616,1.4480591,1.1560565,-0.9072261,1.2440714,2.6133127,1.1563131,-0.9376098,-1.359401,3.3886826,0.23549895,1.230045,1.5913961,-1.3166009,-0.92666423,-1.780112,0.06600276,-1.9805179,-1.3109996,0.2375047
MHH-CALL-2,0.12707773,-2.0191894,0.06357502,1.9166809,-1.231759,0.467367,1.1473459,-0.38020328,-1.2390695,-0.024575006,0.7500686,0.31765866,0.826904,-0.29157573,-0.09376487,-2.2935343,-0.8085012,0.5769257,-0.8100656,-0.6360082,1.1904423,-1.6633611,-0.14998183,-0.78515816,-0.33971545,-1.6645613,-0.1984029,-2.2291903,1.5703064,0.655585,2.2209156,-1.3085027,-1.4536096,-0.09644154,0.08331231,0.010371596,1.6964641,-0.7813891,0.48359272,-0.812902,-1.7871655,0.1539782,-0.57651657,1.0064816,-2.676036,1.5884966,-2.2307138,-0.6076227,-0.14779861,0.0003375411,0.36848092,-0.06657788,-2.0486352,-1.312072,-0.19584873,0.45339704,-1.1487523,-3.1951666,0.33850312,0.9610008,-1.3106295,-1.934166,0.123397276,0.33592272,1.3207057,0.56167275,-0.9697243,0.35594463,1.6848552
RERF-LC-MS,-0.56670904,-0.4884956,2.0261066,0.7788415,-0.4016905,-0.33736402,0.39236543,-1.8933071,-0.7190766,0.90910476,0.6361247,-0.076154,-0.14215334,-1.1841627,-1.0329465,1.0637311,1.0299689,-0.7337814,0.37621868,-1.1860149,-0.30051345,-0.31829664,0.52884585,-1.6250716,0.6938881,1.0213515,0.65283674,-0.84234035,0.9317274,-0.8132905,-1.9976102,0.058791697,1.1363515,1.4639965,1.0817996,1.0427577,-2.341931,0.5976989,-1.6050868,1.6124703,0.31998813,-0.8895649,1.0153886,1.1857145,3.3294375,0.985546,1.0223534,2.266613,1.2459022,-1.4748026,-2.2136261,-1.0347447,0.3052597,-0.5190839,-1.21527,-1.1550422,1.3539759,1.8179479,0.2257047,0.8602247,-2.3798218,0.16365221,-0.44517028,2.355304,-0.81458557,1.9716408,1.1519598,-0.92355406,1.9364979
SK-N-MC,-0.3993285,0.6890146,-2.539025,-1.6440675,-0.7985236,1.3214035,0.54677284,2.3053336,0.3872783,-0.107610576,0.969117,2.2999258,-0.23835576,1.9080712,-0.560471,0.7717366,-2.4706979,-1.0794528,-0.25174186,-0.0305781,-1.200913,1.8480716,0.94804865,-0.083436325,-0.35954982,-1.4419745,1.1288183,-0.40320185,-1.3844255,-0.6328494,2.6396956,-1.1609236,-0.99207234,-0.97872996,-1.6894261,-0.61892736,1.4177209,0.29756922,-1.014713,-1.5084618,0.55272114,-2.3797095,-0.015921086,0.30244514,-3.3824227,-1.9297367,-0.33731574,-0.1518318,1.1792048,0.40485516,2.7471666,1.4436233,-0.41912398,0.74296945,-1.1806095,1.8310791,-4.4554567,-1.8545635,-1.6150419,-0.99447674,0.7902042,-0.3917726,-0.9855629,-0.5551296,-1.8290136,-1.0216297,-0.52885365,1.478895,-1.521402
BT-483,-3.1586142,3.8068645,-0.22155799,2.7271729,2.5370355,-0.36069793,1.2652833,-1.1944587,-2.3936307,-0.34822792,1.1844976,-2.880864,0.7631289,-0.26732627,-0.46025044,1.8363178,1.0724504,-0.18555644,-2.8611321,-0.028831447,-2.1973073,0.8117072,0.060966656,0.14194727,2.5436668,1.835553,3.5193007,-3.179622,0.4793523,0.2828732,1.3370893,-0.93716383,-0.5370024,2.9016032,0.86492944,2.4937057,-3.3865933,-3.3398128,-1.1472309,0.52810013,1.7614216,4.543842,2.2997794,-1.4326732,5.9247346,-1.0152397,-0.53171617,-1.2520971,2.7622097,-2.4924974,1.9467016,-0.6260382,4.0815196,-4.6985755,-1.8196249,1.1297381,-2.1587937,-2.4361215,0.62928605,-0.20935743,-4.8075094,-1.367252,-0.3102021,0.7416004,-0.010736363,4.9615703,1.6584008,1.1612667,-1.8852696
HPAC,1.9156553,-0.5916667,0.3575418,-0.034492265,0.07762276,-0.95691335,-0.027867181,-0.22636265,0.8984875,0.7287037,-1.1030048,0.2758636,0.55502766,-0.017154187,-1.7792807,-1.2122283,0.39090055,-1.2139841,-0.4667565,0.5499384,1.3700529,0.036232628,-2.8108478,-0.044969246,3.1440508,2.4857352,-1.5546957,0.9328666,0.9465656,-0.89064664,-2.278087,0.85704136,1.4209853,-1.3840576,1.0581745,-0.77282304,1.1614193,1.3234565,2.1167092,0.75764745,1.570772,0.81543183,-0.379346,0.17086104,0.4939589,-0.00047545135,0.54438263,0.54448736,0.44519734,0.21952394,-0.05785218,0.8603636,1.2885859,2.9545014,-1.109277,-0.50786096,2.7714097,-0.13391472,-0.48573986,0.11093113,0.7448125,-1.709501,1.7291551,0.5790746,1.1180131,-0.85736424,-1.4730419,-0.033718035,0.92217165
NCI-H1693,2.2333932,1.6712807,-1.1985525,1.4440303,1.576386,0.8278722,0.6247732,-0.96066445,1.631556,-2.5033972,0.9228135,0.027806794,1.406284,1.2431421,-0.56979525,0.3828564,-0.1932838,1.5927148,-0.15556516,-0.4181652,-0.21812648,0.75958925,-1.063375,-0.43176097,-2.2872286,1.4602633,4.158318,2.2090852,-0.44324052,-0.35697675,0.88964003,-1.9851075,1.4950922,0.8230651,1.2219216,0.8795681,-1.6613106,0.37044618,0.3406868,-0.6288903,2.9270391,1.6421793,-2.936529,-0.31474033,1.657124,-1.5348278,0.8765586,-3.7715697,0.5688421,3.0033703,-0.27334476,2.399513,0.16863401,2.0375166,1.7120792,-1.7813745,1.3366863,0.04432013,-2.3558674,-0.26672632,4.4319777,0.20386283,-0.781714,-0.9057256,0.22899093,-1.6218534,0.06738552,-1.2339113,-2.2403967
LCLC-97TM1,0.028979633,-1.5025507,-0.36479214,0.043261647,0.26356128,0.13679981,-1.6722208,-2.3834646,0.39921796,-0.54387146,-1.364751,-2.1790526,-0.78549576,1.32836,-1.2605318,-0.7706305,0.7893136,0.83912677,0.54743814,1.9187039,0.49648234,0.91541505,-1.5187169,-0.15268052,1.5743334,1.6753762,-1.2043484,0.8549085,0.16627339,2.8136034,0.16554071,2.6716583,0.2910629,0.8931306,-0.29103068,-0.0903178,-0.7107967,0.75790507,0.70916754,1.3506646,-0.3830998,0.6132545,0.5774707,0.44984627,-1.0522605,2.554333,-1.5573416,-1.0996835,0.22394425,0.012634905,2.199131,-1.3123606,-2.5309262,1.8010397,1.2475142,1.8355743,0.41538566,-2.4537477,-1.0359402,-0.71457386,-0.19001076,-1.0848261,-2.132463,-0.33664823,-0.9483538,-0.5231971,-0.96100795,-1.632824,-0.5981316
NCI-H2227,-1.3652086,-0.058830626,0.5125275,-1.059056,-0.29284906,1.1463423,-1.8570697,1.3169488,0.012694836,-1.0424111,-1.5891749,1.2720718,0.1781994,0.62977517,0.5869003,-0.75722677,1.5583012,0.90136236,-0.7507341,-1.0410783,0.44344926,0.94558567,1.5728866,-0.8884061,-2.5109065,0.16158856,1.7958643,-2.6130068,-0.015124357,-0.048846364,1.639719,-0.31262076,1.3322736,-0.23538081,0.23040307,1.5997137,-1.377843,-0.7625797,1.3842535,0.06369606,-1.043933,0.18674959,1.1772946,0.17196475,-2.4732356,-0.99428385,1.1168858,1.5549616,-0.19451831,-1.3408008,-1.2771108,0.01968399,-0.7293081,-0.033481427,-0.41892442,1.6057304,-2.61677,-0.28425246,-1.2387202,0.31637332,0.2728817,0.3991774,-0.3706749,0.8170003,-0.6740346,-0.4914985,0.26076669,-1.0039083,-0.8078389
Panc 02.03,1.4192916,0.42146963,1.8252153,-0.1252669,2.0533156,-0.36545342,0.8125118,-0.87599397,1.1371833,0.09350303,-0.2770078,-2.7436674,1.8366383,-1.2080133,-0.1732099,-0.5705542,0.37839544,-0.6421715,-1.7568103,0.9837365,0.75502855,-1.7571499,-2.7412994,1.5895633,0.97912586,3.445612,-0.3975778,1.0029106,-1.6721398,-0.124428496,-1.78335,0.98047316,-0.39766827,-1.9144228,-0.51949775,-0.9933743,0.7076392,1.0796251,1.8312839,1.85285,2.9164941,2.0748603,0.33628592,-0.14437535,2.6315737,-0.039518133,0.69321907,-0.78837746,1.0746617,1.9423056,1.8547277,2.007928,-0.54322475,0.0019528866,1.9096937,-0.79352796,3.394375,0.84294915,-0.67231166,-2.0883083,2.0001924,-1.2306367,1.1231999,0.648273,1.1118361,0.30382907,-2.1197462,-0.47735107,-1.4293221
SNU-C5,-0.32488567,1.9639574,1.3286487,-0.5527202,2.5257702,-1.1809869,-0.5153811,-2.012771,0.89298797,-2.3431318,-0.32667178,-4.595763,-1.3404185,-2.0283892,-2.1100006,-1.2859619,1.2825714,2.237691,-0.02292275,1.10979,-0.37850055,-1.9963254,-2.2612574,-0.07051601,-1.5813547,1.8034288,-3.188109,0.907314,2.3762677,-1.9019676,-1.9165899,1.9307026,-0.86771524,0.041227322,1.5638583,1.1520427,-0.7840143,-1.5876514,2.6704254,-1.1797507,0.55978024,2.210168,0.8310869,2.036876,1.1168691,-0.7007328,-1.0229659,-0.06721366,-1.5124059,1.5513823,0.4236993,3.6746013,1.2577316,-0.94796896,0.44987637,-0.65087587,3.3479598,1.9001346,1.4806755,-1.1499099,0.7122153,-1.5548223,3.5079503,-0.04853487,-0.50823444,-2.3619272e-05,-0.31471685,-0.63197315,-1.0027715
HuP-T3,0.16215335,-1.5602376,0.25066638,0.15908939,1.236662,-0.44915527,-2.737912,-1.0889453,-0.4065605,0.5628703,1.2402925,-0.55646837,0.090703554,-1.0794636,-1.2432022,0.24653584,-0.33455753,-0.17743929,0.027881792,1.7656288,-0.6607079,-0.2082437,0.19359916,-0.50353384,1.3826712,1.0392913,-1.2402633,-1.0859888,0.6043972,0.18558575,0.1625141,0.6145506,-0.032486036,-0.53416306,1.1735393,-1.6634196,-0.91855574,2.4624283,1.8999033,-1.0812072,-0.20822176,-0.21715611,-0.65825045,-0.59796906,-0.18967587,1.5108392,-1.8897967,0.7643007,-1.8539151,2.0365407,0.10938038,-0.8785583,-1.3123832,0.3622189,0.8931248,1.0997595,0.9076847,-1.6502182,0.9314575,-0.94259715,0.2523494,-0.11127518,-1.2097615,-0.78729135,-0.41722518,-0.1901957,0.6105252,0.008440393,0.2613554
MOLT-13,-1.0013609,-2.7547073,0.50420225,0.018428937,0.012378709,0.9888284,0.64096105,-0.12725306,1.4065862,-0.2969849,0.327046,-0.21663225,0.08455085,-1.0168194,-0.65338,-1.1447029,1.0401033,1.1075585,0.053513333,-1.3908992,-0.07701385,-0.91581047,0.10011467,0.591917,-0.52404624,-2.5119846,-0.06256841,-2.3146377,1.2263582,0.27133128,0.54701334,0.13861276,-0.7690086,-1.0869187,-0.73125905,0.83201265,0.16555528,-2.9373574,2.7062747,0.4257334,-2.240102,-1.6641598,-1.0424823,0.75449455,-2.140104,1.0507648,-1.9563935,0.41087174,2.4890368,-1.2635467,1.0593984,0.94188565,-1.0724485,-0.9365203,1.2455105,-0.58705926,-2.6478956,-2.77942,0.7068037,0.322398,0.25965065,-1.0710815,1.0690403,-1.7493522,0.010327145,-1.1887805,2.206658,1.2573336,1.197417
RERF-LC-Ad2,6.1129365,-0.26897752,-1.7261682,1.4646137,0.33194467,1.4572874,0.7502817,0.68281466,-1.3310097,-0.73017687,2.0946944,0.8571517,2.24605,0.21684864,1.5932124,0.8425147,0.072095476,-0.8177278,-2.4661572,0.08647124,1.0308349,-0.6238707,-1.6281354,0.032337762,1.3849837,0.58557093,-0.08068902,-0.07500978,1.7558798,-0.07901593,0.5382861,1.7912327,0.83587146,1.5640265,-0.3488517,-0.08696486,0.46052969,-0.38829714,1.881235,1.2862704,0.38665396,1.3868047,1.3732686,1.3117979,4.350168,-1.4275949,-0.72885644,-1.0729686,-0.080345735,-2.2924497,0.85319173,1.6829386,-3.2729506,1.1733364,1.1269364,-0.24642009,2.1973057,1.5235851,0.33953136,-1.5133945,2.6585722,0.38894218,-0.41936523,-0.70255035,-0.7144293,1.152949,-1.6253197,2.0245302,-0.65079
KYSE-140,2.5863118,0.48253334,-2.8977718,1.5605936,-0.49891275,-0.3256617,-0.68886596,2.3166087,-1.0710652,-2.4726412,1.923877,2.301893,-0.77288866,-1.7451159,1.5511466,-1.1039661,1.9969151,-3.8377666,-2.2850716,0.94973016,-0.03417908,0.29611674,0.2317022,1.5833136,-0.143226,1.5604359,-1.2299037,-1.1063193,1.0150435,-0.060068026,-0.39511785,0.93118125,-0.67626184,-0.11973364,1.7921941,1.2605976,-1.2774798,0.9809286,-0.12060507,1.0545504,3.0925126,-0.4214514,2.3864222,1.9136542,-0.94144595,-1.4592204,-1.6999438,1.2382824,1.2312229,0.58470786,-0.58674324,0.7962945,0.4142902,1.0425602,-0.7574217,0.8870282,-3.6587498,0.8018623,-1.7444621,1.1293432,1.1591822,0.39184123,0.66877425,-0.55413616,-1.2815388,2.576297,-0.060302984,-1.083529,-1.2337091
SW1463,-2.353309,-1.9640043,0.72746235,0.3019618,1.740912,0.2715748,-0.787917,0.45722792,0.65325177,1.4015487,-0.5889664,-0.3473352,1.0788316,0.74905866,-0.55053014,0.42404544,1.7523193,-0.7409356,2.1690006,1.261966,0.22993009,0.020183407,0.07211091,-0.345791,1.2681417,-0.18484971,-0.5650609,0.33352068,1.9487337,-0.42479298,-1.5401136,1.274599,-0.8594712,0.7556884,2.9650102,0.9080968,0.79891527,-2.5023983,0.01562909,0.036289245,1.5648028,2.674051,-2.128306,0.44807625,2.489786,-0.2633037,-2.5873075,1.4605088,-1.8794373,-0.5979449,-0.85805976,2.0937948,1.3259279,-2.000435,1.6846346,-1.5338795,-0.18563814,0.23422039,-0.06035809,0.13827337,0.24523576,1.8737042,0.6493679,-1.6967087,-0.10510129,2.178218,0.40285128,-1.9700028,-1.6573188
KMS-11,-0.20118913,1.8012393,0.41446286,-0.62193716,1.1975652,-1.5696858,2.1086996,-1.2826343,0.4002448,0.9084812,-2.1188664,-2.9230967,0.4423628,2.2169204,-1.4865955,-1.2382764,-0.27097276,-0.60816014,0.12323326,0.11134538,-1.4573883,-0.46655035,0.6433662,-0.35348988,-0.9602942,0.93999994,1.8519999,2.440359,-0.72778666,0.38880962,-2.6072686,-2.4205742,-1.0283372,-1.8623116,-1.3843858,1.1263027,0.8217581,0.75998604,-3.2867064,-1.4160314,-0.26967755,1.6765143,-1.2062463,1.525953,0.25380954,-1.1603072,-0.083731875,-1.297729,0.9680998,1.4856744,-0.8493074,1.0415354,3.3273745,-2.834618,-1.6284391,-0.80875623,1.3389239,0.5355021,-1.3863899,-0.98124397,-0.6248639,-0.6466383,1.6807827,3.054034,1.6261554,-1.9992023,-1.0600011,-0.6051271,-0.058650963
IMR-32,-1.1522647,1.3613725,0.9503785,-1.1819966,0.58287233,2.0636945,-0.12654783,1.1402007,1.9065636,-0.30001852,1.4596534,-1.3964622,2.0220885,0.8706627,-0.09969214,-1.5070221,-2.193223,-0.5752478,0.33615398,-0.32511172,-0.82145613,-0.75061303,1.9291219,0.99634635,-3.7511253,1.9078418,1.7036549,-2.9945357,-1.134945,0.8416044,1.5219059,-0.6814033,-0.025664479,-3.6161509,-0.14101341,0.29164335,-2.346707,-1.0100518,-0.050672002,-0.7952398,0.024359833,0.3164317,1.1539627,1.9198562,-2.4825969,-0.16540337,1.726536,-0.14542939,1.0796697,3.5204537,-0.34251595,-0.9425993,1.1041845,-0.9511591,2.1687973,-0.07794432,-2.045537,-1.5761286,-1.2208998,-0.62325925,1.7112442,-0.49013805,1.7581339,-0.83593434,1.5087899,-0.14617793,-0.0802871,0.13950272,-1.7711637
NCI-H2087,-0.12148883,1.2179257,-0.4259238,1.5443112,1.5123537,-2.2540076,-0.48587722,-1.083236,-0.79873383,-0.5214031,-0.23143072,-2.1921067,1.139274,-0.1588613,0.7953783,0.5625152,1.3556514,-1.206627,1.2861137,1.0093021,-0.65027857,0.93986136,0.114266366,0.4718163,-0.82822794,2.2261515,-2.7631507,0.98473084,1.4568075,2.9646492,-0.41712245,1.5983243,0.44809046,2.4204726,0.37760842,0.27642685,-0.76396173,1.1453918,1.4081587,0.9981754,0.43921998,-0.47775242,1.256066,0.39461398,1.7879287,1.3164942,-1.0354083,-2.761093,-1.4565287,0.78703463,-0.21547124,-1.5525304,-0.2643207,-0.40318006,-0.19546938,0.68081874,-0.5410893,-0.48041832,-0.2654171,-1.5601044,-1.7317297,-1.2271804,0.13128299,-0.38550168,0.48571554,-0.85404503,2.1293871,-0.30709615,-0.86634034
NCI-H1395,-0.39594272,1.314738,-1.1275287,0.2932723,-0.4262024,-2.0698001,0.6717828,1.5490023,-0.72310895,-0.45724693,-0.4462676,1.0230553,1.5911498,1.4768742,-1.2207313,1.9184074,-1.1675842,0.43838128,1.16905,-1.2595795,-0.31004244,1.6054072,-3.2428455,-0.58022887,0.047344476,0.6491481,-0.97351015,0.95180774,-1.5328349,1.2963644,-1.3108101,0.017789371,0.5730062,-0.0072558746,2.0842428,1.1807603,0.3068434,1.047989,-1.5452931,-0.09832734,1.0039129,1.638415,0.37711573,0.4363532,0.86413175,-1.7410748,2.404518,-3.1214314,-1.3093029,0.07879217,-1.5608925,-1.2443383,3.6651497,0.5755663,-1.5898558,0.9879652,1.5362256,-0.82647514,0.18578954,-0.9120413,0.12232344,-0.40098417,3.4594438,2.7653697,2.8288527,-0.16366032,-1.8290879,-1.614163,0.95545775
Ku812,1.4279358,-2.2181637,0.97928864,-0.11563482,0.121605724,-0.12711123,0.99795383,-1.3670491,0.13854034,1.0721068,1.9841756,-0.14429528,1.24249,2.4266515,0.28607032,1.4109315,-2.8504207,0.021341156,-0.97829914,0.48628867,-1.5843645,2.1346936,-0.9365982,0.1932667,0.04052506,-0.3872337,-0.07057372,-1.9281226,0.91099215,-0.58423054,-0.3906746,1.6577426,-1.2081988,-0.2534246,0.5555,-0.7944104,3.8861718,0.48260415,0.53271085,1.3695998,-0.258893,-1.7313011,-0.64554346,2.0991125,-1.5330333,0.707093,-0.65356255,-0.85513765,-0.5348801,-0.6459388,1.3510085,-1.1755561,-0.13304675,-1.1958802,-0.8646869,2.3409915,-1.8801383,-3.0798647,-1.4566674,-2.7180998,-1.4942003,0.9149568,-0.9479955,0.8353491,-0.09261776,0.4678305,-0.12703483,0.6358591,-1.0418184
SNU-685,-2.866846,2.524293,0.31259316,1.4093864,-1.5533186,-0.6877307,-0.52827525,-0.42900276,-0.21794505,-0.30113283,0.2578391,-2.1087878,-0.38641793,-0.5970497,-2.582931,-0.60995036,-1.5065273,0.5239424,-1.2791554,-0.8059365,1.3361167,0.03049893,1.7045907,-0.26501903,-0.44888058,0.43580115,-0.8612746,-2.424972,0.35626408,0.30872822,0.027277425,-0.2046706,-1.7499387,1.8850363,-1.6431608,-0.5810391,-0.0075095743,0.7466749,0.2748976,0.95207256,-0.7633605,-1.7306101,1.9523064,0.04527013,-2.3395686,1.752212,-0.065461226,-0.36941785,2.1215656,3.095073,0.4091329,-1.6969116,0.8888452,0.5338272,-1.8513359,-1.0414292,-0.82664615,-0.33955207,-1.3498464,-0.72137207,-0.7551607,-0.7050057,0.44624275,-0.72005355,1.18449,-1.3135906,2.519327,3.4534101,-1.8844965
YKG-1,-0.99059373,2.4403768,1.4918284,-0.9590889,-2.1776395,0.03615819,0.35199723,0.13644308,0.2992747,0.7939906,-1.3147254,-1.2264158,-0.31999218,-0.91802675,0.26775444,0.57625973,0.765897,-0.029421523,1.609254,-0.033805236,1.8598634,-1.2602816,0.7065051,0.44795308,-2.8839643,-0.057024404,-0.689314,0.6263758,0.10781731,-0.11804934,-1.9424334,0.9454109,0.8497822,-0.039544985,-1.0172919,-0.3026619,-0.55976516,-1.7707928,-0.9747995,0.0546877,-2.3450062,-1.6000029,0.10574431,1.4104037,0.9055708,0.8284511,2.692001,1.1314361,-0.54437476,0.30759636,-1.7160094,-1.1163665,1.7724181,0.056536824,-1.1394975,-1.2380091,1.0472158,3.0461466,-0.535475,0.8339899,-1.2461994,-0.95342237,1.6231439,1.2725459,0.9413138,-1.039473,0.08581311,-0.47154862,1.1607726
Hs 751.T,-1.3435855,0.07396674,-0.40185827,1.4890091,-3.69967,0.69722044,-0.5334425,1.614841,-0.8533443,1.151364,0.08749605,1.266379,-1.3429508,0.519416,-1.0468104,0.13434726,-1.3421903,1.4670707,0.35052568,-2.9358282,0.06815807,1.0367457,0.58480215,-0.5719844,-1.1462162,-1.9002272,-0.87755173,-1.5926627,-0.4040607,-1.4971288,1.8673965,-2.3287954,0.6837725,0.50964403,1.0474612,-1.0720211,-0.0487721,0.6945657,-1.5310129,-0.0039186478,-1.2542058,-1.584516,-0.3171187,-0.97563374,-0.5847237,1.2252672,0.057607874,-0.8866222,1.31972,1.3239348,-0.7161459,-0.24650756,-1.4906547,1.6144251,-0.116032735,-0.90501404,-0.30731407,-0.5686809,0.69449186,1.0336772,-0.20334113,0.97284794,-0.052958503,-0.7303899,1.0024935,-1.271126,0.40621117,0.35822225,0.45570272
PaTu 8988s,-1.6733191,-1.8566897,0.11791869,-0.21233144,1.6188668,-0.38291886,-1.262619,-0.053560916,-0.33711368,0.36369675,-0.4636839,1.2774944,0.24424148,0.6516364,-1.7181377,0.86656445,1.0756167,0.03299942,3.9712732,0.877635,0.63486344,1.8664515,0.9940953,-2.2115254,2.0892627,-1.3252848,-1.5924729,2.0286107,1.889066,-0.11725534,-1.289447,-0.12982947,0.3556799,1.6708136,2.678573,0.058507044,0.6023399,-1.4792598,-0.19377382,-1.1120005,0.6237214,0.5268495,-2.3307657,-1.8304007,0.7574742,0.26439056,-1.7997376,0.31624833,-2.5341089,-0.91770625,-2.4868443,1.2310992,0.5294908,0.6846543,-0.10553061,-0.16989912,-0.061154515,-0.91765785,0.47119284,-0.02411069,-0.6661317,1.1200696,-0.19743845,-0.5076359,0.041785583,1.4551792,0.51577914,-1.0143999,-0.58756304
Hs 819.T,0.6714863,1.7843589,1.15373,0.87526447,-4.484963,-0.9054949,0.019593114,1.2883879,0.2481264,-0.9859928,0.18034725,1.4373573,-2.8269975,0.6730967,-0.39387146,1.6093788,0.39482445,2.4393227,1.7481153,-4.382925,0.5429226,0.8448825,-0.9539655,-0.19996373,-2.0721433,-1.7821641,-0.47085288,1.6626174,-2.0000262,-2.788236,-1.3923254,-2.5681202,0.13517104,0.0067992844,-0.5443222,-0.2384686,0.5026905,0.16234748,-2.6579437,-0.30420768,-1.8691428,-1.3395401,-1.1503953,-0.91338587,0.91971153,-0.33943385,2.6954746,-1.5284255,1.6978718,0.6890128,-0.37686798,-0.6566915,-0.6832509,0.55086684,0.19934508,-2.9210134,3.1365016,2.2227678,0.22475448,0.7918942,-0.09866018,2.2857974,1.1179318,2.5692961,-0.18503302,-0.7078932,0.5993299,0.28792685,0.64161897
