,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
NCI-H1930,10.832471,15.969973,26.945978,9.269415,-18.56472,-16.10215,-25.472914,1.9418819,-26.98997,4.3469477,-12.422014,-15.961139,-13.367752,-3.23609,2.2788615,-5.511543,10.921532,-5.1773043,-17.673286,9.60992,-5.388433,-0.77476835,-18.194715,11.737113,9.079303,17.945623,5.9040055,17.406668,-8.721356,-16.527805,2.9393,15.534155,-14.016084,0.13438827,9.140827,-7.8028316,-5.807465,-13.193993,24.052734,28.272654,-4.404498,22.775131,-16.615103,12.115231,16.82038,18.873938,0.9881101,-12.579323,-28.12434,-15.5536785,33.3785,14.696923,2.5176556,-4.180342,10.939335,21.4267,18.852697,4.9009075,2.8321702,8.486546,15.026311,-15.13366,-24.897303,1.7402657,7.188226,-11.592824,14.528047,-16.317692,9.436348,17.189653,-13.707563,19.26931,-19.861927,-10.862383,-10.074434,-20.204594,11.555271,0.23640342,-11.262189,7.9958262,-12.945581,25.760569,10.155903,-7.5939803,10.528664,-17.331108,-23.293066,-17.046827,-21.145895,17.04894,16.30303,-13.324775,-9.120634,2.8937044,4.8832855,-0.95900065,-29.209204,8.774773,-15.692594,13.463978,-18.93474,-24.321571,19.0321,18.11034,12.8632145,14.391453,-13.872069,-26.450014,18.747942,32.14705,21.513899,-4.5691123,-16.778591
SW1353,11.950969,-5.8573666,-14.424758,15.171294,-1.8917855,5.0634327,12.478821,-13.354035,6.5574064,-12.30159,6.727849,-5.7937117,12.851796,5.165165,3.7141962,-4.37987,-6.68797,0.7558653,10.68113,2.7827685,-19.098225,-7.1789327,10.366273,7.652549,2.9833982,-4.423235,11.258849,-5.782566,-0.3024088,4.5673504,3.4928474,6.54111,5.9125495,-1.6671653,-5.0297213,2.2185867,-0.47081503,2.0669317,-9.431435,-13.581207,-0.8530947,1.9297895,1.074449,-10.440746,-10.490318,-12.035292,-10.124126,14.519467,9.467381,12.575461,-12.061031,2.2377472,4.4507713,-1.0109982,5.187274,-12.879481,-9.367134,-9.029587,-20.475224,-15.416339,-11.477166,-13.47757,11.96803,3.3353193,18.925606,-5.3580923,-0.5321409,-3.444919,-7.0703235,-0.30335528,7.470911,-13.45957,3.1020753,8.844139,-15.987177,7.461415,13.266579,9.001343,-7.710003,8.324242,-5.3568206,-10.475864,1.7676481,10.948858,12.569844,3.538685,10.499147,9.75621,4.4145484,-11.36276,-0.5080419,6.002356,-15.251357,-0.11711213,-4.390152,3.2128496,8.2032,-7.243512,3.1396463,-8.632283,-9.602053,3.2528975,-6.1938915,4.5293083,-6.34776,5.232802,0.4071852,6.240328,-15.265105,-14.034962,3.2779841,-4.7106037,8.873103
SK-MEL-31,22.828064,-10.120048,-27.24735,25.353233,-6.653227,10.469955,23.314785,-28.670084,12.240571,-17.706242,12.005032,-9.944886,23.603586,12.054875,11.746834,-9.02124,-12.421285,-4.520461,19.183071,4.1251397,-29.313353,-14.7431135,23.229654,12.894321,6.878697,-3.064799,21.675163,-11.922572,-5.159036,15.190294,5.6640754,8.941882,9.739908,6.3394375,-11.623252,5.550689,-2.2147665,2.2577024,-19.521786,-24.112825,2.9379056,10.107744,0.78098696,-20.338476,-16.539555,-19.168863,-21.608137,26.641464,17.195847,19.93323,-22.774313,11.786336,11.988975,-5.452212,10.722477,-19.858377,-17.756395,-15.165265,-36.362347,-32.042606,-21.988283,-27.810768,25.313667,0.29985264,39.974792,-14.818349,2.472376,-7.7316504,-14.493735,-1.4978901,15.020841,-21.21887,5.1177845,15.236269,-32.45425,14.429575,26.46087,20.01501,-16.887825,12.009392,-11.418725,-28.555063,7.2298145,20.007547,24.096838,3.9269273,14.823693,17.750513,3.6462376,-22.814022,0.06978405,13.51285,-30.395782,-1.8287997,-3.19809,8.7697735,14.161054,-13.137765,2.9251108,-15.894459,-13.747971,5.6697583,-10.689866,10.018318,-7.6141067,8.324285,3.4367838,10.773708,-27.666422,-24.105633,11.416367,-10.688552,15.540094
KHM-1B,10.719273,3.5162697,1.4772377,2.642192,-8.712597,1.5949894,-4.343874,-2.222126,-8.683958,-0.79321676,-0.2141757,-5.4443493,4.180792,1.9900837,1.9152672,-7.458399,-0.13896482,-8.254196,0.36673287,1.7301842,-7.015194,-2.5330637,-1.6199526,3.5721583,-2.1585426,11.269943,4.167006,0.16377728,-5.623765,0.6074482,2.1100738,-0.26571384,-3.5556605,0.6315835,4.023854,1.5204616,-2.2813911,-0.93618685,5.344638,4.529275,3.93166,14.44825,-6.5576625,-0.20663339,0.06405531,-2.59553,-0.1423296,1.1547117,-7.725802,-0.9076617,7.6449933,12.720663,1.2081742,-5.9838943,0.75377667,-1.2232484,-5.84239,-3.0495145,-3.959985,-10.26244,-0.18754855,-10.002688,1.5382922,5.3515587,11.981453,-9.084472,4.84623,-12.238572,0.8901937,1.9501437,1.1911612,5.751169,-7.1499424,-2.158527,-10.131825,0.45606136,9.994617,7.8305297,-8.202196,6.258073,-9.22411,-0.64839685,0.15215558,4.440326,8.966259,0.104500644,-2.8861983,-0.75344586,-1.2974076,0.49101457,5.9581003,0.53380567,-13.311895,9.419094,-0.076221034,4.087698,-2.8297515,-6.4075713,-2.3159857,-1.9446822,-8.31553,-8.709194,3.4822898,10.555057,5.6929746,3.592593,-3.9320269,-4.4798913,-0.8311168,4.3273935,10.246312,3.8503544,-0.99036556
SK-MEL-5,12.331845,-7.0488286,-15.984255,12.794527,-1.1543082,6.442041,12.090153,-15.297183,6.443688,-9.616361,8.585197,-3.1136153,14.439975,6.894167,5.689339,-5.716591,-7.9929695,-1.708378,10.880365,0.97592676,-16.794712,-7.679993,12.4819145,4.821418,2.8310704,-3.5028675,11.601991,-6.491998,-1.0393949,7.794009,4.6430526,4.7085385,7.0203724,1.6158391,-4.643362,4.7450457,1.1421243,1.4301611,-10.424997,-12.94778,0.95056784,3.1870925,0.83251756,-12.070199,-10.7016,-11.304119,-12.059672,14.432069,10.12128,12.372236,-12.082039,5.278401,3.7350109,-2.9842799,3.2216723,-12.443169,-10.444539,-6.6947694,-19.22492,-16.647675,-12.213225,-13.252517,13.135363,2.2797625,20.275763,-7.365064,0.52120954,-3.2323873,-7.0666776,-1.6825908,9.415582,-12.658936,3.963764,9.063975,-16.129677,9.657615,13.745946,9.452874,-7.0769734,5.472159,-4.280744,-14.614129,3.1126013,12.107933,11.7865,3.1718526,10.455204,8.637043,4.4070535,-13.804355,-1.0574491,7.3781404,-16.38285,0.02117165,-3.560793,3.278584,9.225023,-8.143742,3.3136432,-9.090299,-7.241228,3.0539446,-7.608599,4.3547945,-5.9305916,3.0040977,1.1682534,6.420853,-16.634932,-12.770743,4.6759562,-4.197369,10.033751
SH-10-TC,39.40671,-21.416306,-52.362755,41.236366,-2.1287148,19.598017,41.217796,-42.882153,21.655916,-31.290915,27.537758,-9.243446,48.659657,23.38242,10.272794,-15.8886795,-23.991518,-7.3921914,40.154686,4.063119,-53.821003,-18.822443,38.49264,18.024944,3.0947692,-10.525555,37.558502,-25.377617,-2.4185889,21.955025,11.782085,13.763241,20.880337,5.644869,-13.831194,14.661873,0.8708481,11.223432,-32.569942,-47.724686,5.7097077,7.796622,-1.2805685,-37.154507,-38.341873,-44.955173,-27.987104,49.59066,34.0132,43.830444,-42.80123,12.633421,12.820074,-4.2701025,10.44264,-47.195183,-38.307064,-27.003544,-57.239937,-57.880375,-35.334793,-39.63143,45.154194,9.27466,65.66806,-18.92705,-2.167587,-9.925122,-25.121588,-7.8655877,30.371206,-38.242844,13.01536,26.109617,-55.119884,33.86493,42.848255,32.083866,-24.946062,25.884617,-14.718337,-40.2595,11.437661,37.595932,41.56626,13.967748,38.573605,36.47952,21.621506,-38.643383,-6.3306174,23.58521,-51.753563,5.151896,-15.894895,12.197292,35.070866,-32.59948,10.726967,-29.836535,-24.989153,16.086758,-24.185978,17.397776,-17.419252,11.955706,3.821007,25.172058,-52.16033,-49.147884,7.8277617,-6.6837764,31.562275
D283 Med,10.418513,16.155962,26.142704,8.327536,-18.944141,-15.590039,-24.213173,1.5109829,-26.036253,6.538449,-12.718258,-15.457837,-12.987876,-2.1287982,2.298467,-4.706388,10.91572,-7.0665054,-16.77728,9.680433,-2.141831,-0.06769871,-16.84466,11.602776,9.5967245,18.910772,5.7970085,15.636058,-10.061041,-14.4497595,1.5297703,14.358537,-14.450143,3.8217578,8.17997,-7.6212792,-7.3207655,-12.42107,22.960304,26.928244,-2.353398,23.915863,-16.888084,11.671124,16.951927,18.347134,1.5334971,-12.21282,-27.026176,-15.687208,32.25977,15.757019,3.9819808,-4.118511,11.775823,21.701248,18.129068,4.4119487,4.0160403,6.797461,15.730667,-15.440567,-23.217426,-0.90919197,8.793358,-12.004341,15.196513,-15.070536,8.493595,16.38383,-13.349069,20.503002,-19.525803,-11.376983,-11.4607,-19.648808,11.986288,1.5987986,-12.53777,7.8224287,-13.411749,23.170935,12.114941,-8.058799,11.289574,-17.53717,-23.804913,-15.582586,-21.898043,17.17358,15.548859,-12.508553,-9.061969,2.0115623,6.1555696,0.36486885,-28.40181,8.3208,-16.638336,13.283818,-17.402393,-22.709175,19.14245,19.014015,13.913403,14.004032,-12.369798,-25.846678,18.971611,31.06304,21.578232,-4.7212434,-16.817457
OCI-AML-2,20.546125,21.360939,28.998373,7.944655,-27.25333,-13.170582,-31.175543,3.303786,-35.659447,9.044151,-13.787388,-19.349718,-10.489248,-2.3315804,1.5281603,-10.739636,11.561305,-16.271696,-17.486685,11.382723,-3.916211,1.2985694,-20.622496,12.34231,6.958372,30.168413,7.0188437,16.935472,-15.967107,-14.908265,2.600088,10.844467,-19.507185,2.12455,13.644346,-6.831866,-8.989889,-12.80375,29.604479,32.69999,3.7223556,35.41195,-22.940247,13.847931,18.62178,16.213526,5.3767953,-14.096436,-36.213223,-18.020164,41.4394,27.902018,1.11657,-10.329184,8.19959,19.54921,11.503945,3.2667215,5.017241,-1.3477323,18.498152,-22.76216,-24.037954,6.0133686,17.058594,-20.715471,21.013313,-24.299185,12.569465,19.595148,-13.3135195,28.927656,-28.554592,-16.877491,-17.284348,-19.979713,20.836578,8.412105,-18.607973,12.527927,-21.444698,25.257092,8.606328,-5.758844,17.011272,-16.076736,-27.516731,-16.645458,-23.208336,20.23245,20.95746,-14.0524845,-20.511555,13.921176,6.3368053,4.089564,-30.981281,2.7422557,-18.004211,11.452162,-23.62232,-32.52561,23.348946,28.861685,20.57861,16.867056,-16.809101,-29.895077,19.981882,36.885883,29.979904,2.1766684,-19.938757
GOS-3,2.9067855,0.6399021,1.1558433,4.4775267,-1.8805747,-1.1330551,-0.044690013,-4.398017,-1.0230924,-2.1574848,-0.25444502,-3.6813278,0.37421376,0.7292345,1.5716418,-1.3693141,-0.20773625,1.2520885,-0.30280727,2.4108903,-4.6601243,-2.7506182,-0.024079796,2.6246843,3.4057744,-1.5035572,3.535009,0.28470612,-1.1283699,-1.1664195,0.7818688,5.3104596,-0.31903452,-0.04516522,0.2104742,-1.0063267,-0.9589349,-1.6271911,-0.16808036,1.2611808,-2.1134396,1.5709605,-0.54680675,-1.2890078,0.8692186,1.0474632,-4.0616765,0.3223244,-1.1170313,0.09544724,1.7158376,0.9679958,2.0997825,-0.1221804,3.7803228,1.4096096,2.4595873,-1.1294826,-5.1988626,-0.6639401,-0.39218268,-4.920914,-1.2972851,-0.22307806,3.87582,-2.251747,1.7118616,-1.3958948,-0.5347599,2.8487415,-0.69155526,-1.804761,-1.8492473,1.624222,-4.39933,-1.7159599,3.1194756,1.7538005,-2.528264,1.5500658,-2.310721,1.2415903,2.8577766,0.88944405,4.085835,-2.131488,-1.6230601,-1.2995261,-3.168608,-0.41741565,1.4439843,-0.83644396,-3.179961,-2.127415,0.9743649,0.3403175,-2.2500296,0.9794945,-1.6670787,0.5745453,-3.4054608,-1.901916,1.2841321,2.1735346,-1.1363715,3.3447125,-0.20247439,-3.1392684,-0.54886585,2.6905751,3.2521963,-3.1346433,-0.38724387
MOLM-16,16.938997,18.682613,25.42648,6.749513,-23.07452,-11.80118,-25.993958,2.7950513,-30.017096,8.704138,-12.345866,-16.593342,-9.68513,-1.7945291,1.2367438,-8.356738,10.484107,-13.773056,-15.148962,9.845774,-1.8482547,1.554976,-17.756542,10.785319,7.019551,25.279177,6.2542796,14.041016,-13.872659,-12.591714,1.5048369,9.345194,-16.895515,2.7008739,11.090379,-6.371084,-8.39883,-11.194083,24.759844,27.79514,3.3504314,30.110262,-19.672606,12.272704,16.520329,14.503383,4.752029,-12.449127,-30.382893,-15.635444,34.964256,23.423964,1.8911886,-8.505028,7.847752,17.42447,10.571489,3.115313,4.655107,-0.5839192,16.554205,-19.444427,-20.587912,3.6629753,14.431427,-17.655718,18.425703,-19.540674,11.012246,17.022646,-11.772187,24.79386,-24.136894,-14.68847,-15.155603,-17.566679,17.587496,6.726153,-16.202497,10.641742,-18.177654,21.087032,8.878547,-5.6394453,14.682275,-14.40417,-23.937044,-13.982501,-20.582039,17.89109,17.950178,-12.496483,-16.820765,10.4003315,6.562793,3.8805187,-27.140959,3.2441385,-16.49202,10.316249,-19.746185,-27.272835,20.228397,24.765673,17.644669,14.688313,-14.008831,-25.473839,17.808664,31.100027,25.428568,0.89323825,-17.518648
TT2609-C02,8.362499,-6.2199144,-13.509355,11.102742,-0.4846974,5.012073,12.455935,-10.984478,8.096986,-10.357715,5.200498,-2.7196686,10.954137,3.5217726,7.47324,-2.8757684,-5.13141,-1.4290646,9.370375,0.82051253,-16.861938,-6.525498,9.515188,5.2612357,0.35438713,-3.6602266,9.979989,-5.8719997,-0.98912776,5.393387,0.69036794,2.349816,6.08757,-1.1993929,-7.300473,2.4482353,-0.48424083,1.7564062,-10.616767,-12.212618,2.0910296,0.6238934,2.418219,-9.364979,-10.898236,-10.962539,-10.421509,14.465857,9.816303,11.458252,-12.319592,1.7289078,2.9871755,-1.0884184,2.949318,-12.077358,-10.2341795,-9.191164,-19.916359,-14.576107,-12.399696,-8.650023,11.753623,1.0850265,15.863599,-3.3197687,-2.8307962,-3.4346426,-6.641514,-3.6811802,6.611819,-12.755781,4.139425,8.7403555,-13.510136,7.9176226,8.721207,9.837685,-5.5301113,5.4238935,-4.020067,-11.910885,0.77816117,10.33785,9.109851,4.6325297,10.958866,8.878372,6.661612,-11.704185,0.49553043,6.6900396,-13.092198,3.1467774,-3.6770542,2.5397716,8.681876,-6.5838385,4.661288,-8.206199,-3.8012488,3.8031752,-5.653023,2.2680151,-5.813613,0.5788317,1.961374,6.38154,-14.061364,-13.196911,0.26136908,-1.612305,9.194679
