,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
IA-LM,1.6509123,0.3440743,0.5884385,-0.72445375,1.1291038,-0.07468718,1.0170883,0.5727806,0.019548297,-0.16332209,-1.074836,-0.81120753,-0.7514661,-0.03052867,-0.49409482,-0.6239886,-0.14426705,0.26446038,1.5898354,-0.7511549,0.69235265,-0.6799704,-0.70339394,-0.8918404,-1.29159,-0.52087754,-1.2787292,-0.51813483,-1.5558785,-1.2383803,0.21867186,0.104335606,1.7977916,-0.3001256,1.2419863,0.864256,0.8142278,-0.30920807,-0.31512064,-0.20954055,0.71183896,-0.656318,1.028526,-1.3304173,0.713327,-0.24073659,-0.97121227,-0.00057897717,-1.0452894,0.12360516,0.03396692,-0.73497623,0.5406044,0.2742533,0.5171133,0.19853765,-0.47779557,-0.098098755,0.044454917,-1.0915707,-0.82407594,-0.8566908,-0.79082936,1.2095364,-0.9745512,1.0096667,0.2907073,0.19679159,1.2278483,-0.23926692,0.77898484,0.60807973,0.5939615,-0.87941134,1.324913,0.53829396,-0.87498415,-0.2178398,-0.4800282,-1.081049,0.9836657,1.108086,0.26487648,-0.20687346,-0.47459936,0.06907883,-0.25090882,0.22757322,-0.2854894,0.30659372,-1.1173201,-1.211582,0.3964636,-0.056825057,-0.42132002,0.3281895,-0.7325602,-1.1661015,1.2442467,-0.19269773,1.3291357,-0.60018915,0.88009524,-0.7157066,-0.35190368,-0.36841387,-0.23187558,0.5906259,-0.631189,-0.28311425,1.4773966,1.6037524,0.25372022,-0.6114212,-0.03063586,0.6274242,-0.87321436,-0.62507296,-0.15516868,1.0155785,0.22470057,-1.379738,0.4079377,0.1995346
SW480,0.7462612,-0.3058315,0.16380624,-0.8465113,0.6746253,-0.09662336,0.098924786,0.7493962,-0.6028465,-0.35155007,-0.12062443,0.24494857,-0.18817466,-0.12439657,0.09857418,-0.9053468,-0.33105034,0.061312735,0.6569878,-0.44359043,1.0149553,0.21181011,-0.20938322,-0.553396,-0.49904737,-0.637731,-0.42240265,-0.6025857,-0.5225655,-0.9323571,0.21499187,-0.17886487,0.70816743,0.22172433,0.15032053,0.41192695,0.633301,0.39220008,-0.56933403,-0.0046610236,0.38925064,-0.73009044,0.89825165,-1.0399256,0.28812772,-0.65158737,-0.09189665,0.5720435,-0.62942255,0.060524736,-0.20567471,-0.28843823,-0.5684373,0.495997,0.57298255,-0.52189237,-0.3253298,-0.39041948,0.24612258,-0.4999977,-0.6617527,-0.71055335,-0.41536212,0.46527773,-0.78280485,0.2789148,-0.12119824,0.22828704,1.1142625,0.2681689,-0.3307754,-0.0073600933,0.112378776,-0.009018809,0.6069284,0.110337585,-0.79893696,-0.3208662,-0.18171167,-0.13372964,0.11603199,0.17430317,0.01122117,-0.29807755,-0.14348602,-0.89979994,-0.61637557,-0.5589375,-0.0759891,0.2169956,-0.633324,-0.8441041,-0.17740916,-0.5664585,0.6094615,0.32491636,-0.44277608,-0.81538856,0.72826636,0.050354987,0.6885346,-0.7100919,0.34958935,-0.4582775,-0.6478952,-1.0651553,-0.7218594,0.34736285,-0.71421367,0.16672844,0.6366302,0.44947606,0.096893966,-0.2978795,0.21812698,0.11612195,-0.34914905,-0.54005575,-0.5091818,0.24630487,0.27929175,-0.5423652,-0.0040532947,-0.6035169
DoHH2,0.4855448,-0.17862959,0.029564962,-0.5388254,0.4278053,-0.2858023,0.26295558,0.37097606,-0.37182063,0.06254932,-0.030927755,0.20751531,0.18689924,0.033720575,0.007983353,-0.6304312,-0.1582394,0.23405619,0.47014424,-0.2614453,0.6495453,0.2791245,0.18155515,-0.26640716,-0.37654945,-0.3235994,-0.106967516,-0.43719837,-0.37176442,-0.62852377,-0.12000781,0.25882354,0.5308132,0.34561437,-0.011148632,0.28259683,0.35606945,0.106511936,-0.41397226,-0.09830701,0.21953012,-0.36007047,0.55958545,-0.6744977,-0.011179611,-0.2844562,0.24511653,0.24239704,-0.50757694,0.022825617,-0.12423615,-0.17398253,-0.32321066,0.31883585,0.45710444,-0.45077094,-0.24653415,-0.2704645,0.19091561,-0.4748784,-0.4970879,-0.2828046,-0.08847693,0.2568874,-0.49837655,0.22151224,0.114877194,-0.2121551,0.7219216,-0.11840823,-0.10457448,-0.04801841,0.22598328,-0.16666487,0.45143157,-0.082652085,-0.6212574,-0.2292724,0.16290428,0.16133696,0.0881324,0.4315046,0.13872597,-0.10458705,-0.2954653,-0.47894338,-0.16560826,-0.187679,0.079514295,0.055456117,-0.5051416,-0.6715997,-0.052326627,-0.3484464,0.43897253,0.19564131,-0.48886794,-0.5582789,0.5252689,0.26638612,0.5464895,-0.3212626,0.09591924,-0.45801014,-0.4412871,-0.6593983,-0.40438133,0.20215711,-0.37248844,0.26379168,0.2867695,0.3467703,0.25896043,-0.46564814,-0.0004985593,-0.031574607,-0.35319656,-0.52447486,-0.1619857,0.22386964,0.09634149,-0.2628992,-0.16255146,-0.28048742
Hs 688(A).T,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
HCC15,0.2635204,-0.11686392,-0.11251808,-0.42724934,0.27471182,-0.4497848,0.31706092,0.18774611,-0.26944086,0.2583264,0.08107952,0.2851793,0.43802416,0.0065694917,0.009844385,-0.46504146,-0.09567179,0.3273186,0.22899832,-0.06564714,0.4182708,0.43677995,0.4248451,-0.108499125,-0.22591953,-0.2055016,0.096611425,-0.3918011,-0.22431773,-0.42568988,-0.2362958,0.45656908,0.30263776,0.42667836,-0.18395391,0.13531865,0.22868033,-0.023192024,-0.35290852,-0.21857488,0.04728824,-0.100284725,0.3402835,-0.47643667,-0.20892893,-0.17455834,0.46610516,0.05004625,-0.3384509,0.016308226,-0.065951794,-0.056321554,-0.25859147,0.13519202,0.36555737,-0.3919358,-0.26457158,-0.27521655,0.16594647,-0.46051675,-0.47970915,-0.09838873,0.08441977,0.09931656,-0.30964723,0.1416042,0.28382996,-0.4402817,0.44248587,-0.25789598,-0.07535398,-0.074477024,0.1986657,-0.18194504,0.33415154,-0.2074381,-0.45006263,-0.2780996,0.39473218,0.38369846,0.0044998364,0.5080507,0.2422931,0.00411772,-0.343357,-0.32032555,0.032924686,-0.018160302,0.2925306,-0.09401179,-0.33038408,-0.44032604,0.05174897,-0.2232255,0.3747457,0.08759322,-0.4138546,-0.2852382,0.33397517,0.33413014,0.39690912,-0.063608155,-0.043658398,-0.42166647,-0.43816915,-0.45940882,-0.18097277,0.02978443,-0.1538697,0.30677268,-0.03689109,0.21010168,0.28131673,-0.46858466,-0.04709942,-0.14598064,-0.30233416,-0.39919928,-0.041326307,0.18372631,-0.10458839,-0.063553035,-0.25248402,-0.11604347
SW1990,0.7711081,-0.108379886,0.06886889,-0.8747537,0.68147445,-0.25757092,0.29620793,0.6675421,-0.39036608,-0.25067326,-0.28371894,0.10088959,-0.18507218,-0.30020314,0.065273434,-0.73050284,-0.27914703,0.19439018,0.63028616,-0.31940594,0.8046995,0.18353826,-0.19360247,-0.5988649,-0.51811266,-0.63703877,-0.55962855,-0.67640316,-0.64626586,-0.9185928,0.27795333,-0.07776657,0.76986873,0.055282414,0.26196218,0.3950802,0.7544496,0.17180394,-0.48842546,-0.22157615,0.3391899,-0.49702853,0.86786115,-1.0646912,0.34966487,-0.6102787,-0.18511593,0.25847086,-0.4547517,0.107750475,-0.09461098,-0.31774464,-0.28235465,0.24645539,0.4917605,-0.28959382,-0.55070615,-0.46181512,0.21910904,-0.6367084,-0.8514613,-0.8592276,-0.47955084,0.62615806,-0.7751802,0.43443102,0.12203485,0.24116325,0.9235115,0.18578792,-0.11496464,0.17461964,0.0517461,-0.2104111,0.68565816,0.19786522,-0.65576756,-0.46096954,-0.14830631,-0.2824784,0.23406224,0.37175465,0.24225557,-0.24291186,-0.17522009,-0.626806,-0.5699073,-0.27310783,0.16191009,0.12513918,-0.58707273,-0.66230375,0.06294704,-0.32454473,0.36572188,0.20996404,-0.32079116,-0.6240141,0.6777669,-0.13561317,0.71488786,-0.52655506,0.5085269,-0.43733037,-0.7142735,-0.8805422,-0.45910865,0.1439639,-0.5450505,0.004212737,0.5232856,0.6298769,0.05980462,-0.24944457,0.31109485,0.13300508,-0.38946602,-0.34626648,-0.45085868,0.41075447,-0.02429068,-0.6297885,0.06132239,-0.3256585
TUHR10TKB,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
HEC-59,0.42986363,0.17416568,-0.21912543,-0.5913249,0.38109407,-0.63441247,0.59046817,0.19560471,0.021322489,0.27849182,-0.26827896,0.012401193,0.27310407,-0.3320641,-0.0067911185,-0.27842057,-0.058676228,0.5008824,0.30880857,0.03915582,0.22253877,0.3146636,0.28808925,-0.30938065,-0.32855812,-0.3149684,-0.28672746,-0.58934903,-0.5154265,-0.55049527,-0.009643137,0.4670389,0.53814495,0.059589207,0.10086465,0.1939066,0.57307315,-0.29841354,-0.26193312,-0.534635,0.07241222,0.13987023,0.46264356,-0.6744931,0.055701688,-0.21786128,0.16056907,-0.3721315,-0.09459874,0.11243272,0.08755512,-0.18282452,0.17468397,-0.18873791,0.28672057,-0.03599572,-0.69533485,-0.4413743,0.1517769,-0.69795394,-0.86546576,-0.5514974,-0.16424179,0.503702,-0.4458708,0.4676748,0.5936356,-0.20884168,0.28970787,-0.26187286,0.245859,0.2659048,0.05792311,-0.507179,0.5331535,0.044474572,-0.30486116,-0.52571404,0.28349537,-0.03442222,0.24421303,0.763428,0.60154784,0.012695293,-0.33718058,0.016541034,-0.07861626,0.34997886,0.6052139,-0.15455216,-0.35212335,-0.24561673,0.39732385,0.11657734,0.025795639,-0.051735155,-0.20846546,-0.10894638,0.35564125,-0.082923144,0.5278654,0.07309662,0.35759246,-0.38833696,-0.59688014,-0.3211946,0.11201711,-0.25454226,-0.008171812,-0.022978544,-0.055418715,0.5990909,0.17571181,-0.34326646,0.20491776,-0.057156146,-0.3842776,-0.11164591,-0.055435676,0.48683962,-0.5409671,-0.3431169,-0.07781798,0.23598677
CAL-29,0.53732544,0.029346362,0.11944614,-0.5531406,0.599756,-0.49212158,0.59360087,0.30120438,-0.33804798,0.03079915,0.03522902,0.30715236,0.27160603,-0.2321245,-0.24953704,-0.45587367,-0.26947525,0.16561264,0.17501763,0.070640065,0.27214092,0.5229343,0.14579287,-0.259138,-0.3881913,-0.42315882,-0.11904565,-0.34285405,-0.4953251,-0.38882717,0.026372492,0.26842418,0.20581523,0.5392094,0.013707519,0.008135945,0.102096334,-0.042981997,-0.47085744,-0.40603942,-0.18909626,-0.14473158,0.11754534,-0.6263155,-0.3476507,-0.48023927,0.10584271,0.17747745,-0.5381886,0.04307866,0.023455448,0.036418997,-0.37189204,-0.17416613,0.25794205,-0.024534702,-0.16182238,-0.21558648,0.0005299598,-0.7607777,-0.611773,0.01131659,-0.09405052,-0.021633074,-0.12429109,0.053959444,0.4446839,-0.6482642,0.5024917,-0.13627626,-0.17055789,0.029294588,0.29328665,0.0023916662,0.65922135,-0.23567894,-0.28058586,-0.53256917,0.45467424,0.3812408,0.083564654,0.56025267,0.094987035,0.049703352,-0.42189157,-0.514068,0.13249877,-0.16634125,0.4255537,-0.3103999,-0.078092545,-0.20947891,0.3614714,-0.27492052,0.04870087,0.10350043,-0.3249059,-0.06941724,0.36061752,0.3272473,0.414658,0.029784009,-0.053333294,-0.51313186,-0.75921,-0.18550318,0.16459425,0.17693731,-0.20605953,0.25117576,0.10777205,0.2926793,0.0636788,-0.2988154,-0.1571913,0.11467308,-0.36570504,-0.0932779,-0.28616783,0.35170874,-0.093453884,-0.31388727,-0.027523816,-0.010626532
Hs 706.T,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
EFE-184,1.3892791,-0.041533306,0.85776633,-0.9022525,1.3831886,-0.069203556,0.7469807,0.88298714,-0.8147938,-0.759953,-0.13247794,0.27265885,-0.48310673,-0.32614648,-0.63831234,-0.9214616,-0.6808444,-0.37380004,0.6461191,-0.2564155,0.6973419,0.31756777,-0.7664809,-0.7467204,-0.94349134,-0.9499668,-0.72422284,-0.2678604,-1.1052592,-0.7508348,0.5539765,-0.4617403,0.5049211,0.6959031,0.5821642,0.15067294,0.03480257,0.35888672,-0.8252901,-0.2304352,-0.13191956,-0.9438824,0.24524467,-1.206558,-0.21703203,-1.141775,-0.79197633,1.0223935,-1.3675581,0.0466139,-0.059462897,-0.049557246,-0.88723344,-0.022941247,0.35737038,0.19784057,0.25849015,-0.018588543,-0.17881362,-1.1175007,-0.63817453,-0.018592007,-0.6319813,-0.02513872,-0.22901693,-0.040518865,0.12695079,-0.54318476,1.3283454,0.3511341,-0.51606107,0.07510234,0.5856718,0.45388988,1.3169935,-0.1087845,-0.51691973,-0.6480574,0.051172763,0.056257993,0.2899811,0.34748226,-0.54721236,-0.14000241,-0.43739766,-1.3169975,-0.11480945,-0.9517163,-0.056522697,-0.2382359,-0.12512411,-0.53361964,0.39590636,-0.8108431,-0.114991546,0.45471144,-0.4925846,-0.5022102,0.8502525,0.3785852,0.73849154,-0.50778294,0.056830663,-0.7564228,-1.1344368,-0.30989528,-0.0018012077,0.954494,-0.86855114,0.23584881,1.1091062,0.55577457,-0.24042243,-0.12490684,-0.3525797,0.7261338,-0.5479789,-0.103117555,-0.9026411,0.54739773,0.6276492,-1.015195,0.4253388,-0.40851197
NCI-H1693,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
NCI-H526,1.3892791,-0.041533306,0.85776633,-0.9022525,1.3831886,-0.069203556,0.7469807,0.88298714,-0.8147938,-0.759953,-0.13247794,0.27265885,-0.48310673,-0.32614648,-0.63831234,-0.9214616,-0.6808444,-0.37380004,0.6461191,-0.2564155,0.6973419,0.31756777,-0.7664809,-0.7467204,-0.94349134,-0.9499668,-0.72422284,-0.2678604,-1.1052592,-0.7508348,0.5539765,-0.4617403,0.5049211,0.6959031,0.5821642,0.15067294,0.03480257,0.35888672,-0.8252901,-0.2304352,-0.13191956,-0.9438824,0.24524467,-1.206558,-0.21703203,-1.141775,-0.79197633,1.0223935,-1.3675581,0.0466139,-0.059462897,-0.049557246,-0.88723344,-0.022941247,0.35737038,0.19784057,0.25849015,-0.018588543,-0.17881362,-1.1175007,-0.63817453,-0.018592007,-0.6319813,-0.02513872,-0.22901693,-0.040518865,0.12695079,-0.54318476,1.3283454,0.3511341,-0.51606107,0.07510234,0.5856718,0.45388988,1.3169935,-0.1087845,-0.51691973,-0.6480574,0.051172763,0.056257993,0.2899811,0.34748226,-0.54721236,-0.14000241,-0.43739766,-1.3169975,-0.11480945,-0.9517163,-0.056522697,-0.2382359,-0.12512411,-0.53361964,0.39590636,-0.8108431,-0.114991546,0.45471144,-0.4925846,-0.5022102,0.8502525,0.3785852,0.73849154,-0.50778294,0.056830663,-0.7564228,-1.1344368,-0.30989528,-0.0018012077,0.954494,-0.86855114,0.23584881,1.1091062,0.55577457,-0.24042243,-0.12490684,-0.3525797,0.7261338,-0.5479789,-0.103117555,-0.9026411,0.54739773,0.6276492,-1.015195,0.4253388,-0.40851197
SCLC-21H,0.2635204,-0.11686392,-0.11251808,-0.42724934,0.27471182,-0.4497848,0.31706092,0.18774611,-0.26944086,0.2583264,0.08107952,0.2851793,0.43802416,0.0065694917,0.009844385,-0.46504146,-0.09567179,0.3273186,0.22899832,-0.06564714,0.4182708,0.43677995,0.4248451,-0.108499125,-0.22591953,-0.2055016,0.096611425,-0.3918011,-0.22431773,-0.42568988,-0.2362958,0.45656908,0.30263776,0.42667836,-0.18395391,0.13531865,0.22868033,-0.023192024,-0.35290852,-0.21857488,0.04728824,-0.100284725,0.3402835,-0.47643667,-0.20892893,-0.17455834,0.46610516,0.05004625,-0.3384509,0.016308226,-0.065951794,-0.056321554,-0.25859147,0.13519202,0.36555737,-0.3919358,-0.26457158,-0.27521655,0.16594647,-0.46051675,-0.47970915,-0.09838873,0.08441977,0.09931656,-0.30964723,0.1416042,0.28382996,-0.4402817,0.44248587,-0.25789598,-0.07535398,-0.074477024,0.1986657,-0.18194504,0.33415154,-0.2074381,-0.45006263,-0.2780996,0.39473218,0.38369846,0.0044998364,0.5080507,0.2422931,0.00411772,-0.343357,-0.32032555,0.032924686,-0.018160302,0.2925306,-0.09401179,-0.33038408,-0.44032604,0.05174897,-0.2232255,0.3747457,0.08759322,-0.4138546,-0.2852382,0.33397517,0.33413014,0.39690912,-0.063608155,-0.043658398,-0.42166647,-0.43816915,-0.45940882,-0.18097277,0.02978443,-0.1538697,0.30677268,-0.03689109,0.21010168,0.28131673,-0.46858466,-0.04709942,-0.14598064,-0.30233416,-0.39919928,-0.041326307,0.18372631,-0.10458839,-0.063553035,-0.25248402,-0.11604347
CAL-12T,0.48220587,-0.05849,0.14616357,-0.4673999,0.53858536,-0.42423943,0.50947434,0.26839095,-0.398599,0.0689518,0.12146057,0.35045916,0.3315403,-0.07498845,-0.24171047,-0.50427526,-0.24888808,0.13703024,0.19368833,0.005876668,0.33678764,0.5148279,0.21316679,-0.1795317,-0.36688292,-0.3456437,0.009337656,-0.2713893,-0.404618,-0.3573542,-0.09296703,0.31016207,0.18211894,0.6334635,-0.06321752,0.02174133,-0.0016583353,0.018047763,-0.47344387,-0.28249478,-0.15718031,-0.21343455,0.10072431,-0.54393125,-0.41049576,-0.40038776,0.22372445,0.27777842,-0.61739856,0.007901885,-0.028975833,0.05111041,-0.45418543,-0.0353695,0.2941136,-0.1603638,-0.027201384,-0.1476548,0.015186518,-0.6671702,-0.46300662,0.16044149,0.004987888,-0.11928044,-0.10198107,-0.017543375,0.3393402,-0.71534204,0.54669815,-0.18172646,-0.2156649,-0.075905025,0.35673833,0.050719976,0.57952917,-0.30527204,-0.35288483,-0.40671775,0.4796976,0.49106607,0.029322745,0.5127083,0.00021654367,0.049336,-0.43322828,-0.5553272,0.18637015,-0.23394054,0.2915296,-0.26141018,-0.121655285,-0.3207868,0.23056275,-0.36055458,0.16024403,0.14849874,-0.42336932,-0.16982284,0.36994848,0.4689765,0.3934491,-0.017038822,-0.17457782,-0.5259155,-0.6452424,-0.22688419,0.047901407,0.26831263,-0.24043596,0.35568416,0.12925708,0.19708614,0.13860755,-0.3824008,-0.24934614,0.072353795,-0.35375196,-0.23657471,-0.22724324,0.2595079,0.053694576,-0.21790609,-0.10084404,-0.1038455
SCaBER,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
