,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
Rh30,9.296692,-11.305487,16.655249,-10.747926,-40.038494,50.23752,-27.23074,12.717336,33.140358,22.581564,-34.821762,-5.9044113,36.036987,12.736521,12.414418,-11.568961,6.3470335,-30.013773,-26.8992,-31.469522,-28.094841,23.782671,-44.591557,44.298023,15.947803,-5.141978,10.299472,7.346393,20.57863,18.930984,20.619705,-12.31159,-44.719448,38.0511,-12.251473,46.5391,-31.191658,18.27478,-35.186714,-38.075073,15.350007,35.044796,30.8653,-32.28171,-27.082222,-45.282623,8.9738245,17.949469,21.697105,-33.25137,-30.067945,38.241184,6.85317,36.701725,-39.034492,-41.420986,29.65332,-33.897724,9.674514,23.199959,-56.95834,-31.581446,-16.666908,22.566328,28.196749,20.87251,47.646908,44.216026,-37.65061,-26.641867,-51.358154,-30.678547,27.228127,-39.411995,-36.130157,12.358693,0.6650446,36.335007,-20.096422,0.7478004,-38.218925,-51.245235,14.687738,2.9798536,13.164514,-42.159473,34.86442,12.023961,-17.430763,36.890965,-13.3046665,37.126404,-1.1169165,-1.4293845,-6.4851503,-39.608486,34.794106,15.182141,-19.220497,-27.926016,14.794814,29.642223,-24.182127,-33.83598,-15.214311,21.088787,-28.187153,23.994957,48.580097,-34.483047,25.232546,-22.577402,37.337986,38.318226,20.767637,-48.95845,62.000675,-39.190136,-9.840991,-36.321808,-41.09387
CL-40,-4.395502,-4.7803407,-15.317331,-13.202884,13.883775,-9.372521,2.956144,2.4905076,-12.414499,-7.6555696,-0.4174794,6.613958,-20.603968,1.8419412,8.864849,7.0164127,4.0150447,12.030545,11.640814,16.356438,3.814548,-9.808683,22.727087,-17.579905,8.393374,-7.322384,-4.584502,-9.040128,-14.836763,-24.922338,-12.72859,9.691335,16.990875,-12.65468,1.1585872,-13.871057,-5.6153746,5.003916,4.610826,21.242258,3.030362,-3.4900806,-9.643233,7.3545537,4.600781,18.572346,4.467537,-14.32769,-13.864183,1.7660565,18.310001,-9.771285,11.616879,-5.1749005,27.480911,10.8989105,0.25592998,1.2490612,-14.58666,-8.891625,17.4347,7.424663,3.7795482,0.98256415,-11.992812,3.1606011,-13.555174,-14.6407175,7.0508876,5.6896706,13.904355,15.286911,1.4285626,17.252882,5.352806,4.1168127,4.2698884,-17.156092,-4.189139,-14.963629,14.697504,12.840829,-0.04570912,-6.998237,4.3977957,10.64865,-17.721626,0.1170644,-1.9707338,-10.478735,-2.7242322,-14.923053,-2.7095966,-2.088701,8.62487,22.747375,-9.169373,-8.974856,-7.0963864,16.385231,4.899601,-5.6897225,7.0940824,17.312027,18.026766,0.78969276,18.664957,-9.586257,-10.618632,-8.152753,0.6665281,8.955511,-19.525452,-24.382734,-1.0798382,7.7124276,-20.926174,16.330444,11.533891,6.858973,12.340127
ME-1 [Human leukemia],-5.1036754,-4.6459045,-16.719725,-14.506657,14.666284,-9.564529,3.0435035,3.1208951,-12.842149,-8.836748,-1.1722004,7.8393836,-22.162374,1.3144568,10.345786,8.596608,3.724889,13.190719,13.030596,17.85825,4.167274,-9.887655,24.63895,-19.550486,8.473316,-7.834262,-4.596878,-10.006408,-16.854326,-26.897116,-13.888107,11.388563,18.032942,-13.091548,0.9584252,-15.180412,-6.837544,5.9961157,4.2389207,23.122892,2.4988935,-2.991457,-10.228941,7.395673,5.3903117,19.841736,4.4508004,-15.272135,-15.319758,1.5238653,20.589977,-9.833694,13.357114,-5.323371,29.841915,10.972911,0.59947515,0.45645276,-15.743112,-9.674784,18.453554,8.020335,3.526515,0.8522902,-13.239447,4.453605,-14.235272,-15.05127,6.7749133,5.612411,14.486205,17.014122,1.9402151,18.725374,5.217525,3.8928545,3.9816825,-18.928238,-4.580587,-15.663981,15.121567,13.539128,-0.3274992,-7.6708655,4.2180405,12.080412,-19.432701,0.6260215,-1.1123028,-11.39433,-2.5517023,-15.628843,-2.6524124,-2.4790869,9.081285,24.720175,-9.051199,-9.238783,-6.942183,18.091637,5.040833,-6.477262,7.0443797,19.241302,19.49294,0.828767,20.686409,-9.75328,-11.021259,-9.580452,1.1435667,9.686135,-21.377275,-26.68253,-1.5103598,7.9941497,-22.930853,17.684675,12.457952,6.515668,12.9825945
Hs 274.T,-0.9755322,-0.6334948,-2.8385751,-2.7488031,1.3950063,-0.44882065,0.12863693,0.37724152,-1.8115268,-1.1466676,-0.7205407,1.7120707,-2.6638277,0.08362257,2.5866907,1.2711221,0.084988356,1.341899,1.745966,2.414156,0.42699298,-1.2147912,2.7269647,-2.5609593,1.6141114,-0.93183523,-0.1644403,-0.94273615,-2.485793,-3.4511333,-2.0926714,1.9439799,1.9094003,-1.7103894,-0.60374516,-1.4875684,-1.7532972,1.6876693,0.22981107,2.7950065,0.6047256,0.2175836,-1.078231,0.18654874,0.75912017,1.9255022,0.5657675,-1.4360564,-2.3630908,-0.3800506,2.5228195,-0.73923355,2.3285444,-0.12379806,4.0497556,0.96030855,0.79685295,-0.682847,-2.673118,-0.8265981,1.7571568,1.2096311,-0.08686394,-0.27226827,-1.8595977,1.1725631,-1.0159168,-1.5690715,0.39908493,0.35332018,1.2708019,2.1368146,1.0757892,1.9493858,-0.4957147,0.570659,0.66545826,-2.28787,-1.4810638,-2.2485712,1.2763699,1.0849528,-0.33582675,-1.4383967,0.6358929,1.0680884,-2.4216928,0.7924648,-0.04949954,-0.85861367,-0.24688223,-1.7825662,0.32275918,0.07198793,0.940352,3.366116,-0.8025142,-1.0741234,-0.85734,2.2463028,0.65876657,-0.60183,0.5313194,2.2867782,2.714213,0.12553993,3.1858854,-0.7313756,-0.8627747,-1.9552863,0.41576946,1.0146447,-2.5397222,-3.608083,-0.16800426,0.28438452,-2.1740844,2.1671667,2.1058693,0.25552264,1.0464052
K-562,-5.1283903,-4.6490374,-16.76025,-14.546499,14.687469,-9.565938,3.045984,3.1333852,-12.8625,-8.862,-1.1874856,7.87139,-22.197483,1.3022922,10.38305,8.633365,3.7148721,13.206651,13.06311,17.898756,4.172366,-9.892868,24.682499,-19.596525,8.489886,-7.851864,-4.594574,-10.020726,-16.89983,-26.942204,-13.9157095,11.429047,18.054308,-13.109821,0.96260136,-15.213616,-6.866763,6.019693,4.2332406,23.161768,2.4906876,-2.9815598,-10.242066,7.3968196,5.4158688,19.87168,4.449202,-15.294527,-15.360187,1.5119452,20.634779,-9.832078,13.395412,-5.3195415,29.901052,10.977139,0.603701,0.4380111,-15.774185,-9.68729,18.47455,8.035565,3.5198052,0.8450485,-13.262327,4.4843545,-14.249451,-15.064707,6.7733364,5.6099133,14.50432,17.046839,1.9630048,18.759705,5.215739,3.8916385,3.985592,-18.961287,-4.5961432,-15.684713,15.129635,13.553358,-0.3384363,-7.6859274,4.2172327,12.109059,-19.478348,0.64379466,-1.0912124,-11.408183,-2.5428698,-15.642839,-2.6465743,-2.4887652,9.097357,24.77286,-9.052745,-9.247316,-6.9314218,18.12475,5.044759,-6.4925,7.043347,19.283691,19.530304,0.82447416,20.730858,-9.757396,-11.035292,-9.602195,1.1533161,9.704972,-21.420067,-26.743399,-1.5188503,7.9987836,-22.976358,17.723627,12.489666,6.507464,12.996655
SW1990,3.9697435,-4.1453648,6.954784,-5.3572392,-18.52391,23.105778,-12.440259,5.5482473,15.458725,9.183476,-16.286053,-1.6111996,16.071953,5.0321546,6.2838774,-4.4441285,2.1122434,-13.315967,-11.643874,-13.688793,-12.088578,11.575608,-20.211615,19.477999,6.0822406,-1.8376628,5.1752353,2.9752445,8.419548,7.932615,9.5102215,-4.4093847,-19.937086,17.68808,-6.233181,21.121037,-14.750817,8.456184,-16.299826,-16.585707,5.893051,16.334778,14.148503,-15.008148,-11.594438,-20.578447,3.1862342,7.954548,9.791642,-14.902048,-12.8445835,17.717525,4.277309,16.585392,-17.24498,-19.039515,13.826216,-15.949773,4.253133,10.697264,-25.985176,-14.137285,-7.679243,9.526895,12.26155,10.108098,21.53821,20.539446,-17.416122,-12.328271,-23.722336,-12.689927,12.415006,-17.844673,-17.017206,4.731774,-0.70505756,15.6763315,-9.110486,1.2745466,-18.041025,-23.215113,5.974521,0.57604545,5.022433,-18.167728,15.498675,5.7793093,-7.0067825,16.320429,-5.4075375,16.483742,-0.17899153,-0.66237175,-3.6079981,-17.263401,16.259575,7.833893,-7.78851,-11.905023,5.856448,12.80277,-11.628072,-14.491617,-6.660817,8.922227,-11.839364,11.3648,22.368824,-16.426598,11.590744,-9.673725,16.543743,16.810442,9.182435,-22.264471,28.032324,-17.817255,-4.574671,-16.837496,-18.92203
RT-112,-4.1637206,-4.5458612,-14.526526,-12.547535,12.271648,-7.6884685,2.2158306,2.2221181,-11.604148,-6.5149403,-0.83751166,6.298186,-17.62608,1.6099957,9.010149,6.5494866,3.1164043,9.6358385,10.379906,14.389277,2.8346376,-8.781858,19.216663,-15.4769335,8.071725,-6.5963554,-3.5321982,-7.549386,-13.470157,-21.17904,-11.89233,9.400492,14.128674,-11.636229,0.50626713,-12.228937,-5.8502827,5.172934,3.8877597,18.255384,3.0269444,-2.735178,-7.9812646,5.9178357,4.4400816,15.662104,3.8124888,-11.624456,-12.841921,1.3304477,15.816006,-8.267759,11.084909,-4.181089,24.40448,9.497972,0.6572397,0.31365728,-13.3916025,-7.239828,15.111991,7.294696,3.033103,0.011608385,-10.404229,3.511527,-11.201038,-12.652142,6.0226407,4.944869,12.013944,13.316477,2.3032384,14.92069,3.6590643,4.0352893,4.3668275,-14.68671,-4.7654514,-13.69132,12.001019,10.787053,-0.2329789,-6.475636,4.459308,8.575557,-15.3499155,0.67216676,-1.0221492,-8.668561,-2.0545876,-12.597103,-1.7413489,-1.3739736,7.5183625,19.906466,-7.7322717,-8.166687,-5.757552,14.200456,4.4635463,-4.7242355,6.3024297,15.094541,15.960415,0.98107374,16.488947,-7.978202,-9.153801,-7.318239,0.8026601,7.49423,-16.956665,-21.48964,-0.6494247,6.163212,-18.267475,14.040833,10.539846,5.535468,10.436688
KYSE-30,7.308967,-8.503914,13.142463,-9.068669,-32.84928,41.710804,-22.249146,9.779694,27.280622,17.846643,-28.74674,-3.7223632,29.529295,9.872603,11.009607,-9.208364,4.503611,-24.855227,-21.829275,-25.85132,-22.731152,19.827364,-36.904457,35.838406,12.722735,-3.5847552,8.96855,6.267597,16.111906,15.861079,16.680447,-9.355413,-36.97322,31.224693,-10.851902,38.2746,-25.78144,15.003799,-28.890282,-31.098913,11.973099,28.955559,25.186493,-27.21786,-21.73416,-37.398483,6.811741,14.911112,18.300476,-26.9431,-24.386833,31.531574,6.1636806,29.82299,-31.914413,-34.22611,24.677235,-28.21971,7.412453,19.257483,-46.923374,-25.317152,-13.923803,17.918549,22.550838,17.57058,39.47815,36.630398,-31.3197,-21.865055,-42.527344,-24.652708,22.477907,-32.292316,-30.743666,9.374952,-0.23050481,29.514597,-16.898046,1.4814982,-32.21684,-42.04217,11.411438,2.1155593,10.260167,-34.260616,28.521362,10.340673,-13.616584,29.92147,-10.318449,30.157648,0.043073878,-0.9023814,-6.001762,-32.278374,28.828785,13.045346,-15.4494295,-22.627554,11.0820265,23.98491,-20.397423,-27.43573,-12.416546,16.805305,-22.69637,20.203884,40.27674,-28.811832,20.490063,-18.119606,30.39377,31.084978,16.803463,-40.340874,51.03789,-32.061176,-8.171227,-30.021025,-34.161655
MFE-319,-4.6366725,-4.309669,-15.270582,-13.230822,13.456359,-8.848266,2.786726,2.8180957,-11.7789755,-8.018692,-1.0157968,7.044277,-20.287945,1.3083503,9.336371,7.7686877,3.5032477,12.067474,11.886482,16.312841,3.7659025,-9.13014,22.537222,-17.812197,7.7812347,-7.179628,-4.2470417,-9.1401005,-15.314899,-24.626026,-12.687563,10.319599,16.557497,-12.025169,0.93147486,-13.885435,-6.1514006,5.398364,3.906549,21.163889,2.3491244,-2.8238666,-9.364059,6.8637233,4.8649664,18.202166,4.104745,-14.00695,-13.982548,1.3969893,18.75666,-9.086911,12.099362,-4.9055767,27.282389,10.15583,0.4818608,0.5321134,-14.349045,-8.850677,16.934515,7.2990685,3.3067467,0.7987241,-12.073779,3.9468484,-13.083953,-13.8719015,6.2966523,5.2000504,13.298793,15.538734,1.7489007,17.095001,4.857512,3.6122065,3.7351568,-17.283028,-4.1670527,-14.394638,13.9617815,12.424949,-0.2277271,-7.007408,3.9016635,10.991792,-17.749048,0.52336127,-1.1380368,-10.404723,-2.3893452,-14.32075,-2.5112686,-2.2259393,8.336519,22.585564,-8.360381,-8.499304,-6.4349647,16.514736,4.6849666,-5.883592,6.4974704,17.55086,17.81769,0.7732492,18.850319,-8.998797,-10.119105,-8.706109,0.99699223,8.848061,-19.49292,-24.380932,-1.3370044,7.334405,-20.970894,16.136145,11.372747,6.0543714,11.926977
NCO2,-5.900397,-3.453491,-17.789463,-15.725228,13.241202,-7.524193,2.770597,3.4381757,-11.05784,-9.268165,-2.4948368,8.964738,-21.243494,0.28087914,11.658605,9.491655,2.3018806,12.851247,13.98136,17.136114,4.241425,-8.088057,23.524878,-19.799324,7.2474294,-7.2355323,-3.1084688,-9.688886,-17.768137,-26.730814,-13.582987,12.84004,17.081642,-11.432116,-0.6934485,-14.509904,-8.7405815,8.250806,2.8629117,22.755596,2.070085,-1.2750236,-9.224665,5.2317348,5.7978916,17.955996,3.8772905,-13.817251,-15.052034,0.25792176,20.886627,-8.083724,15.282369,-3.6884365,29.586218,9.017688,1.4339302,-1.8974787,-15.502427,-8.617022,16.591295,7.670253,2.0875769,1.0328224,-13.473651,6.3290544,-12.993765,-12.562674,4.7928853,4.1964073,12.41804,17.416704,3.161449,16.715042,2.7100704,2.908056,2.445195,-19.266989,-4.5841155,-14.837757,13.088211,12.272455,-0.98983175,-7.851234,3.264351,11.122295,-19.156319,1.7971029,-0.3014942,-10.390017,-1.8392695,-14.524748,-1.946612,-2.0515568,7.3171844,24.265526,-7.1654854,-7.949065,-6.066048,18.121195,4.6530986,-6.8143725,5.519848,18.938704,18.447096,0.794211,21.466162,-8.4835825,-9.278801,-12.133972,1.7138582,9.573065,-20.905642,-26.140976,-2.2586148,6.1127276,-21.866476,16.447247,12.815022,4.431486,11.592684
JHOS-2,-3.223362,-4.5951257,-11.117413,-9.605427,10.320825,-7.0828147,1.6633189,1.868363,-9.710055,-4.908908,-0.63793993,3.778461,-14.549186,2.2102215,5.82296,4.833021,3.8316615,8.144252,8.0304785,11.742213,1.5134162,-7.823945,16.401228,-12.009663,7.084864,-6.1867294,-3.2767081,-5.8146343,-10.194677,-17.879091,-9.040717,6.552623,12.232565,-9.548877,1.3415284,-10.083614,-3.6011276,3.3960195,2.8705032,15.222205,3.016805,-2.9150722,-6.4391046,5.778181,2.886847,13.464501,3.6935987,-10.710766,-10.088065,0.76670563,12.685114,-7.5163274,7.8847027,-3.52598,19.848297,8.434162,-0.45622203,1.1055517,-10.180321,-6.3414073,12.784433,5.011477,3.1727405,1.628319,-7.6025887,2.1898544,-10.083513,-11.127358,5.598306,4.6960735,10.332002,10.549183,1.4951286,12.407904,4.517412,3.6722152,4.4051914,-11.679541,-3.0688808,-11.755812,11.505313,8.848521,0.5961489,-5.3010583,3.8545434,6.9194827,-12.785903,0.4809924,-1.7233325,-7.101849,-2.3616695,-10.47798,-2.7434406,-1.1440345,6.892907,16.228401,-6.8774405,-7.065407,-5.825398,11.327328,4.7087126,-3.5156286,5.677065,12.140649,12.72984,1.4365549,12.554558,-7.185113,-8.085456,-5.7083993,0.47397605,6.204806,-13.845253,-17.25988,-0.060150735,5.3403907,-15.05457,11.382816,8.591634,5.2874784,9.227483
HOS,-0.8116108,0.4229789,-1.4479082,-2.0350742,-0.5422363,1.4650048,-0.40048316,0.18291542,0.38430485,-0.6032542,-1.4301096,1.6343863,-0.2884477,-0.530416,2.3917348,1.0071082,-0.80947196,0.061809927,0.7693915,0.50907695,-0.024239896,0.55428416,-0.0138907,-0.71254617,0.11035227,-0.049696185,0.729095,-0.048295017,-1.3564445,-1.164826,-0.47377962,1.536553,-0.26072392,0.37108958,-1.5344443,0.4063533,-2.0248091,1.842324,-0.9097321,0.50078666,-0.13944824,1.4342943,0.40610093,-1.4571346,0.4054119,-0.6859919,-0.13640565,0.17362581,-0.7033123,-0.87296313,0.78150594,0.9688594,2.0902736,1.1901863,1.2673483,-1.0328466,1.4661683,-1.9183773,-1.2965605,0.6047188,-0.8546115,0.08151769,-0.7473629,-0.08280221,-0.5916429,1.7476228,0.9812057,0.87333727,-1.3448353,-0.91862977,-1.1806444,0.94049585,1.379426,-0.4841267,-2.0950751,-0.118090466,-0.6275538,-0.68549526,-1.2817141,-0.19829838,-1.1594964,-0.7778477,-0.43820024,-0.8538907,-0.158506,-0.47231817,-0.4097988,1.1969199,0.39775193,0.45908675,0.18760425,0.06027362,0.7769934,0.2358102,-0.6241397,0.90009767,0.98386776,0.577715,-0.087906264,0.72609043,-0.012312854,-0.11610319,-0.7737556,0.5716616,0.7687402,0.16437782,1.493254,0.7484569,1.0654333,-2.26696,0.68098235,0.24993548,-0.4507532,-1.0848308,-0.16005433,-1.3526442,0.5271039,-0.1589364,1.1037718,-1.299838,-1.0099286
JHUEM-1,-6.509298,-5.5910378,-21.074776,-18.483059,18.185932,-11.672709,3.7155929,4.103387,-15.868178,-11.216752,-1.7833914,10.074167,-27.700272,1.3899583,13.391411,11.185347,4.4214168,16.502657,16.526346,22.372993,5.327166,-11.991691,30.737295,-24.708054,10.471912,-9.812308,-5.5480604,-12.604229,-21.418674,-33.743954,-17.498837,14.627114,22.42198,-16.179388,1.0232861,-19.11187,-9.012625,7.8565736,5.071177,28.92713,2.9621336,-3.4068944,-12.652103,8.923583,6.916147,24.688215,5.3908496,-18.934418,-19.304426,1.7275755,26.02347,-11.960376,17.244696,-6.469488,37.494133,13.439696,0.9792787,0.09984017,-19.696743,-12.108973,22.965437,10.103799,4.143282,0.96560544,-16.65745,6.0449886,-17.598074,-18.43131,8.142431,6.6684465,17.950901,21.551744,2.675376,23.43718,6.232696,4.734485,4.75519,-23.888748,-5.8597355,-19.465086,18.60389,16.830223,-0.5349523,-9.5843935,5.118156,15.189164,-24.47776,0.9046085,-1.0201685,-14.13772,-3.0326033,-19.367237,-3.2174764,-3.3014677,11.223506,31.00816,-11.000177,-11.326891,-8.41364,22.848127,6.203151,-8.226316,8.619993,24.269955,24.423819,1.055379,26.191927,-12.016856,-13.602692,-12.391788,1.6141869,12.075619,-26.886965,-33.526886,-2.045228,9.818573,-28.779993,22.130308,15.624189,7.7614923,16.096449
SH-4,-4.6339035,-4.3118067,-15.2193,-13.214116,13.311318,-8.686962,2.6969645,2.835966,-11.714555,-7.9476895,-1.0893323,7.048291,-20.04235,1.2594163,9.393782,7.7766476,3.3994215,11.889506,11.813132,16.201115,3.667379,-8.996775,22.278868,-17.70502,7.754344,-7.166936,-4.1265273,-9.047421,-15.255783,-24.363543,-12.630703,10.35586,16.327806,-11.896651,0.85492676,-13.775661,-6.230227,5.4244914,3.8018744,20.931704,2.3442376,-2.7248726,-9.183474,6.726045,4.892944,17.94725,4.0281477,-13.83903,-13.941203,1.3891089,18.593758,-8.905377,12.136436,-4.7857585,27.103216,9.9880905,0.52278066,0.36743715,-14.227108,-8.727234,16.752352,7.2946024,3.2347736,0.72734517,-11.938521,4.0587606,-12.910034,-13.636328,6.188489,5.102504,13.153865,15.422684,1.8720946,16.968796,4.696569,3.6225235,3.7475626,-17.103329,-4.257827,-14.316671,13.711643,12.252133,-0.25591806,-6.990187,3.9011934,10.868721,-17.591324,0.60911477,-0.992145,-10.245538,-2.2816494,-14.096845,-2.42768,-2.190735,8.253731,22.398588,-8.20541,-8.428083,-6.2933364,16.371727,4.6721015,-5.8216147,6.4443207,17.456867,17.655851,0.83180743,18.70324,-8.830062,-10.034833,-8.698185,1.0118271,8.709958,-19.362072,-24.17871,-1.3038548,7.1833167,-20.795053,15.971946,11.251613,5.877563,11.763098
DV-90,-3.4836247,-2.7779183,-11.189674,-9.758076,9.694713,-6.267721,2.0955176,2.1133845,-8.317025,-6.1894355,-1.000311,5.580952,-15.040494,0.66954637,7.2400928,6.005699,2.2936156,9.192856,8.843733,12.189157,3.0605273,-6.469036,16.683216,-13.23127,5.3229656,-5.0404477,-3.0838792,-6.9977336,-11.50292,-18.23082,-9.326649,7.778447,12.233405,-8.532081,0.5444264,-9.988879,-4.7670865,4.1559434,2.6498818,15.751668,1.2822735,-1.7112246,-7.0106,4.8099575,3.7029305,13.217412,2.8471613,-10.26544,-10.440088,0.98338044,14.068113,-6.372192,9.105574,-3.576857,20.109491,7.133771,0.6848055,0.1723551,-10.780444,-6.5103197,12.202185,5.395083,2.228162,0.30075383,-9.202216,3.09894,-9.48204,-9.959792,4.3633614,3.6101222,9.488732,11.581312,1.2466469,12.504486,3.3127012,2.441416,2.2662687,-13.02024,-3.1327658,-10.263335,9.8776,9.0652895,-0.36210668,-5.3204646,2.5452268,8.5533905,-13.107858,0.5360899,-0.5656059,-7.781885,-1.6883043,-10.541496,-1.6314021,-1.6514301,6.0073957,16.817318,-5.9269767,-5.933561,-4.453013,12.404803,3.1118968,-4.575474,4.4490395,13.124278,13.274864,0.31875628,14.217155,-6.339961,-7.1777577,-6.567306,0.87112904,6.616557,-14.383133,-18.052597,-1.2011791,5.3743405,-15.350379,11.963916,8.398774,4.2728195,8.536142
HMCB,6.2551126,-7.5374126,11.1515665,-7.006227,-26.064919,32.528816,-17.757612,8.27206,21.400015,14.418932,-22.586927,-3.8049197,23.124876,8.438241,8.122734,-7.697583,4.2552667,-19.030287,-17.804995,-20.129322,-18.253494,15.485028,-28.856684,28.753708,10.673751,-3.34465,6.3475876,3.9431,13.261242,11.831092,13.013145,-7.9835486,-29.046934,24.54229,-7.8426313,30.202093,-20.386528,11.95216,-22.824423,-24.524302,9.999991,22.978073,19.973022,-20.800245,-17.903368,-29.248882,6.1725554,11.300234,14.035449,-21.728786,-19.22857,25.017023,4.386205,23.65069,-25.440445,-26.976624,19.645624,-21.737501,6.0142307,14.459176,-37.12925,-20.522753,-10.599412,14.931794,18.20591,13.570157,30.774914,28.6563,-24.493603,-17.266068,-33.286625,-19.989853,17.553276,-25.332804,-23.368546,8.082091,0.42471367,23.605066,-13.256011,0.30264124,-24.603716,-33.009274,9.551753,1.5574576,8.831812,-27.100187,22.322361,7.9407415,-11.56221,23.744919,-8.874038,23.979498,-0.8297694,-1.2088435,-3.8640366,-25.433777,22.528528,9.702854,-12.844129,-18.027727,9.31685,19.232466,-15.611051,-21.934095,-9.331203,13.780338,-17.91046,15.307392,31.4674,-22.459694,16.62904,-14.684182,24.180517,24.720446,13.684143,-31.484612,40.131508,-25.194956,-6.275827,-23.68318,-26.666231
OV7,-3.1198685,-3.2946918,-10.466249,-9.007315,9.463841,-6.4142756,1.9227967,1.9339582,-8.491426,-5.444344,-0.6052864,4.6891427,-14.147409,1.1471752,6.2807536,5.2416434,2.6925116,8.474401,8.010976,11.419584,2.4084136,-6.696251,15.8048935,-12.193532,5.698586,-5.1450577,-3.184155,-6.333423,-10.414405,-17.060287,-8.771011,6.925825,11.588741,-8.5756855,0.82295525,-9.57578,-4.001163,3.4550729,2.774036,14.72889,1.7231305,-2.1781366,-6.5076985,5.062785,3.2190769,12.8339205,3.0206902,-9.961457,-9.808738,0.99557936,12.851065,-6.5524073,8.050597,-3.5837345,18.947525,7.2926807,0.20806673,0.67385226,-10.082778,-6.1959143,11.929293,5.044393,2.5315063,0.67089725,-8.224457,2.4846451,-9.232305,-10.019473,4.6505466,3.8543913,9.455117,10.581211,1.1367884,12.06058,3.7410483,2.758371,2.9237003,-11.784943,-2.9265869,-10.222508,9.995418,8.676743,-0.013023019,-5.001128,2.9283264,7.6820626,-12.263509,0.327843,-0.9718826,-7.272793,-1.8555056,-10.032168,-1.8267623,-1.4776015,6.0664787,15.746735,-6.0730705,-6.152002,-4.6925282,11.346282,3.423321,-3.9294903,4.693638,12.124285,12.443869,0.63498944,12.887266,-6.3898907,-7.2945666,-5.6982117,0.6797862,6.1446996,-13.52412,-16.94477,-0.71495616,5.279615,-14.555081,11.2633915,8.012805,4.500793,8.395367
BxPC-3,-1.415886,-0.48511657,-3.5960128,-4.236672,-1.0074271,3.2436519,-1.2872043,-0.036543835,0.23276517,0.37192407,-2.2510772,1.8372781,0.5364199,0.10955165,3.8331788,0.24160431,-0.86116886,-1.6207498,0.7505651,-0.19812338,-1.5046945,0.6995847,-1.1703767,0.0960131,2.3505805,-0.54976594,2.0331898,0.90583086,-1.4799925,-1.0433787,-0.5205557,2.176974,-0.96064794,0.628888,-2.10566,1.8883405,-3.8953931,3.3989663,-1.6429894,-0.074578635,1.6413093,2.6497128,1.5536145,-2.9684472,-0.0012489036,-2.18758,0.33850712,1.5346745,-1.0571322,-2.5389974,-0.32492924,1.9372461,3.2553113,2.9873633,1.8166361,-1.8996239,2.3969395,-3.541292,-2.28445,2.67714,-2.4683297,-0.40212724,-1.3519211,0.1602414,-0.11452758,2.6940658,2.374012,1.8354074,-2.0941813,-1.354866,-2.475503,-0.25611192,3.5366862,-2.4863267,-4.234004,0.65765077,0.39556658,0.26960093,-2.877026,-1.5699285,-2.0495155,-2.6726446,-0.47994983,-0.9473817,1.1236653,-3.2096796,0.047369406,1.681938,-0.47571534,2.056795,-0.09531678,0.6229038,0.864817,0.8603462,-0.85025454,0.27944958,1.8707908,0.12503433,-1.216309,-0.36016372,0.9428466,1.124093,-1.4042455,-0.6860398,0.41109338,1.1531891,0.7186566,1.454258,2.672105,-4.2860603,1.5966753,-0.36334985,0.63085234,-0.7067746,0.3081533,-3.8020983,2.2849278,-1.2495402,2.3973577,-2.4755406,-2.2980478
NCI-H1048,-5.7191434,-5.048587,-19.281586,-16.633602,15.743665,-9.630142,3.203051,3.0921297,-14.123158,-9.281146,-1.259984,9.087238,-23.551506,1.1697091,12.247994,8.96801,3.3471863,13.347163,14.224087,19.074932,4.4559274,-10.81099,25.877815,-21.123234,9.616525,-8.129632,-4.380607,-10.5826435,-18.359657,-28.44601,-15.583901,13.054904,18.902208,-14.609151,0.33051383,-16.085052,-8.212932,7.350109,4.6698813,24.691898,3.1565793,-2.8049152,-10.91362,7.251789,6.128419,20.55163,4.8428836,-15.22874,-16.88928,1.5221568,21.805624,-10.293409,15.130026,-5.4400935,32.321827,11.625146,1.347952,-0.013949744,-17.592012,-9.732211,19.452734,9.440727,3.4611702,0.133628,-14.53314,5.097783,-14.547101,-15.882753,6.9826994,5.951133,15.280286,18.12442,2.90841,19.263578,4.269933,4.4074464,4.3956,-20.291426,-5.8174205,-17.326452,15.342473,14.423037,-0.5966093,-8.390513,4.9720354,12.00872,-20.719381,1.0529406,-0.9994329,-11.920402,-2.350967,-16.597424,-2.045337,-1.9928467,9.305103,26.538809,-9.525454,-10.230105,-7.3202686,19.269728,5.278825,-6.9400277,7.504375,20.303635,21.197517,0.7378892,22.420527,-10.073551,-11.3657,-10.53496,1.2613343,10.1925125,-22.49414,-28.52906,-1.6062886,7.9399877,-24.263792,18.692902,13.855152,6.636278,13.573676
